Gavialis_gangeticus	Crocodylus_porosus	Alligator_sinensis	Alligator_mississippiensis	
2.3339e-05	6.1092e-05	0.0019008	0.00044102	
2.3036e-05	6.1267e-05	0.0019025	0.00043956	
2.272e-05	6.1425e-05	0.0019042	0.00043809	
2.2409e-05	6.1605e-05	0.0019059	0.00043663	
2.2104e-05	6.1808e-05	0.0019076	0.00043519	
2.1786e-05	6.1994e-05	0.0019093	0.00043373	
2.1472e-05	6.2198e-05	0.001911	0.00043229	
2.1144e-05	6.2385e-05	0.0019128	0.00043082	
2.0826e-05	6.26e-05	0.0019144	0.00042935	
2.0511e-05	6.2835e-05	0.0019161	0.00042788	
2.0202e-05	6.3093e-05	0.0019179	0.00042643	
1.9896e-05	6.3371e-05	0.0019196	0.00042499	
1.9596e-05	6.3674e-05	0.0019214	0.00042356	
1.9298e-05	6.3997e-05	0.0019232	0.00042214	
1.8987e-05	6.43e-05	0.001925	0.00042071	
1.8679e-05	6.4623e-05	0.0019268	0.00041929	
1.8357e-05	6.4926e-05	0.0019285	0.00041785	
1.8038e-05	6.525e-05	0.0019303	0.00041643	
1.7722e-05	6.5594e-05	0.0019321	0.00041501	
1.7393e-05	6.5917e-05	0.0019339	0.00041359	
1.7049e-05	6.6221e-05	0.0019357	0.00041214	
1.6711e-05	6.6551e-05	0.0019375	0.00041071	
1.6375e-05	6.6902e-05	0.0019393	0.00040929	
1.6045e-05	6.7281e-05	0.0019412	0.00040789	
1.5719e-05	6.7687e-05	0.0019431	0.00040649	
1.5396e-05	6.8115e-05	0.001945	0.00040511	
1.5076e-05	6.8566e-05	0.0019469	0.00040375	
1.476e-05	6.9046e-05	0.0019488	0.00040239	
1.4447e-05	6.9551e-05	0.0019508	0.00040105	
1.412e-05	7.0033e-05	0.0019528	0.00039969	
1.378e-05	7.0494e-05	0.0019547	0.00039831	
1.3426e-05	7.0934e-05	0.0019566	0.00039692	
1.3077e-05	7.1405e-05	0.0019585	0.00039555	
1.2731e-05	7.1901e-05	0.0019605	0.00039419	
1.2371e-05	7.2374e-05	0.0019624	0.00039281	
1.2016e-05	7.2879e-05	0.0019644	0.00039144	
1.1666e-05	7.3418e-05	0.0019664	0.00039009	
1.1321e-05	7.3993e-05	0.0019684	0.00038876	
1.0979e-05	7.4596e-05	0.0019704	0.00038743	
1.0638e-05	7.5228e-05	0.0019725	0.00038612	
1.0303e-05	7.5897e-05	0.0019746	0.00038482	
9.9716e-06	7.6605e-05	0.0019768	0.00038354	
9.6446e-06	7.7352e-05	0.0019789	0.00038227	
9.3216e-06	7.8141e-05	0.0019811	0.00038102	
8.9846e-06	7.8901e-05	0.0019833	0.00037975	
8.6336e-06	7.9632e-05	0.0019854	0.00037846	
8.2692e-06	8.0337e-05	0.0019876	0.00037716	
7.909e-06	8.1083e-05	0.0019897	0.00037588	
7.5508e-06	8.1863e-05	0.0019919	0.0003746	
7.1792e-06	8.2615e-05	0.0019941	0.00037331	
6.7938e-06	8.334e-05	0.0019962	0.000372	
6.6644e-06	8.3288e-05	0.001993	0.00037234	
6.5341e-06	8.3264e-05	0.0019898	0.00037268	
6.3912e-06	8.3213e-05	0.0019865	0.00037301	
6.2473e-06	8.3189e-05	0.0019833	0.00037334	
6.1056e-06	8.1682e-05	0.0019802	0.00037369	
5.9513e-06	8.0134e-05	0.001977	0.00037403	
5.7975e-06	7.8651e-05	0.0019738	0.00037438	
5.644e-06	7.723e-05	0.0019707	0.00037474	
5.4781e-06	7.577e-05	0.0019675	0.00037508	
5.3124e-06	7.4372e-05	0.0019644	0.00037544	
5.1316e-06	7.2922e-05	0.0019613	0.00037581	
5.5288e-06	7.1317e-05	0.0019582	0.00037616	
5.9278e-06	6.9764e-05	0.0019551	0.00037652	
6.3309e-06	6.8273e-05	0.0019521	0.0003769	
6.738e-06	6.6841e-05	0.0019491	0.00037728	
7.1493e-06	6.5465e-05	0.0019461	0.00037769	
7.5468e-06	6.4054e-05	0.0019431	0.00037807	
7.9484e-06	6.2698e-05	0.0019401	0.00037847	
8.3542e-06	6.1394e-05	0.0019371	0.00037888	
8.7643e-06	6.0139e-05	0.0019342	0.0003793	
9.1767e-06	5.8922e-05	0.0019313	0.00037973	
9.5753e-06	5.7676e-05	0.0019284	0.00038015	
9.9761e-06	5.6466e-05	0.0019255	0.00038057	
1.0364e-05	5.523e-05	0.0019226	0.00038098	
1.0754e-05	5.403e-05	0.0019197	0.0003814	
1.1146e-05	5.2864e-05	0.0019169	0.00038183	
1.1524e-05	5.1672e-05	0.001914	0.00038224	
1.1889e-05	5.0451e-05	0.0019111	0.00038264	
1.2241e-05	4.9204e-05	0.0019082	0.00038303	
1.2595e-05	4.7992e-05	0.0019052	0.00038342	
1.2953e-05	4.6823e-05	0.0019024	0.00038382	
1.3313e-05	4.5685e-05	0.0018995	0.00038423	
1.366e-05	4.4524e-05	0.0018966	0.00038463	
1.4012e-05	4.3403e-05	0.0018938	0.00038504	
1.4366e-05	4.2312e-05	0.001891	0.00038546	
1.4722e-05	4.1251e-05	0.0018882	0.00038589	
1.5081e-05	4.0218e-05	0.0018854	0.00038632	
1.5445e-05	3.9221e-05	0.0018826	0.00038677	
1.5795e-05	3.82e-05	0.0018798	0.0003872	
1.615e-05	3.7214e-05	0.0018771	0.00038764	
1.6507e-05	3.6254e-05	0.0018744	0.00038809	
1.687e-05	3.5327e-05	0.0018717	0.00038855	
1.722e-05	3.4379e-05	0.001869	0.000389	
1.7557e-05	3.3409e-05	0.0018662	0.00038943	
1.7898e-05	3.2473e-05	0.0018635	0.00038988	
1.8226e-05	3.1513e-05	0.0018608	0.00039031	
1.8557e-05	3.0579e-05	0.0018581	0.00039075	
1.8892e-05	2.967e-05	0.0018554	0.0003912	
1.9229e-05	2.8784e-05	0.0018527	0.00039165	
1.9573e-05	2.7928e-05	0.0018501	0.00039212	
1.9902e-05	2.7051e-05	0.0018474	0.00039257	
2.0213e-05	2.6144e-05	0.0018448	0.00039303	
2.0529e-05	2.5268e-05	0.0018422	0.00039351	
2.0849e-05	2.4414e-05	0.0018396	0.00039399	
2.1155e-05	2.354e-05	0.001837	0.00039446	
2.1468e-05	2.2694e-05	0.0018344	0.00039494	
2.1787e-05	2.1876e-05	0.0018318	0.00039543	
2.2111e-05	2.1083e-05	0.0018293	0.00039593	
2.2443e-05	2.0316e-05	0.0018268	0.00039645	
2.276e-05	1.9529e-05	0.0018243	0.00039695	
2.3084e-05	1.8766e-05	0.0018218	0.00039746	
2.3411e-05	1.8022e-05	0.0018193	0.00039798	
2.3743e-05	1.7296e-05	0.0018169	0.00039851	
2.4079e-05	1.6586e-05	0.0018145	0.00039905	
2.4401e-05	1.5859e-05	0.001812	0.00039957	
2.4708e-05	1.5113e-05	0.0018095	0.00040008	
2.5023e-05	1.439e-05	0.0018071	0.0004006	
2.5341e-05	1.3683e-05	0.0018047	0.00040113	
2.5664e-05	1.2993e-05	0.0018023	0.00040167	
2.5995e-05	1.2322e-05	0.0017999	0.00040222	
2.6311e-05	1.1636e-05	0.0017975	0.00040275	
2.6614e-05	1.0932e-05	0.0017951	0.00040327	
2.6924e-05	1.0249e-05	0.0017927	0.00040381	
2.7242e-05	9.5861e-06	0.0017903	0.00040435	
2.7564e-05	8.9375e-06	0.001788	0.00040491	
2.7893e-05	8.303e-06	0.0017856	0.00040547	
2.8229e-05	7.6864e-06	0.0017834	0.00040605	
2.8575e-05	7.0872e-06	0.0017811	0.00040663	
2.8929e-05	6.5046e-06	0.0017789	0.00040724	
2.9292e-05	5.9381e-06	0.0017766	0.00040785	
2.9665e-05	5.3872e-06	0.0017745	0.00040848	
3.0045e-05	4.8476e-06	0.0017723	0.00040911	
3.0432e-05	4.319e-06	0.0017702	0.00040976	
3.0829e-05	3.8046e-06	0.0017681	0.00041042	
3.1237e-05	3.3039e-06	0.001766	0.00041109	
3.1656e-05	2.8164e-06	0.0017639	0.00041178	
3.2057e-05	2.3135e-06	0.0017619	0.00041245	
3.2477e-05	1.8273e-06	0.0017598	0.00041311	
3.2904e-05	1.3503e-06	0.0017577	0.00041377	
3.3293e-05	1.325e-06	0.0017556	0.00041442	
3.3664e-05	1.291e-06	0.0017535	0.00041505	
3.4043e-05	1.2548e-06	0.0017514	0.0004157	
3.4434e-05	1.2172e-06	0.0017493	0.00041635	
3.4837e-05	1.1782e-06	0.0017472	0.00041702	
3.5253e-05	1.1377e-06	0.0017452	0.00041771	
3.5677e-05	1.0948e-06	0.0017432	0.0004184	
3.6083e-05	1.0433e-06	0.0017412	0.00041908	
3.6499e-05	9.8942e-07	0.0017392	0.00041977	
3.6897e-05	9.2697e-07	0.0017372	0.00042045	
3.7307e-05	8.629e-07	0.0017352	0.00042114	
3.773e-05	7.971e-07	0.0017332	0.00042184	
3.8167e-05	7.2949e-07	0.0017313	0.00042256	
3.8617e-05	6.5999e-07	0.0017294	0.00042329	
3.9049e-05	5.8228e-07	0.0017274	0.00042401	
3.9496e-05	5.0263e-07	0.0017255	0.00042474	
3.9952e-05	4.2018e-07	0.0017237	0.00042548	
4.0385e-05	4.9066e-07	0.0017218	0.00042621	
4.0833e-05	5.5877e-07	0.0017199	0.00042695	
4.1263e-05	6.1886e-07	0.001718	0.00042767	
4.1676e-05	6.7094e-07	0.0017161	0.00042839	
4.2103e-05	7.2065e-07	0.0017142	0.00042911	
4.2541e-05	7.6733e-07	0.0017123	0.00042985	
4.2992e-05	8.1176e-07	0.0017105	0.0004306	
4.3458e-05	8.5399e-07	0.0017087	0.00043137	
4.3907e-05	8.8813e-07	0.0017068	0.00043212	
4.4366e-05	9.1937e-07	0.001705	0.00043288	
4.4836e-05	9.4774e-07	0.0017032	0.00043365	
4.5289e-05	9.68e-07	0.0017014	0.00043441	
4.5756e-05	9.8616e-07	0.0016996	0.00043518	
4.6239e-05	1.0022e-06	0.0016979	0.00043597	
4.6705e-05	1.0102e-06	0.0016961	0.00043674	
4.7185e-05	1.0161e-06	0.0016944	0.00043753	
4.7678e-05	1.0192e-06	0.0016926	0.00043833	
4.8183e-05	1.0195e-06	0.0016909	0.00043914	
4.8668e-05	1.0115e-06	0.0016892	0.00043993	
4.9134e-05	9.9501e-07	0.0016874	0.00044071	
4.9618e-05	9.7664e-07	0.0016857	0.0004415	
5.0083e-05	9.5002e-07	0.001684	0.00044228	
5.0565e-05	9.214e-07	0.0016822	0.00044307	
5.1064e-05	8.9072e-07	0.0016806	0.00044387	
5.158e-05	8.5793e-07	0.0016789	0.0004447	
5.2112e-05	8.2295e-07	0.0016772	0.00044554	
5.2663e-05	7.8573e-07	0.0016756	0.00044639	
5.3231e-05	7.462e-07	0.0016741	0.00044726	
5.3761e-05	9.3628e-07	0.0016725	0.00044811	
5.4309e-05	1.1281e-06	0.0016709	0.00044898	
5.4869e-05	1.3205e-06	0.0016693	0.00044986	
5.541e-05	1.5028e-06	0.0016677	0.00045072	
5.5967e-05	1.6869e-06	0.0016662	0.0004516	
5.6538e-05	1.8716e-06	0.0016647	0.00045249	
5.7089e-05	2.0463e-06	0.0016631	0.00045337	
5.7623e-05	2.2115e-06	0.0016615	0.00045422	
5.8173e-05	2.3785e-06	0.00166	0.0004551	
5.8705e-05	2.5356e-06	0.0016584	0.00045596	
5.9249e-05	2.6931e-06	0.0016568	0.00045682	
5.9775e-05	2.8408e-06	0.0016553	0.00045768	
6.0316e-05	2.9903e-06	0.0016537	0.00045854	
6.0869e-05	3.1401e-06	0.0016522	0.00045942	
6.1434e-05	3.2904e-06	0.0016507	0.00046031	
6.1981e-05	3.431e-06	0.0016491	0.00046118	
6.2544e-05	3.5734e-06	0.0016476	0.00046207	
6.3119e-05	3.7163e-06	0.0016461	0.00046296	
6.3676e-05	3.8496e-06	0.0016446	0.00046384	
6.4249e-05	3.9848e-06	0.0016431	0.00046473	
6.4833e-05	4.1207e-06	0.0016416	0.00046564	
6.54e-05	4.2468e-06	0.0016401	0.00046653	
6.5979e-05	4.3735e-06	0.0016386	0.00046743	
6.6541e-05	4.4909e-06	0.0016371	0.00046831	
6.7087e-05	4.5991e-06	0.0016356	0.00046918	
6.7645e-05	4.7077e-06	0.0016341	0.00047006	
6.8214e-05	4.817e-06	0.0016326	0.00047095	
6.8795e-05	4.927e-06	0.0016311	0.00047185	
6.936e-05	5.0276e-06	0.0016296	0.00047274	
6.9937e-05	5.1289e-06	0.0016282	0.00047364	
7.0525e-05	5.231e-06	0.0016267	0.00047454	
7.1126e-05	5.334e-06	0.0016253	0.00047546	
7.174e-05	5.4378e-06	0.0016239	0.00047638	
7.2335e-05	5.5319e-06	0.0016224	0.00047729	
7.2943e-05	5.6269e-06	0.001621	0.00047822	
7.3564e-05	5.723e-06	0.0016196	0.00047915	
7.4167e-05	5.8092e-06	0.0016181	0.00048006	
7.4788e-05	5.898e-06	0.0016167	0.00048099	
7.5421e-05	5.988e-06	0.0016153	0.00048193	
7.6036e-05	6.0681e-06	0.0016139	0.00048285	
7.6634e-05	6.1382e-06	0.0016125	0.00048376	
7.7249e-05	6.2111e-06	0.0016111	0.00048469	
7.7846e-05	6.274e-06	0.0016096	0.0004856	
7.8424e-05	6.3269e-06	0.0016082	0.00048649	
7.9027e-05	6.3842e-06	0.0016067	0.00048737	
7.9649e-05	6.4444e-06	0.0016053	0.00048826	
8.0288e-05	6.5075e-06	0.0016038	0.00048917	
8.091e-05	6.5606e-06	0.0016024	0.00049006	
8.1549e-05	6.6167e-06	0.0016009	0.00049096	
8.2203e-05	6.6741e-06	0.0015995	0.00049188	
8.2871e-05	6.7328e-06	0.0015981	0.0004928	
8.352e-05	6.7816e-06	0.0015967	0.00049371	
8.4188e-05	6.8333e-06	0.0015953	0.00049464	
8.4871e-05	6.8864e-06	0.0015939	0.00049557	
8.5567e-05	6.9408e-06	0.0015925	0.00049651	
8.6278e-05	6.9967e-06	0.0015912	0.00049747	
8.7004e-05	7.0539e-06	0.0015899	0.00049843	
8.7745e-05	7.1126e-06	0.0015885	0.0004994	
8.8468e-05	7.1617e-06	0.0015872	0.00050036	
8.9212e-05	7.2139e-06	0.0015859	0.00050133	
8.9936e-05	7.2561e-06	0.0015846	0.00050229	
9.0676e-05	7.2998e-06	0.0015832	0.00050326	
9.1431e-05	7.3451e-06	0.0015819	0.00050424	
9.2207e-05	7.3936e-06	0.0015806	0.00050523	
9.3003e-05	7.4453e-06	0.0015794	0.00050624	
9.3781e-05	7.487e-06	0.0015781	0.00050723	
9.458e-05	7.5321e-06	0.0015768	0.00050823	
9.5395e-05	7.5788e-06	0.0015756	0.00050925	
9.6232e-05	7.6291e-06	0.0015744	0.00051027	
9.7092e-05	7.683e-06	0.0015732	0.00051132	
9.7975e-05	7.7405e-06	0.001572	0.00051237	
9.8881e-05	7.8018e-06	0.0015708	0.00051344	
9.9767e-05	7.8527e-06	0.0015696	0.0005145	
0.00010068	7.9075e-06	0.0015685	0.00051557	
0.00010161	7.9663e-06	0.0015673	0.00051666	
0.00010257	8.0292e-06	0.0015662	0.00051776	
0.00010355	8.0946e-06	0.0015651	0.00051887	
0.00010451	8.1492e-06	0.001564	0.00051996	
0.00010544	8.1935e-06	0.0015629	0.00052104	
0.0001064	8.2404e-06	0.0015617	0.00052214	
0.00010739	8.2919e-06	0.0015606	0.00052324	
0.00010835	8.3328e-06	0.0015595	0.00052434	
0.00010933	8.3766e-06	0.0015584	0.00052544	
0.0001103	8.4092e-06	0.0015573	0.00052653	
0.00011129	8.4469e-06	0.0015562	0.00052764	
0.00011225	8.4732e-06	0.0015551	0.00052873	
0.00011325	8.5047e-06	0.001554	0.00052984	
0.00011422	8.5247e-06	0.0015528	0.00053093	
0.00011517	8.5331e-06	0.0015517	0.000532	
0.00011614	8.5471e-06	0.0015506	0.00053309	
0.00011709	8.5491e-06	0.0015494	0.00053417	
0.00011802	8.5398e-06	0.0015482	0.00053522	
0.00011892	8.5189e-06	0.001547	0.00053626	
0.0001265	8.4716e-06	0.0015458	0.00053729	
0.00013425	8.4306e-06	0.0015446	0.00053833	
0.00014189	8.3769e-06	0.0015435	0.00053939	
0.00014944	8.3107e-06	0.0015423	0.00054044	
0.00015714	8.2488e-06	0.0015411	0.0005415	
0.00016475	8.1744e-06	0.0015399	0.00054254	
0.00017226	8.0876e-06	0.0015387	0.00054356	
0.00017992	8.005e-06	0.0015375	0.00054459	
0.00018773	7.9265e-06	0.0015363	0.00054565	
0.00019544	7.8356e-06	0.0015351	0.00054668	
0.00020335	7.7511e-06	0.0015339	0.00054773	
0.0002114	7.6707e-06	0.0015328	0.0005488	
0.00021366	7.6073e-06	0.0015317	0.00054988	
0.00021596	7.5478e-06	0.0015306	0.00055099	
0.00021833	7.4941e-06	0.0015295	0.00055211	
0.00022066	7.4289e-06	0.0015284	0.00055321	
0.00022306	7.3695e-06	0.0015273	0.00055433	
0.00022542	7.2979e-06	0.0015262	0.00055544	
0.00022773	7.2141e-06	0.0015251	0.00055652	
0.00023011	7.1362e-06	0.001524	0.00055763	
0.00023254	7.062e-06	0.0015229	0.00055875	
0.00023504	6.9913e-06	0.0015218	0.00055989	
0.0002376	6.9263e-06	0.0015208	0.00056104	
0.00024006	7.6234e-06	0.0015197	0.00056218	
0.00024248	8.2995e-06	0.0015186	0.00056331	
0.00024495	8.9937e-06	0.0015176	0.00056444	
0.00024738	9.6673e-06	0.0015165	0.00056556	
0.00024977	1.0322e-05	0.0015154	0.00056666	
0.00025222	1.1e-05	0.0015143	0.00056778	
0.00025464	1.1657e-05	0.0015132	0.00056888	
0.00025711	1.2333e-05	0.0015121	0.00057	
0.00025953	1.2988e-05	0.001511	0.0005711	
0.00026192	1.3622e-05	0.0015099	0.00057218	
0.00026425	1.4237e-05	0.0015087	0.00057324	
0.00026655	1.4834e-05	0.0015075	0.00057429	
0.00026881	1.5412e-05	0.0015063	0.00057532	
0.00027113	1.6007e-05	0.0015051	0.00057636	
0.00027341	1.6584e-05	0.0015039	0.00057739	
0.00027565	1.7143e-05	0.0015027	0.00057841	
0.00027794	1.7718e-05	0.0015015	0.00057944	
0.00028019	1.8275e-05	0.0015002	0.00058045	
0.00028251	1.8854e-05	0.001499	0.00058148	
0.00028479	1.9415e-05	0.0014978	0.00058249	
0.00028713	1.9993e-05	0.0014966	0.00058352	
0.00028942	2.0551e-05	0.0014953	0.00058453	
0.00029168	2.109e-05	0.0014941	0.00058553	
0.00029398	2.1646e-05	0.0014928	0.00058653	
0.00029625	2.2183e-05	0.0014915	0.00058752	
0.00029847	2.2701e-05	0.0014903	0.0005885	
0.00030076	2.324e-05	0.001489	0.00058949	
0.00030311	2.3796e-05	0.0014877	0.00059049	
0.00030541	2.4333e-05	0.0014865	0.00059148	
0.00030779	2.4891e-05	0.0014852	0.00059245	
0.00031022	2.5467e-05	0.0014839	0.00059344	
0.00031261	2.6025e-05	0.0014826	0.00059441	
0.00031497	2.6564e-05	0.0014813	0.00059536	
0.00031739	2.7126e-05	0.00148	0.00059633	
0.00031977	2.7669e-05	0.0014786	0.00059728	
0.00032221	2.823e-05	0.0014773	0.00059825	
0.0003246	2.8771e-05	0.001476	0.0005992	
0.00032696	2.9294e-05	0.0014747	0.00060013	
0.00032937	2.9833e-05	0.0014733	0.00060108	
0.00033174	3.0354e-05	0.001472	0.00060201	
0.00033418	3.0897e-05	0.0014706	0.00060296	
0.00033667	3.1457e-05	0.0014693	0.00060392	
0.00033923	3.2041e-05	0.001468	0.0006049	
0.00034175	3.2606e-05	0.0014667	0.00060587	
0.00034435	3.3195e-05	0.0014654	0.00060685	
0.00034702	3.3809e-05	0.0014642	0.00060785	
0.00034965	3.4403e-05	0.0014629	0.00060884	
0.00035235	3.5023e-05	0.0014616	0.00060984	
0.00035501	3.5623e-05	0.0014603	0.00061083	
0.00035774	3.6247e-05	0.0014591	0.00061183	
0.00036043	3.6852e-05	0.0014578	0.00061282	
0.00036307	3.7437e-05	0.0014565	0.00061379	
0.00036568	3.8003e-05	0.0014551	0.00061475	
0.00036825	3.8552e-05	0.0014538	0.00061569	
0.00037093	3.8148e-05	0.0014525	0.00061664	
0.00037368	3.776e-05	0.0014511	0.00061762	
0.00037638	3.7356e-05	0.0014498	0.00061857	
0.00037915	3.6967e-05	0.0014485	0.00061954	
0.00038187	3.6562e-05	0.0014472	0.0006205	
0.00038456	3.614e-05	0.0014458	0.00062144	
0.00038732	3.5739e-05	0.0014445	0.00062239	
0.00039016	3.5358e-05	0.0014432	0.00062337	
0.00039306	3.4992e-05	0.0014419	0.00062436	
0.00039592	3.461e-05	0.0014405	0.00062533	
0.00039875	3.4211e-05	0.0014392	0.00062629	
0.00040164	3.3833e-05	0.0014379	0.00062726	
0.00040461	3.3469e-05	0.0014366	0.00062825	
0.00040765	3.3124e-05	0.0014353	0.00062926	
0.00041065	3.2764e-05	0.001434	0.00063026	
0.00041361	3.2385e-05	0.0014327	0.00063123	
0.00041653	3.199e-05	0.0014314	0.00063219	
0.00041951	3.1611e-05	0.00143	0.00063317	
0.00042255	3.1246e-05	0.0014287	0.00063416	
0.00042555	3.0863e-05	0.0014274	0.00063513	
0.00042862	3.0495e-05	0.0014261	0.00063612	
0.00043176	3.0142e-05	0.0014248	0.00063712	
0.00043485	2.9772e-05	0.0014235	0.0006381	
0.0004379	2.9386e-05	0.0014222	0.00063907	
0.00044103	2.9019e-05	0.0014208	0.00064006	
0.00044412	2.8634e-05	0.0014195	0.00064103	
0.00044728	2.8264e-05	0.0014182	0.00064201	
0.00045055	2.6466e-05	0.0014169	0.00064302	
0.00045392	2.4729e-05	0.0014156	0.00064404	
0.00045739	2.305e-05	0.0014144	0.00064508	
0.0004608	2.1335e-05	0.0014131	0.0006461	
0.0004643	1.9678e-05	0.0014118	0.00064715	
0.00046789	1.8066e-05	0.0014106	0.0006482	
0.00047143	1.6419e-05	0.0014094	0.00064925	
0.00047506	1.4827e-05	0.0014081	0.00065031	
0.00047863	1.3202e-05	0.0014069	0.00065135	
0.00048231	1.163e-05	0.0014056	0.00065241	
0.00048593	1.0025e-05	0.0014044	0.00065346	
0.00048965	8.4728e-06	0.0014032	0.00065453	
0.00049346	6.963e-06	0.0014019	0.00065561	
0.00049721	5.4196e-06	0.0014007	0.00065667	
0.00050091	3.8444e-06	0.0013994	0.00065772	
0.00050471	2.3229e-06	0.0013983	0.00065437	
0.00050837	2.1077e-06	0.0013971	0.00065101	
0.00051214	1.8966e-06	0.001396	0.00064767	
0.00051599	1.6874e-06	0.0013949	0.00064436	
0.00051996	1.4817e-06	0.0013938	0.00064108	
0.00052387	1.2655e-06	0.0013927	0.00063778	
0.00052759	1.3301e-06	0.0013915	0.00063446	
0.00053142	1.3939e-06	0.0013904	0.00063117	
0.00053536	1.4569e-06	0.0013893	0.0006279	
0.00053924	1.511e-06	0.0013882	0.00062462	
0.00054323	1.5642e-06	0.0013871	0.00062137	
0.00054733	1.6166e-06	0.001386	0.00061814	
0.00055153	1.6683e-06	0.001385	0.00061494	
0.00055569	1.7114e-06	0.0013839	0.00061173	
0.00055995	1.7536e-06	0.0013829	0.00060854	
0.00056432	1.7951e-06	0.0013819	0.00060538	
0.00056881	1.8358e-06	0.0013809	0.00060225	
0.00057342	1.8758e-06	0.0013799	0.00059914	
0.00057811	1.9141e-06	0.0013789	0.00059606	
0.00058291	1.9507e-06	0.001378	0.00059299	
0.0005878	1.9857e-06	0.001377	0.00058995	
0.00059264	2.0119e-06	0.0013761	0.00058688	
0.00059741	2.0292e-06	0.0013751	0.0005838	
0.0006023	2.0458e-06	0.0013742	0.00058074	
0.00060731	2.0617e-06	0.0013732	0.00057771	
0.00061245	2.077e-06	0.0013723	0.00057471	
0.00061752	2.0834e-06	0.0013714	0.00057168	
0.00062272	2.0892e-06	0.0013705	0.00056868	
0.00062785	2.0861e-06	0.0013696	0.00056566	
0.00063293	2.0745e-06	0.0013686	0.00056263	
0.00063813	2.0622e-06	0.0013677	0.00055962	
0.00064346	2.0492e-06	0.0013668	0.00055663	
0.0006489	2.0345e-06	0.0013659	0.00055366	
0.00065445	2.0181e-06	0.001365	0.00055072	
0.00065993	1.9929e-06	0.0013641	0.00054775	
0.00066554	1.967e-06	0.0013632	0.00054481	
0.00067108	1.9323e-06	0.0013623	0.00054185	
0.00067656	1.8887e-06	0.0013614	0.00053887	
0.00068218	1.8445e-06	0.0013605	0.00053592	
0.00068773	1.7917e-06	0.0013595	0.00053295	
0.00069339	1.7372e-06	0.0013586	0.00053	
0.0006992	1.682e-06	0.0013578	0.00052707	
0.00070513	1.6251e-06	0.0013569	0.00052416	
0.00071098	1.5594e-06	0.001356	0.00052124	
0.00071695	1.4919e-06	0.0013551	0.00051833	
0.00072285	1.4156e-06	0.0013542	0.00051541	
0.00072889	1.3385e-06	0.0013533	0.00051251	
0.00073487	1.2528e-06	0.0013524	0.00050959	
0.00074097	1.1654e-06	0.0013516	0.00050669	
0.000747	1.0691e-06	0.0013507	0.00050377	
0.00075318	9.7207e-07	0.0013498	0.00050088	
0.00075953	8.7438e-07	0.0013489	0.00049801	
0.00076566	9.9327e-07	0.001348	0.00049512	
0.00077197	1.1121e-06	0.0013472	0.00049226	
0.00077841	1.23e-06	0.0013463	0.00048942	
0.00078503	1.3482e-06	0.0013455	0.00048661	
0.00079187	1.4681e-06	0.0013447	0.00048378	
0.00079272	1.5927e-06	0.0013439	0.00048096	
0.00079352	1.7076e-06	0.001343	0.00047812	
0.00079439	1.8221e-06	0.0013422	0.00047531	
0.00079521	1.9268e-06	0.0013413	0.00047247	
0.00079609	2.0311e-06	0.0013405	0.00046965	
0.00079693	2.1257e-06	0.0013396	0.00046682	
0.00079772	2.2109e-06	0.0013387	0.00046396	
0.00079859	2.2969e-06	0.0013379	0.00046113	
0.00079955	2.3838e-06	0.001337	0.00045833	
0.00080058	2.4718e-06	0.0013362	0.00045554	
0.00080169	2.5595e-06	0.0013354	0.00045278	
0.00080274	2.6374e-06	0.0013346	0.00045	
0.00080375	2.7058e-06	0.0013338	0.0004472	
0.00080471	2.7644e-06	0.0013487	0.00044414	
0.00080576	2.824e-06	0.0013638	0.00044111	
0.00080675	2.8739e-06	0.0013788	0.00043806	
0.0008077	2.9144e-06	0.0013938	0.00043498	
0.00080861	2.9457e-06	0.0014088	0.0004319	
0.00080959	2.9765e-06	0.0014238	0.00042883	
0.00081063	3.0068e-06	0.0014389	0.00042578	
0.00081162	3.0276e-06	0.001454	0.00042271	
0.00081257	3.0392e-06	0.001469	0.00041962	
0.00081348	3.0416e-06	0.001484	0.00041651	
0.00081447	3.0447e-06	0.0014991	0.00041343	
0.00081553	3.0484e-06	0.0015142	0.00041038	
0.00081668	3.0529e-06	0.0015295	0.00040734	
0.0008179	3.058e-06	0.0015448	0.00040433	
0.00081919	3.0626e-06	0.0015601	0.00040134	
0.00082043	3.0577e-06	0.0015755	0.00039833	
0.00082163	3.0433e-06	0.0015908	0.0003953	
0.00082289	3.0284e-06	0.0016062	0.00039229	
0.00082411	3.0041e-06	0.0016215	0.00038926	
0.00082528	2.9703e-06	0.0016368	0.00038621	
0.00082641	2.9274e-06	0.0016521	0.00038315	
0.00082763	2.8851e-06	0.0016674	0.00038011	
0.00082879	2.8337e-06	0.0016828	0.00037705	
0.00082992	2.7731e-06	0.0016977	0.00037962	
0.00083111	2.712e-06	0.0017128	0.00038221	
0.00083237	2.6501e-06	0.0017279	0.00038481	
0.00083358	2.579e-06	0.001743	0.0003874	
0.00083475	2.4985e-06	0.001758	0.00038996	
0.00083598	2.4173e-06	0.0017731	0.00039255	
0.00083716	2.3268e-06	0.0017882	0.00039511	
0.00083831	2.227e-06	0.0018032	0.00039766	
0.00083951	2.1264e-06	0.0018183	0.00040023	
0.00084068	2.0166e-06	0.0018334	0.00040278	
0.00084192	1.9072e-06	0.0018485	0.00040534	
0.00084322	1.7967e-06	0.0018637	0.00040793	
