Zalophus_californianus	Vulpes_vulpes	Vulpes_lagopus	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Suricata_suricatta	Puma_yagouaroundi	Puma_concolor	Phoca_vitulina	Panthera_tigris	Panthera_pardus	Panthera_leo	Odobenus_rosmarus	Neomonachus_schauinslandi	Mustela_putorius	Mustela_erminea	Mirounga_leonina	Lynx_pardinus	Lontra_canadensis	Leptonychotes_weddellii	Hyaena_hyaena	Halichoerus_grypus	Felis_catus	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	Acinonyx_jubatus	
0.00028306	0.024028	0.00090972	0.0013013	0.00024643	0.017662	0.00047051	3.2586e-06	0.0040135	0.0040135	0.0019766	0.0067242	0.69515	0.0069059	0.00076873	0.00095091	0.00015023	0.010518	0.00064792	0.0020123	2.0385e-05	0.0014582	7.1014e-06	0.0026105	0.000668	0.001586	8.287e-05	2.8653e-06	0.0019475	0.00019664	0.015429	
0.00027795	0.023971	0.00090996	0.0013003	0.0002462	0.017649	0.00046969	3.1379e-06	0.0040137	0.0040137	0.001978	0.0067208	0.69556	0.0068863	0.00077115	0.00095889	0.0001492	0.010538	0.00065121	0.0020108	2.0284e-05	0.0014588	6.951e-06	0.0026162	0.00066861	0.0015892	8.3046e-05	2.8668e-06	0.0019421	0.00019741	0.015442	
0.00027283	0.023914	0.00091019	0.0012992	0.00024597	0.017637	0.00046886	3.0028e-06	0.0040138	0.0040138	0.0019794	0.0067174	0.69597	0.0068666	0.00077354	0.00096684	0.00014816	0.010559	0.00065449	0.0020092	2.0179e-05	0.0014593	6.7923e-06	0.0026218	0.00066919	0.0015923	8.321e-05	2.8625e-06	0.0019366	0.00019817	0.015456	
0.00026771	0.023857	0.00091042	0.0012981	0.00024574	0.017625	0.00046803	2.8798e-06	0.0040139	0.0040139	0.0019808	0.0067139	0.69639	0.006847	0.00077597	0.00097486	0.00014714	0.01058	0.0006578	0.0020077	2.0077e-05	0.0014598	6.6449e-06	0.0026275	0.00066979	0.0015954	8.3378e-05	2.8584e-06	0.0019313	0.00019894	0.015469	
0.00026261	0.023801	0.00091065	0.001297	0.00024552	0.017612	0.0004672	2.7677e-06	0.004014	0.004014	0.0019822	0.0067105	0.69681	0.0068275	0.00077845	0.00098293	0.00014613	0.010601	0.00066113	0.0020062	1.9978e-05	0.0014605	6.5081e-06	0.0026332	0.00067041	0.0015985	8.355e-05	2.8544e-06	0.001926	0.00019973	0.015483	
0.0002575	0.023744	0.00091089	0.001296	0.00024529	0.0176	0.00046638	2.6657e-06	0.0040142	0.0040142	0.0019836	0.0067071	0.69724	0.006808	0.00078096	0.00099106	0.00014514	0.010623	0.00066449	0.0020048	1.9883e-05	0.0014612	6.3815e-06	0.002639	0.00067105	0.0016016	8.3726e-05	2.8504e-06	0.0019207	0.00020054	0.015496	
0.00025239	0.023688	0.00091111	0.0012949	0.00024505	0.017588	0.00046555	2.5509e-06	0.0040143	0.0040143	0.001985	0.0067037	0.69766	0.0067885	0.00078346	0.00099917	0.00014414	0.010644	0.00066784	0.0020034	1.9782e-05	0.0014618	6.2475e-06	0.0026447	0.00067166	0.0016048	8.389e-05	2.8409e-06	0.0019155	0.00020132	0.01551	
0.00024729	0.023632	0.00091134	0.0012938	0.00024482	0.017576	0.00046472	2.4456e-06	0.0040144	0.0040144	0.0019863	0.0067003	0.69809	0.006769	0.00077926	0.0010073	0.00014315	0.010665	0.00067121	0.002002	1.9685e-05	0.0014626	6.1233e-06	0.0026504	0.00067229	0.0016079	8.4057e-05	2.8313e-06	0.0019103	0.00020213	0.015524	
0.00024219	0.023576	0.00091157	0.0012928	0.00024459	0.017564	0.0004639	2.3492e-06	0.0040146	0.0040146	0.0019877	0.006697	0.69852	0.0067496	0.00077511	0.0010156	0.00014218	0.010687	0.00067462	0.0020006	1.9591e-05	0.0014634	6.0084e-06	0.0026562	0.00067294	0.001611	8.4229e-05	2.8218e-06	0.0019052	0.00020295	0.015537	
0.00023709	0.02352	0.00091179	0.0012917	0.00024435	0.017551	0.00046307	2.2396e-06	0.0040147	0.0040147	0.0019891	0.0066936	0.69894	0.0067302	0.00077094	0.0010238	0.0001412	0.010709	0.000678	0.0019992	1.9492e-05	0.0014641	5.8859e-06	0.0026619	0.00067357	0.0016141	8.4388e-05	2.8066e-06	0.0019001	0.00020375	0.015551	
0.00023197	0.023464	0.000912	0.0012906	0.0002441	0.017539	0.00046222	2.1168e-06	0.0040148	0.0040148	0.0019905	0.0066902	0.69937	0.0067108	0.00076674	0.0010319	0.00014019	0.01073	0.00068137	0.0019978	1.9388e-05	0.0014648	5.7558e-06	0.0026677	0.00067418	0.0016172	8.4535e-05	2.7856e-06	0.0018949	0.00020453	0.015565	
0.00022686	0.023408	0.00091222	0.0012895	0.00024386	0.017527	0.00046139	2.0045e-06	0.0040149	0.0040149	0.0019919	0.0066868	0.6998	0.0066914	0.0007626	0.0010402	0.00013921	0.010752	0.00068477	0.0019964	1.9288e-05	0.0014656	5.6362e-06	0.0026734	0.00067481	0.0016203	8.4687e-05	2.7652e-06	0.0018898	0.00020533	0.015579	
0.00022176	0.023353	0.00091244	0.0012885	0.00024362	0.017515	0.00046055	1.9003e-06	0.0040151	0.0040151	0.0019932	0.0066835	0.70023	0.006672	0.00075852	0.0010485	0.00013824	0.010774	0.0006882	0.001995	1.9191e-05	0.0014665	5.5257e-06	0.0026792	0.00067542	0.0016234	8.4843e-05	2.7447e-06	0.0018848	0.00020615	0.015592	
0.00021664	0.023297	0.00091265	0.0012874	0.00024337	0.017503	0.00045971	1.7831e-06	0.0040152	0.0040152	0.0019946	0.0066801	0.70066	0.0066526	0.00075441	0.0010568	0.00013726	0.010796	0.00069161	0.0019936	1.9089e-05	0.0014673	5.4075e-06	0.002685	0.00067602	0.0016265	8.4987e-05	2.7185e-06	0.0018797	0.00020695	0.015606	
0.00021154	0.023241	0.00091286	0.0012863	0.00024312	0.017491	0.00045887	1.6754e-06	0.0040153	0.0040153	0.001996	0.0066767	0.70109	0.0066333	0.00075036	0.0010651	0.0001363	0.010818	0.00069505	0.0019923	1.899e-05	0.0014682	5.2996e-06	0.0026907	0.00067663	0.0016296	8.5136e-05	2.6928e-06	0.0018748	0.00020777	0.01562	
0.00020642	0.023186	0.00091307	0.0012852	0.00024288	0.017479	0.00045804	1.5552e-06	0.0040154	0.0040154	0.0019974	0.0066734	0.70152	0.006614	0.00074637	0.0010735	0.00013535	0.010841	0.00069853	0.0019909	1.8895e-05	0.0014691	5.1843e-06	0.0026966	0.00067722	0.0016326	8.529e-05	2.6672e-06	0.0018697	0.00020861	0.015634	
0.00020131	0.023131	0.00091329	0.0012842	0.00024263	0.017467	0.0004572	1.4442e-06	0.0040156	0.0040156	0.0019987	0.00667	0.70195	0.0065947	0.00074244	0.001082	0.00013442	0.010863	0.00070204	0.0019896	1.8804e-05	0.0014701	5.0798e-06	0.0027024	0.00067783	0.0016357	8.5448e-05	2.6422e-06	0.0018648	0.00020946	0.015648	
0.00019621	0.023076	0.0009135	0.0012831	0.00024239	0.017455	0.00045638	1.3398e-06	0.0040157	0.0040157	0.0020001	0.0066667	0.70239	0.0065754	0.00073857	0.0010906	0.0001335	0.010886	0.00070558	0.0019883	1.8715e-05	0.0014712	4.9835e-06	0.0027083	0.00067846	0.0016388	8.5611e-05	2.6171e-06	0.0018599	0.00021034	0.015662	
0.00019112	0.023022	0.00091372	0.001282	0.00024214	0.017443	0.00045555	1.2424e-06	0.0040158	0.0040158	0.0020015	0.0066634	0.70283	0.0065562	0.00073474	0.0010992	0.0001326	0.010909	0.00070915	0.001987	1.8631e-05	0.0014724	4.8961e-06	0.0027141	0.00067911	0.0016419	8.5779e-05	2.5923e-06	0.0018551	0.00021124	0.015676	
0.00018603	0.022967	0.00091394	0.001281	0.0002419	0.017431	0.00045473	1.1514e-06	0.004016	0.004016	0.0020029	0.0066601	0.70328	0.0065371	0.00073097	0.0011079	0.00013171	0.010933	0.00071276	0.0019858	1.8549e-05	0.0014736	4.8171e-06	0.0027201	0.00067977	0.001645	8.5952e-05	2.5677e-06	0.0018504	0.00021216	0.01569	
0.00018095	0.022913	0.00091416	0.0012799	0.00024166	0.017419	0.00045391	1.0659e-06	0.0040162	0.0040162	0.0020043	0.0066568	0.70373	0.006518	0.00072725	0.0011166	0.00013084	0.010956	0.0007164	0.0019846	1.8471e-05	0.0014749	4.7464e-06	0.002726	0.00068045	0.0016481	8.6129e-05	2.5434e-06	0.0018457	0.0002131	0.015704	
0.00017588	0.022859	0.00091439	0.0012789	0.00024142	0.017407	0.0004531	9.8544e-07	0.0040163	0.0040163	0.0020057	0.0066535	0.70419	0.0064989	0.00072359	0.0011255	0.00012999	0.01098	0.00072008	0.0019835	1.8396e-05	0.0014763	4.6836e-06	0.002732	0.00068115	0.0016512	8.6312e-05	2.5192e-06	0.0018411	0.00021406	0.015718	
0.0001708	0.022805	0.00091461	0.0012778	0.00024117	0.017395	0.00045227	8.936e-07	0.0040165	0.0040165	0.002007	0.0066503	0.70464	0.0064799	0.0007199	0.0011343	0.00012912	0.011004	0.00072373	0.0019824	1.8316e-05	0.0014776	4.614e-06	0.0027379	0.00068184	0.0016542	8.6483e-05	2.4894e-06	0.0018365	0.000215	0.015732	
0.00016571	0.022751	0.00091482	0.0012767	0.00024092	0.017383	0.00045144	7.9078e-07	0.0040167	0.0040167	0.0020084	0.006647	0.70509	0.0064608	0.0007162	0.001143	0.00012824	0.011028	0.00072738	0.0019812	1.8232e-05	0.0014789	4.538e-06	0.0027439	0.0006825	0.0016573	8.6642e-05	2.4542e-06	0.0018319	0.00021592	0.015746	
0.00016062	0.022697	0.00091503	0.0012757	0.00024067	0.017372	0.00045061	6.9167e-07	0.0040168	0.0040168	0.0020098	0.0066437	0.70555	0.0064418	0.00071254	0.0011519	0.00012738	0.011052	0.00073105	0.0019801	1.8151e-05	0.0014803	4.469e-06	0.0027498	0.00068318	0.0016604	8.6805e-05	2.4188e-06	0.0018273	0.00021686	0.01576	
0.00015553	0.022643	0.00091523	0.0012746	0.00024041	0.01736	0.00044978	5.8144e-07	0.004017	0.004017	0.0020112	0.0066405	0.706	0.0064228	0.00070886	0.0011607	0.0001265	0.011076	0.0007347	0.001979	1.8065e-05	0.0014816	4.3934e-06	0.0027558	0.00068385	0.0016635	8.6956e-05	2.3779e-06	0.0018227	0.00021779	0.015774	
0.00015044	0.02259	0.00091543	0.0012735	0.00024015	0.017348	0.00044894	4.7509e-07	0.0040171	0.0040171	0.0020125	0.0066372	0.70646	0.0064038	0.00070523	0.0011696	0.00012563	0.0111	0.00073839	0.0019779	1.7982e-05	0.001483	4.325e-06	0.0027617	0.00068453	0.0016665	8.7112e-05	2.337e-06	0.0018182	0.00021873	0.015789	
0.00014534	0.022536	0.00091563	0.0012725	0.00023989	0.017336	0.0004481	5.7763e-07	0.0040173	0.0040173	0.0020139	0.006634	0.70692	0.0063848	0.00070157	0.0011784	0.00012475	0.011124	0.00074206	0.0019768	1.7893e-05	0.0014843	4.2466e-06	0.0027677	0.00068519	0.0016696	8.7255e-05	2.29e-06	0.0018136	0.00021964	0.015803	
0.00014023	0.022482	0.00091582	0.0012714	0.00023962	0.017324	0.00044725	6.6827e-07	0.0040174	0.0040174	0.0020152	0.0066307	0.70737	0.0063658	0.00069788	0.0011873	0.00012385	0.011148	0.0007457	0.0019756	1.78e-05	0.0014856	4.1606e-06	0.0027736	0.00068583	0.0016726	8.7384e-05	2.2371e-06	0.001809	0.00022054	0.015817	
0.0001351	0.022428	0.000916	0.0012703	0.00023935	0.017313	0.00044639	7.4666e-07	0.0040176	0.0040176	0.0020166	0.0066274	0.70782	0.0063468	0.00069417	0.001196	0.00012294	0.011172	0.00074933	0.0019745	1.7701e-05	0.0014869	4.0665e-06	0.0027795	0.00068645	0.0016757	8.75e-05	2.1781e-06	0.0018044	0.00022141	0.015831	
0.00013543	0.022375	0.00091619	0.0012692	0.00023907	0.017301	0.00044554	8.3239e-07	0.0040177	0.0040177	0.0020179	0.0066242	0.70828	0.0063279	0.00069042	0.0012048	0.00012205	0.011196	0.00075292	0.0019733	1.7607e-05	0.0014881	3.9839e-06	0.0027854	0.00068709	0.0016787	8.7625e-05	2.1208e-06	0.0017997	0.00022231	0.015845	
0.00013575	0.022322	0.00091637	0.0012681	0.00023879	0.017289	0.00044468	9.2704e-07	0.0040179	0.0040179	0.0020193	0.0066209	0.70874	0.0063089	0.00068674	0.0012136	0.00012119	0.01122	0.00075656	0.0019722	1.7519e-05	0.0014894	3.9129e-06	0.0027913	0.00068771	0.0016817	8.776e-05	2.0645e-06	0.0017951	0.00022317	0.01586	
0.00013606	0.022268	0.00091655	0.001267	0.00023851	0.017277	0.0004438	1.008e-06	0.004018	0.004018	0.0020206	0.0066176	0.70919	0.0062899	0.00068303	0.0012224	0.0001203	0.011245	0.00076018	0.001971	1.7424e-05	0.0014906	3.8332e-06	0.0027972	0.00068831	0.0016847	8.788e-05	2.0017e-06	0.0017905	0.00022401	0.015874	
0.00013637	0.022215	0.00091674	0.0012659	0.00023822	0.017266	0.00044293	1.0956e-06	0.0040181	0.0040181	0.0020219	0.0066144	0.70964	0.006271	0.00067938	0.0012313	0.00011943	0.011269	0.00076384	0.0019699	1.7333e-05	0.0014919	3.7623e-06	0.0028031	0.00068893	0.0016877	8.8006e-05	1.9397e-06	0.001786	0.00022487	0.015888	
0.00013667	0.022162	0.00091692	0.0012648	0.00023794	0.017254	0.00044207	1.1922e-06	0.0040183	0.0040183	0.0020233	0.0066111	0.71011	0.0062521	0.00067579	0.0012403	0.00011859	0.011294	0.00076754	0.0019688	1.7248e-05	0.0014934	3.7008e-06	0.002809	0.00068958	0.0016907	8.8141e-05	1.8788e-06	0.0017815	0.00022576	0.015902	
0.00013697	0.022109	0.0009171	0.0012637	0.00023765	0.017242	0.0004412	1.2753e-06	0.0040184	0.0040184	0.0020246	0.0066079	0.71057	0.0062333	0.00067218	0.0012492	0.00011772	0.011319	0.00077123	0.0019677	1.7156e-05	0.0014947	3.6315e-06	0.002815	0.00069021	0.0016937	8.8262e-05	1.8118e-06	0.0017771	0.00022663	0.015917	
0.00013724	0.022056	0.00091727	0.0012626	0.00023735	0.017231	0.00044032	1.3452e-06	0.0040186	0.0040186	0.0020259	0.0066047	0.71103	0.0062144	0.00066853	0.0012581	0.00011685	0.011344	0.00077488	0.0019666	1.7059e-05	0.001496	3.5545e-06	0.0028209	0.00069081	0.0016967	8.837e-05	1.7386e-06	0.0017725	0.00022747	0.015931	
0.00013752	0.022004	0.00091744	0.0012615	0.00023706	0.017219	0.00043944	1.4223e-06	0.0040187	0.0040187	0.0020272	0.0066014	0.71149	0.0061956	0.00066495	0.0012671	0.00011598	0.011369	0.00077858	0.0019656	1.6966e-05	0.0014974	3.4854e-06	0.0028268	0.00069143	0.0016997	8.8484e-05	1.6659e-06	0.0017681	0.00022833	0.015945	
0.00013779	0.021951	0.00091762	0.0012604	0.00023677	0.017207	0.00043857	1.5091e-06	0.0040189	0.0040189	0.0020285	0.0065982	0.71196	0.0061768	0.00066142	0.0012762	0.00011514	0.011394	0.00078232	0.0019645	1.6878e-05	0.0014989	3.4251e-06	0.0028328	0.00069208	0.0017027	8.8606e-05	1.5941e-06	0.0017638	0.00022923	0.01596	
0.00013805	0.021899	0.00091779	0.0012593	0.00023648	0.017196	0.0004377	1.6049e-06	0.004019	0.004019	0.0020299	0.006595	0.71242	0.006158	0.00065796	0.0012853	0.00011428	0.01142	0.00078611	0.0019634	1.6784e-05	0.0015005	3.3723e-06	0.0028388	0.00069264	0.0017057	8.8714e-05	1.5226e-06	0.0017595	0.00023015	0.015974	
0.00013831	0.021846	0.00091796	0.0012582	0.00023618	0.017184	0.00043682	1.6858e-06	0.0040192	0.0040192	0.0020312	0.0065918	0.71289	0.0061392	0.00065446	0.0012944	0.00011341	0.011445	0.00078986	0.0019622	1.6684e-05	0.001502	3.3114e-06	0.0028448	0.00069317	0.0017086	8.8808e-05	1.4449e-06	0.0017552	0.00023105	0.015989	
0.00013855	0.021794	0.00091814	0.0012571	0.00023587	0.017173	0.00043594	1.7821e-06	0.0040193	0.0040193	0.0020325	0.0065885	0.71335	0.0061204	0.00065093	0.0013035	0.00011252	0.01147	0.0007936	0.001961	1.6579e-05	0.0015035	3.2626e-06	0.0028507	0.00069368	0.0017116	8.8888e-05	1.3678e-06	0.0017508	0.00023192	0.016003	
0.00013879	0.021742	0.00091831	0.001256	0.00023557	0.017161	0.00043506	1.8886e-06	0.0040195	0.0040195	0.0020338	0.0065853	0.71381	0.0061016	0.00064746	0.0013127	0.00011164	0.011495	0.00079737	0.0019598	1.6477e-05	0.0015051	3.2204e-06	0.0028567	0.00069422	0.0017146	8.8975e-05	1.2908e-06	0.0017466	0.00023282	0.016018	
0.00013902	0.021691	0.00091849	0.0012549	0.00023527	0.017149	0.00043418	2.0049e-06	0.0040196	0.0040196	0.0020352	0.0065821	0.71428	0.0060829	0.00064404	0.0013219	0.00011078	0.011521	0.00080119	0.0019587	1.6379e-05	0.0015067	3.1842e-06	0.0028627	0.00069477	0.0017176	8.9068e-05	1.2135e-06	0.0017424	0.00023374	0.016033	
0.00013925	0.021639	0.00091867	0.0012538	0.00023497	0.017138	0.0004333	2.1315e-06	0.0040198	0.0040198	0.0020365	0.0065789	0.71476	0.0060643	0.00064067	0.0013313	0.00010994	0.011547	0.00080504	0.0019576	1.6284e-05	0.0015084	3.1536e-06	0.0028688	0.00069534	0.0017206	8.9165e-05	1.1357e-06	0.0017382	0.00023468	0.016047	
0.00013946	0.021587	0.00091884	0.0012527	0.00023466	0.017126	0.00043242	2.2453e-06	0.00402	0.00402	0.0020378	0.0065757	0.71523	0.0060456	0.00063728	0.0013405	0.00010908	0.011573	0.00080887	0.0019565	1.6184e-05	0.0015101	3.117e-06	0.0028748	0.00069589	0.0017235	8.9251e-05	1.0526e-06	0.0017341	0.0002356	0.016062	
0.00013967	0.021536	0.000919	0.0012516	0.00023435	0.017115	0.00043153	2.3464e-06	0.0040201	0.0040201	0.0020391	0.0065725	0.7157	0.0060269	0.00063387	0.0013498	0.00010821	0.011598	0.00081268	0.0019554	1.608e-05	0.0015117	3.0746e-06	0.0028808	0.00069643	0.0017265	8.9325e-05	9.6415e-07	0.0017299	0.00023651	0.016077	
0.00013986	0.021484	0.00091916	0.0012505	0.00023404	0.017104	0.00043063	2.435e-06	0.0040203	0.0040203	0.0020404	0.0065693	0.71617	0.0060082	0.00063044	0.0013591	0.00010732	0.011624	0.00081648	0.0019542	1.5971e-05	0.0015133	3.0264e-06	0.0028868	0.00069695	0.0017295	8.9387e-05	8.7043e-07	0.0017257	0.00023739	0.016091	
0.00014004	0.021433	0.00091931	0.0012493	0.00023371	0.017092	0.00042972	2.5113e-06	0.0040204	0.0040204	0.0020417	0.0065661	0.71664	0.0059896	0.00062699	0.0013683	0.00010643	0.01165	0.00082026	0.0019531	1.5858e-05	0.0015148	2.9723e-06	0.0028928	0.00069745	0.0017324	8.9438e-05	1.0023e-06	0.0017215	0.00023826	0.016106	
0.00014022	0.021381	0.00091946	0.0012482	0.00023338	0.017081	0.00042881	2.5753e-06	0.0040206	0.0040206	0.002043	0.0065629	0.71711	0.0059709	0.00062352	0.0013775	0.00010552	0.011675	0.00082403	0.0019519	1.574e-05	0.0015164	2.9124e-06	0.0028988	0.00069794	0.0017354	8.9478e-05	1.1286e-06	0.0017172	0.0002391	0.016121	
0.00014038	0.02133	0.0009196	0.0012471	0.00023306	0.017069	0.0004279	2.6484e-06	0.0040207	0.0040207	0.0020442	0.0065597	0.71758	0.0059522	0.0006201	0.0013867	0.00010462	0.011701	0.00082783	0.0019508	1.5625e-05	0.0015179	2.8577e-06	0.0029047	0.00069844	0.0017383	8.9522e-05	1.2552e-06	0.0017131	0.00023997	0.016135	
0.00014055	0.021278	0.00091975	0.0012459	0.00023273	0.017058	0.00042699	2.731e-06	0.0040208	0.0040208	0.0020455	0.0065565	0.71806	0.0059336	0.00061672	0.0013961	0.00010374	0.011727	0.00083166	0.0019497	1.5513e-05	0.0015196	2.8081e-06	0.0029108	0.00069896	0.0017412	8.957e-05	1.3822e-06	0.0017089	0.00024086	0.01615	
0.0001407	0.021227	0.00091989	0.0012448	0.0002324	0.017046	0.00042609	2.8218e-06	0.004021	0.004021	0.0020468	0.0065533	0.71854	0.0059151	0.00061338	0.0014055	0.00010287	0.011753	0.00083553	0.0019486	1.5402e-05	0.0015213	2.7624e-06	0.0029168	0.00069949	0.0017442	8.9621e-05	1.5091e-06	0.0017049	0.00024176	0.016165	
0.00014085	0.021176	0.00092004	0.0012437	0.00023208	0.017035	0.00042518	2.9231e-06	0.0040212	0.0040212	0.0020481	0.0065501	0.71902	0.0058966	0.00061009	0.001415	0.00010201	0.01178	0.00083943	0.0019476	1.5295e-05	0.0015231	2.7214e-06	0.0029228	0.00070004	0.0017471	8.9677e-05	1.6366e-06	0.0017009	0.00024269	0.01618	
0.00014099	0.021126	0.00092019	0.0012426	0.00023175	0.017024	0.00042428	3.0338e-06	0.0040213	0.0040213	0.0020494	0.006547	0.71951	0.0058781	0.00060683	0.0014245	0.00010116	0.011807	0.00084336	0.0019466	1.5189e-05	0.001525	2.6842e-06	0.0029289	0.0007006	0.0017501	8.9736e-05	1.7643e-06	0.0016969	0.00024363	0.016195	
0.00014113	0.021075	0.00092034	0.0012415	0.00023142	0.017012	0.00042338	3.1542e-06	0.0040215	0.0040215	0.0020507	0.0065439	0.72	0.0058596	0.00060362	0.0014341	0.00010033	0.011834	0.00084732	0.0019457	1.5086e-05	0.0015269	2.6507e-06	0.002935	0.00070118	0.001753	8.9799e-05	1.8922e-06	0.0016931	0.0002446	0.01621	
0.00014126	0.021025	0.00092049	0.0012404	0.0002311	0.017001	0.00042248	3.2851e-06	0.0040217	0.0040217	0.002052	0.0065408	0.72049	0.0058412	0.00060044	0.0014438	9.9499e-05	0.011861	0.00085132	0.0019448	1.4985e-05	0.0015289	2.6208e-06	0.0029412	0.00070177	0.001756	8.9864e-05	2.0204e-06	0.0016892	0.00024558	0.016225	
0.00014139	0.020974	0.00092065	0.0012392	0.00023077	0.01699	0.00042159	3.427e-06	0.0040219	0.0040219	0.0020533	0.0065377	0.72099	0.0058229	0.0005973	0.0014536	9.8682e-05	0.011888	0.00085534	0.0019439	1.4885e-05	0.0015309	2.5944e-06	0.0029473	0.00070238	0.0017589	8.9933e-05	2.149e-06	0.0016854	0.00024657	0.01624	
0.0001415	0.020924	0.00092079	0.0012381	0.00023044	0.016978	0.00042068	3.5556e-06	0.0040221	0.0040221	0.0020546	0.0065346	0.72149	0.0058045	0.00059415	0.0014633	9.7853e-05	0.011916	0.00085935	0.001943	1.4782e-05	0.0015329	2.5625e-06	0.0029535	0.00070297	0.0017619	8.999e-05	2.272e-06	0.0016817	0.00024755	0.016255	
0.00014161	0.020874	0.00092093	0.001237	0.0002301	0.016967	0.00041977	3.6715e-06	0.0040223	0.0040223	0.0020559	0.0065315	0.72198	0.0057862	0.00059097	0.001473	9.7013e-05	0.011943	0.00086335	0.0019421	1.4674e-05	0.0015349	2.5254e-06	0.0029596	0.00070354	0.0017648	9.0036e-05	2.3895e-06	0.0016778	0.00024852	0.01627	
0.00014171	0.020824	0.00092107	0.0012359	0.00022977	0.016956	0.00041887	3.801e-06	0.0040225	0.0040225	0.0020572	0.0065284	0.72249	0.0057678	0.00058784	0.0014828	9.6184e-05	0.011971	0.00086738	0.0019412	1.4568e-05	0.0015369	2.4925e-06	0.0029657	0.00070413	0.0017677	9.0087e-05	2.508e-06	0.0016741	0.0002495	0.016285	
0.0001418	0.020774	0.00092121	0.0012348	0.00022943	0.016945	0.00041796	3.9425e-06	0.0040227	0.0040227	0.0020584	0.0065253	0.72299	0.0057495	0.00058475	0.0014927	9.5366e-05	0.011999	0.00087144	0.0019404	1.4465e-05	0.001539	2.463e-06	0.0029719	0.00070474	0.0017707	9.0141e-05	2.6271e-06	0.0016704	0.0002505	0.0163	
0.00014189	0.020724	0.00092135	0.0012336	0.00022909	0.016934	0.00041705	4.0969e-06	0.0040229	0.0040229	0.0020597	0.0065222	0.7235	0.0057313	0.00058169	0.0015026	9.4558e-05	0.012027	0.00087553	0.0019396	1.4363e-05	0.0015412	2.4368e-06	0.0029781	0.00070536	0.0017736	9.0198e-05	2.7467e-06	0.0016667	0.00025152	0.016315	
0.00014197	0.020675	0.00092149	0.0012325	0.00022876	0.016922	0.00041615	4.265e-06	0.0040231	0.0040231	0.002061	0.0065192	0.72401	0.0057131	0.00057867	0.0015126	9.3759e-05	0.012055	0.00087966	0.0019389	1.4264e-05	0.0015434	2.4139e-06	0.0029843	0.00070599	0.0017765	9.0258e-05	2.8671e-06	0.0016631	0.00025256	0.016331	
0.00014204	0.020625	0.00092163	0.0012314	0.00022842	0.016911	0.00041525	4.4475e-06	0.0040233	0.0040233	0.0020623	0.0065162	0.72452	0.0056949	0.00057569	0.0015226	9.2971e-05	0.012084	0.00088382	0.0019382	1.4166e-05	0.0015457	2.3941e-06	0.0029905	0.00070664	0.0017795	9.0322e-05	2.9882e-06	0.0016596	0.00025362	0.016346	
0.00014211	0.020576	0.00092178	0.0012303	0.00022809	0.0169	0.00041435	4.6454e-06	0.0040235	0.0040235	0.0020636	0.0065131	0.72504	0.0056768	0.00057274	0.0015328	9.2192e-05	0.012112	0.00088801	0.0019375	1.407e-05	0.001548	2.3775e-06	0.0029968	0.0007073	0.0017824	9.0389e-05	3.1102e-06	0.0016561	0.0002547	0.016361	
0.00014217	0.020526	0.00092191	0.0012292	0.00022775	0.016889	0.00041345	4.8285e-06	0.0040237	0.0040237	0.0020649	0.0065101	0.72556	0.0056587	0.00056977	0.0015429	9.14e-05	0.012141	0.00089219	0.0019368	1.3969e-05	0.0015503	2.3555e-06	0.0030031	0.00070794	0.0017853	9.0444e-05	3.2264e-06	0.0016526	0.00025575	0.016376	
0.00014222	0.020477	0.00092204	0.0012281	0.0002274	0.016878	0.00041253	4.997e-06	0.004024	0.004024	0.0020662	0.0065071	0.72608	0.0056405	0.00056679	0.001553	9.0597e-05	0.01217	0.00089635	0.001936	1.3865e-05	0.0015526	2.3281e-06	0.0030093	0.00070857	0.0017882	9.0488e-05	3.3369e-06	0.0016491	0.00025679	0.016392	
0.00014226	0.020428	0.00092217	0.0012269	0.00022705	0.016867	0.00041162	5.1839e-06	0.0040242	0.0040242	0.0020675	0.0065041	0.7266	0.0056224	0.00056385	0.0015631	8.9805e-05	0.012199	0.00090054	0.0019354	1.3762e-05	0.0015549	2.3045e-06	0.0030156	0.00070922	0.0017912	9.0536e-05	3.4488e-06	0.0016456	0.00025786	0.016407	
0.0001423	0.020379	0.0009223	0.0012258	0.00022671	0.016856	0.00041071	5.3904e-06	0.0040244	0.0040244	0.0020687	0.0065011	0.72713	0.0056044	0.00056095	0.0015734	8.9025e-05	0.012228	0.00090478	0.0019347	1.3662e-05	0.0015574	2.2847e-06	0.0030218	0.00070988	0.0017941	9.0589e-05	3.5623e-06	0.0016422	0.00025894	0.016423	
0.00014233	0.02033	0.00092244	0.0012247	0.00022636	0.016845	0.0004098	5.6178e-06	0.0040246	0.0040246	0.00207	0.0064981	0.72765	0.0055864	0.00055809	0.0015837	8.8255e-05	0.012257	0.00090905	0.0019341	1.3565e-05	0.0015599	2.2686e-06	0.0030282	0.00071056	0.001797	9.0646e-05	3.6774e-06	0.0016388	0.00026005	0.016438	
