Trichechus_manatus	Procavia_capensis	Orycteropus_afer	Mammuthus_primigenius	Loxodonta_africana	Heterohyrax_brucei	Elephas_maximus	Elephantulus_edwardii	Echinops_telfairi	Dugong_dugon	Chrysochloris_asiatica	
4.9542e-06	0.0018227	1.3784e-07	0.00091356	0.011318	0.00011462	0.00064487	2.3533e-06	0.083271	0.00032787	1.1122e-06	
4.6659e-06	0.001829	1.6493e-07	0.00091311	0.011325	0.00011499	0.00064432	2.5972e-06	0.083191	0.00032948	6.3122e-07	
4.3631e-06	0.0018354	1.8823e-07	0.00091265	0.011331	0.00011537	0.00064376	2.8007e-06	0.083004	0.00033104	5.5052e-07	
4.0464e-06	0.0018417	1.87e-07	0.0009122	0.011338	0.00011574	0.00064322	3.0846e-06	0.082961	0.00033255	4.8495e-07	
3.7347e-06	0.0018481	1.8827e-07	0.00091175	0.011344	0.00011611	0.00064269	3.4839e-06	0.083055	0.00033412	4.3177e-07	
3.8413e-06	0.0018545	2.0011e-07	0.00091129	0.011351	0.00011647	0.00064214	4.2835e-06	0.083039	0.00033518	3.6565e-07	
3.9495e-06	0.0018609	2.1534e-07	0.00091084	0.011358	0.00011684	0.00064161	5.3991e-06	0.083162	0.00033631	3.1167e-07	
3.792e-06	0.0018675	2.1404e-07	0.00091039	0.011364	0.00011723	0.00064109	5.9351e-06	0.082874	0.00033809	2.874e-07	
3.6218e-06	0.0018739	2.0998e-07	0.00090992	0.011371	0.0001176	0.00064056	9.5944e-06	0.082498	0.00033981	2.5846e-07	
3.454e-06	0.0018805	2.3562e-07	0.00090945	0.011378	0.00011798	0.00064001	1.2674e-05	0.082037	0.0003416	2.249e-07	
3.2885e-06	0.0018872	2.6617e-07	0.00090898	0.011384	0.00011837	0.00063948	1.3697e-05	0.081728	0.00034348	1.9705e-07	
3.111e-06	0.0018938	3.0335e-07	0.00090851	0.011391	0.00011874	0.00063896	1.4013e-05	0.081571	0.0003453	1.7464e-07	
2.9357e-06	0.0019004	3.4835e-07	0.00090805	0.011398	0.00011911	0.00063846	1.4032e-05	0.081552	0.0003472	1.5671e-07	
2.7613e-06	0.0019071	4.016e-07	0.0009076	0.011405	0.00011949	0.00063796	1.4112e-05	0.081656	0.00034918	1.4211e-07	
2.5745e-06	0.0019136	4.4856e-07	0.00090713	0.011412	0.00011985	0.00063745	1.4155e-05	0.081687	0.00035109	1.2414e-07	
2.3759e-06	0.0019201	4.8961e-07	0.00090665	0.011418	0.0001202	0.00063693	1.416e-05	0.083364	0.00035296	1.017e-07	
2.1785e-06	0.0019266	5.5419e-07	0.00090618	0.011425	0.00012054	0.00063642	1.3944e-05	0.083968	0.00035489	8.8942e-08	
1.9827e-06	0.0019331	6.3233e-07	0.00090571	0.011432	0.00012089	0.00063593	1.3819e-05	0.083915	0.00035691	7.9151e-08	
2.0675e-06	0.0019396	7.4389e-07	0.00090522	0.011439	0.00012122	0.00063542	1.3344e-05	0.084018	0.00035826	7.1892e-08	
2.3176e-06	0.0019657	8.6083e-07	0.00090329	0.011467	0.00012258	0.00061402	1.2089e-05	0.085033	0.00036336	4.4624e-08	
2.3681e-06	0.0019722	8.9729e-07	0.0009028	0.011474	0.0001229	0.0006087	1.1875e-05	0.085449	0.00036469	3.7818e-08	
2.4075e-06	0.0019787	9.2206e-07	0.0009023	0.011481	0.00012323	0.00060336	1.1562e-05	0.086252	0.00036597	3.4253e-08	
3.379e-05	0.0022875	2.5492e-08	0.00087857	0.011799	0.00013774	0.00038269	3.5496e-06	0.015459	0.00044319	4.4426e-07	
3.47e-05	0.0022952	3.6244e-08	0.00087793	0.011807	0.00013807	0.00037762	3.3914e-06	0.013982	0.00044563	4.0251e-07	
3.564e-05	0.0023029	4.8438e-08	0.00087728	0.011814	0.00013841	0.00037257	3.2792e-06	0.012818	0.00044817	3.6825e-07	
3.661e-05	0.0023108	6.2411e-08	0.00087664	0.011822	0.00013875	0.00036756	3.2045e-06	0.011904	0.00045079	3.4039e-07	
3.7615e-05	0.0023187	6.169e-08	0.00087601	0.01183	0.00013909	0.00036258	3.1648e-06	0.011206	0.00045352	3.1869e-07	
3.8588e-05	0.0023266	6.3086e-08	0.00087536	0.011837	0.00013944	0.00035757	2.9687e-06	0.010687	0.00045616	3.029e-07	
3.9592e-05	0.0023347	5.9413e-08	0.00087472	0.011845	0.00013979	0.0003526	2.6657e-06	0.010608	0.00045889	2.7363e-07	
4.063e-05	0.0023429	5.6645e-08	0.00087408	0.011853	0.00014016	0.00034765	2.4388e-06	0.010575	0.00046172	2.4972e-07	
4.1705e-05	0.0023512	5.4887e-08	0.00087345	0.011861	0.00014054	0.00034273	2.2761e-06	0.010592	0.00046465	2.3095e-07	
4.2815e-05	0.0023594	5.3909e-08	0.00087282	0.011869	0.0001409	0.00033783	1.761e-06	0.010655	0.00046767	2.161e-07	
4.3962e-05	0.0023677	5.3692e-08	0.00087218	0.011877	0.00014128	0.00033292	1.3715e-06	0.010484	0.00047079	2.0482e-07	
4.5079e-05	0.0023762	5.1518e-08	0.00087154	0.011885	0.00014167	0.00032804	1.3275e-06	0.010276	0.00047385	1.9029e-07	
4.6169e-05	0.0023846	4.7626e-08	0.00087089	0.011893	0.00014205	0.00032314	1.2701e-06	0.01003	0.00047685	1.7251e-07	
4.7298e-05	0.0023932	4.4638e-08	0.00087025	0.011901	0.00014243	0.00031826	1.2354e-06	0.009856	0.00047995	1.5854e-07	
4.8469e-05	0.0024018	4.2451e-08	0.0008696	0.011909	0.00014283	0.00031342	1.22e-06	0.0097418	0.00048316	1.4783e-07	
4.9682e-05	0.0024106	4.0991e-08	0.00086897	0.011917	0.00014325	0.0003086	1.2224e-06	0.0096794	0.00048648	1.3994e-07	
5.094e-05	0.0024196	4.0213e-08	0.00086832	0.011925	0.00014367	0.00030377	1.2429e-06	0.0096647	0.00048991	1.3459e-07	
5.2244e-05	0.0024286	4.0093e-08	0.00086768	0.011933	0.0001441	0.00029897	1.2834e-06	0.0093885	0.00049347	1.317e-07	
5.359e-05	0.0024378	4.0475e-08	0.00086704	0.011942	0.00014455	0.00029419	1.2453e-06	0.0091809	0.00049712	1.3071e-07	
5.4902e-05	0.0024469	3.9191e-08	0.00086639	0.01195	0.00014498	0.00028939	1.1935e-06	0.0089329	0.00050071	1.2714e-07	
5.6261e-05	0.0024561	3.855e-08	0.00086575	0.011958	0.00014543	0.00028462	1.1628e-06	0.0087548	0.00050441	1.2573e-07	
5.767e-05	0.0024655	3.8534e-08	0.0008651	0.011966	0.00014588	0.00027988	1.1505e-06	0.0086349	0.00050823	1.2644e-07	
5.9131e-05	0.002475	3.9585e-08	0.00086447	0.011975	0.00014635	0.00027516	1.071e-06	0.0083004	0.00051218	1.3808e-07	
6.0558e-05	0.0024844	3.9367e-08	0.00086382	0.011983	0.00014681	0.00027043	9.752e-07	0.0079163	0.00051606	1.47e-07	
6.2032e-05	0.0024939	3.9641e-08	0.00086317	0.011992	0.00014727	0.00026573	9.0517e-07	0.0076351	0.00052005	1.5852e-07	
6.3553e-05	0.0025036	4.041e-08	0.00086253	0.012	0.00014775	0.00026104	8.5559e-07	0.0074212	0.00052415	1.7293e-07	
6.513e-05	0.0025134	4.1848e-08	0.0008619	0.012009	0.00014824	0.00025639	8.2457e-07	0.0072687	0.00052839	1.9121e-07	
6.6672e-05	0.0025231	4.1692e-08	0.00086125	0.012017	0.00014872	0.00025172	7.8311e-07	0.0070869	0.00053255	2.0624e-07	
6.8179e-05	0.0025328	3.994e-08	0.00086059	0.012026	0.00014918	0.00024703	7.3038e-07	0.0068729	0.00053664	2.1814e-07	
6.9742e-05	0.0025426	3.887e-08	0.00085994	0.012034	0.00014966	0.00024237	6.9616e-07	0.0061633	0.00054086	2.3455e-07	
7.1364e-05	0.0025525	3.8452e-08	0.00085929	0.012043	0.00015015	0.00023773	5.5823e-07	0.0056199	0.00054522	2.5566e-07	
7.2948e-05	0.0025626	3.645e-08	0.00085863	0.012051	0.00015066	0.00023308	3.9676e-07	0.0050018	0.0005495	2.731e-07	
7.4586e-05	0.0025728	3.5136e-08	0.00085797	0.01206	0.00015117	0.00022845	2.818e-07	0.0040438	0.0005539	2.7892e-07	
7.6285e-05	0.0025832	3.4408e-08	0.00085732	0.012069	0.0001517	0.00022386	1.9726e-07	0.003335	0.00055845	2.564e-07	
7.804e-05	0.0025937	3.4101e-08	0.00085666	0.012077	0.00015224	0.00021924	1.3279e-07	0.0027761	0.00056312	2.3832e-07	
7.9854e-05	0.0026043	3.4202e-08	0.000856	0.012086	0.00015279	0.00021465	8.3373e-08	0.0023355	0.00056793	2.241e-07	
8.1732e-05	0.0026151	3.2622e-08	0.00085533	0.012095	0.00015335	0.00021004	8.3373e-08	0.0018328	0.00057288	2.0642e-07	
8.3672e-05	0.0026261	3.1436e-08	0.00085466	0.012103	0.00015393	0.00020546	8.6329e-08	0.0014354	0.00057796	1.9232e-07	
8.5674e-05	0.0026372	3.0596e-08	0.000854	0.012112	0.00015452	0.0002009	9.2389e-08	0.0011203	0.00058319	1.8132e-07	
8.7631e-05	0.0026481	2.8189e-08	0.00085333	0.012121	0.0001551	0.00019632	9.403e-08	0.0010895	0.00058832	1.6634e-07	
8.965e-05	0.0026593	2.6092e-08	0.00085265	0.01213	0.00015568	0.00019176	9.8795e-08	0.0010725	0.00059359	1.543e-07	
9.1734e-05	0.0026705	2.2518e-08	0.00085197	0.012139	0.00015628	0.00018719	9.9461e-08	0.001046	0.000599	1.3941e-07	
9.3891e-05	0.0026819	1.932e-08	0.0008513	0.012147	0.00015689	0.00018264	7.2527e-08	0.0010339	0.00060456	1.2757e-07	
9.6114e-05	0.0026935	1.6272e-08	0.00085062	0.012156	0.00015751	0.00017811	5.1171e-08	0.0010335	0.00061027	1.1795e-07	
9.8412e-05	0.0027051	1.3385e-08	0.00084995	0.012165	0.00015814	0.00017361	3.4498e-08	0.001046	0.00061613	1.1054e-07	
0.00010078	0.002717	1.0483e-08	0.00084928	0.012174	0.00015879	0.00016913	2.0726e-08	0.0010705	0.00062214	1.0479e-07	
0.00010322	0.0027289	7.4963e-09	0.00084861	0.012184	0.00015944	0.00016466	8.9974e-09	0.001108	0.00062829	1.0055e-07	
0.00010561	0.0027408	1.0756e-08	0.00084794	0.012193	0.00016009	0.00016489	9.4276e-09	0.0011353	0.00063436	9.3942e-08	
0.00010808	0.0027528	1.3944e-08	0.00084726	0.012202	0.00016074	0.00016513	9.5672e-09	0.0011759	0.00064058	8.8727e-08	
0.00011062	0.0027649	1.7122e-08	0.00084659	0.012211	0.0001614	0.00016536	9.4118e-09	0.0012314	0.00064694	8.4737e-08	
0.00011311	0.002777	1.9008e-08	0.00084591	0.01222	0.00016206	0.00016558	6.9031e-09	0.001277	0.00065322	7.879e-08	
0.00011568	0.0027892	2.1005e-08	0.00084523	0.012229	0.00016272	0.00016581	4.1879e-09	0.0013406	0.00065967	7.421e-08	
0.00011822	0.0028013	2.1846e-08	0.00084454	0.012238	0.00016338	0.00016603	8.8368e-09	0.0013935	0.00066603	6.7699e-08	
0.00012082	0.0028136	2.2846e-08	0.00084386	0.012248	0.00016404	0.00016624	1.3769e-08	0.0014667	0.00067255	6.2536e-08	
0.0001235	0.002826	2.3908e-08	0.00084317	0.012257	0.00016471	0.00016646	1.9069e-08	0.0015607	0.00067921	5.8285e-08	
0.00012626	0.0028385	2.5003e-08	0.00084248	0.012266	0.0001654	0.00016667	2.4928e-08	0.0016783	0.00068602	5.4749e-08	
0.00012908	0.0028512	2.6063e-08	0.00084179	0.012275	0.00016609	0.00016688	3.1408e-08	0.0018207	0.00069296	5.1704e-08	
0.00013187	0.0028638	2.5973e-08	0.00084109	0.012285	0.00016678	0.00016709	3.5415e-08	0.0019523	0.00069986	4.7246e-08	
0.00013464	0.0028763	2.4753e-08	0.00084038	0.012294	0.00016745	0.00016728	3.7027e-08	0.0020741	0.0007067	4.1395e-08	
0.00013747	0.002889	2.3417e-08	0.00083968	0.012303	0.00016814	0.00016748	3.9082e-08	0.0022192	0.00071367	3.5882e-08	
0.00014036	0.0029017	2.1942e-08	0.00083897	0.012313	0.00016883	0.00016767	4.1635e-08	0.0021918	0.00072075	3.069e-08	
0.00014331	0.0029146	2.03e-08	0.00083826	0.012322	0.00016953	0.00016787	4.474e-08	0.0021769	0.00072796	2.5645e-08	
0.00014632	0.0029276	1.8465e-08	0.00083756	0.012331	0.00017023	0.00016806	4.8488e-08	0.0021741	0.00073529	2.0668e-08	
0.0001494	0.0029406	1.6414e-08	0.00083685	0.012341	0.00017094	0.00016825	5.2997e-08	0.0021832	0.00074275	1.5686e-08	
0.00015254	0.0029538	1.4121e-08	0.00083615	0.01235	0.00017166	0.00016845	5.8415e-08	0.0022044	0.00075033	1.0628e-08	
0.00015575	0.0029671	1.1503e-08	0.00083544	0.01236	0.00017239	0.00016864	6.465e-08	0.002237	0.00075803	5.3471e-09	
0.00015893	0.0029803	2.1149e-08	0.00083473	0.01237	0.00017311	0.00016883	6.7889e-08	0.0022571	0.00076568	7.5738e-09	
0.00016216	0.0029936	3.1058e-08	0.00083401	0.012379	0.00017383	0.00016901	7.2003e-08	0.0022886	0.00077345	9.305e-09	
0.00016546	0.003007	4.1326e-08	0.0008333	0.012389	0.00017456	0.00016919	7.7099e-08	0.0023321	0.00078134	1.056e-08	
0.00016883	0.0030205	5.2055e-08	0.00083258	0.012398	0.0001753	0.00016937	8.3321e-08	0.0022053	0.00078934	1.1382e-08	
0.00017217	0.003034	6.1506e-08	0.00083186	0.012408	0.00017603	0.00016955	8.6999e-08	0.0020702	0.00079731	1.11e-08	
0.00017557	0.0030475	7.1483e-08	0.00083113	0.012418	0.00017677	0.00016972	9.1888e-08	0.0019544	0.00080539	1.0359e-08	
0.00017894	0.0030611	8.0108e-08	0.0008304	0.012427	0.00017749	0.00016989	9.4098e-08	0.0018298	0.00081343	8.4962e-09	
0.00018229	0.0030746	8.7438e-08	0.00082967	0.012437	0.00017821	0.00017005	9.3732e-08	0.0016921	0.00082142	1.793e-08	
0.00018571	0.0030882	9.554e-08	0.00082893	0.012447	0.00017894	0.0001702	9.4933e-08	0.0015757	0.00082955	2.7745e-08	
0.0001892	0.0031018	1.043e-07	0.00082819	0.012456	0.00017968	0.00017036	9.7416e-08	0.0014759	0.0008378	3.7933e-08	
0.00019266	0.0031155	1.1166e-07	0.00082744	0.012466	0.0001804	0.00017051	9.7197e-08	0.0013682	0.00084601	4.6706e-08	
0.00019619	0.0031292	1.1973e-07	0.0008267	0.012476	0.00018114	0.00017066	9.8293e-08	0.001276	0.00085434	5.593e-08	
0.00019969	0.0031431	1.2638e-07	0.00082594	0.012486	0.00018188	0.0001708	9.6652e-08	0.001176	0.00086262	6.3702e-08	
0.00020326	0.0031571	1.3399e-07	0.00082519	0.012496	0.00018263	0.00017094	9.6683e-08	0.001092	0.00087104	7.2174e-08	
0.00020692	0.0031712	1.4268e-07	0.00082443	0.012505	0.00018338	0.00017108	9.8418e-08	0.0010221	0.00087961	8.1489e-08	
0.00021065	0.0031854	1.5261e-07	0.00082368	0.012515	0.00018415	0.00017122	1.0199e-07	0.00096465	0.00088833	9.183e-08	
0.00021436	0.0031995	1.609e-07	0.00082292	0.012525	0.00018491	0.00017135	1.026e-07	0.0009004	0.00089699	1.0049e-07	
0.00021802	0.0032136	1.6744e-07	0.00082215	0.012535	0.00018565	0.00017148	1.0004e-07	0.00082817	0.00090558	1.0738e-07	
0.00022178	0.0032279	1.758e-07	0.00082138	0.012545	0.00018641	0.0001716	1.0022e-07	0.00077151	0.00091437	1.1584e-07	
0.00022569	0.003242	1.8686e-07	0.00082062	0.012555	0.00018716	0.00017173	7.2455e-08	0.00073125	0.0009234	1.2679e-07	
0.00022636	0.0032563	2.0133e-07	0.00081985	0.012565	0.00018791	0.00017186	5.6567e-08	0.00066401	0.00093293	1.3119e-07	
0.000227	0.0032705	2.0985e-07	0.00081908	0.012575	0.00018866	0.00017198	5.0866e-08	0.00062077	0.00094232	1.3957e-07	
0.00022769	0.0032849	1.953e-07	0.00081831	0.012585	0.00018942	0.00017211	4.8108e-08	0.00046535	0.00095198	1.5179e-07	
0.00022844	0.0032994	1.8362e-07	0.00081755	0.012595	0.00019019	0.00017223	4.7206e-08	0.00034206	0.00096188	1.6696e-07	
0.00022924	0.0033142	1.7447e-07	0.00081679	0.012605	0.00019097	0.00017236	4.8092e-08	0.00024403	0.00097203	1.8556e-07	
0.00023001	0.0033288	1.6273e-07	0.00081601	0.012615	0.00019175	0.00017248	4.5509e-08	0.00013101	0.00098204	2.009e-07	
0.00023084	0.0033436	1.5375e-07	0.00081524	0.012625	0.00019254	0.0001726	4.5069e-08	4.2857e-05	0.00099234	2.2048e-07	
0.00023163	0.0033583	1.4204e-07	0.00081446	0.012636	0.00019331	0.00017271	4.0963e-08	3.0889e-05	0.0010025	2.3591e-07	
0.00023237	0.003373	1.3321e-07	0.00081367	0.012646	0.00019407	0.00017281	3.8969e-08	2.1101e-05	0.0010124	2.5593e-07	
0.00023317	0.0033877	1.2657e-07	0.00081288	0.012656	0.00019485	0.00017291	1.936e-08	1.3833e-05	0.0010227	2.5051e-07	
0.00023392	0.0034027	1.1741e-07	0.00081209	0.012666	0.00019563	0.000173	2.0311e-08	1.9413e-05	0.0010327	2.4069e-07	
0.00023464	0.0034176	1.0574e-07	0.00081128	0.012676	0.00019641	0.00017308	1.8296e-08	2.1919e-05	0.0010427	2.2748e-07	
0.00023531	0.0034323	9.147e-08	0.00081046	0.012686	0.00019717	0.00017315	1.3284e-08	2.1411e-05	0.0010524	2.1076e-07	
0.00023605	0.0034473	7.9577e-08	0.00080964	0.012697	0.00019794	0.00017322	9.0192e-09	2.1337e-05	0.0010625	1.9791e-07	
0.00023684	0.0034624	6.9673e-08	0.00080883	0.012707	0.00019873	0.0001733	5.1108e-09	2.1688e-05	0.0010728	1.8844e-07	
0.0002376	0.0034778	5.7945e-08	0.000808	0.012717	0.00019954	0.00017337	8.689e-09	1.9004e-05	0.001083	1.7577e-07	
0.00023841	0.0034933	4.7936e-08	0.00080718	0.012727	0.00020037	0.00017343	1.2476e-08	1.667e-05	0.0010934	1.662e-07	
0.00023928	0.003509	3.9102e-08	0.00080636	0.012738	0.0002012	0.0001735	1.6534e-08	1.4322e-05	0.0011041	1.5901e-07	
0.00024021	0.0035249	3.1214e-08	0.00080555	0.012748	0.00020205	0.00017358	2.1129e-08	1.1834e-05	0.0011151	1.5396e-07	
0.00024119	0.003541	2.4079e-08	0.00080473	0.012759	0.00020292	0.00017365	2.6576e-08	9.0821e-06	0.0011263	1.509e-07	
0.00024212	0.0035572	1.5162e-08	0.00080393	0.012769	0.0002038	0.00017373	2.8867e-08	1.8169e-05	0.0011374	1.45e-07	
0.00024312	0.0035736	6.8792e-09	0.00080312	0.01278	0.00020469	0.00017381	3.2049e-08	2.8106e-05	0.0011487	1.4097e-07	
0.00024407	0.0035899	7.5628e-09	0.0008023	0.01279	0.00020557	0.00017388	3.215e-08	3.473e-05	0.0011599	1.345e-07	
0.00024509	0.0036064	7.9675e-09	0.00080148	0.012801	0.00020647	0.00017395	3.3358e-08	4.257e-05	0.0011713	1.3003e-07	
0.00024615	0.0036231	8.0363e-09	0.00080067	0.012811	0.00020737	0.00017402	3.5431e-08	5.1636e-05	0.001183	1.2709e-07	
0.00024718	0.0036397	6.946e-09	0.00079985	0.012822	0.00020827	0.00017409	3.4491e-08	5.7242e-05	0.0011946	1.2193e-07	
0.00024827	0.0036565	5.5675e-09	0.00079903	0.012833	0.00020918	0.00017415	3.4696e-08	6.4564e-05	0.0012064	1.185e-07	
0.00024932	0.0036731	1.155e-08	0.0007982	0.012843	0.00021007	0.00017421	3.1874e-08	6.8331e-05	0.0012182	1.1287e-07	
0.00025044	0.00369	1.782e-08	0.00079737	0.012854	0.00021098	0.00017426	3.0161e-08	7.3981e-05	0.0012302	1.0892e-07	
0.00025161	0.003707	2.4536e-08	0.00079654	0.012865	0.00021191	0.00017432	2.9446e-08	8.1839e-05	0.0012424	1.0656e-07	
0.00025284	0.0037243	2.1324e-08	0.00079572	0.012876	0.00021285	0.00017439	2.9732e-08	9.2414e-05	0.001255	1.0575e-07	
0.00025414	0.0037417	1.8224e-08	0.0007949	0.012887	0.00021381	0.00017445	3.0799e-08	0.00010581	0.0012679	1.0625e-07	
0.0002554	0.0037591	1.3781e-08	0.00079407	0.012898	0.00021475	0.00017451	2.8963e-08	0.000115	0.0012807	1.0469e-07	
0.00025661	0.0037763	7.8713e-09	0.00079323	0.012908	0.00021568	0.00017455	2.3974e-08	0.00011972	0.0012932	1.0086e-07	
0.00025778	0.0037934	9.5996e-09	0.00079238	0.012919	0.00021659	0.00017458	1.6307e-08	0.0001197	0.0013056	9.4526e-08	
0.00025892	0.0038104	2.3897e-08	0.00079151	0.01293	0.00021749	0.0001746	2.1534e-08	0.00011458	0.0013178	8.5323e-08	
0.00026001	0.0038273	3.4126e-08	0.00079064	0.012941	0.00021837	0.00017461	3.3218e-08	0.00011492	0.0013298	7.9454e-08	
0.00026116	0.0038443	4.5695e-08	0.00078977	0.012952	0.00021927	0.00017463	4.7906e-08	0.00011893	0.0013421	5.0204e-08	
0.00026227	0.0038613	5.508e-08	0.00078889	0.012962	0.00022015	0.00017463	5.809e-08	0.00011714	0.0013543	4.9004e-08	
0.00026094	0.0038785	6.5902e-08	0.00078801	0.012973	0.00022105	0.00017463	7.1614e-08	0.00011838	0.0013668	4.8583e-08	
0.00025956	0.0038955	7.4653e-08	0.00078712	0.012984	0.00022193	0.00017463	8.0823e-08	0.00011533	0.0013792	4.6333e-08	
0.00025825	0.0039128	8.5211e-08	0.00078623	0.012995	0.00022284	0.00017463	9.4354e-08	0.00011574	0.0013919	4.5001e-08	
0.00025709	0.0039303	9.7598e-08	0.00078535	0.013006	0.00022375	0.00017463	1.1264e-07	0.0001191	0.001394	4.4355e-08	
0.00025589	0.0039477	1.0755e-07	0.00078445	0.013017	0.00022466	0.00017462	1.255e-07	0.0001179	0.001396	4.1825e-08	
0.00025465	0.0039649	1.1531e-07	0.00078355	0.013028	0.00022555	0.0001746	1.3358e-07	0.00011242	0.0013979	3.7494e-08	
0.00025347	0.0039824	1.2488e-07	0.00078265	0.013039	0.00022645	0.00017458	1.4634e-07	0.00010988	0.0014	3.385e-08	
0.00025225	0.0039997	1.3198e-07	0.00078173	0.01305	0.00022734	0.00017455	1.5343e-07	0.00013111	0.001402	3.8342e-08	
0.0002511	0.0040173	1.4131e-07	0.00078083	0.013061	0.00022825	0.00017452	1.6629e-07	0.00015967	0.0014041	4.3832e-08	
0.0002499	0.0040347	1.4833e-07	0.00077991	0.013072	0.00022914	0.00017448	1.74e-07	0.00018233	0.0014061	4.7464e-08	
0.00024878	0.0040524	1.3476e-07	0.00077899	0.013083	0.00023005	0.00017445	1.8797e-07	0.00021253	0.0014083	5.2163e-08	
0.00024772	0.0040703	1.2381e-07	0.00077808	0.013094	0.00023098	0.00017442	2.0938e-07	0.0002522	0.0014107	5.8097e-08	
0.00024662	0.0040881	1.1044e-07	0.00077715	0.013105	0.00023189	0.00017438	3.967e-07	0.00028459	0.0014129	6.2046e-08	
0.00024559	0.0041061	9.9492e-08	0.00077624	0.013116	0.00023283	0.00017434	4.5086e-07	0.00032773	0.0014153	6.7337e-08	
0.00024463	0.0041243	9.0592e-08	0.00077532	0.013127	0.00023378	0.00017431	5.2553e-07	0.00038434	0.0014179	7.4153e-08	
0.00024363	0.0041425	8.0101e-08	0.00077439	0.013138	0.00023472	0.00017427	5.8786e-07	0.00043177	0.0014204	7.886e-08	
0.00024268	0.0041608	7.118e-08	0.00077347	0.013149	0.00023567	0.00017422	6.7114e-07	0.00049257	0.001423	8.4936e-08	
0.0002418	0.0041794	6.3602e-08	0.00077255	0.013161	0.00023664	0.00017419	7.8144e-07	0.00056995	0.0014258	9.2567e-08	
0.00024097	0.0041982	5.7182e-08	0.00077163	0.013172	0.00023762	0.00017415	9.2696e-07	0.00066807	0.0014287	1.02e-07	
0.0002402	0.0042168	4.856e-08	0.00077071	0.013183	0.0002386	0.00017411	1.0502e-06	0.00075212	0.0014317	1.0901e-07	
0.00023939	0.0042354	5.7599e-08	0.00076979	0.013195	0.00023955	0.00017407	1.1464e-06	0.0010186	0.0014347	1.0741e-07	
0.00023863	0.0042541	6.7804e-08	0.00076886	0.013206	0.00024052	0.00017403	1.2708e-06	0.0013431	0.0014378	1.0715e-07	
0.00023783	0.0042727	7.6134e-08	0.00076793	0.013218	0.00024148	0.00017397	1.3795e-06	0.0016382	0.0014408	1.0483e-07	
0.000237	0.0042913	8.2683e-08	0.00076698	0.013229	0.00024243	0.00017391	1.4749e-06	0.0019088	0.0014438	1.0048e-07	
0.00023623	0.00431	9.0411e-08	0.00076604	0.013241	0.00024339	0.00017385	1.598e-06	0.0022354	0.0014468	9.7497e-08	
0.0002355	0.0043289	9.9249e-08	0.0007651	0.013252	0.00024436	0.00017379	1.7514e-06	0.0026221	0.00145	9.5558e-08	
0.00023473	0.0043478	1.0623e-07	0.00076415	0.013264	0.00024532	0.00017372	1.8882e-06	0.0029787	0.0014532	9.169e-08	
0.00023402	0.0043668	1.1464e-07	0.0007632	0.013275	0.0002463	0.00017365	2.0629e-06	0.0034094	0.0014564	8.9058e-08	
0.00023327	0.004386	1.2521e-07	0.00076225	0.013287	0.00024729	0.00017358	2.0807e-06	0.0035019	0.0014596	8.8746e-08	
0.00023248	0.0044054	1.3768e-07	0.00076131	0.013298	0.0002483	0.00017352	2.1176e-06	0.0034319	0.0014627	8.9755e-08	
0.00023172	0.004425	1.5172e-07	0.00076036	0.01331	0.00024932	0.00017345	2.1712e-06	0.0033802	0.0014658	9.1512e-08	
0.00023101	0.0044448	1.6764e-07	0.00075942	0.013322	0.00025035	0.00017339	2.2445e-06	0.0033467	0.0014691	9.4127e-08	
0.00023033	0.0044647	1.8559e-07	0.00075848	0.013334	0.00025139	0.00017333	2.34e-06	0.0033299	0.0014725	9.7589e-08	
0.0002297	0.0044849	2.0579e-07	0.00075753	0.013345	0.00025245	0.00017326	2.4609e-06	0.0033295	0.001476	1.0193e-07	
0.0002291	0.0045051	2.285e-07	0.00075659	0.013357	0.00025351	0.0001732	2.6119e-06	0.0033452	0.0014796	1.0722e-07	
0.00022848	0.0045254	2.4915e-07	0.00075565	0.013369	0.00025457	0.00017314	2.7501e-06	0.0033531	0.0014832	1.109e-07	
0.00022784	0.0045455	2.6794e-07	0.0007547	0.013381	0.00025562	0.00017307	2.8774e-06	0.0033538	0.0014867	1.1305e-07	
0.00022725	0.0045658	2.8894e-07	0.00075374	0.013393	0.00025668	0.000173	3.0327e-06	0.0033688	0.0014791	1.1596e-07	
0.00022664	0.0045861	3.0806e-07	0.00075279	0.013405	0.00025774	0.00017292	3.1764e-06	0.0033768	0.0014714	1.1735e-07	
0.00022606	0.0046065	3.295e-07	0.00075183	0.013417	0.0002588	0.00017284	3.3508e-06	0.0033992	0.0014639	1.195e-07	
0.00022545	0.0046269	3.4889e-07	0.00075086	0.013429	0.00025985	0.00017275	3.5114e-06	0.0034138	0.0014564	1.2006e-07	
0.00022483	0.0046472	3.6636e-07	0.00074988	0.013441	0.00026089	0.00017265	3.6602e-06	0.0034211	0.0014488	1.1909e-07	
0.00022419	0.0046675	3.819e-07	0.0007489	0.013453	0.00026193	0.00017255	3.7974e-06	0.0034212	0.0014411	1.1657e-07	
0.00022359	0.0046879	4.0028e-07	0.00074791	0.013465	0.00026298	0.00017245	3.7423e-06	0.0034382	0.0014336	1.1509e-07	
0.00022303	0.0047083	4.2181e-07	0.00074693	0.013477	0.00026402	0.00017234	3.7094e-06	0.0034731	0.0014263	1.1466e-07	
