Urocitellus_parryii	Sciurus_vulgaris	Rattus_rattus	Rattus_norvegicus	Psammomys_obesus	Peromyscus_maniculatus	Peromyscus_leucopus	Onychomys_torridus	Nannospalax_galili	Mus_spretus	Mus_spicilegus	Mus_pahari	Mus_musculus	Mus_caroli	Microtus_ochrogaster	Meriones_unguiculatus	Marmota_marmota	Marmota_flaviventris	Jaculus_jaculus	Ictidomys_tridecemlineatus	Heterocephalus_glaber	Fukomys_damarensis	Cricetulus_griseus	Cavia_porcellus	Castor_canadensis	Arvicola_amphibius	
0.0048931	0.00028983	0.00010868	0.00016935	0.00058185	0.41418	0.005428	5.989e-06	1.249e-06	0.0071503	0.0010673	8.5761e-06	0.00017774	6.4035e-06	0.00019825	0.00093934	0.00041712	0.00059989	2.9384e-05	2.7867e-05	2.4397e-05	3.2232e-05	2.6757e-06	1.7251e-07	1.1045e-06	3.3319e-05	
0.0048881	0.00026736	0.00010887	0.00016998	0.00058889	0.41466	0.0053972	5.9926e-06	1.2234e-06	0.0071025	0.0010749	8.8556e-06	0.00017457	6.2511e-06	0.00020008	0.00093599	0.00041944	0.00059864	3.3406e-05	2.7927e-05	2.4318e-05	3.1698e-05	2.6689e-06	1.7096e-07	1.1155e-06	3.3018e-05	
0.0048832	0.00024772	0.00010908	0.00017062	0.00059614	0.41514	0.0053668	6.0035e-06	1.2066e-06	0.0070544	0.0010824	8.9814e-06	0.00017138	6.0886e-06	0.00020212	0.0009328	0.00042178	0.0005974	3.9588e-05	2.799e-05	2.3854e-05	3.0571e-05	2.6729e-06	1.7461e-07	1.1374e-06	3.2755e-05	
0.0048785	0.0002306	0.00010932	0.00017127	0.00060362	0.41565	0.005337	6.0216e-06	1.1979e-06	0.0070072	0.0010901	9.1323e-06	0.00016823	5.9348e-06	0.00020403	0.00092975	0.00042413	0.00059617	4.8588e-05	2.8059e-05	2.3437e-05	2.9577e-05	2.688e-06	1.8154e-07	1.171e-06	3.2462e-05	
0.0048739	0.00021575	0.00010959	0.00017194	0.00061133	0.41615	0.0053069	6.0272e-06	1.1972e-06	0.0069595	0.0010976	9.1782e-06	0.00016506	6.0343e-06	0.00020266	0.00092684	0.0004265	0.00059495	6.1369e-05	2.8132e-05	2.3066e-05	2.8703e-05	2.7165e-06	1.9203e-07	1.2177e-06	3.2269e-05	
0.0048693	0.00024212	0.00010988	0.00017262	0.00061927	0.41666	0.0052774	6.0401e-06	1.1904e-06	0.0069128	0.0011053	9.246e-06	0.00016192	6.1414e-06	0.00020149	0.00092409	0.00042886	0.00059371	7.018e-05	2.8195e-05	2.2666e-05	2.7771e-05	2.7565e-06	2.9787e-07	1.2561e-06	3.2112e-05	
0.0048648	0.00027182	0.0001102	0.00017331	0.00062745	0.4172	0.0052483	6.0603e-06	1.1916e-06	0.0068669	0.001113	9.3365e-06	0.00015882	6.2561e-06	0.0002005	0.00092147	0.00043122	0.00059249	8.3401e-05	2.8264e-05	2.2309e-05	2.6951e-05	2.8106e-06	4.2645e-07	1.3085e-06	3.199e-05	
0.0048604	0.0003053	0.00011054	0.00017402	0.00063588	0.41775	0.0052198	6.0878e-06	1.2006e-06	0.0068207	0.0011207	9.4105e-06	0.00015571	6.3616e-06	0.0001997	0.00091899	0.00043361	0.00059127	0.00010247	2.8336e-05	2.1995e-05	2.6233e-05	2.8777e-06	5.8299e-07	1.2847e-06	3.1902e-05	
0.0048562	0.00034305	0.00011092	0.00017475	0.00064455	0.41832	0.0051917	6.1228e-06	1.2179e-06	0.0067754	0.0011285	9.5077e-06	0.00015263	6.4749e-06	0.00019907	0.00091665	0.00043602	0.00059006	0.00012939	2.8414e-05	2.172e-05	2.5605e-05	2.959e-06	7.7387e-07	1.2741e-06	3.1849e-05	
0.0047737	0.00136	0.00011662	0.00018674	0.00080429	0.42898	0.0046565	6.175e-06	1.6969e-06	0.0059113	0.0012723	1.0711e-05	9.3233e-05	7.7881e-06	0.00018208	0.00086821	0.00048012	0.00056621	0.00069584	2.8874e-05	1.5194e-05	1.2467e-05	4.0151e-06	3.7107e-06	1.2026e-06	2.9349e-05	
0.0047694	0.001411	0.00011689	0.00018731	0.0008128	0.42956	0.0046289	6.1595e-06	1.721e-06	0.0058669	0.0012798	1.0772e-05	9.0117e-05	7.8293e-06	0.00018119	0.00086566	0.00048239	0.00056493	0.0007263	2.8858e-05	1.4843e-05	1.1849e-05	4.0676e-06	3.8865e-06	1.1956e-06	2.9195e-05	
0.0047651	0.0014568	0.00011714	0.00018786	0.00082117	0.43012	0.0046011	6.1367e-06	1.7388e-06	0.005822	0.0012873	1.0819e-05	8.6979e-05	7.8613e-06	0.00018019	0.00086302	0.00048465	0.00056363	0.00074768	2.8833e-05	1.4461e-05	1.1917e-05	4.1106e-06	4.0427e-06	1.1815e-06	2.9016e-05	
0.0047359	0.0012887	0.00011897	0.00019163	0.00088117	0.43423	0.0044098	5.9651e-06	1.9279e-06	0.0055145	0.0013397	1.1245e-05	6.5195e-05	8.0531e-06	0.00017391	0.00084515	0.00050013	0.00055442	0.00048677	2.8599e-05	1.1929e-05	1.2529e-05	4.4697e-06	5.4307e-06	1.1237e-06	2.7851e-05	
0.0047319	0.001267	0.00011924	0.00019216	0.00088995	0.43483	0.0043829	5.9388e-06	1.9619e-06	0.0054714	0.0013472	1.132e-05	6.2108e-05	8.076e-06	0.00017311	0.00084268	0.00050234	0.0005531	0.000459	2.8554e-05	1.1589e-05	1.2644e-05	4.3556e-06	5.6797e-06	1.1206e-06	2.7696e-05	
0.0047277	0.001241	0.00011949	0.00019267	0.00089858	0.43543	0.0043559	5.9052e-06	1.989e-06	0.0054279	0.0013547	1.138e-05	5.9e-05	8.0896e-06	0.00017221	0.00084012	0.00050452	0.00055177	0.00042275	2.8501e-05	1.1226e-05	1.274e-05	4.2297e-06	5.9027e-06	1.1106e-06	2.7518e-05	
0.0047238	0.0012209	0.00011976	0.00019319	0.00090748	0.43604	0.0043292	5.8789e-06	2.0279e-06	0.0053853	0.0013623	1.113e-05	5.5928e-05	8.1113e-06	0.00017148	0.0008377	0.00050673	0.00055045	0.00039996	2.8452e-05	1.0897e-05	1.2869e-05	4.1234e-06	6.1887e-06	1.1111e-06	2.7372e-05	
0.0047199	0.0012065	0.00012006	0.00019373	0.00091666	0.43667	0.0043031	5.8597e-06	1.9892e-06	0.0053435	0.0013699	1.0912e-05	5.2892e-05	8.1412e-06	0.00017117	0.00083541	0.00050895	0.00054913	0.00031273	2.8408e-05	1.0542e-05	1.2976e-05	4.0153e-06	6.4294e-06	1.1251e-06	2.6342e-05	
0.0047162	0.0011975	0.00012039	0.00019428	0.00092613	0.43733	0.0042774	5.8477e-06	1.9623e-06	0.0053025	0.0013776	1.0726e-05	4.9891e-05	8.1793e-06	0.00017101	0.00083325	0.00051119	0.00054783	0.00025014	2.8368e-05	1.022e-05	1.3117e-05	3.9054e-06	6.4584e-06	1.1503e-06	2.5378e-05	
0.0047126	0.0011931	0.0001207	0.00019481	0.00093589	0.43691	0.0042523	5.8434e-06	1.9456e-06	0.0052406	0.0013814	1.0596e-05	4.8993e-05	8.2597e-06	0.00017072	0.00083122	0.00051345	0.00054653	0.00020415	2.8332e-05	9.9261e-06	1.3298e-05	3.7937e-06	6.5136e-06	1.1864e-06	2.436e-05	
0.004709	0.0011849	0.00012098	0.00019532	0.0009455	0.43648	0.0042271	5.8318e-06	1.9224e-06	0.0051783	0.001385	1.045e-05	4.8083e-05	8.3305e-06	0.00017033	0.00082911	0.00051569	0.00054522	0.00021628	2.8287e-05	9.6114e-06	1.3458e-05	3.6803e-06	6.5673e-06	1.2148e-06	2.3302e-05	
0.0047053	0.0011926	0.00012125	0.00019581	0.00095495	0.43604	0.0042017	5.8128e-06	1.8923e-06	0.0051154	0.0013887	1.0287e-05	4.7161e-05	8.3916e-06	0.00016984	0.00082692	0.00051791	0.00054389	0.00022301	2.8232e-05	9.3273e-06	1.3657e-05	3.565e-06	6.6196e-06	1.2334e-06	2.2204e-05	
0.004667	0.0012956	0.00012388	0.00020049	0.0010516	0.43185	0.003952	5.5627e-06	1.6414e-06	0.0044996	0.0014249	8.7942e-06	3.7807e-05	8.9063e-06	0.00013971	0.00080555	0.00053959	0.00053042	0.00029254	2.7369e-05	6.5486e-06	1.5931e-05	2.314e-06	7.0638e-06	1.4626e-06	1.6295e-05	
0.0046631	0.0013	0.00012411	0.00020091	0.0010612	0.43145	0.0039275	5.533e-06	1.6101e-06	0.0044383	0.0014284	8.6307e-06	3.6844e-05	8.9365e-06	0.00013644	0.00080334	0.00054172	0.00052905	0.00029147	2.7256e-05	6.2437e-06	1.6145e-05	2.179e-06	7.1004e-06	1.4774e-06	1.564e-05	
0.0046592	0.0013034	0.00012434	0.00020132	0.0010708	0.43104	0.0039028	5.4956e-06	1.5776e-06	0.004377	0.0014319	8.4645e-06	3.5877e-05	8.9629e-06	0.00013341	0.0008011	0.00054385	0.00052768	0.00028893	2.7138e-05	5.934e-06	1.6356e-05	2.0422e-06	7.1355e-06	1.4908e-06	1.5028e-05	
0.0046554	0.0013057	0.00012456	0.00020173	0.0010803	0.43064	0.0038786	5.4659e-06	1.544e-06	0.0043157	0.0014354	8.2958e-06	3.4905e-05	8.9855e-06	0.0001302	0.00079886	0.00054596	0.0005263	0.00028493	2.7015e-05	5.6194e-06	1.6565e-05	1.9037e-06	7.1691e-06	1.5027e-06	1.4379e-05	
0.0046515	0.0013069	0.00012478	0.00020213	0.0010899	0.42864	0.0038553	5.4433e-06	1.5092e-06	0.0042544	0.0014389	8.1246e-06	3.3928e-05	9.0041e-06	0.00012723	0.0007966	0.00054807	0.00052492	0.00027948	2.6887e-05	5.2999e-06	1.6771e-05	1.7826e-06	7.2014e-06	1.5131e-06	1.3771e-05	
0.0046476	0.0013071	0.00012499	0.00020252	0.0010994	0.42667	0.0038325	5.4275e-06	1.4733e-06	0.0041932	0.0014424	7.9507e-06	3.2946e-05	9.019e-06	0.00012448	0.00079432	0.00055017	0.00052354	0.00027256	2.6754e-05	4.9754e-06	1.6974e-05	1.6772e-06	7.2322e-06	1.5221e-06	1.3202e-05	
0.0046437	0.0013062	0.00012519	0.0002029	0.001109	0.42468	0.0038095	5.497e-06	1.4362e-06	0.0041321	0.0014458	7.7742e-06	3.1959e-05	9.0299e-06	0.00012195	0.00079204	0.00055227	0.00052215	0.00026419	2.6617e-05	4.6461e-06	1.7175e-05	1.5872e-06	7.2616e-06	1.5296e-06	1.267e-05	
0.0046398	0.0013042	0.00012539	0.00020327	0.0011185	0.42273	0.0037868	5.3605e-06	1.398e-06	0.004071	0.0014493	7.5952e-06	3.0967e-05	9.037e-06	0.00011962	0.00078973	0.00055435	0.00052075	0.00025435	2.6474e-05	4.3119e-06	1.7374e-05	1.5138e-06	7.2895e-06	1.5356e-06	1.2172e-05	
0.0046359	0.0013012	0.00012559	0.00020363	0.001128	0.42076	0.003764	5.2157e-06	1.3587e-06	0.0040099	0.0014527	7.4136e-06	2.997e-05	9.0403e-06	0.00011702	0.00078741	0.00055643	0.00051936	0.00024306	2.6327e-05	3.9727e-06	1.757e-05	1.4323e-06	7.316e-06	1.5402e-06	1.2477e-05	
0.004632	0.0012971	0.00012578	0.00020399	0.0011375	0.41882	0.0037415	5.0792e-06	1.3182e-06	0.0039489	0.0014561	7.2294e-06	2.8968e-05	9.0397e-06	0.00011426	0.00078508	0.00055851	0.00051795	0.0002303	2.6175e-05	3.6287e-06	1.7764e-05	1.3621e-06	7.3411e-06	1.5432e-06	1.2758e-05	
0.0046283	0.0012785	0.00012599	0.00020436	0.0011468	0.41686	0.0037187	4.9844e-06	1.2592e-06	0.003889	0.0014596	7.0704e-06	2.7976e-05	9.0479e-06	0.00011171	0.00078265	0.0005606	0.00051656	0.00021032	2.6027e-05	3.2638e-06	1.7933e-05	1.3053e-06	7.3647e-06	1.5317e-06	1.3063e-05	
0.0046246	0.0011791	0.00012624	0.00020475	0.0011564	0.41494	0.0036964	4.8971e-06	1.2124e-06	0.0038286	0.001463	6.8939e-06	2.6972e-05	9.0463e-06	0.00010936	0.00078034	0.00056271	0.00051517	0.00020042	2.5884e-05	2.9256e-06	1.8146e-05	1.2576e-06	7.3869e-06	1.4251e-06	1.3394e-05	
0.0046212	0.0010916	0.00012651	0.00020515	0.0011663	0.41305	0.0036744	4.8172e-06	1.1761e-06	0.0037693	0.0014665	6.7417e-06	2.5977e-05	9.0536e-06	0.00010684	0.00077817	0.00056484	0.0005138	0.00019724	2.5745e-05	2.634e-06	1.7991e-05	1.2189e-06	7.4077e-06	1.3404e-06	1.3694e-05	
0.0046178	0.0010146	0.00012676	0.00020553	0.001176	0.41115	0.0036523	4.7293e-06	1.1509e-06	0.0037096	0.0014699	6.5733e-06	2.6273e-05	9.0504e-06	0.00010418	0.0007759	0.00056699	0.00051242	0.00020055	2.5611e-05	2.3631e-06	1.7875e-05	1.1731e-06	7.427e-06	1.2744e-06	1.3972e-05	
0.0046146	0.00094705	0.00012704	0.00020593	0.001186	0.40928	0.0036305	4.6485e-06	1.1341e-06	0.0036509	0.0014733	6.4282e-06	2.6572e-05	9.0561e-06	0.00010172	0.00077376	0.00056916	0.00051106	0.0002106	2.5481e-05	2.1111e-06	1.7796e-05	1.1354e-06	7.4449e-06	1.2241e-06	1.4276e-05	
0.0046115	0.00088741	0.00012729	0.00020631	0.0011964	0.40739	0.0036085	4.5604e-06	1.0644e-06	0.0035918	0.0014767	6.2689e-06	2.6862e-05	9.052e-06	9.9147e-05	0.00077175	0.00057134	0.0005097	0.00023577	2.5354e-05	1.9258e-06	1.73e-05	1.2088e-06	7.4614e-06	1.1988e-06	1.4559e-05	
0.0046086	0.00083535	0.00012757	0.0002067	0.0012066	0.40554	0.003587	4.4785e-06	1.0063e-06	0.0035337	0.0014802	6.1322e-06	2.7155e-05	9.0567e-06	9.8159e-05	0.00076964	0.00057355	0.00050835	0.00022846	2.5232e-05	1.7228e-06	1.6758e-05	1.2924e-06	7.4765e-06	1.1841e-06	1.4496e-05	
0.0046056	0.00077836	0.00012783	0.00020707	0.001217	0.40367	0.0035652	4.3894e-06	9.4102e-07	0.0034767	0.0014838	5.9412e-06	2.7449e-05	9.0709e-06	9.8521e-05	0.00076765	0.00057573	0.00050699	0.00021564	2.5101e-05	1.7852e-06	1.6123e-05	1.3678e-06	7.4901e-06	1.3298e-06	1.4081e-05	
0.0046025	0.00071627	0.00012812	0.00020746	0.0012278	0.40184	0.0035438	4.3064e-06	8.6442e-07	0.0034206	0.0014874	5.7723e-06	2.7745e-05	9.0929e-06	9.899e-05	0.00076578	0.0005779	0.00050562	0.00019696	2.496e-05	1.8371e-06	1.5446e-05	1.4538e-06	7.5022e-06	1.4601e-06	1.3693e-05	
0.0045995	0.00066202	0.00012843	0.00020786	0.0012389	0.40004	0.0035227	4.2294e-06	7.9977e-07	0.0033655	0.001491	5.1416e-06	2.8043e-05	9.1228e-06	9.9567e-05	0.00076402	0.00058008	0.00050426	0.00018538	2.4824e-05	1.8758e-06	1.4712e-05	1.5515e-06	7.513e-06	1.6206e-06	1.333e-05	
0.0045965	0.00060216	0.00012872	0.00020824	0.0012498	0.39822	0.0035015	4.1453e-06	7.2656e-07	0.00331	0.0014946	5.1073e-06	2.8332e-05	9.1429e-06	0.00010006	0.00076218	0.00058225	0.00050288	0.00021859	2.4678e-05	1.9038e-06	1.3931e-05	1.6404e-06	7.5223e-06	1.7631e-06	1.2946e-05	
0.0045934	0.00053599	0.00012904	0.00020863	0.0012611	0.39643	0.0034806	4.0672e-06	6.7389e-07	0.0032555	0.0014983	5.0884e-06	2.8623e-05	9.1719e-06	0.00010068	0.00076046	0.00058439	0.0005015	0.000236	2.4523e-05	1.94e-06	1.325e-05	1.743e-06	7.5302e-06	1.865e-06	1.259e-05	
0.0045904	0.00047747	0.00012933	0.00020901	0.0012727	0.39463	0.0034595	3.9808e-06	5.8879e-07	0.0032005	0.0015019	5.0576e-06	2.8905e-05	9.1905e-06	0.0001012	0.00075887	0.00058656	0.00050013	0.00023625	2.4371e-05	1.9827e-06	1.2651e-05	1.8356e-06	7.5366e-06	2.0016e-06	1.2211e-05	
0.0045876	0.00042581	0.00012899	0.00021188	0.0012841	0.39286	0.0034388	3.9003e-06	5.271e-07	0.0031451	0.0015055	5.0147e-06	2.9178e-05	9.1993e-06	0.00010184	0.0007572	0.00058874	0.00049876	0.00020844	2.4224e-05	2.0324e-06	1.2124e-05	1.9415e-06	7.5416e-06	2.0304e-06	1.1856e-05	
0.0045849	0.00037955	0.00012867	0.00021477	0.0012959	0.39112	0.0034183	3.8253e-06	4.7471e-07	0.0030906	0.0015091	4.9859e-06	2.9453e-05	9.2161e-06	0.00010259	0.00075563	0.00059094	0.0004974	0.00019099	2.408e-05	2.0882e-06	1.1657e-05	2.0618e-06	7.5452e-06	2.0739e-06	1.1525e-05	
0.0045823	0.00033857	0.00012857	0.00021495	0.001308	0.38936	0.0033977	3.8274e-06	4.3122e-07	0.0030372	0.0015128	4.9722e-06	2.973e-05	9.2417e-06	0.00010324	0.00075419	0.00059316	0.00049604	0.000181	2.3941e-05	2.1514e-06	1.1248e-05	2.1436e-06	7.5474e-06	2.1353e-06	1.117e-05	
0.0045797	0.00029299	0.0001285	0.00021515	0.0013205	0.38759	0.0033769	3.8222e-06	4.1367e-07	0.0029847	0.0015165	4.9734e-06	3.001e-05	9.2764e-06	0.0001033	0.00075287	0.00059536	0.00049468	0.00018953	2.3792e-05	2.203e-06	1.0808e-05	2.2018e-06	7.5481e-06	2.1705e-06	1.1374e-05	
0.0045771	0.00025196	0.00012845	0.00021536	0.0013334	0.38584	0.0033565	3.8215e-06	4.0043e-07	0.0029332	0.0015204	4.9898e-06	3.0293e-05	9.3201e-06	0.00010347	0.00075165	0.00059758	0.00049332	0.00016926	2.3646e-05	2.2613e-06	1.0418e-05	2.2709e-06	7.5473e-06	2.2216e-06	1.1596e-05	
0.0045747	0.00021497	0.00012842	0.00021558	0.0013466	0.38413	0.0033363	3.8254e-06	3.9117e-07	0.0028826	0.0015243	5.0198e-06	3.0577e-05	9.372e-06	0.00010375	0.00075054	0.00059981	0.00049197	0.00015592	2.3503e-05	2.3267e-06	1.0075e-05	2.2275e-06	7.3411e-06	2.1756e-06	1.1838e-05	
0.0045725	0.00018153	0.00012842	0.00021582	0.0013602	0.38244	0.0033165	3.8338e-06	3.8565e-07	0.0028328	0.0015282	5.0638e-06	3.0864e-05	9.4321e-06	0.00010413	0.00074953	0.00060207	0.00049062	0.00014824	2.3364e-05	2.3993e-06	9.774e-06	2.1936e-06	7.1775e-06	2.145e-06	1.2101e-05	
0.0045703	0.00015121	0.00012845	0.00021607	0.0013741	0.38079	0.003297	3.8469e-06	3.8372e-07	0.0027839	0.0015322	5.1221e-06	3.1154e-05	9.5006e-06	0.00010463	0.00074863	0.00060434	0.00048928	0.00014553	2.3228e-05	2.4796e-06	9.5105e-06	2.169e-06	7.0511e-06	2.1287e-06	1.2385e-05	
0.0045681	0.00016052	0.00012845	0.00021631	0.0013879	0.37917	0.0032778	3.8658e-06	3.7825e-07	0.0027359	0.0015363	5.198e-06	3.1446e-05	9.5786e-06	0.00010506	0.00074766	0.00060659	0.00048793	0.00013827	2.3084e-05	2.5483e-06	9.2249e-06	2.1369e-06	6.905e-06	2.1066e-06	1.2647e-05	
0.004566	0.00017145	0.00012849	0.00021655	0.001402	0.37758	0.0032589	3.8901e-06	3.7683e-07	0.0026888	0.0015404	5.2913e-06	3.1741e-05	9.6663e-06	0.00010562	0.0007468	0.00060886	0.00048659	0.0001366	2.2943e-05	2.7382e-06	8.5604e-06	1.9504e-06	6.5526e-06	1.9667e-06	1.2933e-05	
0.004564	0.00018406	0.00012855	0.00021682	0.0014166	0.37603	0.0032404	3.9198e-06	3.7933e-07	0.0026425	0.0015447	5.4029e-06	3.2039e-05	9.7639e-06	0.00010605	0.00074605	0.00061115	0.00048526	0.00014	2.2805e-05	2.9434e-06	7.9728e-06	1.8093e-06	6.2689e-06	1.8553e-06	1.3192e-05	
0.0045622	0.00019828	0.00012863	0.00021709	0.0014316	0.3745	0.0032222	3.9543e-06	3.854e-07	0.002597	0.001549	5.5325e-06	3.2339e-05	9.5101e-06	0.0001066	0.00074541	0.00060899	0.00048394	0.00014826	2.2672e-05	3.1639e-06	7.4488e-06	1.6844e-06	5.3779e-06	1.7659e-06	1.3472e-05	
0.0045605	0.00021428	0.00012874	0.00021739	0.001447	0.373	0.0032042	3.9936e-06	3.9515e-07	0.0025524	0.0015533	5.681e-06	3.2642e-05	9.2683e-06	0.00010726	0.00074487	0.00060684	0.00048263	0.00016205	2.2541e-05	3.4003e-06	6.9809e-06	1.5737e-06	4.6368e-06	1.695e-06	1.3775e-05	
0.0045589	0.00023225	0.00012887	0.00021769	0.0014628	0.37153	0.0031866	4.0379e-06	4.0881e-07	0.0025084	0.0015577	5.6079e-06	3.2948e-05	9.0382e-06	0.00010804	0.00074444	0.0006047	0.00048133	0.00018256	2.2413e-05	3.6539e-06	6.5634e-06	1.476e-06	4.0205e-06	1.6404e-06	1.4101e-05	
0.0045574	0.00025242	0.00012903	0.00021801	0.001479	0.37008	0.0031692	4.0872e-06	4.267e-07	0.0024652	0.0015622	5.5502e-06	3.3256e-05	8.8192e-06	0.00010897	0.00074411	0.00060259	0.00048003	0.00021162	2.2288e-05	3.9261e-06	6.1913e-06	1.3898e-06	3.5078e-06	1.6e-06	1.4454e-05	
0.0045559	0.00026985	0.00012917	0.00021831	0.001495	0.36862	0.0031517	4.1298e-06	4.4071e-07	0.0024217	0.0015666	5.4809e-06	3.3554e-05	8.589e-06	0.00010981	0.0007437	0.00060045	0.00047872	0.00023413	2.2154e-05	4.1814e-06	5.7937e-06	1.2953e-06	2.9453e-06	1.5507e-06	1.4785e-05	
0.0045545	0.00028993	0.00012756	0.0002187	0.0015107	0.3672	0.0031345	4.1783e-06	4.1552e-07	0.002379	0.0015711	5.4284e-06	3.3856e-05	8.3711e-06	0.00011056	0.0007432	0.00059834	0.00047742	0.00026801	2.2024e-05	4.4582e-06	5.443e-06	1.2134e-06	2.4853e-06	1.354e-06	1.5091e-05	
0.0045532	0.00031259	0.000126	0.0002191	0.0015129	0.36579	0.0031176	4.232e-06	3.9516e-07	0.002337	0.0015757	5.3906e-06	3.416e-05	8.1637e-06	0.00011142	0.0007431	0.00059624	0.00047613	0.0003149	2.1897e-05	4.7559e-06	5.1307e-06	1.1412e-06	2.1025e-06	1.191e-06	1.5423e-05	
0.0045521	0.00033845	0.00012448	0.00021952	0.0015153	0.36442	0.0031009	4.2917e-06	3.7956e-07	0.0022958	0.0015803	5.3684e-06	3.4468e-05	7.9675e-06	0.00011242	0.00074311	0.00059416	0.00047484	0.00038067	2.1773e-05	5.0782e-06	4.8558e-06	1.0787e-06	1.789e-06	1.0583e-06	1.5783e-05	
0.0045511	0.00036751	0.000123	0.00021995	0.0015175	0.36307	0.0030846	4.3568e-06	3.6788e-07	0.0022552	0.001585	5.3601e-06	3.4778e-05	7.7809e-06	0.00011354	0.00074304	0.0005921	0.00047356	0.0004697	2.1653e-05	5.4247e-06	4.6117e-06	1.0242e-06	1.528e-06	9.4863e-07	1.617e-05	
0.0045502	0.00040014	0.00012155	0.00022039	0.0015199	0.36175	0.0030685	4.4277e-06	3.5984e-07	0.0022154	0.0015898	5.3658e-06	3.509e-05	7.6037e-06	0.0001148	0.00074307	0.00059006	0.00047228	0.00058987	2.1535e-05	5.7972e-06	4.3957e-06	9.7697e-07	1.3109e-06	8.5837e-07	1.6585e-05	
0.0045494	0.00043679	0.00012015	0.00022085	0.0015225	0.36045	0.0030526	4.5045e-06	3.553e-07	0.0021762	0.0015946	5.3894e-06	3.5406e-05	7.4356e-06	0.00011593	0.0007432	0.00058803	0.00047101	0.00075222	2.1419e-05	6.1218e-06	4.1441e-06	9.3693e-07	1.1562e-06	7.8459e-07	1.6969e-05	
0.0045485	0.00046959	0.00011872	0.00022129	0.001525	0.35914	0.0030367	4.5741e-06	4.2781e-07	0.0021367	0.0015994	5.402e-06	3.5712e-05	7.2599e-06	0.00011697	0.00074326	0.00058598	0.00046973	0.00089019	2.1295e-05	6.4269e-06	3.8734e-06	8.9083e-07	9.843e-07	7.0091e-07	1.733e-05	
0.0045478	0.00050707	0.00011733	0.00022175	0.0015277	0.35785	0.003021	4.6505e-06	5.1351e-07	0.0020979	0.0016042	5.4302e-06	3.6022e-05	7.094e-06	0.00011815	0.00074343	0.00058395	0.00046846	0.0010821	2.1174e-05	6.7593e-06	3.6352e-06	8.518e-07	8.4397e-07	6.3356e-07	1.7723e-05	
0.0045472	0.0005498	0.00011599	0.00022222	0.0015307	0.3566	0.0030056	4.7339e-06	6.1487e-07	0.0020598	0.0016091	5.4731e-06	3.6334e-05	6.9366e-06	0.00011948	0.00074372	0.00058194	0.00046719	0.0013484	2.1056e-05	7.1211e-06	3.4259e-06	8.1924e-07	7.2954e-07	5.7981e-07	1.8148e-05	
0.0045467	0.00059842	0.00011461	0.00022267	0.0015335	0.35532	0.00299	4.8094e-06	7.3879e-07	0.0020214	0.001614	5.5037e-06	3.6637e-05	6.7685e-06	0.0001207	0.00074392	0.00057995	0.00046593	0.0017189	2.0942e-05	7.5145e-06	3.2426e-06	7.8056e-07	6.3642e-07	5.3747e-07	1.8546e-05	
0.0045464	0.00059825	0.00011328	0.00022314	0.0015375	0.35408	0.0029747	4.892e-06	8.8555e-07	0.0019826	0.0016188	5.5172e-06	3.6929e-05	6.5895e-06	0.00012179	0.00073717	0.00057798	0.00046468	0.0022321	2.0831e-05	7.942e-06	3.0828e-06	7.4879e-07	5.6092e-07	5.0484e-07	1.891e-05	
0.004546	0.00061802	0.00011199	0.00022363	0.0015413	0.35282	0.0029593	4.9633e-06	1.0609e-06	0.0019435	0.0016235	5.5154e-06	3.7212e-05	6.3995e-06	0.00012302	0.00073029	0.00057599	0.00046341	0.0029444	2.0712e-05	7.9654e-06	2.9547e-06	7.2603e-07	5.0098e-07	4.8062e-07	1.9307e-05	
0.0045457	0.00059443	0.00011073	0.00022413	0.0015453	0.35159	0.0029441	5.041e-06	1.2658e-06	0.001905	0.0016283	5.2826e-06	3.7498e-05	6.2196e-06	0.00012413	0.00072359	0.00057401	0.00046216	0.0039053	2.0595e-05	8.0048e-06	2.8433e-06	7.0801e-07	4.5197e-07	4.6306e-07	1.9673e-05	
0.0045453	0.00056702	0.00010945	0.00022461	0.0015492	0.35034	0.0029288	5.1107e-06	1.4522e-06	0.0018673	0.0016332	5.0805e-06	3.7788e-05	6.049e-06	0.00012514	0.00071678	0.00057202	0.00046089	0.0047213	2.0469e-05	8.0274e-06	2.7186e-06	6.845e-07	3.9482e-07	4.3962e-07	2.0014e-05	
0.0045451	0.00054379	0.00010821	0.00022511	0.0015534	0.34912	0.0029138	5.1877e-06	1.6733e-06	0.0018303	0.0016382	4.9023e-06	3.8081e-05	5.8874e-06	0.0001263	0.00071016	0.00057004	0.00045963	0.0058507	2.0346e-05	8.0679e-06	2.6114e-06	6.6599e-07	3.4864e-07	4.2313e-07	2.0387e-05	
0.004545	0.00052441	0.000107	0.00022562	0.0015577	0.34792	0.002899	5.2722e-06	1.9353e-06	0.001794	0.0016432	4.7461e-06	3.8378e-05	5.7345e-06	0.00012761	0.00070372	0.00056808	0.00045837	0.0074135	2.0226e-05	8.1266e-06	2.5203e-06	6.5296e-07	3.1157e-07	4.129e-07	2.0794e-05	
0.0045448	0.00049808	0.00010583	0.00022616	0.0015624	0.34675	0.0028845	5.3643e-06	2.246e-06	0.0017583	0.0016483	4.6101e-06	3.8679e-05	5.5898e-06	0.00012908	0.00069746	0.0005661	0.00045711	0.0095775	2.0097e-05	8.2039e-06	2.4439e-06	6.4441e-07	2.8215e-07	4.0865e-07	2.1237e-05	
