Tapirus_terrestris	Tapirus_indicus	Rhinoceros_unicornis	Equus_przewalskii	Equus_caballus	Equus_asinus	Diceros_bicornis	Dicerorhinus_sumatrensis	Ceratotherium_simum	
4.6487e-05	6.9032e-05	8.6251e-05	0.01	0.01	8.2624e-05	0.035926	0.00054753	0.00012982	
4.6012e-05	7.0642e-05	8.6915e-05	0.01	0.01	8.235e-05	0.035904	0.00055202	0.00012991	
4.5545e-05	7.2262e-05	8.7557e-05	0.01	0.01	8.207e-05	0.035883	0.00055648	0.00012999	
4.5072e-05	7.387e-05	8.8174e-05	0.01	0.01	8.1782e-05	0.035861	0.0005609	0.00013007	
4.4607e-05	7.5488e-05	8.8808e-05	0.01	0.01	8.1503e-05	0.03584	0.00056539	0.00013016	
4.4136e-05	7.7095e-05	8.9418e-05	0.01	0.01	8.1217e-05	0.035818	0.00056984	0.00013023	
4.3673e-05	7.871e-05	9.0041e-05	0.01	0.01	8.0938e-05	0.035797	0.00057435	0.00013031	
4.3218e-05	8.0337e-05	9.0682e-05	0.01	0.01	8.0668e-05	0.035776	0.00057891	0.00013039	
4.2757e-05	8.1952e-05	9.13e-05	0.01	0.01	8.0391e-05	0.035755	0.00058345	0.00013047	
4.2304e-05	8.3576e-05	9.1932e-05	0.01	0.01	8.0122e-05	0.035735	0.00058803	0.00013054	
4.1859e-05	8.5211e-05	9.2582e-05	0.01	0.01	7.9861e-05	0.035714	0.00059268	0.00013062	
4.1409e-05	8.6836e-05	9.3209e-05	0.01	0.01	7.9593e-05	0.035694	0.0005973	0.0001307	
4.0966e-05	8.8471e-05	9.3853e-05	0.01	0.01	7.9335e-05	0.035674	0.00060199	0.00013077	
4.0532e-05	9.0118e-05	9.4517e-05	0.01	0.01	7.9084e-05	0.035654	0.00060673	0.00013085	
4.0105e-05	9.1774e-05	9.5194e-05	0.01	0.01	7.884e-05	0.035634	0.00061153	0.00013093	
3.9671e-05	9.3418e-05	9.5847e-05	0.01	0.01	7.859e-05	0.035614	0.0006163	0.000131	
3.9231e-05	9.5051e-05	9.6476e-05	0.01	0.01	7.8333e-05	0.035595	0.00062103	0.00013107	
3.88e-05	9.6695e-05	9.7123e-05	0.01	0.01	7.8084e-05	0.035575	0.00062583	0.00013114	
3.8362e-05	9.8328e-05	9.7747e-05	0.01	0.01	7.7828e-05	0.035556	0.0006306	0.00013121	
3.7932e-05	9.997e-05	9.8386e-05	0.01	0.01	7.758e-05	0.035536	0.00063542	0.00013128	
3.7496e-05	0.0001016	9.9002e-05	0.01	0.01	7.7325e-05	0.035517	0.00064021	0.00013134	
3.7066e-05	0.00010324	9.9632e-05	0.01	0.01	7.7077e-05	0.035498	0.00064506	0.00013141	
3.663e-05	0.00010487	0.00010024	0.01	0.01	7.6822e-05	0.035479	0.00064988	0.00013147	
3.6201e-05	0.00010651	0.00010086	0.01	0.01	7.6573e-05	0.03546	0.00065475	0.00013153	
3.5766e-05	0.00010814	0.00010145	0.01	0.01	7.6318e-05	0.035441	0.00065958	0.00013158	
3.5338e-05	0.00010978	0.00010207	0.01	0.01	7.6071e-05	0.035422	0.00066449	0.00013164	
3.4918e-05	0.00011143	0.00010266	0.01	0.01	7.5818e-05	0.035403	0.00066936	0.0001317	
3.4493e-05	0.00011307	0.00010323	0.01	0.01	7.5559e-05	0.035384	0.0006742	0.00013174	
3.4061e-05	0.0001147	0.00010377	0.01	0.01	7.5292e-05	0.035365	0.00067901	0.00013179	
3.3637e-05	0.00011634	0.00010434	0.01	0.01	7.5034e-05	0.035347	0.00068388	0.00013183	
3.3207e-05	0.00011797	0.00010488	0.01	0.01	7.4769e-05	0.035328	0.00068872	0.00013187	
3.2783e-05	0.0001196	0.00010543	0.01	0.01	7.451e-05	0.03531	0.00069362	0.00013192	
3.2365e-05	0.00012125	0.000106	0.01	0.01	7.4258e-05	0.035292	0.00069857	0.00013196	
3.1942e-05	0.00012289	0.00010655	0.01	0.01	7.4e-05	0.035273	0.0007035	0.000132	
3.1513e-05	0.00012452	0.00010707	0.01	0.01	7.3735e-05	0.035255	0.00070839	0.00013203	
3.1078e-05	0.00012613	0.00010756	0.01	0.01	7.3463e-05	0.035237	0.00071324	0.00013206	
3.0637e-05	0.00012773	0.00010803	0.01	0.01	7.3184e-05	0.035218	0.00071807	0.00013208	
3.0203e-05	0.00012935	0.00010853	0.01	0.01	7.2914e-05	0.0352	0.00072296	0.00013211	
2.9775e-05	0.00013097	0.00010903	0.01	0.01	7.265e-05	0.035182	0.0007279	0.00013214	
2.9341e-05	0.00013258	0.00010951	0.01	0.01	7.2379e-05	0.035164	0.00073282	0.00013216	
2.8902e-05	0.00013418	0.00010997	0.01	0.01	7.2101e-05	0.035146	0.0007377	0.00013217	
2.8469e-05	0.0001358	0.00011045	0.01	0.01	7.1831e-05	0.035129	0.00074264	0.00013219	
2.8044e-05	0.00013742	0.00011094	0.01	0.01	7.1569e-05	0.035111	0.00074766	0.00013221	
2.7625e-05	0.00013906	0.00011146	0.01	0.01	7.1315e-05	0.035094	0.00075275	0.00013224	
2.7201e-05	0.00014069	0.00011195	0.01	0.01	7.1055e-05	0.035077	0.00075781	0.00013226	
2.6783e-05	0.00014233	0.00011247	0.01	0.01	7.0802e-05	0.03506	0.00076294	0.00013228	
2.636e-05	0.00014396	0.00011296	0.01	0.01	7.0544e-05	0.035043	0.00076804	0.00013229	
2.5932e-05	0.00014558	0.00011343	0.01	0.01	7.0278e-05	0.035026	0.0007731	0.0001323	
2.551e-05	0.00014721	0.00011391	0.01	0.01	7.002e-05	0.035009	0.00077823	0.00013231	
2.5092e-05	0.00014885	0.00011441	0.01	0.01	6.9768e-05	0.034992	0.00078342	0.00013233	
2.4669e-05	0.00015048	0.00011488	0.01	0.01	6.9508e-05	0.034976	0.00078858	0.00013234	
2.4253e-05	0.00015213	0.00011538	0.01	0.01	6.9257e-05	0.034959	0.00079381	0.00013235	
2.3831e-05	0.00015376	0.00011585	0.01	0.01	6.8999e-05	0.034943	0.00079901	0.00013235	
2.3404e-05	0.00015538	0.0001163	0.01	0.01	6.8735e-05	0.034926	0.00080417	0.00013235	
2.2981e-05	0.00015701	0.00011676	0.01	0.01	6.8478e-05	0.03491	0.00080939	0.00013236	
2.2565e-05	0.00015865	0.00011724	0.01	0.01	6.8228e-05	0.034894	0.00081469	0.00013236	
2.2144e-05	0.00016029	0.00011771	0.01	0.01	6.7972e-05	0.034878	0.00081996	0.00013236	
2.1728e-05	0.00016193	0.00011818	0.01	0.01	6.7722e-05	0.034862	0.00082529	0.00013236	
2.1319e-05	0.00016359	0.00011868	0.01	0.01	6.748e-05	0.034847	0.0008307	0.00013236	
2.0903e-05	0.00016524	0.00011916	0.01	0.01	6.7231e-05	0.034831	0.00083608	0.00013236	
2.0483e-05	0.00016688	0.00011961	0.01	0.01	6.6976e-05	0.034815	0.00084143	0.00013235	
2.0057e-05	0.0001685	0.00012004	0.01	0.01	6.6714e-05	0.0348	0.00084673	0.00013234	
1.9625e-05	0.00017011	0.00012044	0.01	0.01	6.6446e-05	0.034784	0.00085201	0.00013233	
1.92e-05	0.00017174	0.00012086	0.01	0.01	6.6186e-05	0.034768	0.00085736	0.00013231	
1.8781e-05	0.00017338	0.00012131	0.01	0.01	6.5933e-05	0.034753	0.00086279	0.0001323	
1.8368e-05	0.00017504	0.00012178	0.01	0.01	6.5689e-05	0.034738	0.00086831	0.00013229	
1.795e-05	0.00017668	0.00012222	0.01	0.01	6.5437e-05	0.034723	0.00087379	0.00013228	
1.7526e-05	0.00017832	0.00012264	0.01	0.01	6.5179e-05	0.034708	0.00087923	0.00013226	
1.7096e-05	0.00017994	0.00012304	0.01	0.01	6.4914e-05	0.034693	0.00088463	0.00013223	
1.6672e-05	0.00018157	0.00012345	0.01	0.01	6.4657e-05	0.034678	0.00089011	0.00013221	
1.6241e-05	0.00018319	0.00012384	0.01	0.01	6.4391e-05	0.034663	0.00089554	0.00013218	
1.5804e-05	0.00018479	0.00012419	0.01	0.01	6.4116e-05	0.034648	0.00090092	0.00013214	
1.5374e-05	0.00018642	0.00012457	0.01	0.01	6.3852e-05	0.034634	0.0009064	0.00013211	
1.4952e-05	0.00018806	0.00012499	0.01	0.01	6.3598e-05	0.034619	0.00091199	0.00013209	
1.4523e-05	0.00018969	0.00013419	0.01	0.01	6.3334e-05	0.034605	0.0009175	0.00013205	
1.4085e-05	0.0001913	0.00014329	0.01	0.01	6.3062e-05	0.03459	0.00092295	0.00013201	
1.3655e-05	0.00019292	0.00015258	0.01	0.01	6.2799e-05	0.034576	0.00092849	0.00013197	
1.3216e-05	0.00019453	0.00016175	0.01	0.01	6.2526e-05	0.034561	0.00093397	0.00013193	
1.2769e-05	0.00019612	0.00017081	0.01	0.01	6.2243e-05	0.034547	0.00093938	0.00013188	
1.2314e-05	0.00019769	0.00017977	0.01	0.01	6.195e-05	0.034532	0.00094473	0.00013182	
1.1867e-05	0.00019928	0.00018893	0.01	0.01	6.1667e-05	0.034518	0.00095018	0.00013177	
1.1428e-05	0.00020089	0.00019834	0.01	0.01	6.1395e-05	0.034504	0.00095576	0.00013172	
1.0981e-05	0.00020249	0.00020763	0.01	0.01	6.1112e-05	0.034489	0.00096128	0.00013166	
1.0542e-05	0.0002041	0.00021715	0.01	0.01	6.084e-05	0.034476	0.0009669	0.00013161	
1.0094e-05	0.0002057	0.00022655	0.01	0.01	6.058e-05	0.034462	0.00097245	0.00013155	
9.6549e-06	0.00020732	0.00023617	0.01	0.01	6.0329e-05	0.034448	0.00097812	0.0001315	
9.2064e-06	0.00020891	0.00024566	0.01	0.01	6.0068e-05	0.034434	0.00098371	0.00013143	
9.3367e-06	0.0002104	0.0002554	0.01	0.01	5.9794e-05	0.034421	0.00098943	0.00013137	
9.461e-06	0.00021186	0.00026504	0.01	0.01	5.9511e-05	0.034407	0.00099509	0.00013131	
9.5792e-06	0.00021331	0.00027455	0.01	0.01	5.9218e-05	0.034394	0.0010007	0.00013124	
9.7003e-06	0.00021477	0.00028429	0.01	0.01	5.8935e-05	0.03438	0.0010064	0.00013117	
9.8249e-06	0.00021626	0.0002943	0.01	0.01	5.8664e-05	0.034367	0.0010122	0.00013111	
9.9957e-06	0.00021528	0.00030454	0.01	0.01	5.8492e-05	0.034355	0.0010181	0.00013105	
1.016e-05	0.00021428	0.00031465	0.01	0.01	5.8309e-05	0.034342	0.001024	0.00013098	
1.0328e-05	0.0002133	0.00032501	0.01	0.01	5.8136e-05	0.03433	0.00103	0.00013092	
1.0499e-05	0.00021234	0.00033562	0.01	0.01	5.7973e-05	0.034317	0.0010361	0.00013086	
1.0674e-05	0.0002114	0.00034647	0.01	0.01	5.7819e-05	0.034306	0.0010424	0.00013081	
1.0843e-05	0.00021044	0.00035724	0.01	0.01	5.7657e-05	0.034294	0.0010485	0.00013075	
1.1007e-05	0.00020947	0.00036791	0.01	0.01	5.7487e-05	0.034282	0.0010547	0.00013068	
1.1175e-05	0.00020851	0.00037882	0.01	0.01	5.7326e-05	0.03427	0.0010609	0.00013062	
1.1345e-05	0.00020757	0.00038997	0.01	0.01	5.7173e-05	0.034259	0.0010672	0.00013056	
1.1518e-05	0.00020664	0.00040135	0.01	0.01	5.7028e-05	0.034248	0.0010737	0.0001305	
1.1685e-05	0.0002057	0.00041263	0.01	0.01	5.6875e-05	0.034236	0.0010801	0.00013043	
1.1848e-05	0.00020474	0.00042384	0.01	0.01	5.6715e-05	0.034225	0.0010864	0.00013037	
1.2012e-05	0.0002038	0.00043528	0.01	0.01	5.6561e-05	0.034214	0.0010929	0.0001303	
1.2172e-05	0.00020284	0.00044663	0.01	0.01	5.64e-05	0.034203	0.0010993	0.00013023	
1.2334e-05	0.0002019	0.00045821	0.01	0.01	5.6246e-05	0.034193	0.0011058	0.00013016	
1.2498e-05	0.00020097	0.00047	0.01	0.01	5.6098e-05	0.034182	0.0011124	0.00013009	
1.2664e-05	0.00020005	0.00048202	0.01	0.01	5.5957e-05	0.034172	0.0011191	0.00013003	
1.2834e-05	0.00019914	0.00049428	0.01	0.01	5.5823e-05	0.034162	0.001126	0.00012997	
1.3006e-05	0.00019825	0.00050679	0.01	0.01	5.5696e-05	0.034152	0.0011329	0.00012991	
1.3182e-05	0.00019737	0.00051955	0.01	0.01	5.5576e-05	0.034143	0.0011399	0.00012985	
1.336e-05	0.0001965	0.00053256	0.01	0.01	5.5462e-05	0.034134	0.001147	0.00012979	
1.354e-05	0.00019564	0.0005458	0.01	0.01	5.5354e-05	0.034125	0.0011543	0.00012974	
1.3723e-05	0.0001948	0.00055926	0.01	0.01	5.5252e-05	0.034116	0.0011616	0.00012969	
1.3907e-05	0.00019396	0.00057296	0.01	0.01	5.5155e-05	0.034107	0.001169	0.00012964	
1.4094e-05	0.00019313	0.0005869	0.01	0.01	5.5063e-05	0.034099	0.0011766	0.00012959	
1.4285e-05	0.00019232	0.00060112	0.01	0.01	5.4979e-05	0.034091	0.0011842	0.00012955	
1.447e-05	0.00019149	0.00061524	0.01	0.01	5.4887e-05	0.034083	0.0011918	0.00012949	
1.4658e-05	0.00019067	0.00062964	0.01	0.01	5.4802e-05	0.034075	0.0011995	0.00012945	
1.485e-05	0.00018987	0.00064434	0.01	0.01	5.4723e-05	0.034068	0.0012073	0.0001294	
1.5036e-05	0.00018905	0.00065894	0.01	0.01	5.4651e-05	0.03406	0.0012151	0.00012935	
1.5226e-05	0.00018824	0.00067382	0.01	0.01	5.4585e-05	0.034053	0.001223	0.00012929	
1.541e-05	0.00018743	0.00068858	0.01	0.01	5.4511e-05	0.034045	0.0012308	0.00012923	
1.5597e-05	0.00018662	0.00070365	0.01	0.01	5.4444e-05	0.034037	0.0012388	0.00012916	
1.5788e-05	0.00018582	0.00071902	0.01	0.01	5.4383e-05	0.03403	0.0012469	0.0001291	
1.5974e-05	0.00018502	0.0007343	0.01	0.01	5.4317e-05	0.034023	0.0012549	0.00012904	
1.6163e-05	0.00018422	0.00074989	0.01	0.01	5.4256e-05	0.034016	0.0012631	0.00012898	
1.6355e-05	0.00018344	0.00076576	0.01	0.01	5.4202e-05	0.034009	0.0012713	0.00012892	
1.655e-05	0.00018266	0.00078191	0.01	0.01	5.4152e-05	0.034002	0.0012797	0.00012886	
1.6749e-05	0.0001819	0.00079839	0.01	0.01	5.411e-05	0.033996	0.0012882	0.0001288	
1.695e-05	0.00018114	0.00081517	0.01	0.01	5.4073e-05	0.03399	0.0012968	0.00012875	
1.7147e-05	0.00018038	0.00083183	0.01	0.01	5.4028e-05	0.033984	0.0013054	0.00012869	
1.7347e-05	0.00017962	0.00084884	0.01	0.01	5.3991e-05	0.033978	0.0013141	0.00012863	
1.754e-05	0.00017885	0.0008662	0.01	0.01	5.396e-05	0.033972	0.0013229	0.00012858	
1.7728e-05	0.00017806	0.00088343	0.01	0.01	5.3923e-05	0.033967	0.0013316	0.00012852	
1.7921e-05	0.00017729	0.00090102	0.01	0.01	5.3892e-05	0.033961	0.0013405	0.00012846	
1.8117e-05	0.00017653	0.00091898	0.01	0.01	5.3869e-05	0.033956	0.0013496	0.00012841	
1.8308e-05	0.00017576	0.00093682	0.01	0.01	5.3838e-05	0.033951	0.0013586	0.00012835	
1.8502e-05	0.00017499	0.00095504	0.01	0.01	5.3815e-05	0.033946	0.0013677	0.00012829	
1.8692e-05	0.00017422	0.00097313	0.01	0.01	5.3784e-05	0.033941	0.0013768	0.00012822	
1.8885e-05	0.00017345	0.00099159	0.01	0.01	5.376e-05	0.033936	0.001386	0.00012816	
1.9082e-05	0.0001727	0.0010104	0.01	0.01	5.3741e-05	0.033932	0.0013953	0.0001281	
1.9282e-05	0.00017195	0.0010295	0.01	0.01	5.3727e-05	0.033927	0.0014047	0.00012805	
1.9476e-05	0.0001712	0.0010485	0.01	0.01	5.3707e-05	0.033923	0.0014141	0.00012799	
1.9675e-05	0.00017045	0.0010679	0.01	0.01	5.3694e-05	0.033919	0.0014237	0.00012793	
1.9879e-05	0.00016972	0.0010878	0.01	0.01	5.3688e-05	0.033915	0.0014334	0.00012787	
2.0076e-05	0.00016897	0.0011074	0.01	0.01	5.3674e-05	0.033911	0.001443	0.00012781	
2.0268e-05	0.00016821	0.001127	0.01	0.01	5.3653e-05	0.033907	0.0014526	0.00012774	
2.0465e-05	0.00016746	0.001147	0.01	0.01	5.364e-05	0.033904	0.0014623	0.00012767	
2.0665e-05	0.00016672	0.0011673	0.01	0.01	5.3632e-05	0.0339	0.0014721	0.00012761	
2.087e-05	0.00016599	0.0011881	0.01	0.01	5.3631e-05	0.033897	0.0014821	0.00012755	
2.1069e-05	0.00016525	0.0012087	0.01	0.01	5.3622e-05	0.033894	0.0014921	0.00012748	
2.1273e-05	0.00016452	0.0012298	0.01	0.01	5.3621e-05	0.033891	0.0015022	0.00012742	
2.1484e-05	0.00016381	0.0012506	0.01	0.01	5.3612e-05	0.033888	0.0015122	0.00012735	
2.1701e-05	0.00016311	0.001272	0.01	0.01	5.3592e-05	0.033885	0.0015224	0.00012728	
2.1924e-05	0.00016243	0.0012939	0.01	0.01	5.3581e-05	0.033883	0.0015328	0.00012722	
2.214e-05	0.00016173	0.0013156	0.01	0.01	5.3561e-05	0.03388	0.0015431	0.00012715	
2.2361e-05	0.00016104	0.0013378	0.01	0.01	5.3548e-05	0.033878	0.0015535	0.00012708	
2.2589e-05	0.00016036	0.0013605	0.01	0.01	5.3525e-05	0.033876	0.0015642	0.00012702	
2.2823e-05	0.0001597	0.0013837	0.01	0.01	5.3509e-05	0.033874	0.001575	0.00012696	
2.305e-05	0.00015902	0.0014068	0.01	0.01	5.3484e-05	0.033872	0.0015857	0.00012689	
2.3283e-05	0.00015836	0.0014303	0.01	0.01	5.3469e-05	0.033871	0.0015967	0.00012683	
2.3522e-05	0.00015771	0.0014545	0.01	0.01	5.3461e-05	0.03387	0.0016078	0.00012677	
2.3755e-05	0.00015704	0.0014791	0.01	0.01	5.3445e-05	0.033869	0.0016191	0.00012672	
2.398e-05	0.00015636	0.0015035	0.01	0.01	5.3419e-05	0.033868	0.0016303	0.00012665	
2.4212e-05	0.00015569	0.0015285	0.01	0.01	5.3403e-05	0.033867	0.0016417	0.00012659	
2.4451e-05	0.00015504	0.0015541	0.01	0.01	5.3395e-05	0.033867	0.0016532	0.00012654	
2.4682e-05	0.00015436	0.0015795	0.01	0.01	5.3379e-05	0.033866	0.0016647	0.00012648	
2.4921e-05	0.00015371	0.0016055	0.01	0.01	5.3371e-05	0.033866	0.0016765	0.00012642	
2.5152e-05	0.00015303	0.0016312	0.01	0.01	5.3354e-05	0.033866	0.0016881	0.00012635	
2.5391e-05	0.00015238	0.0016576	0.01	0.01	5.3346e-05	0.033866	0.0016999	0.00012629	
2.5637e-05	0.00015173	0.0016837	0.01	0.01	5.3329e-05	0.033866	0.0017116	0.00012622	
2.5876e-05	0.00015107	0.0017095	0.01	0.01	5.3302e-05	0.033866	0.0017232	0.00012615	
2.6122e-05	0.00015043	0.001736	0.01	0.01	5.3284e-05	0.033866	0.001735	0.00012608	
2.6377e-05	0.0001498	0.0017631	0.01	0.01	5.3256e-05	0.033866	0.0017471	0.00012601	
2.664e-05	0.00014918	0.001791	0.01	0.01	5.3216e-05	0.033867	0.0017594	0.00012595	
2.6909e-05	0.00014858	0.0018196	0.01	0.01	5.3184e-05	0.033868	0.0017719	0.00012589	
2.7172e-05	0.00014796	0.0018478	0.01	0.01	5.3144e-05	0.033869	0.0017842	0.00012582	
2.7425e-05	0.00014732	0.0018768	0.01	0.01	5.3112e-05	0.03387	0.0017969	0.00012576	
2.7672e-05	0.00014667	0.0019056	0.01	0.01	5.3073e-05	0.033871	0.0018094	0.00012569	
2.7926e-05	0.00014602	0.001935	0.01	0.01	5.3042e-05	0.033873	0.0018221	0.00012563	
2.8186e-05	0.00014539	0.0019651	0.01	0.01	5.3018e-05	0.033874	0.0018351	0.00012557	
2.8453e-05	0.00014477	0.0019958	0.01	0.01	5.3001e-05	0.033876	0.0018482	0.00012551	
2.8725e-05	0.00014416	0.0020271	0.01	0.01	5.299e-05	0.033879	0.0018615	0.00012545	
2.9004e-05	0.00014356	0.002059	0.01	0.01	5.2986e-05	0.033881	0.001875	0.00012539	
2.929e-05	0.00014297	0.0020917	0.01	0.01	5.299e-05	0.033884	0.0018887	0.00012534	
2.9583e-05	0.00014239	0.0021252	0.01	0.01	5.3001e-05	0.033887	0.0019027	0.00012529	
2.9883e-05	0.00014182	0.0021594	0.01	0.01	5.3019e-05	0.033891	0.0019169	0.00012525	
3.0176e-05	0.00014123	0.0021934	0.01	0.01	5.3029e-05	0.033894	0.0019309	0.0001252	
3.0462e-05	0.00014064	0.0022271	0.01	0.01	5.3031e-05	0.033897	0.001945	0.00012514	
3.0756e-05	0.00014005	0.0022616	0.01	0.01	5.3041e-05	0.033901	0.0019592	0.00012508	
3.1043e-05	0.00013945	0.0022958	0.01	0.01	5.3043e-05	0.033904	0.0019733	0.00012502	
3.1337e-05	0.00013886	0.0023307	0.01	0.01	5.3053e-05	0.033908	0.0019877	0.00012497	
3.1637e-05	0.00013827	0.0023664	0.01	0.01	5.3068e-05	0.033912	0.0020022	0.00012491	
3.1943e-05	0.0001377	0.0024027	0.01	0.01	5.3089e-05	0.033916	0.002017	0.00012486	
3.2256e-05	0.00013713	0.0024397	0.01	0.01	5.3116e-05	0.033921	0.0020319	0.00012481	
3.2576e-05	0.00013657	0.0024775	0.01	0.01	5.3136e-05	0.033925	0.0020471	0.00012476	
3.2904e-05	0.00013603	0.0025162	0.01	0.01	5.3163e-05	0.03393	0.0020625	0.00012471	
3.3225e-05	0.00013547	0.0025546	0.01	0.01	5.3183e-05	0.033935	0.0020778	0.00012466	
3.3555e-05	0.00013492	0.0025938	0.01	0.01	5.321e-05	0.033941	0.0020933	0.00012461	
3.3878e-05	0.00013435	0.0026328	0.01	0.01	5.323e-05	0.033946	0.0021088	0.00012456	
3.4207e-05	0.0001338	0.0026726	0.01	0.01	5.3256e-05	0.033951	0.0021245	0.00012451	
3.4529e-05	0.00013323	0.0027132	0.01	0.01	5.3289e-05	0.033957	0.0021404	0.00012446	
3.4858e-05	0.00013266	0.0027546	0.01	0.01	5.3329e-05	0.033963	0.0021565	0.00012441	
3.5195e-05	0.00013211	0.002797	0.01	0.01	5.3376e-05	0.033969	0.0021729	0.00012436	
3.554e-05	0.00013157	0.0028402	0.01	0.01	5.343e-05	0.033975	0.0021895	0.00012432	
3.5892e-05	0.00013103	0.0028843	0.01	0.01	5.3489e-05	0.033982	0.0022063	0.00012428	
3.625e-05	0.0001305	0.0029291	0.01	0.01	5.3554e-05	0.033989	0.0022234	0.00012424	
3.6615e-05	0.00012997	0.0029748	0.01	0.01	5.3624e-05	0.033996	0.0022406	0.00012421	
3.6988e-05	0.00012946	0.0030214	0.01	0.01	5.3701e-05	0.034004	0.0022581	0.00012417	
3.7355e-05	0.00012893	0.0030678	0.01	0.01	5.3772e-05	0.034011	0.0022755	0.00012413	
3.773e-05	0.00012841	0.0031151	0.01	0.01	5.3849e-05	0.034019	0.0022932	0.00012409	
3.8099e-05	0.00012788	0.0031622	0.01	0.01	5.3919e-05	0.034027	0.0023108	0.00012405	
3.8462e-05	0.00012734	0.0032091	0.01	0.01	5.3983e-05	0.034034	0.0023283	0.000124	
3.8832e-05	0.0001268	0.0032568	0.01	0.01	5.4053e-05	0.034042	0.0023461	0.00012396	
3.921e-05	0.00012627	0.0033055	0.01	0.01	5.413e-05	0.03405	0.0023641	0.00012391	
3.9582e-05	0.00012573	0.0033539	0.01	0.01	5.4199e-05	0.034058	0.002382	0.00012387	
3.9962e-05	0.0001252	0.0034033	0.01	0.01	5.4275e-05	0.034066	0.0024001	0.00012382	
4.0334e-05	0.00012466	0.0034523	0.01	0.01	5.4343e-05	0.034075	0.0024182	0.00012377	
4.0716e-05	0.00012412	0.0035025	0.01	0.01	5.4419e-05	0.034083	0.0024365	0.00012372	
4.1109e-05	0.0001236	0.0035538	0.01	0.01	5.4503e-05	0.034092	0.0024552	0.00012367	
4.1492e-05	0.00012306	0.0036047	0.01	0.01	5.4579e-05	0.034101	0.0024737	0.00012362	
4.1868e-05	0.0001225	0.003655	0.01	0.01	5.4646e-05	0.034109	0.0024921	0.00012356	
4.2255e-05	0.00012196	0.003707	0.01	0.01	5.4723e-05	0.034118	0.0024929	0.0001235	
4.2656e-05	0.00012143	0.0037604	0.01	0.01	5.481e-05	0.034127	0.002494	0.00012345	
4.307e-05	0.00012091	0.0038153	0.01	0.01	5.4908e-05	0.034137	0.0024951	0.00012341	
4.3498e-05	0.00012041	0.0038717	0.01	0.01	5.5017e-05	0.034147	0.0024965	0.00012337	
4.3942e-05	0.00011992	0.0039276	0.01	0.01	5.5138e-05	0.034157	0.0024977	0.00012332	
4.4401e-05	0.00011945	0.0039851	0.01	0.01	5.5271e-05	0.034167	0.0024991	0.00012328	
4.4874e-05	0.00011899	0.0040417	0.01	0.01	5.5393e-05	0.034177	0.0025004	0.00012322	
4.5361e-05	0.00011854	0.0040999	0.01	0.01	5.5524e-05	0.034188	0.0025019	0.00012318	
4.5837e-05	0.00011807	0.0041574	0.01	0.01	5.5644e-05	0.034198	0.0025032	0.00012312	
4.6327e-05	0.00011762	0.0042165	0.01	0.01	5.5775e-05	0.034209	0.0025048	0.00012307	
4.6835e-05	0.00011718	0.0042774	0.01	0.01	5.5918e-05	0.03422	0.0025065	0.00012303	
4.736e-05	0.00011675	0.0043402	0.01	0.01	5.6074e-05	0.034231	0.0025083	0.00012299	
4.7904e-05	0.00011634	0.0044049	0.01	0.01	5.6243e-05	0.034243	0.0025104	0.00012295	
4.8467e-05	0.00011595	0.004424	0.01	0.01	5.64e-05	0.034255	0.0025126	0.00012292	
4.9015e-05	0.00011553	0.0044428	0.01	0.01	5.6572e-05	0.034267	0.0025147	0.00012289	
4.9579e-05	0.00011513	0.0044622	0.01	0.01	5.673e-05	0.03428	0.002517	0.00012285	
5.0163e-05	0.00011474	0.0044822	0.01	0.01	5.6875e-05	0.034293	0.0025195	0.00012283	
5.0767e-05	0.00011437	0.004503	0.01	0.01	5.7033e-05	0.034306	0.0025221	0.0001228	
5.1392e-05	0.00011401	0.0045246	0.01	0.01	5.7203e-05	0.03432	0.0025129	0.00012279	
5.2003e-05	0.00011363	0.0045459	0.01	0.01	5.7363e-05	0.034333	0.0025035	0.00012276	
5.2633e-05	0.00011327	0.0045669	0.01	0.01	5.7512e-05	0.034347	0.002494	0.00012273	
5.3281e-05	0.00011292	0.0045885	0.01	0.01	5.7672e-05	0.03436	0.0024847	0.00012271	
5.3916e-05	0.00011255	0.0046097	0.01	0.01	5.7819e-05	0.034375	0.0024753	0.00012269	
5.4572e-05	0.00011219	0.0046316	0.01	0.01	5.798e-05	0.034389	0.002466	0.00012267	
5.525e-05	0.00011185	0.0046543	0.01	0.01	5.8153e-05	0.034404	0.0024571	0.00012266	
5.5913e-05	0.00011149	0.0046765	0.01	0.01	5.8315e-05	0.034419	0.002448	0.00012264	
5.6597e-05	0.00011115	0.0046996	0.01	0.01	5.8489e-05	0.034435	0.0024391	0.00012263	
5.7304e-05	0.00011082	0.0047234	0.01	0.01	5.8677e-05	0.03445	0.0024305	0.00012263	
5.803e-05	0.0001105	0.004748	0.01	0.01	5.8876e-05	0.034466	0.002422	0.00012262	
5.8743e-05	0.00011016	0.0047722	0.01	0.01	5.9064e-05	0.034482	0.0024135	0.00012261	
5.9476e-05	0.00010983	0.0047971	0.01	0.01	5.924e-05	0.034499	0.0024052	0.00012261	
6.0229e-05	0.00010952	0.0048228	0.01	0.01	5.9427e-05	0.034515	0.0023971	0.00012261	
6.0968e-05	0.00010919	0.0048481	0.01	0.01	5.9602e-05	0.034532	0.0023888	0.0001226	
