Trachypithecus_francoisi	Theropithecus_gelada	Sapajus_apella	Saimiri_boliviensis	Rhinopithecus_roxellana	Rhinopithecus_bieti	Propithecus_coquereli	Prolemur_simus	Pongo_abelii	Piliocolobus_tephrosceles	Papio_anubis	Pan_troglodytes	Pan_paniscus	Otolemur_garnettii	Nomascus_leucogenys	Microcebus_murinus	Mandrillus_leucophaeus	Macaca_nemestrina	Macaca_mulatta	Macaca_fascicularis	Hylobates_moloch	Homo_sapiens	Gorilla_gorilla	Chlorocebus_sabaeus	Cercocebus_atys	Cebus_capucinus	Carlito_syrichta	Callithrix_jacchus	Aotus_nancymaae	
0.053407	0.0036621	0.00012036	0.040614	0.00018907	0.0086514	0.0049112	5.6305e-05	5.7729e-05	0.0017901	0.00033155	0.0018063	0.020728	5.8909e-07	0.038145	3.4721e-07	0.0016164	0.0082653	0.012912	0.00092987	0.00019057	0.00027915	0.00047005	2.9659e-05	9.6977e-05	7.5455e-05	1.5061e-06	1.2136e-05	0.0001567	
0.053396	0.0036549	0.00012055	0.040501	0.00018808	0.0086566	0.0049218	5.5593e-05	5.7899e-05	0.0018612	0.00032817	0.0018043	0.020742	7.4879e-07	0.038095	4.1402e-07	0.0016204	0.0082653	0.01291	0.00093215	0.00018888	0.0002797	0.00046683	3.066e-05	9.6539e-05	7.5333e-05	1.501e-06	1.1813e-05	0.00015593	
0.053386	0.0036476	0.00012073	0.040383	0.00018707	0.0086618	0.0049319	5.4856e-05	5.8053e-05	0.0019315	0.00032477	0.0018022	0.020756	8.6707e-07	0.038045	4.7584e-07	0.0016243	0.0082653	0.012909	0.00093442	0.00018717	0.00028023	0.00046356	3.1648e-05	9.609e-05	7.5201e-05	1.4879e-06	1.1476e-05	0.00015512	
0.053375	0.0036403	0.0001209	0.040259	0.00018604	0.0086669	0.0049415	5.4092e-05	5.8227e-05	0.0020012	0.00032135	0.0018002	0.020771	9.4527e-07	0.037996	5.3275e-07	0.0016282	0.0082653	0.012908	0.00093666	0.0001855	0.00028077	0.00046035	3.2623e-05	9.5631e-05	7.5058e-05	1.4668e-06	1.1126e-05	0.00015428	
0.053365	0.0036331	0.00012107	0.040146	0.00018501	0.0086721	0.0049505	5.33e-05	5.8421e-05	0.0020226	0.00031796	0.0017982	0.020785	9.8053e-07	0.037948	5.8446e-07	0.0016321	0.0082653	0.012906	0.00093892	0.00018387	0.00028133	0.0004572	3.3614e-05	9.5171e-05	7.4921e-05	1.433e-06	1.0799e-05	0.0001535	
0.053355	0.0036258	0.00012123	0.040026	0.00018397	0.0086773	0.0049588	5.2477e-05	5.8598e-05	0.0020437	0.00031454	0.0017962	0.020799	9.7471e-07	0.037899	6.3109e-07	0.001636	0.0082653	0.012905	0.00094116	0.00018222	0.00028186	0.00045401	3.459e-05	9.47e-05	7.4773e-05	1.3898e-06	1.0458e-05	0.00015267	
0.053344	0.0036185	0.00012138	0.039901	0.00018291	0.0086824	0.0049667	5.1624e-05	5.8758e-05	0.0020645	0.00031111	0.0017941	0.020814	9.279e-07	0.03785	6.7274e-07	0.0016399	0.0082653	0.012903	0.00094338	0.00018053	0.00028238	0.00045078	3.5552e-05	9.4218e-05	7.4614e-05	1.3368e-06	1.01e-05	0.00015181	
0.053333	0.0036111	0.00012151	0.039769	0.00018183	0.0086875	0.0049739	5.074e-05	5.89e-05	0.0020851	0.00030765	0.0017921	0.020828	8.3946e-07	0.0378	7.0949e-07	0.0016437	0.0082653	0.012902	0.00094558	0.00017881	0.00028289	0.0004475	3.65e-05	9.3725e-05	7.4443e-05	1.2737e-06	9.7272e-06	0.0001509	
0.053323	0.0036038	0.00012165	0.039647	0.00018075	0.0086926	0.0049821	4.9902e-05	5.9059e-05	0.0021061	0.00030422	0.0017901	0.020842	7.7107e-07	0.037751	7.4853e-07	0.0016475	0.0082653	0.012901	0.0009478	0.00017714	0.0002834	0.00044427	3.7461e-05	9.323e-05	7.4278e-05	1.2228e-06	9.3759e-06	0.00015005	
0.053313	0.0035966	0.0001218	0.039102	0.00017969	0.0086978	0.0049913	4.9112e-05	5.9239e-05	0.0021276	0.00030081	0.001788	0.020856	7.2392e-07	0.037703	7.9059e-07	0.0016515	0.0082653	0.012899	0.00095002	0.0001755	0.00028392	0.0004411	3.8438e-05	9.2735e-05	7.4117e-05	1.1841e-06	9.0478e-06	0.00014926	
0.053303	0.0035895	0.00012194	0.038543	0.0001786	0.0087029	0.0050015	4.8369e-05	5.9402e-05	0.0021489	0.00029745	0.001786	0.020871	6.9639e-07	0.037655	8.3591e-07	0.0016553	0.0082653	0.012898	0.00095222	0.00017384	0.00028442	0.00043789	3.94e-05	9.2228e-05	7.3946e-05	1.1586e-06	8.7115e-06	0.00014843	
0.053293	0.0035824	0.00012208	0.038007	0.00017752	0.0087081	0.0049893	4.7666e-05	5.9582e-05	0.0021706	0.00029411	0.001784	0.020885	6.8915e-07	0.037608	8.8492e-07	0.0016593	0.0082653	0.012897	0.00095443	0.00017221	0.00028493	0.00043473	4.0376e-05	9.1719e-05	7.3778e-05	1.1419e-06	8.3949e-06	0.00014765	
0.053283	0.0035754	0.00012222	0.037493	0.00017645	0.0087134	0.0049781	4.6999e-05	5.9778e-05	0.0021926	0.0002908	0.0017819	0.0209	6.9254e-07	0.037562	9.3666e-07	0.0016633	0.0082653	0.012896	0.00095665	0.00017062	0.00028544	0.00043161	4.1365e-05	9.1209e-05	7.3615e-05	1.1327e-06	8.0955e-06	0.00014691	
0.053273	0.0035684	0.00012237	0.036998	0.00017538	0.0087187	0.0049677	4.6364e-05	5.999e-05	0.0022151	0.0002875	0.0017799	0.020914	7.0535e-07	0.037516	9.911e-07	0.0016674	0.0082654	0.012894	0.00095887	0.00016906	0.00028596	0.00042854	4.2366e-05	9.0696e-05	7.3455e-05	1.1304e-06	7.8118e-06	0.00014622	
0.053264	0.0035615	0.00012252	0.036522	0.00017432	0.008724	0.0049581	4.576e-05	6.0217e-05	0.002238	0.00028423	0.0017779	0.020929	7.2743e-07	0.037472	1.0483e-06	0.0016715	0.0082654	0.012893	0.0009611	0.00016753	0.00028649	0.00042551	4.338e-05	9.018e-05	7.3298e-05	1.0136e-06	7.5426e-06	0.00014558	
0.053254	0.0035545	0.00012267	0.036038	0.00017324	0.0087293	0.0049481	4.514e-05	6.0431e-05	0.0022607	0.00028094	0.0017758	0.020943	7.1916e-07	0.037427	1.1012e-06	0.0016756	0.0082654	0.012892	0.00096331	0.00016599	0.000287	0.00042245	4.4382e-05	8.9655e-05	7.3132e-05	8.8773e-07	7.2647e-06	0.00014491	
0.053244	0.0035476	0.0001228	0.035544	0.00017214	0.0087346	0.004939	4.455e-05	6.0632e-05	0.0022832	0.00027763	0.0017738	0.020958	7.2156e-07	0.037382	1.1571e-06	0.0016796	0.0082654	0.012891	0.00096551	0.00016442	0.0002875	0.00041935	4.5373e-05	8.9119e-05	7.2957e-05	7.7993e-07	6.9771e-06	0.00014421	
0.053235	0.0035406	0.00012292	0.035042	0.00017103	0.0087399	0.0049306	4.399e-05	6.082e-05	0.0023055	0.00027431	0.0017717	0.020972	7.3346e-07	0.037336	1.2161e-06	0.0016837	0.0082654	0.01289	0.0009677	0.00016283	0.00028798	0.00041623	4.6354e-05	8.8575e-05	7.2772e-05	6.8689e-07	6.6804e-06	0.00014348	
0.053225	0.0035336	0.00012305	0.034556	0.00016992	0.0087452	0.0049229	4.3453e-05	6.102e-05	0.0023282	0.00027101	0.0017697	0.020987	7.504e-07	0.037291	1.2775e-06	0.0016877	0.0082654	0.012889	0.00096989	0.00016126	0.00028847	0.00041314	4.7343e-05	8.8026e-05	7.259e-05	6.032e-07	6.396e-06	0.00014278	
0.053216	0.0035267	0.00012317	0.034085	0.00016881	0.0087505	0.0049159	4.2937e-05	6.1232e-05	0.0023512	0.00026772	0.0017677	0.021001	7.7183e-07	0.037247	1.3412e-06	0.0016918	0.0082654	0.012888	0.00097208	0.00015972	0.00028896	0.00041009	4.8343e-05	8.7475e-05	7.2409e-05	5.2751e-07	6.1229e-06	0.00014213	
0.053207	0.0035198	0.0001233	0.033628	0.0001677	0.0087559	0.0049094	4.2442e-05	6.1454e-05	0.0023746	0.00026444	0.0017656	0.021016	7.977e-07	0.037204	1.4074e-06	0.001696	0.0082654	0.012887	0.00097427	0.00015821	0.00028945	0.00040706	4.9351e-05	8.692e-05	7.223e-05	4.5882e-07	5.8603e-06	0.0001415	
0.053198	0.003513	0.00012343	0.033184	0.0001666	0.0087613	0.0049035	4.1967e-05	6.1688e-05	0.0023982	0.00026119	0.0017636	0.021031	8.2828e-07	0.037161	1.476e-06	0.0017002	0.0082654	0.012886	0.00097647	0.00015671	0.00028995	0.00040407	5.0369e-05	8.6361e-05	7.2052e-05	3.9628e-07	5.6077e-06	0.0001409	
0.053189	0.0035061	0.00012356	0.032736	0.00016548	0.0087667	0.0048989	4.1429e-05	6.1913e-05	0.0024218	0.00025792	0.0017615	0.021046	8.3176e-07	0.037118	1.5509e-06	0.0017044	0.0082654	0.012885	0.00097866	0.00015521	0.00029043	0.00040105	5.1378e-05	8.5793e-05	7.1866e-05	3.2932e-07	5.3491e-06	0.00014029	
0.05318	0.0034993	0.00012368	0.032302	0.00016437	0.0087721	0.0048948	4.0914e-05	6.215e-05	0.0024457	0.00025466	0.0017595	0.02106	8.4231e-07	0.037076	1.6292e-06	0.0017086	0.0082655	0.012884	0.00098084	0.00015372	0.00029092	0.00039807	5.2398e-05	8.5222e-05	7.1682e-05	2.6876e-07	5.1013e-06	0.00013971	
0.053171	0.0034925	0.00012381	0.031881	0.00016325	0.0087776	0.0048913	4.0419e-05	6.2398e-05	0.0024699	0.00025142	0.0017574	0.021075	8.575e-07	0.037034	1.7104e-06	0.0017128	0.0082655	0.012883	0.00098304	0.00015226	0.00029141	0.00039511	5.3426e-05	8.4648e-05	7.1499e-05	2.1309e-07	4.8625e-06	0.00013916	
0.053162	0.0034858	0.00012394	0.031473	0.00016214	0.0087831	0.0048883	3.9945e-05	6.2658e-05	0.0024945	0.0002482	0.0017554	0.02109	8.8021e-07	0.036993	1.7955e-06	0.0017172	0.0082655	0.012882	0.00098523	0.00015083	0.0002919	0.00039219	5.4466e-05	8.407e-05	7.1319e-05	1.6235e-07	4.6334e-06	0.00013865	
0.053154	0.0034791	0.00012407	0.031078	0.00016103	0.0087887	0.004886	3.949e-05	6.1435e-05	0.0025194	0.00024499	0.0017534	0.021105	9.0844e-07	0.036953	1.8839e-06	0.0017215	0.0082655	0.012882	0.00098743	0.00014941	0.0002924	0.0003893	5.5515e-05	8.3488e-05	7.1139e-05	1.1535e-07	4.4126e-06	0.00013816	
0.053145	0.0034724	0.00012421	0.030694	0.00015992	0.0087943	0.0048842	3.9052e-05	6.0234e-05	0.0025447	0.0002418	0.0017513	0.02112	9.4281e-07	0.036914	1.976e-06	0.0017259	0.0082655	0.012881	0.00098963	0.00014802	0.00029289	0.00038643	5.6574e-05	8.2903e-05	7.096e-05	7.232e-08	4.1997e-06	0.0001377	
0.053137	0.0034658	0.00012433	0.030306	0.00015879	0.0087999	0.0048821	3.8605e-05	5.902e-05	0.0025698	0.0002386	0.0017493	0.021135	9.5e-07	0.036874	2.0638e-06	0.0017304	0.0082656	0.01288	0.00099182	0.00014662	0.00029338	0.00038355	5.7624e-05	8.2317e-05	7.0774e-05	7.9572e-08	3.9817e-06	0.00013723	
0.053129	0.0034591	0.00012445	0.029914	0.00015766	0.0088054	0.0048799	3.815e-05	5.7795e-05	0.0025949	0.00023538	0.0017472	0.021149	9.3089e-07	0.036834	2.1476e-06	0.0017349	0.0082656	0.01288	0.000994	0.0001452	0.00029385	0.00038064	5.8666e-05	8.1723e-05	7.0581e-05	8.4436e-08	3.7588e-06	0.00013674	
0.05312	0.0034524	0.00012457	0.029533	0.00015652	0.008811	0.0048782	3.7713e-05	5.6593e-05	0.0026203	0.00023218	0.0017452	0.021164	9.1882e-07	0.036795	2.2352e-06	0.0017394	0.0082656	0.012879	0.00099618	0.0001438	0.00029433	0.00037777	5.9719e-05	8.1125e-05	7.0389e-05	8.9461e-08	3.5441e-06	0.00013628	
0.053112	0.0034458	0.00012469	0.029165	0.00015539	0.0088166	0.0048771	3.7294e-05	5.5415e-05	0.0026461	0.00022899	0.0017431	0.021179	9.1326e-07	0.036756	2.3268e-06	0.0017439	0.0082656	0.012878	0.00099836	0.00014242	0.00029481	0.00037492	6.0781e-05	8.0523e-05	7.0198e-05	9.4685e-08	3.3371e-06	0.00013584	
0.053104	0.0034392	0.00012481	0.028807	0.00015425	0.0088223	0.0048766	3.6892e-05	5.4259e-05	0.0026722	0.00022582	0.0017411	0.021194	9.1395e-07	0.036718	2.4225e-06	0.0017485	0.0082657	0.012878	0.0010005	0.00014107	0.00029529	0.0003721	6.1854e-05	7.9918e-05	7.0009e-05	1.0015e-07	3.1373e-06	0.00013544	
0.053096	0.0034327	0.00012494	0.028461	0.00015312	0.008828	0.0048766	3.6507e-05	5.3125e-05	0.0026987	0.00022266	0.001739	0.02121	9.2083e-07	0.036681	2.5224e-06	0.0017532	0.0082657	0.012877	0.0010027	0.00013973	0.00029578	0.00036931	6.2937e-05	7.9309e-05	6.9821e-05	1.0592e-07	2.9445e-06	0.00013507	
0.053089	0.0034262	0.00012506	0.028124	0.00015199	0.0088337	0.0048771	3.6139e-05	5.2013e-05	0.0027255	0.00021952	0.001737	0.021225	9.3403e-07	0.036644	2.6269e-06	0.0017579	0.0082657	0.012877	0.0010049	0.00013842	0.00029626	0.00036654	6.403e-05	7.8696e-05	6.9633e-05	1.1206e-07	2.7583e-06	0.00013472	
0.053081	0.0034197	0.00012519	0.027797	0.00015086	0.0088395	0.0048782	3.5785e-05	5.092e-05	0.0027527	0.00021638	0.001735	0.02124	9.5134e-07	0.036608	2.7354e-06	0.0017626	0.0082658	0.012876	0.0010071	0.00013712	0.00029675	0.0003638	6.5132e-05	7.8079e-05	6.9447e-05	1.1841e-07	2.5777e-06	0.0001344	
0.053073	0.0034132	0.00012531	0.027467	0.00014972	0.0088453	0.004879	3.5422e-05	4.9815e-05	0.0027797	0.00021324	0.0017329	0.021255	9.4206e-07	0.036571	2.8395e-06	0.0017674	0.0082658	0.012876	0.0010093	0.00013581	0.00029723	0.00036104	6.6226e-05	7.7453e-05	6.9253e-05	1.2224e-07	2.3927e-06	0.00013406	
0.053066	0.0034068	0.00012543	0.027146	0.00014857	0.0088511	0.0048804	3.5076e-05	4.8731e-05	0.0028072	0.00021011	0.0017309	0.02127	9.3972e-07	0.036536	2.9486e-06	0.0017721	0.0082658	0.012875	0.0010115	0.00013452	0.00029771	0.00035831	6.7331e-05	7.6824e-05	6.906e-05	1.2656e-07	2.2139e-06	0.00013375	
0.053058	0.0034003	0.00012556	0.026836	0.00014743	0.0088569	0.0048824	3.4746e-05	4.7669e-05	0.002835	0.00020699	0.0017288	0.021285	9.4469e-07	0.036501	3.063e-06	0.0017769	0.0082659	0.012875	0.0010137	0.00013325	0.00029819	0.0003556	6.8447e-05	7.6191e-05	6.8868e-05	1.3146e-07	2.0413e-06	0.00013347	
0.053051	0.003394	0.00012568	0.026535	0.00014629	0.0088628	0.004885	3.4431e-05	4.6628e-05	0.0028632	0.00020389	0.0017268	0.021301	9.5787e-07	0.036466	3.1832e-06	0.0017818	0.0082659	0.012875	0.0010159	0.000132	0.00029867	0.00035293	6.9575e-05	7.5554e-05	6.8678e-05	1.3707e-07	1.8748e-06	0.00013322	
0.053044	0.0033876	0.0001258	0.026231	0.00014514	0.0088686	0.0048873	3.4108e-05	4.5574e-05	0.0028913	0.00020078	0.0017247	0.021316	9.4324e-07	0.036432	3.2984e-06	0.0017866	0.0082659	0.012874	0.001018	0.00013074	0.00029915	0.00035023	7.0694e-05	7.4909e-05	6.8481e-05	1.4003e-07	1.7037e-06	0.00013296	
0.053037	0.0033812	0.00012592	0.025937	0.00014399	0.0088745	0.0048902	3.3802e-05	4.4543e-05	0.0029199	0.00019768	0.0017227	0.021331	9.3818e-07	0.036398	3.42e-06	0.0017915	0.008266	0.012874	0.0010202	0.00012949	0.00029962	0.00034756	7.1825e-05	7.426e-05	6.8285e-05	9.9087e-08	1.5389e-06	0.00013272	
0.05303	0.0033749	0.00012605	0.025654	0.00014284	0.0088805	0.0048939	3.3513e-05	4.3536e-05	0.0029488	0.0001946	0.0017207	0.021347	9.44e-07	0.036364	3.5489e-06	0.0017965	0.008266	0.012874	0.0010224	0.00012828	0.00030011	0.00034492	7.2971e-05	7.3608e-05	6.8091e-05	6.1575e-08	1.3805e-06	0.00013251	
0.053023	0.0033686	0.00012618	0.025384	0.00014169	0.0088865	0.0048983	3.3246e-05	4.2557e-05	0.0029784	0.00019154	0.0017186	0.021362	9.6728e-07	0.036332	3.6874e-06	0.0018015	0.0082661	0.012874	0.0010246	0.00012709	0.00030059	0.00034233	7.4134e-05	7.2954e-05	6.7901e-05	2.7939e-08	1.2296e-06	0.00013235	
0.053017	0.0033624	0.00012629	0.025106	0.00014474	0.0088924	0.0049023	3.2963e-05	4.1556e-05	0.0030077	0.00018846	0.0017166	0.021378	9.5211e-07	0.036299	3.8173e-06	0.0018065	0.0082661	0.012874	0.0010268	0.00012587	0.00030107	0.0003397	7.5282e-05	7.2289e-05	6.7701e-05	2.6052e-08	1.2531e-06	0.00013215	
0.05301	0.003356	0.0001264	0.024821	0.00014776	0.0088982	0.0048966	3.2984e-05	4.0534e-05	0.0030366	0.00018536	0.0017145	0.021393	1.0855e-06	0.036266	3.8608e-06	0.0018114	0.0082662	0.012874	0.0010289	0.00012464	0.00030152	0.00033703	7.6414e-05	7.1614e-05	6.7491e-05	2.1118e-08	1.2723e-06	0.00013192	
0.053003	0.0033498	0.00012651	0.024551	0.0001508	0.0089042	0.0048919	3.3027e-05	3.9545e-05	0.0030663	0.00018229	0.0017125	0.021408	1.2567e-06	0.036234	3.9125e-06	0.0018164	0.0082662	0.012873	0.0010311	0.00012343	0.00030199	0.00033442	7.7568e-05	7.0938e-05	6.7286e-05	1.6158e-08	1.2944e-06	0.00013174	
0.052997	0.0033436	0.00012663	0.024294	0.00015387	0.0089102	0.0048881	3.3089e-05	3.8588e-05	0.0030965	0.00017924	0.0017104	0.021424	1.4744e-06	0.036202	3.9728e-06	0.0018215	0.0082663	0.012873	0.0010333	0.00012226	0.00030246	0.00033184	7.8743e-05	7.026e-05	6.7086e-05	1.1015e-08	1.3194e-06	0.0001316	
0.05299	0.0033373	0.00012674	0.02403	0.00015691	0.0089161	0.0048838	3.3139e-05	3.7611e-05	0.0031265	0.00017617	0.0017084	0.021439	1.6418e-06	0.036171	4.0258e-06	0.0018266	0.0082663	0.012873	0.0010355	0.00012107	0.00030292	0.00033519	7.9902e-05	6.9571e-05	6.6876e-05	1.7876e-08	1.3402e-06	0.00013144	
0.052984	0.0033311	0.00012685	0.023779	0.00015997	0.0089222	0.0048804	3.3206e-05	3.6661e-05	0.0031571	0.00017312	0.0017063	0.021455	1.8534e-06	0.03614	4.0865e-06	0.0018317	0.0082663	0.012873	0.0010376	0.00011991	0.00030339	0.00033858	8.1081e-05	6.8881e-05	6.667e-05	2.5004e-08	1.3634e-06	0.00013132	
0.052978	0.003325	0.00012698	0.023541	0.00016305	0.0089282	0.004878	3.3294e-05	3.5743e-05	0.0031884	0.0001701	0.0017043	0.021471	2.1259e-06	0.03611	4.1562e-06	0.0018369	0.0082664	0.012873	0.0010398	0.00011877	0.00030386	0.00034203	8.2282e-05	6.8189e-05	6.6468e-05	3.2434e-08	1.3897e-06	0.00013124	
0.052972	0.0033189	0.0001271	0.023314	0.00016615	0.0089344	0.0049128	3.3314e-05	3.4852e-05	0.0032203	0.00016709	0.0017022	0.021486	2.2689e-06	0.036081	4.1986e-06	0.0018422	0.0082665	0.012874	0.001042	0.00011767	0.00030435	0.00034553	8.3502e-05	6.7495e-05	6.6271e-05	4.2088e-08	1.4186e-06	0.00013121	
0.052966	0.0033129	0.00012723	0.023098	0.00016926	0.0089406	0.0049494	3.3352e-05	3.3985e-05	0.0032528	0.00016411	0.0017002	0.021502	2.4593e-06	0.036053	4.2484e-06	0.0018476	0.0082665	0.012874	0.0010442	0.00011659	0.00030484	0.00034908	8.4742e-05	6.6798e-05	6.6078e-05	5.2416e-08	1.4502e-06	0.00013122	
0.052961	0.003307	0.00012737	0.022892	0.0001724	0.0089468	0.0049851	3.3377e-05	3.3144e-05	0.003286	0.00016114	0.0016982	0.021518	2.5961e-06	0.036025	4.291e-06	0.0018531	0.0082666	0.012874	0.0010464	0.00011554	0.00030533	0.00035268	8.6002e-05	6.61e-05	6.5888e-05	5.9066e-08	1.4845e-06	0.00013127	
0.052955	0.003301	0.00012752	0.022696	0.00017555	0.0089532	0.0050228	3.2791e-05	3.2326e-05	0.0033198	0.0001582	0.0016961	0.021534	2.3417e-06	0.035999	4.3412e-06	0.0018586	0.0082667	0.012875	0.0010486	0.00011452	0.00030583	0.00035633	8.7281e-05	6.5399e-05	6.5702e-05	6.6448e-08	1.5215e-06	0.00013136	
0.05295	0.0032952	0.00012766	0.022509	0.00017872	0.0089595	0.0050622	3.2232e-05	3.1529e-05	0.0033542	0.00015527	0.0016941	0.02155	2.1348e-06	0.035973	4.3982e-06	0.0018642	0.0082667	0.012875	0.0010509	0.00011351	0.00030634	0.00036003	8.8579e-05	6.4695e-05	6.5519e-05	7.4461e-08	1.5612e-06	0.00013148	
0.052945	0.0032893	0.0001278	0.022316	0.00018187	0.0089659	0.0051007	3.1656e-05	3.0715e-05	0.0033883	0.00015233	0.0016921	0.021566	2.6168e-06	0.035947	4.4485e-06	0.0018698	0.0082668	0.012875	0.0010531	0.00011249	0.00030683	0.00036369	8.9863e-05	6.3981e-05	6.5327e-05	7.941e-08	1.5966e-06	0.00013159	
0.05294	0.0032834	0.00012794	0.022132	0.00018503	0.0089722	0.0051408	3.1104e-05	2.9919e-05	0.003423	0.0001494	0.00169	0.021582	3.1727e-06	0.035921	4.5045e-06	0.0018754	0.0082669	0.012876	0.0010553	0.00011149	0.00030733	0.00036739	9.1163e-05	6.3264e-05	6.5136e-05	8.4742e-08	1.6341e-06	0.00013172	
0.052935	0.0032775	0.00012807	0.021944	0.00018818	0.0089786	0.0051802	3.0539e-05	2.911e-05	0.0034574	0.00014646	0.001688	0.021597	3.6743e-06	0.035896	4.5552e-06	0.001881	0.0082669	0.012876	0.0010575	0.00011047	0.00030781	0.00037106	9.2451e-05	6.2538e-05	6.4938e-05	8.7412e-08	1.6681e-06	0.00013183	
0.05293	0.0032717	0.0001282	0.021019	0.00019134	0.008985	0.0052214	2.9998e-05	2.8319e-05	0.0034925	0.00014353	0.001686	0.021613	4.2605e-06	0.03587	4.6121e-06	0.0018866	0.008267	0.012877	0.0010597	0.00010947	0.0003083	0.00037478	9.3756e-05	6.1808e-05	6.4741e-05	9.058e-08	1.7044e-06	0.00013198	
0.052925	0.0032659	0.00012834	0.02012	0.00019451	0.0089914	0.0052641	2.9478e-05	2.7543e-05	0.003528	0.00014061	0.0016839	0.02163	4.9287e-06	0.035846	4.6741e-06	0.0018923	0.0082671	0.012877	0.0010619	0.00010849	0.0003088	0.00037853	9.5076e-05	6.1075e-05	6.4546e-05	9.397e-08	1.7424e-06	0.00013215	
0.05292	0.0032601	0.00012848	0.019249	0.00019769	0.0089979	0.0053085	2.8978e-05	2.6783e-05	0.0035641	0.00013771	0.0016819	0.021646	5.7017e-06	0.035822	4.7422e-06	0.0018981	0.0082672	0.012878	0.0010641	0.00010752	0.00030929	0.00038232	9.6411e-05	6.0338e-05	6.4352e-05	9.78e-08	1.7824e-06	0.00013235	
0.052916	0.0032544	0.00012862	0.018402	0.00020088	0.0090044	0.0053545	2.8496e-05	2.6036e-05	0.0036007	0.00013482	0.0016799	0.021662	6.5803e-06	0.035799	4.8154e-06	0.0019039	0.0082673	0.012879	0.0010663	0.00010658	0.00030979	0.00038085	9.7761e-05	5.9598e-05	6.4159e-05	1.0187e-07	1.8243e-06	0.00013259	
0.052911	0.0032487	0.00012877	0.017578	0.00020409	0.009011	0.0054021	2.8031e-05	2.5302e-05	0.0036377	0.00013194	0.0016778	0.021678	6.4771e-06	0.035776	4.8939e-06	0.0019098	0.0082673	0.012879	0.0010685	0.00010564	0.00031029	0.00037939	9.9124e-05	5.8853e-05	6.3967e-05	1.0619e-07	1.8678e-06	0.00013285	
0.052907	0.003243	0.0001289	0.016747	0.00020728	0.0090176	0.0054492	2.7558e-05	2.4559e-05	0.0036747	0.00012905	0.0016758	0.021694	6.3355e-06	0.035753	4.9678e-06	0.0019157	0.0082674	0.01288	0.0010707	0.0001047	0.00031078	0.00037792	0.00010048	5.8099e-05	6.3768e-05	1.0806e-07	1.9084e-06	0.00013309	
0.052903	0.0032373	0.00012904	0.015937	0.00021048	0.0090241	0.0054978	2.71e-05	2.3827e-05	0.0037121	0.00012617	0.0016738	0.02171	6.2364e-06	0.035731	5.0466e-06	0.0019216	0.0082675	0.012881	0.0010729	0.00010376	0.00031128	0.00037647	0.00010185	5.7342e-05	6.3569e-05	1.1007e-07	1.9504e-06	0.00013336	
0.052898	0.0032316	0.00012918	0.015148	0.00021369	0.0090308	0.0055479	2.6657e-05	2.3106e-05	0.0037499	0.0001233	0.0016717	0.021727	6.1777e-06	0.035709	5.1302e-06	0.0019275	0.0082676	0.012882	0.0010752	0.00010284	0.00031177	0.00037504	0.00010323	5.658e-05	6.3371e-05	1.1219e-07	1.994e-06	0.00013365	
0.052894	0.003226	0.00012931	0.014352	0.00021689	0.0090374	0.0055976	2.6206e-05	2.2376e-05	0.0037877	0.00012042	0.0016697	0.021743	6.083e-06	0.035687	5.2095e-06	0.0019335	0.0082677	0.012882	0.0010774	0.00010191	0.00031225	0.00037358	0.0001046	5.5809e-05	6.3165e-05	1.1193e-07	2.0346e-06	0.00013393	
0.05289	0.0032203	0.00012944	0.013579	0.00022009	0.009044	0.0056489	2.5771e-05	2.1658e-05	0.0038259	0.00011755	0.0016677	0.021759	6.0337e-06	0.035665	5.2945e-06	0.0019394	0.0082678	0.012883	0.0010796	0.000101	0.00031274	0.00037215	0.00010598	5.5034e-05	6.296e-05	1.1199e-07	2.0771e-06	0.00013424	
0.052886	0.0032148	0.00012958	0.012827	0.00022331	0.0090507	0.0057021	2.5353e-05	2.0953e-05	0.0038647	0.00011469	0.0016656	0.021775	6.0289e-06	0.035644	5.3852e-06	0.0019455	0.0082679	0.012884	0.0010818	0.00010009	0.00031323	0.00037074	0.00010739	5.4255e-05	6.2756e-05	1.1237e-07	2.1216e-06	0.00013457	
0.052883	0.0032092	0.00012971	0.012096	0.00022654	0.0090574	0.0057571	2.4949e-05	2.0258e-05	0.003904	0.00011184	0.0016636	0.021792	6.0685e-06	0.035624	5.4819e-06	0.0019516	0.0082679	0.012885	0.001084	9.9204e-05	0.00031372	0.00036935	0.0001088	5.3472e-05	6.2553e-05	1.1306e-07	2.1681e-06	0.00013493	
0.052879	0.0032036	0.00012984	0.011359	0.00022976	0.0090641	0.0058115	2.4537e-05	1.9555e-05	0.0039432	0.00010898	0.0016616	0.021808	6.0701e-06	0.035603	5.5739e-06	0.0019576	0.008268	0.012886	0.0010862	9.8304e-05	0.0003142	0.00036794	0.00011021	5.5466e-05	6.2342e-05	1.1129e-07	2.2114e-06	0.00013528	
0.052875	0.0031981	0.00012997	0.010642	0.00023298	0.0090708	0.0058677	2.414e-05	1.8863e-05	0.0039828	0.00010614	0.0016595	0.021825	6.1164e-06	0.035583	5.6721e-06	0.0019637	0.0082681	0.012887	0.0010884	9.7417e-05	0.00031468	0.00036655	0.00011163	5.7459e-05	6.2133e-05	1.0984e-07	2.2569e-06	0.00013565	
