Vicugna_pacos	Tursiops_truncatus	Sus_scrofa	Rangifer_tarandus	Platanista_minor	Platanista_gangetica	Physeter_catodon	Ovis_aries	Orcinus_orca	Neophocaena_asiaeorientalis	Muntiacus_muntjak	Monodon_monoceros	Lipotes_vexillifer	Hippopotamus_amphibius	Giraffa_camelopardalis	Cervus_elaphus	Catagonus_wagneri	Capra_hircus	Camelus_ferus	Camelus_bactrianus	Bubalus_bubalis	Bos_taurus	Bos_mutus	Bison_bison	Balaenoptera_acutorostrata	Axis_porcinus	
4.7734e-05	0.012775	1.5328e-06	0.00027283	0.01	0.0023408	2.2547e-05	0.025919	0.00016552	2.4678e-05	0.055013	0.00031609	6.5036e-05	0.001592	4.8282e-07	0.00022817	0.00032615	0.00012642	0.01	0.01	1.8301e-05	8.4137e-05	0.14746	0.0010099	1.2828e-05	0.041279	
4.7605e-05	0.012805	1.5868e-06	0.00026626	0.01	0.0023399	2.2355e-05	0.025969	0.00016715	2.4305e-05	0.054886	0.00031851	6.5588e-05	0.001567	4.9178e-07	0.00022788	0.00032846	0.00012754	0.01	0.01	1.8307e-05	8.3662e-05	0.14581	0.0010075	1.3185e-05	0.041237	
4.7486e-05	0.012837	1.6466e-06	0.00025989	0.01	0.002339	2.2184e-05	0.026019	0.00016879	2.3937e-05	0.054764	0.000321	6.6161e-05	0.0015493	4.9952e-07	0.00022759	0.00033095	0.00012867	0.01	0.01	1.8315e-05	8.3194e-05	0.14418	0.0010051	1.3557e-05	0.041197	
4.7357e-05	0.012867	1.7004e-06	0.0002537	0.01	0.0023381	2.1997e-05	0.02607	0.00017042	2.3562e-05	0.054647	0.00032345	6.671e-05	0.0015276	5.0582e-07	0.00022732	0.00033337	0.00012982	0.01	0.01	1.8325e-05	8.2731e-05	0.14256	0.0010026	1.3919e-05	0.041157	
4.7237e-05	0.012899	1.7598e-06	0.0002477	0.01	0.0023372	2.183e-05	0.026123	0.00017206	2.3193e-05	0.054533	0.00032597	6.7281e-05	0.0015131	5.1094e-07	0.00022706	0.00033596	0.00013098	0.01	0.01	1.8337e-05	8.2274e-05	0.14095	0.0010002	1.4296e-05	0.041117	
4.7107e-05	0.012928	1.8131e-06	0.00024163	0.01	0.0023363	2.1646e-05	0.026175	0.00017369	2.2816e-05	0.054419	0.00032844	6.7826e-05	0.0014946	5.1149e-07	0.00022679	0.0003385	0.00013212	0.01	0.01	1.8333e-05	8.1803e-05	0.13934	0.00099777	1.4661e-05	0.041078	
4.6985e-05	0.01296	1.8726e-06	0.00023575	0.01	0.0023354	2.1483e-05	0.026229	0.00017533	2.2445e-05	0.054309	0.00033098	6.8396e-05	0.0014836	5.1098e-07	0.00022652	0.00034122	0.00013329	0.01	0.01	1.8333e-05	8.1339e-05	0.13775	0.00099534	1.5044e-05	0.041039	
4.6853e-05	0.012988	1.9256e-06	0.00022979	0.01	0.0023345	2.1303e-05	0.026282	0.00017696	2.2066e-05	0.054197	0.00033348	6.8938e-05	0.0014683	5.0583e-07	0.00022624	0.00034386	0.00013443	0.01	0.01	1.8316e-05	8.0859e-05	0.13615	0.0009929	1.5414e-05	0.041	
4.6709e-05	0.013013	1.9719e-06	0.00022373	0.01	0.0023336	2.1104e-05	0.026334	0.00017858	2.168e-05	0.054084	0.00033593	6.9453e-05	0.0014485	4.9597e-07	0.00022594	0.00034644	0.00013557	0.01	0.01	1.8282e-05	8.0363e-05	0.13455	0.00099045	1.5772e-05	0.040961	
4.6576e-05	0.013041	2.0247e-06	0.00021788	0.01	0.0023327	2.0928e-05	0.026388	0.00018021	2.1299e-05	0.053976	0.00033845	6.9993e-05	0.0014364	4.851e-07	0.00022565	0.0003492	0.00013672	0.01	0.01	1.8252e-05	7.9875e-05	0.13296	0.000988	1.6147e-05	0.040922	
4.6455e-05	0.013064	2.0891e-06	0.00021188	0.01	0.0023318	1.9975e-05	0.026441	0.00018183	2.0909e-05	0.053865	0.00034091	7.0478e-05	0.0013889	4.6881e-07	0.00022534	0.00035229	0.00013785	0.01	0.01	1.82e-05	7.9366e-05	0.13136	0.00098553	1.6674e-05	0.040883	
4.6347e-05	0.012796	2.1392e-06	0.00020611	0.01	0.0023309	1.9134e-05	0.026496	0.00018347	2.0527e-05	0.053759	0.00034347	7.1045e-05	0.001354	4.519e-07	0.00022504	0.0003551	0.000139	0.01	0.01	1.8155e-05	7.8868e-05	0.12979	0.00098308	1.6663e-05	0.040844	
4.6252e-05	0.012535	2.1752e-06	0.00020057	0.01	0.00233	1.8341e-05	0.026552	0.00018513	2.0154e-05	0.053658	0.00034612	7.1643e-05	0.001201	4.3433e-07	0.00022476	0.00035764	0.00014017	0.01	0.01	1.8116e-05	7.8379e-05	0.12823	0.00098063	1.6668e-05	0.040807	
4.6171e-05	0.012267	2.2021e-06	0.00019488	0.01	0.0023291	1.7511e-05	0.026607	0.00018678	1.977e-05	0.053555	0.00034869	7.2204e-05	0.0010311	4.114e-07	0.00022446	0.00036007	0.00014132	0.01	0.01	1.8056e-05	7.7871e-05	0.12666	0.00097817	1.6657e-05	0.040769	
4.6104e-05	0.012007	2.2379e-06	0.00018943	0.01	0.0023283	1.6732e-05	0.026664	0.00018843	1.9394e-05	0.053457	0.00035137	7.28e-05	0.00088994	3.8805e-07	0.00022417	0.00036273	0.0001425	0.01	0.01	1.8003e-05	7.7374e-05	0.12511	0.00097571	1.6662e-05	0.040732	
4.6051e-05	0.011755	2.283e-06	0.00018422	0.01	0.0023274	1.6002e-05	0.026723	0.00019011	1.9027e-05	0.053364	0.00035414	7.3433e-05	0.00077254	3.6421e-07	0.00022391	0.00036564	0.00014369	0.01	0.01	1.7958e-05	7.6889e-05	0.12358	0.00097327	1.6685e-05	0.040695	
4.5983e-05	0.011497	2.3188e-06	0.00017887	0.01	0.0023265	1.5237e-05	0.02678	0.00019176	1.865e-05	0.053269	0.00035684	7.4029e-05	0.00064226	3.3509e-07	0.00022361	0.00036842	0.00014486	0.01	0.01	1.7892e-05	7.6383e-05	0.12204	0.00097081	1.6692e-05	0.040659	
4.5901e-05	0.011233	2.3462e-06	0.00017341	0.01	0.0023256	1.4441e-05	0.026837	0.00019341	1.8263e-05	0.053172	0.00035948	7.4589e-05	0.00049985	3.009e-07	0.0002233	0.0003711	0.00014602	0.01	0.01	1.7806e-05	7.586e-05	0.1205	0.00096833	1.6685e-05	0.040621	
4.5834e-05	0.010976	2.3831e-06	0.00016817	0.01	0.0023248	1.3694e-05	0.026896	0.00019507	1.7884e-05	0.05308	0.00036222	7.5187e-05	0.00038097	2.6622e-07	0.00022301	0.00037403	0.0001472	0.01	0.01	1.7729e-05	7.5347e-05	0.11897	0.00096587	1.6695e-05	0.040585	
4.4676e-05	0.010727	2.4297e-06	0.00016316	0.01	0.0023239	1.2993e-05	0.026957	0.00019674	1.7514e-05	0.052993	0.00036506	7.5823e-05	0.00028183	2.3098e-07	0.00022273	0.00037723	0.0001484	0.01	0.01	1.7659e-05	7.4847e-05	0.11746	0.00096341	1.6723e-05	0.04055	
4.3549e-05	0.010485	2.4854e-06	0.00015835	0.01	0.002323	1.2331e-05	0.027019	0.00019842	1.7151e-05	0.052912	0.000368	7.6493e-05	0.00019742	1.9478e-07	0.00022242	0.00038071	0.00014963	0.01	0.01	1.7594e-05	7.4357e-05	0.11598	0.00096097	1.6765e-05	0.040514	
4.2448e-05	0.01025	2.5521e-06	0.00015372	0.01	0.0023222	1.1705e-05	0.027083	0.00020012	1.6794e-05	0.052836	0.00037104	7.7197e-05	0.00012535	1.5753e-07	0.00022213	0.00038108	0.00015087	0.01	0.01	1.7536e-05	7.3876e-05	0.11451	0.00095853	1.6823e-05	0.040478	
4.1325e-05	0.010008	2.6087e-06	0.00014896	0.01	0.0023213	1.1047e-05	0.027146	0.0002018	1.6428e-05	0.052757	0.00037399	7.7862e-05	0.00012046	1.9014e-07	0.00022181	0.00038137	0.00015209	0.01	0.01	1.7456e-05	7.3375e-05	0.11303	0.00095607	1.6865e-05	0.040442	
4.0229e-05	0.0097594	2.6766e-06	0.00014441	0.01	0.0023204	1.132e-05	0.027211	0.00020347	1.6054e-05	0.052683	0.00037688	7.8487e-05	0.0001184	2.218e-07	0.00022152	0.00038181	0.00015334	0.01	0.01	1.7384e-05	7.2885e-05	0.11157	0.00095363	1.6887e-05	0.040407	
3.9161e-05	0.0095184	2.7563e-06	0.00014006	0.01	0.0023195	1.1617e-05	0.027277	0.00020515	1.5688e-05	0.052613	0.00037987	7.9151e-05	0.00011831	2.5261e-07	0.00022124	0.00038241	0.00015461	0.01	0.01	1.732e-05	7.2407e-05	0.11013	0.00095119	1.6927e-05	0.040373	
3.8074e-05	0.0092716	2.8265e-06	0.00013589	0.01	0.0023187	1.1893e-05	0.027346	0.00020681	1.5312e-05	0.052548	0.00038279	7.978e-05	0.00011558	2.8266e-07	0.00022098	0.00038294	0.00015591	0.01	0.01	1.7263e-05	7.194e-05	0.10871	0.00094877	1.6953e-05	0.04034	
3.6968e-05	0.0090321	2.9089e-06	0.00013189	0.01	0.0023178	1.2194e-05	0.027416	0.0002085	1.4944e-05	0.052487	0.00038582	8.0448e-05	0.00011479	3.1206e-07	0.00022075	0.00038362	0.00015722	0.01	0.01	1.7213e-05	7.1484e-05	0.1073	0.00094635	1.6416e-05	0.040307	
3.7178e-05	0.0087863	2.9805e-06	0.00012779	0.01	0.0023169	1.2471e-05	0.027486	0.00021016	1.4566e-05	0.052424	0.00038878	8.1077e-05	0.00011116	3.3621e-07	0.00022049	0.00038422	0.00015852	0.01	0.01	1.7143e-05	7.1009e-05	0.10589	0.00094392	1.5857e-05	0.040274	
3.7401e-05	0.0085335	3.0418e-06	0.0001236	0.01	0.002316	1.2772e-05	0.027555	0.00021181	1.4195e-05	0.052359	0.00039183	8.1741e-05	0.00012041	3.5534e-07	0.0002202	0.00038474	0.0001598	0.01	0.01	1.7081e-05	7.0544e-05	0.1045	0.00094149	1.4619e-05	0.040241	
3.682e-05	0.0082872	3.1139e-06	0.00011958	0.01	0.0023152	1.2526e-05	0.027625	0.00021347	1.383e-05	0.052299	0.00039498	8.2441e-05	0.0001318	3.7382e-07	0.00021993	0.0003854	0.00016111	0.01	0.01	1.7026e-05	7.0091e-05	0.10313	0.00093908	1.3438e-05	0.040208	
3.6255e-05	0.0080471	3.1724e-06	0.00011571	0.01	0.0023144	1.23e-05	0.027701	0.00021514	1.3471e-05	0.052242	0.00039827	8.3178e-05	0.00014564	3.9141e-07	0.00021969	0.00038594	0.00016056	0.01	0.01	1.6977e-05	6.9646e-05	0.10177	0.00093667	1.2311e-05	0.040176	
3.5672e-05	0.0078007	3.2466e-06	0.00011201	0.01	0.0023135	1.2049e-05	0.027778	0.0002168	1.3103e-05	0.052189	0.00040148	8.3873e-05	0.00015007	4.0845e-07	0.00021946	0.00038668	0.00016003	0.01	0.01	1.6935e-05	6.9212e-05	0.10043	0.00093428	1.2069e-05	0.040145	
3.5107e-05	0.0075613	3.3343e-06	0.00010847	0.01	0.0023127	1.1822e-05	0.027857	0.00021847	1.2741e-05	0.05214	0.0004048	8.4611e-05	0.00015703	4.2501e-07	0.00021925	0.00038759	0.00015952	0.01	0.01	1.69e-05	6.8789e-05	0.099109	0.00093189	1.1846e-05	0.040115	
3.456e-05	0.0073287	3.4361e-06	0.00010508	0.01	0.0023119	1.1617e-05	0.027939	0.00022015	1.2387e-05	0.051942	0.00040824	8.5393e-05	0.00016676	4.4114e-07	0.00021906	0.00038866	0.00015903	0.01	0.01	1.6872e-05	6.8377e-05	0.097805	0.00092951	1.1639e-05	0.040085	
3.4029e-05	0.0071034	3.5565e-06	0.00010182	0.01	0.0023111	1.1435e-05	0.027954	0.00022185	1.2038e-05	0.051754	0.00041179	8.6218e-05	0.0001796	3.8198e-07	0.00021889	0.00038733	0.00015858	0.01	0.01	1.685e-05	6.7973e-05	0.096517	0.00092714	1.1449e-05	0.040056	
3.3515e-05	0.0068721	3.6131e-06	9.8461e-05	0.01	0.0023103	1.123e-05	0.027969	0.00022354	1.168e-05	0.05156	0.00041526	8.7001e-05	0.0001889	4.3353e-07	0.00021869	0.00038867	0.00015812	0.01	0.01	1.6807e-05	6.7549e-05	0.095221	0.00092476	1.1244e-05	0.040027	
3.3017e-05	0.0066464	3.6872e-06	9.5233e-05	0.01	0.0023095	1.1043e-05	0.027984	0.00022524	1.1327e-05	0.051375	0.00041884	8.7823e-05	0.00017118	4.8526e-07	0.00021851	0.00038762	0.00015768	0.01	0.01	1.6769e-05	6.7133e-05	0.09394	0.00092238	1.1052e-05	0.039998	
3.2504e-05	0.0064271	3.7756e-06	9.2142e-05	0.01	0.0023087	1.0877e-05	0.028001	0.00022695	1.0981e-05	0.051199	0.00042254	8.869e-05	0.00015707	5.3773e-07	0.00021835	0.00038674	0.00015725	0.01	0.01	1.6753e-05	6.6698e-05	0.09265	0.00091998	1.0876e-05	0.03997	
3.2007e-05	0.0062021	3.8791e-06	8.9169e-05	0.01	0.002308	1.0731e-05	0.028019	0.00022865	1.0642e-05	0.051031	0.00042637	8.9604e-05	0.0001461	5.9066e-07	0.00021821	0.00038602	0.00015684	0.01	0.01	1.6743e-05	6.6271e-05	0.091376	0.00091759	1.0716e-05	0.039943	
3.1525e-05	0.0059834	3.9987e-06	8.6486e-05	0.01	0.0023073	1.0605e-05	0.028037	0.00023036	1.0309e-05	0.050852	0.00043033	9.0564e-05	0.00013787	6.4465e-07	0.00021804	0.00038547	0.00015645	0.01	0.01	1.674e-05	6.5855e-05	0.090118	0.00091522	1.0569e-05	0.039915	
3.1028e-05	0.0057588	4.1154e-06	8.3721e-05	0.01	0.0023065	1.0458e-05	0.028055	0.00023206	9.9656e-06	0.050668	0.00043421	9.1482e-05	0.00012643	6.9257e-07	0.00021784	0.00038491	0.00015603	0.01	0.01	1.6716e-05	6.5418e-05	0.088852	0.00091282	1.0409e-05	0.039887	
3.0546e-05	0.0055403	4.229e-06	8.1075e-05	0.01	0.0023058	1.0329e-05	0.028074	0.00023377	9.6289e-06	0.05008	0.00043821	9.2447e-05	0.00011755	7.4163e-07	0.00021767	0.00038434	0.00015564	0.01	0.01	1.6699e-05	6.4992e-05	0.087603	0.00091044	1.0263e-05	0.03986	
3.0077e-05	0.005327	4.3396e-06	7.853e-05	0.01	0.0023051	1.0217e-05	0.028095	0.0002355	9.2972e-06	0.049517	0.00044234	9.3455e-05	0.0001106	7.9151e-07	0.00021751	0.00038378	0.00015526	0.01	0.01	1.6688e-05	6.4574e-05	0.086369	0.00090806	1.0129e-05	0.039834	
2.9594e-05	0.0051186	4.4473e-06	7.6082e-05	0.01	0.0023044	1.0121e-05	0.028116	0.00023724	8.9702e-06	0.048978	0.00044659	9.4506e-05	0.00010539	8.4232e-07	0.00021737	0.00038321	0.0001549	0.01	0.01	1.6681e-05	6.4164e-05	0.08515	0.00090569	1.0006e-05	0.039808	
2.9096e-05	0.0049052	4.5519e-06	7.3555e-05	0.01	0.0023037	1.0005e-05	0.028138	0.00023896	8.6345e-06	0.048426	0.00045076	9.5517e-05	9.7387e-05	8.549e-07	0.0002172	0.00038264	0.00015455	0.01	0.01	1.668e-05	6.3762e-05	0.083946	0.00090333	9.8716e-06	0.039781	
2.8613e-05	0.0046974	4.6535e-06	7.1125e-05	0.01	0.002303	9.9082e-06	0.028161	0.0002407	8.3046e-06	0.047897	0.00045507	9.6579e-05	9.1332e-05	8.6831e-07	0.00021705	0.00038206	0.00015422	0.01	0.01	1.6686e-05	6.3369e-05	0.082757	0.00090097	9.7502e-06	0.039756	
2.8114e-05	0.0044951	4.7521e-06	6.862e-05	0.01	0.0023023	9.8329e-06	0.028183	0.00024246	7.9504e-06	0.047357	0.00045909	9.7702e-05	9.8634e-05	8.7576e-07	0.00021687	0.00038148	0.00015387	0.01	0.01	1.6672e-05	6.2957e-05	0.08156	0.0008986	9.358e-06	0.03973	
2.7631e-05	0.004298	4.8477e-06	6.6006e-05	0.01	0.0023017	9.7749e-06	0.028207	0.00024423	7.602e-06	0.046803	0.00046326	9.8878e-05	0.000108	8.8412e-07	0.00021667	0.0003809	0.00015354	0.01	0.01	1.6664e-05	6.2555e-05	0.08038	0.00089624	8.9873e-06	0.039703	
2.7161e-05	0.004106	4.9403e-06	6.3501e-05	0.01	0.0023011	9.7339e-06	0.028232	0.00024602	7.2594e-06	0.046276	0.00046756	0.00010011	0.00011976	8.9336e-07	0.00021649	0.00038031	0.00015322	0.01	0.01	1.6663e-05	6.2162e-05	0.079214	0.00089389	8.637e-06	0.039678	
2.6676e-05	0.0039092	5.0213e-06	6.0929e-05	0.01	0.0023004	9.6747e-06	0.028256	0.0002478	6.908e-06	0.045738	0.00047178	0.0001013	0.00012865	8.9694e-07	0.00021628	0.00037965	0.00015289	0.01	0.01	1.6643e-05	6.1751e-05	0.078042	0.00089152	8.2715e-06	0.039652	
2.6178e-05	0.0037076	5.1221e-06	5.8464e-05	0.01	0.0022998	9.5973e-06	0.028281	0.00024956	6.5479e-06	0.045225	0.00047592	0.00010244	0.00013462	9.0141e-07	0.00021609	0.00037918	0.00015258	0.01	0.01	1.663e-05	6.135e-05	0.076886	0.00088916	7.8905e-06	0.039627	
2.5691e-05	0.0035103	5.2387e-06	5.6088e-05	0.01	0.0022991	9.5344e-06	0.028308	0.00025133	6.1925e-06	0.044734	0.00048019	0.00010364	0.00014263	9.0633e-07	0.00021592	0.00037885	0.00015228	0.01	0.01	1.6622e-05	6.0956e-05	0.075743	0.00088681	7.5272e-06	0.039602	
2.5217e-05	0.0033174	5.1346e-06	5.38e-05	0.01	0.0022985	9.486e-06	0.028335	0.00025312	5.8415e-06	0.044263	0.00048459	0.00010488	0.00015292	9.1169e-07	0.00021577	0.00037867	0.00015199	0.01	0.01	1.6619e-05	6.057e-05	0.074614	0.00088447	7.1809e-06	0.039579	
2.4729e-05	0.0031196	5.0184e-06	5.1449e-05	0.01	0.0022978	9.4194e-06	0.028362	0.0002549	5.4819e-06	0.043783	0.0004889	0.00010608	0.00016023	9.114e-07	0.0002156	0.00037842	0.00015169	0.01	0.01	1.6597e-05	6.0166e-05	0.073479	0.00088211	6.8198e-06	0.039554	
2.4253e-05	0.0029261	4.5295e-06	4.9184e-05	0.01	0.0022972	9.3671e-06	0.02839	0.00025669	5.1267e-06	0.043324	0.00049335	0.00010733	0.00016995	9.1157e-07	0.00021544	0.00037836	0.00015141	0.01	0.01	1.658e-05	5.9769e-05	0.072357	0.00087976	6.4751e-06	0.039531	
2.3791e-05	0.0029751	4.4658e-06	4.7696e-05	0.01	0.0022966	9.295e-06	0.028417	0.00025846	4.7622e-06	0.04219	0.0004977	0.00010854	0.00017629	9.0566e-07	0.0002153	0.00037778	0.0001511	0.01	0.01	1.6543e-05	5.9352e-05	0.071227	0.0008774	6.114e-06	0.039508	
2.3342e-05	0.00302	4.4168e-06	4.6274e-05	0.01	0.002296	9.2395e-06	0.028446	0.0002602	4.403e-06	0.041109	0.0005022	0.0001098	0.00018557	9.0066e-07	0.00021518	0.00037737	0.00015082	0.01	0.01	1.6512e-05	5.8945e-05	0.070112	0.00087504	5.7713e-06	0.039486	
2.2879e-05	0.0030616	4.3573e-06	4.4802e-05	0.01	0.0022953	9.166e-06	0.028474	0.00026193	4.0353e-06	0.040017	0.00050661	0.00011101	0.00028841	8.9e-07	0.00021504	0.00037688	0.00015052	0.01	0.01	1.6462e-05	5.852e-05	0.068991	0.00087267	5.4142e-06	0.039464	
2.243e-05	0.0031047	4.0168e-06	4.3394e-05	0.01	0.0022947	9.109e-06	0.028502	0.00026367	3.6726e-06	0.038975	0.00051118	0.00011229	0.00031709	8.8024e-07	0.00021492	0.00037661	0.0001502	0.01	0.01	1.642e-05	5.8104e-05	0.067884	0.0008703	5.0748e-06	0.039442	
2.1992e-05	0.0031495	3.7094e-06	4.2047e-05	0.01	0.0022941	9.0681e-06	0.02853	0.00026543	3.3149e-06	0.037982	0.00051589	0.00011363	0.0003099	8.7135e-07	0.00021481	0.0003765	0.00014989	0.01	0.01	1.6384e-05	5.7697e-05	0.066792	0.00086795	4.752e-06	0.039421	
2.1568e-05	0.003196	3.4481e-06	4.0758e-05	0.01	0.0022935	9.0434e-06	0.02856	0.00026721	2.9619e-06	0.037034	0.00052076	0.00011503	0.00030676	8.633e-07	0.00021473	0.00037365	0.00014961	0.01	0.01	1.6354e-05	5.7299e-05	0.065714	0.0008656	4.445e-06	0.039401	
2.1128e-05	0.0032441	3.1685e-06	3.9418e-05	0.01	0.002293	9.0346e-06	0.028592	0.000269	2.6134e-06	0.036065	0.00052579	0.0001165	0.00029826	8.4928e-07	0.00021462	0.00037066	0.00014934	0.01	0.01	1.6305e-05	5.6882e-05	0.064629	0.00086324	4.154e-06	0.03938	
2.0701e-05	0.003294	2.9159e-06	3.8135e-05	0.01	0.0022924	9.0417e-06	0.028624	0.00027081	2.2692e-06	0.035141	0.00053098	0.00011803	0.00029378	8.3611e-07	0.00021453	0.00036794	0.0001491	0.01	0.01	1.6227e-05	5.6446e-05	0.063537	0.00086086	3.8769e-06	0.039361	
2.0286e-05	0.0033457	2.6879e-06	3.6906e-05	0.01	0.0022919	9.0648e-06	0.028658	0.00027263	1.9291e-06	0.034259	0.00053634	0.00011963	0.00029315	8.237e-07	0.00021446	0.00036546	0.00014886	0.01	0.01	1.6157e-05	5.6018e-05	0.062459	0.00085849	3.6129e-06	0.039341	
1.9882e-05	0.0033937	2.4821e-06	3.5731e-05	0.01	0.0022914	9.0683e-06	0.028693	0.00027444	1.9502e-06	0.033415	0.00054151	0.00012117	0.00029726	8.1204e-07	0.00021441	0.00036322	0.00014865	0.01	0.01	1.6093e-05	5.5599e-05	0.061395	0.00085613	3.3332e-06	0.039323	
1.9489e-05	0.0034436	2.2964e-06	3.4615e-05	0.01	0.0022909	9.0879e-06	0.028729	0.00027627	1.9701e-06	0.03261	0.00054078	0.00012278	0.00030536	8.011e-07	0.00021438	0.0003612	0.00014845	0.01	0.01	1.6002e-05	5.5162e-05	0.060323	0.00085376	3.0664e-06	0.039305	
1.9084e-05	0.00349	2.098e-06	3.3456e-05	0.01	0.0022903	9.0896e-06	0.028765	0.00027808	1.9839e-06	0.031789	0.00053997	0.00012434	0.00030993	7.8458e-07	0.00021432	0.00035908	0.00014823	0.01	0.01	1.5891e-05	5.4706e-05	0.059245	0.00085137	2.7874e-06	0.039287	
1.8665e-05	0.0035379	1.9751e-06	3.2345e-05	0.01	0.0022898	9.1051e-06	0.028754	0.00027991	1.9959e-06	0.031006	0.00053926	0.00012597	0.00031855	7.6878e-07	0.00021428	0.00035312	0.00014806	0.01	0.01	1.4818e-05	5.4259e-05	0.058182	0.00084899	2.519e-06	0.039269	
1.8234e-05	0.0035873	1.8414e-06	3.1276e-05	0.01	0.0022893	9.1355e-06	0.028744	0.00028176	2.0061e-06	0.030256	0.00053864	0.00012765	0.00030949	7.5319e-07	0.00021426	0.00034693	0.0001479	0.01	0.01	1.3785e-05	5.3489e-05	0.057975	0.00084522	2.2622e-06	0.039252	
1.779e-05	0.0036382	1.7227e-06	3.0165e-05	0.01	0.0022888	9.1797e-06	0.028733	0.00028361	2.0145e-06	0.029491	0.00053811	0.0001294	0.00029461	7.3206e-07	0.00021422	0.00034128	0.00014773	0.01	0.01	1.2726e-05	5.27e-05	0.057766	0.00084144	2.0154e-06	0.039235	
1.7333e-05	0.0036853	1.601e-06	2.9094e-05	0.01	0.0022883	9.2379e-06	0.028724	0.00028545	2.0212e-06	0.028768	0.00053767	0.00013121	0.00028357	7.111e-07	0.00021414	0.00033563	0.00014757	0.01	0.01	1.1688e-05	5.192e-05	0.057561	0.00083766	1.7774e-06	0.039217	
1.6887e-05	0.0037289	1.4762e-06	2.7982e-05	0.01	0.0022878	9.2782e-06	0.028714	0.00028727	2.0218e-06	0.028031	0.00053717	0.00013297	0.0002689	6.8462e-07	0.00021404	0.00032998	0.0001474	0.01	0.01	1.0624e-05	5.1122e-05	0.057353	0.00083387	1.5282e-06	0.039199	
1.6453e-05	0.0037744	1.3484e-06	2.6915e-05	0.01	0.0022873	9.3349e-06	0.028705	0.0002891	2.021e-06	0.027327	0.00053677	0.00013481	0.00025837	6.587e-07	0.00021395	0.00032432	0.00014724	0.01	0.01	9.5831e-06	5.0334e-05	0.05715	0.0008301	1.2888e-06	0.039182	
1.6029e-05	0.0038163	1.2327e-06	2.5891e-05	0.01	0.0022868	9.4082e-06	0.028697	0.00029093	2.0187e-06	0.026657	0.00053647	0.00013672	0.00025161	6.3324e-07	0.00021389	0.00031911	0.0001471	0.01	0.01	8.5643e-06	4.9558e-05	0.05695	0.00082633	1.0585e-06	0.039166	
1.5616e-05	0.0038545	1.1282e-06	2.4823e-05	0.01	0.0022863	9.4564e-06	0.028688	0.00029273	2.0101e-06	0.025971	0.0005361	0.00013857	0.000251	6.0202e-07	0.0002138	0.00031431	0.00014694	0.01	0.01	7.518e-06	4.8761e-05	0.056747	0.00082255	8.8783e-07	0.039149	
1.5211e-05	0.0038943	1.0323e-06	2.3791e-05	0.01	0.0022859	8.9839e-06	0.02868	0.00029455	1.9997e-06	0.025314	0.00053581	0.00014049	0.00025431	5.7082e-07	0.00021373	0.00030986	0.0001468	0.01	0.01	6.4903e-06	4.7973e-05	0.056548	0.00081878	7.2156e-07	0.039132	
1.4794e-05	0.0039306	9.2782e-07	2.2718e-05	0.01	0.0022854	8.4876e-06	0.028672	0.00029636	1.9833e-06	0.024644	0.00053546	0.00014237	0.00025434	5.3417e-07	0.00021364	0.00030524	0.00014664	0.01	0.01	6.5315e-06	4.7167e-05	0.056347	0.00081499	7.5465e-07	0.039116	
1.4365e-05	0.0039685	8.1453e-07	2.1606e-05	0.01	0.0022849	8.0226e-06	0.028664	0.00029818	1.9651e-06	0.023961	0.00053521	0.00014431	0.00025996	4.9205e-07	0.00021352	0.00030045	0.00014646	0.01	0.01	6.5562e-06	4.6342e-05	0.056143	0.00081119	7.8824e-07	0.039099	
1.3945e-05	0.0040079	7.0984e-07	2.053e-05	0.01	0.0022844	7.5824e-06	0.028656	0.00030001	1.9452e-06	0.023307	0.00053504	0.00014632	0.00026879	4.4994e-07	0.00021341	0.000296	0.0001463	0.01	0.01	6.5797e-06	4.5526e-05	0.055943	0.0008074	8.2146e-07	0.039083	
1.3532e-05	0.004049	6.6609e-07	1.9488e-05	0.01	0.002284	7.1655e-06	0.028649	0.00030187	1.9234e-06	0.02268	0.00053496	0.0001484	0.00027635	4.0774e-07	0.00021333	0.00028657	0.00014615	0.01	0.01	6.6021e-06	4.4719e-05	0.055746	0.00080362	8.5438e-07	0.039067	
1.3108e-05	0.0040866	6.279e-07	1.8408e-05	0.01	0.0022836	6.7263e-06	0.028642	0.0003037	1.9017e-06	0.022041	0.00053503	0.00015043	0.00028266	3.6015e-07	0.00021322	0.00027798	0.00014599	0.01	0.01	6.6079e-06	4.3893e-05	0.055546	0.00079982	1.2008e-06	0.039051	
1.2694e-05	0.0041261	5.7908e-07	1.7287e-05	0.01	0.0022831	6.3129e-06	0.028635	0.00030556	1.8785e-06	0.021389	0.00053521	0.00015254	0.00028771	3.0713e-07	0.00021308	0.00026861	0.00014581	0.01	0.01	6.5971e-06	4.3048e-05	0.055344	0.00079601	1.5623e-06	0.039035	
1.2288e-05	0.0041678	5.3474e-07	1.6207e-05	0.01	0.0022827	5.9238e-06	0.028628	0.00030743	1.8537e-06	0.020768	0.00053548	0.00015474	0.00029151	2.5439e-07	0.00021297	0.00025993	0.00014565	0.01	0.01	6.5864e-06	4.2214e-05	0.055146	0.00079221	1.9399e-06	0.039019	
