Rousettus_aegyptiacus	Rhinolophus_ferrumequinum	Pteropus_giganteus	Pipistrellus_pipistrellus	Phyllostomus_discolor	Myotis_myotis	Myotis_lucifugus	Molossus_molossus	Miniopterus_natalensis	Megaderma_lyra	Hipposideros_armiger	Eptesicus_fuscus	Desmodus_rotundus	Artibeus_jamaicensis	Aeorestes_cinereus	
6.9194e-06	8.367e-06	1.4849e-05	5.6361e-06	0.9485	0.0003846	0.00061905	0.0027004	8.9057e-05	0.028849	4.3472e-06	5.8327e-05	2.9214e-06	0.00023958	0.00030085	
6.9e-06	8.7345e-06	1.4707e-05	5.7443e-06	0.94915	0.00038366	0.00062836	0.0025224	9.4213e-05	0.032609	4.3422e-06	5.7322e-05	2.8907e-06	0.00022732	0.00030887	
6.8731e-06	9.0902e-06	1.4558e-05	5.8456e-06	0.94978	0.00038269	0.00063754	0.0023321	9.8055e-05	0.036222	4.3305e-06	5.6302e-05	2.8554e-06	0.00021488	0.00031625	
6.8548e-06	9.4828e-06	1.4417e-05	5.9606e-06	0.95052	0.00038179	0.00064705	0.0021786	0.00010262	0.040412	4.3304e-06	5.5318e-05	2.8251e-06	0.0002031	0.00032474	
6.8258e-06	9.9286e-06	1.4266e-05	6.0648e-06	0.95122	0.00038084	0.00065634	0.0020058	0.00010549	0.045785	4.3461e-06	5.4311e-05	2.7884e-06	0.00019099	0.00033228	
6.8085e-06	1.0438e-05	1.4126e-05	6.1897e-06	0.95208	0.00038	0.00066612	0.0018786	0.00010975	0.052246	4.1244e-06	5.3353e-05	2.7596e-06	0.00017977	0.00034151	
6.8051e-06	1.0559e-05	1.3998e-05	6.3375e-06	0.95316	0.00037928	0.00067643	0.0017875	0.00011559	0.054441	3.9696e-06	5.2446e-05	2.7386e-06	0.0001694	0.00035264	
6.7892e-06	1.0664e-05	1.386e-05	6.4705e-06	0.95413	0.00037848	0.00068644	0.0016791	0.00011938	0.056525	3.7992e-06	5.1509e-05	2.7101e-06	0.00015864	0.00036247	
6.7856e-06	1.0796e-05	1.3733e-05	6.6251e-06	0.95532	0.00037779	0.00069693	0.0015998	0.00012459	0.059067	3.6514e-06	5.0616e-05	2.6886e-06	0.00014862	0.0003741	
6.7945e-06	1.0957e-05	1.3617e-05	6.5889e-06	0.95674	0.00037803	0.00069756	0.00132	0.00013153	0.062181	3.5248e-06	5.0085e-05	2.674e-06	0.00013932	0.00037139	
6.7907e-06	1.11e-05	1.3489e-05	6.5394e-06	0.95797	0.00037819	0.00069796	0.00099803	0.00013627	0.06499	3.3834e-06	4.953e-05	2.651e-06	0.00013837	0.00036751	
6.8011e-06	1.1277e-05	1.3374e-05	6.4779e-06	0.95946	0.0003783	0.00069815	0.00075776	0.00014305	0.068496	3.2645e-06	4.8953e-05	2.6359e-06	0.00013759	0.00036255	
6.8239e-06	1.1187e-05	1.327e-05	6.4041e-06	0.95978	0.00037834	0.00069814	0.00057287	0.00015186	0.069577	3.1677e-06	4.8354e-05	2.6276e-06	0.00013698	0.0003565	
6.8381e-06	1.1088e-05	1.3158e-05	6.3219e-06	0.96008	0.00037834	0.000698	0.00037237	0.000159	0.070593	3.0625e-06	4.774e-05	2.614e-06	0.0001363	0.00034966	
6.8594e-06	1.1005e-05	1.3053e-05	6.2512e-06	0.96046	0.00037841	0.00069804	0.00020397	0.00016718	0.07177	2.9681e-06	4.7149e-05	2.6042e-06	0.00013572	0.00034378	
6.873e-06	1.0915e-05	1.294e-05	6.1733e-06	0.96081	0.00037844	0.00069797	0.00019326	0.00017384	0.07289	2.8666e-06	4.6544e-05	2.5898e-06	0.00013509	0.00033724	
6.8794e-06	1.0818e-05	1.2822e-05	6.0887e-06	0.96114	0.00037843	0.00069778	0.00017977	0.00017907	0.073964	2.7585e-06	4.5928e-05	2.571e-06	0.00013441	0.00033009	
6.8787e-06	1.0713e-05	1.2698e-05	5.9976e-06	0.96146	0.0003784	0.00069749	0.00016353	0.00018288	0.074994	2.6439e-06	4.5301e-05	2.5479e-06	0.00013369	0.00032232	
6.8851e-06	1.0626e-05	1.258e-05	5.9178e-06	0.96186	0.00037843	0.00069739	0.00015052	0.00018771	0.076184	2.5398e-06	4.4695e-05	2.5284e-06	0.00013305	0.00031549	
6.8984e-06	1.0555e-05	1.2467e-05	5.8488e-06	0.96233	0.00037852	0.00069748	0.0001403	0.00019361	0.077555	2.4456e-06	4.4111e-05	2.5125e-06	0.00013252	0.00030954	
6.9048e-06	1.0477e-05	1.2349e-05	5.7736e-06	0.96279	0.00037858	0.00069746	0.00012757	0.00019809	0.078874	2.3452e-06	4.3515e-05	2.4924e-06	0.00013193	0.00030301	
6.9182e-06	1.0415e-05	1.2236e-05	5.709e-06	0.96229	0.0003787	0.00069763	0.00011737	0.00020368	0.080391	2.2542e-06	4.2939e-05	2.4757e-06	0.00013145	0.00029734	
6.9376e-06	1.0368e-05	1.2128e-05	5.6534e-06	0.96187	0.00037888	0.00069796	0.00010903	0.00021022	0.082111	2.1708e-06	4.2382e-05	2.462e-06	0.00013104	0.00029239	
6.963e-06	1.0334e-05	1.2025e-05	5.6066e-06	0.96152	0.00037912	0.00069846	0.00010234	0.00021779	0.084058	2.0946e-06	4.1841e-05	2.4511e-06	0.00013071	0.00028813	
6.9945e-06	1.0313e-05	1.1926e-05	5.5685e-06	0.96123	0.00037941	0.00069912	9.7134e-05	0.00022643	0.086263	2.0252e-06	4.1318e-05	2.443e-06	0.00013045	0.00028454	
7.019e-06	1.0287e-05	1.1821e-05	5.5244e-06	0.96093	0.00037967	0.00069968	8.9656e-05	0.0002336	0.088386	1.9501e-06	4.0783e-05	2.4307e-06	0.00013016	0.00028039	
7.0495e-06	1.0273e-05	1.1721e-05	5.4887e-06	0.9607	0.00037999	0.00070041	8.3543e-05	0.00024189	0.090788	1.8816e-06	4.0266e-05	2.4212e-06	0.00012994	0.00027691	
7.073e-06	1.0253e-05	1.1615e-05	5.4471e-06	0.96044	0.00038027	0.00070102	7.5193e-05	0.00024869	0.093101	1.8075e-06	3.9738e-05	2.4075e-06	0.00012968	0.00027287	
7.1038e-06	1.0249e-05	1.1514e-05	5.4151e-06	0.96027	0.00038062	0.00070183	6.8369e-05	0.0002569	0.095755	1.7406e-06	3.9229e-05	2.3972e-06	0.0001295	0.00026958	
7.1409e-06	1.0258e-05	1.1418e-05	5.3916e-06	0.96015	0.00038103	0.00070281	6.2623e-05	0.0002664	0.098762	1.6797e-06	3.8736e-05	2.3898e-06	0.00012941	0.00026692	
7.1705e-06	1.0259e-05	1.1316e-05	5.3617e-06	0.96002	0.0003814	0.00070368	5.4635e-05	0.00027428	0.10164	1.6131e-06	3.8232e-05	2.3779e-06	0.00012927	0.00026369	
7.2093e-06	1.0279e-05	1.122e-05	5.3431e-06	0.95848	0.00038185	0.00070477	4.8194e-05	0.00028408	0.10501	1.5544e-06	3.7749e-05	2.3703e-06	0.00012923	0.00026132	
7.2388e-06	1.0289e-05	1.1117e-05	5.3163e-06	0.95687	0.00038226	0.00070571	7.4785e-05	0.00029189	0.10819	1.4887e-06	3.7252e-05	2.3575e-06	0.00012913	0.00025824	
7.2794e-06	1.0319e-05	1.1022e-05	5.3026e-06	0.9501	0.00038275	0.00070692	0.00010758	0.0003021	0.11197	1.432e-06	3.6779e-05	2.3498e-06	0.00012916	0.00025615	
7.3321e-06	1.0372e-05	1.0935e-05	5.3027e-06	0.94425	0.00038333	0.00070842	0.00014901	0.0003151	0.11655	1.3843e-06	3.6332e-05	2.3477e-06	0.00012931	0.00025511	
7.3723e-06	1.0411e-05	1.0838e-05	5.3189e-06	0.94343	0.00038403	0.00071024	0.00020778	0.00033224	0.12071	1.3277e-06	3.5912e-05	2.3325e-06	0.00012924	0.00025529	
7.4257e-06	1.0473e-05	1.075e-05	5.3244e-06	0.94253	0.00038365	0.00072844	0.00029267	0.00035684	0.12578	1.2803e-06	3.5475e-05	2.3092e-06	0.00012908	0.0002545	
7.4671e-06	1.0521e-05	1.0654e-05	5.3192e-06	0.94155	0.00038322	0.00074623	0.00036607	0.00037822	0.13041	1.2247e-06	3.5019e-05	2.2794e-06	0.00012884	0.0002528	
7.4956e-06	1.0555e-05	1.0547e-05	5.3024e-06	0.94046	0.00038271	0.00076358	0.00042801	0.0003962	0.13459	1.16e-06	3.4543e-05	2.2424e-06	0.0001285	0.00025012	
7.511e-06	1.0573e-05	1.0431e-05	5.2735e-06	0.93925	0.00038214	0.00078049	0.00088359	0.00041081	0.13836	1.0858e-06	3.4045e-05	2.1981e-06	0.00012807	0.00024641	
7.513e-06	1.0575e-05	1.0304e-05	5.2322e-06	0.9383	0.00038149	0.00079693	0.0034525	0.00042139	0.14173	1.0015e-06	3.3526e-05	2.1624e-06	0.0001278	0.00024163	
7.5307e-06	1.0519e-05	1.0188e-05	5.2086e-06	0.93755	0.00038096	0.00081424	0.0069344	0.00043639	0.14624	8.8032e-07	3.3039e-05	2.1342e-06	0.00012769	0.00023824	
7.5622e-06	1.0488e-05	1.0082e-05	5.6583e-06	0.93698	0.00038036	0.00083112	0.011528	0.00045609	0.1518	7.7306e-07	3.2519e-05	2.1122e-06	0.00012771	0.00023372	
7.5795e-06	1.0368e-05	9.964e-06	5.7738e-06	0.93632	0.00038044	0.00083453	0.014623	0.00049614	0.17182	7.6702e-07	3.2111e-05	2.0827e-06	0.00012764	0.00023181	
7.6106e-06	1.0275e-05	9.8556e-06	5.9098e-06	0.93582	0.00038063	0.0008383	0.018686	0.00054362	0.19643	7.6637e-07	3.1728e-05	2.0593e-06	0.00012771	0.00023101	
7.6586e-06	1.0167e-05	9.7592e-06	6.0321e-06	0.93555	0.00038075	0.00084184	0.02227	0.00058621	0.21874	7.5899e-07	3.1326e-05	2.0121e-06	0.00012813	0.00022929	
7.7226e-06	1.0087e-05	9.6727e-06	6.178e-06	0.93506	0.00038105	0.00083392	0.023443	0.00063794	0.24669	7.5776e-07	3.0952e-05	1.9838e-06	0.00012803	0.00022881	
7.7986e-06	1.0029e-05	9.5931e-06	6.3427e-06	0.93469	0.00038143	0.00082638	0.024904	0.0006973	0.27979	7.6068e-07	3.0599e-05	1.9601e-06	0.00012804	0.00022921	
7.8637e-06	9.96e-06	9.5056e-06	6.4959e-06	0.93427	0.00038175	0.00081863	0.026251	0.00075225	0.31078	7.5779e-07	3.023e-05	1.9308e-06	0.00012798	0.00022885	
7.919e-06	9.8805e-06	9.411e-06	6.6391e-06	0.93382	0.00038203	0.00081067	0.027511	0.00080346	0.34012	7.4949e-07	2.9848e-05	1.8963e-06	0.00012786	0.0002278	
7.985e-06	9.82e-06	9.3224e-06	6.7993e-06	0.93347	0.00038239	0.00080308	0.029036	0.00086165	0.37423	7.4479e-07	2.9484e-05	1.8658e-06	0.00012784	0.00022754	
8.0403e-06	9.7486e-06	9.2261e-06	6.9485e-06	0.93308	0.0003827	0.00079526	0.030454	0.00091558	0.40632	7.344e-07	2.9105e-05	1.8298e-06	0.00012775	0.00022654	
8.1086e-06	9.6986e-06	9.137e-06	7.1178e-06	0.93282	0.0003831	0.00078785	0.030746	0.00097809	0.44435	7.284e-07	2.8748e-05	1.7987e-06	0.00012779	0.00022647	
8.1664e-06	9.6384e-06	9.0405e-06	7.2764e-06	0.93251	0.00038345	0.00078024	0.031007	0.0010363	0.48025	7.1689e-07	2.8376e-05	1.7622e-06	0.00012776	0.00022568	
8.2384e-06	9.167e-06	8.9518e-06	7.4572e-06	0.93201	0.0003839	0.00077304	0.03137	0.0011044	0.52322	7.1103e-07	2.8027e-05	1.7388e-06	0.00012724	0.0002259	
8.2942e-06	8.7443e-06	8.85e-06	7.3421e-06	0.93163	0.00038443	0.00076622	0.031299	0.0011825	0.57381	7.091e-07	2.7696e-05	1.7196e-06	0.00012685	0.00022699	
8.3398e-06	8.3018e-06	8.7409e-06	7.2169e-06	0.93121	0.00038492	0.0007592	0.031204	0.0012559	0.62178	7.0176e-07	2.7352e-05	1.6952e-06	0.00012639	0.00022738	
8.3982e-06	7.907e-06	8.6387e-06	7.1098e-06	0.93091	0.0003855	0.00075255	0.031172	0.0012478	0.63333	6.9852e-07	2.7028e-05	1.6751e-06	0.00012605	0.00022868	
8.4683e-06	7.5521e-06	8.5428e-06	7.0185e-06	0.93073	0.00038616	0.00074624	0.031197	0.0012447	0.64679	6.9881e-07	2.672e-05	1.6586e-06	0.00012583	0.00023081	
8.5295e-06	7.1832e-06	8.4403e-06	6.9191e-06	0.93051	0.00038679	0.00073976	0.031204	0.0012389	0.65971	6.9428e-07	2.6401e-05	1.6376e-06	0.00012555	0.00023233	
8.6005e-06	6.8469e-06	8.3427e-06	6.8329e-06	0.93016	0.00038748	0.00073357	0.031261	0.0012372	0.67444	6.9242e-07	2.6096e-05	1.6237e-06	0.0001249	0.00023454	
8.6813e-06	6.5401e-06	8.2497e-06	6.7591e-06	0.92991	0.00038825	0.00072766	0.031368	0.0012395	0.69119	6.9314e-07	2.5805e-05	1.6124e-06	0.00012435	0.00023744	
8.772e-06	6.2603e-06	8.1612e-06	6.6973e-06	0.92974	0.00038909	0.000722	0.031528	0.0012458	0.71024	6.9643e-07	2.5527e-05	1.6037e-06	0.0001239	0.00024104	
8.8539e-06	5.9693e-06	8.0664e-06	6.628e-06	0.92955	0.00038989	0.0007162	0.031669	0.0012496	0.72858	6.95e-07	2.5238e-05	1.5906e-06	0.00012339	0.00024404	
8.9462e-06	5.7047e-06	7.9763e-06	6.5708e-06	0.92947	0.00039077	0.00071067	0.031868	0.0011602	0.73253	6.9629e-07	2.4962e-05	1.5802e-06	0.00012299	0.00024778	
9.0491e-06	5.4641e-06	7.8907e-06	6.5254e-06	0.92948	0.00039172	0.00070539	0.032131	0.0010799	0.73705	7.0027e-07	2.4699e-05	1.5724e-06	0.00012267	0.00025227	
9.1422e-06	5.2119e-06	7.7984e-06	6.4719e-06	0.92945	0.00039263	0.00069996	0.032369	0.00099516	0.77928	6.992e-07	2.4425e-05	1.5599e-06	0.0001223	0.0002561	
9.2255e-06	4.9478e-06	7.6995e-06	6.4101e-06	0.9294	0.00039349	0.00069436	0.032583	0.00090589	0.81979	6.9308e-07	2.4139e-05	1.5428e-06	0.00012186	0.00025926	
9.3212e-06	4.7105e-06	7.606e-06	6.3617e-06	0.92945	0.00039443	0.00068906	0.03287	0.00082676	0.86648	6.9034e-07	2.3869e-05	1.5289e-06	0.00012154	0.00026331	
9.4287e-06	4.4958e-06	7.5173e-06	6.3254e-06	0.92811	0.00039546	0.00068403	0.033235	0.0007561	0.87666	6.9052e-07	2.3612e-05	1.5179e-06	0.00012132	0.00024662	
9.5256e-06	4.2697e-06	7.4217e-06	6.2806e-06	0.92669	0.00039644	0.00067883	0.03357	0.00068103	0.88639	6.8548e-07	2.3342e-05	1.502e-06	0.00012104	0.00025957	
9.6359e-06	4.0673e-06	7.3316e-06	6.249e-06	0.92548	0.0003975	0.00067392	0.033998	0.00061474	0.89764	6.8393e-07	2.3088e-05	1.4895e-06	0.00012086	0.00027394	
9.7584e-06	3.8844e-06	7.246e-06	6.2291e-06	0.92444	0.00039865	0.00066927	0.034525	0.00055541	0.91047	6.8524e-07	2.2847e-05	1.4796e-06	0.00012079	0.0002897	
9.8938e-06	3.7227e-06	7.165e-06	6.2209e-06	0.92354	0.00039988	0.00066489	0.03517	0.00050244	0.91359	6.905e-07	2.2618e-05	1.4726e-06	0.00012081	0.00030699	
1.0042e-05	3.5775e-06	7.0885e-06	6.2244e-06	0.92278	0.0004012	0.00066075	0.035956	0.00045512	0.91717	6.9881e-07	2.2402e-05	1.4683e-06	0.00012093	0.00032595	
1.0207e-05	3.4494e-06	7.0174e-06	6.2413e-06	0.92216	0.00040262	0.0006569	0.036933	0.00041353	0.91796	7.11e-07	2.2201e-05	1.4673e-06	0.00012117	0.00034699	
1.0388e-05	3.3371e-06	6.9516e-06	6.2718e-06	0.92167	0.00040413	0.00065333	0.038149	0.00037703	0.91891	7.2729e-07	2.2013e-05	1.4699e-06	0.00012152	0.00037034	
1.0588e-05	3.2399e-06	6.8913e-06	6.3167e-06	0.9213	0.00040575	0.00065005	0.03967	0.00034521	0.91896	7.4812e-07	2.1841e-05	1.476e-06	0.00012199	0.00039632	
1.0806e-05	3.157e-06	6.8365e-06	6.3767e-06	0.92105	0.00040748	0.00064706	0.040002	0.00031766	0.91909	7.7395e-07	2.1682e-05	1.4859e-06	0.00012259	0.00042528	
1.1011e-05	3.0655e-06	6.7743e-06	6.4529e-06	0.92092	0.00040931	0.00064432	0.040455	0.000294	0.91919	7.9354e-07	2.1539e-05	1.4999e-06	0.00012332	0.00042592	
1.1203e-05	2.9662e-06	6.7053e-06	6.5457e-06	0.91918	0.00041126	0.00064186	0.041057	0.00027373	0.91926	8.0736e-07	2.141e-05	1.518e-06	0.00012419	0.00042796	
1.1412e-05	2.8791e-06	6.6407e-06	6.6533e-06	0.91736	0.0004133	0.00063965	0.041821	0.00025601	0.91941	8.2528e-07	2.1293e-05	1.53e-06	0.000125	0.00043123	
1.1609e-05	2.7852e-06	6.5698e-06	6.7521e-06	0.91546	0.0004153	0.00063729	0.042523	0.00023624	0.91953	8.378e-07	2.1165e-05	1.5374e-06	0.00012574	0.00043368	
1.1822e-05	2.7023e-06	6.5029e-06	6.865e-06	0.91379	0.00041739	0.00063515	0.043397	0.00021872	0.91972	8.5413e-07	2.1049e-05	1.5476e-06	0.00012659	0.0004373	
1.2023e-05	2.6122e-06	6.4293e-06	6.9685e-06	0.91203	0.00041942	0.00063285	0.044194	0.0001991	0.91989	8.648e-07	2.0921e-05	1.553e-06	0.00012737	0.00051687	
1.2212e-05	2.5154e-06	6.3496e-06	7.0635e-06	0.9102	0.0004214	0.00063042	0.044931	0.00017748	0.92004	8.7015e-07	2.0783e-05	1.5537e-06	0.00012809	0.00059363	
1.239e-05	2.4118e-06	6.2635e-06	7.15e-06	0.90829	0.00042334	0.00062784	0.045611	0.00015381	0.92016	8.7016e-07	2.0634e-05	1.5497e-06	0.00012875	0.00066766	
1.2587e-05	2.321e-06	6.1824e-06	6.9114e-06	0.89977	0.00042538	0.00062552	0.046479	0.00013284	0.92036	8.7485e-07	2.0499e-05	1.5494e-06	0.00012955	0.00074949	
1.2803e-05	2.1975e-06	6.1062e-06	6.6954e-06	0.89229	0.00042734	0.000623	0.047586	0.00011423	0.92067	8.6131e-07	2.0376e-05	1.5527e-06	0.00013047	0.00084003	
1.3007e-05	2.0663e-06	6.0237e-06	6.469e-06	0.88451	0.00042926	0.00062033	0.048607	9.3709e-05	0.92095	8.423e-07	2.0243e-05	1.5513e-06	0.00013133	0.00092729	
1.3228e-05	1.9481e-06	5.945e-06	6.2618e-06	0.8764	0.00043127	0.0006179	0.049871	7.5018e-05	0.92051	8.2728e-07	2.012e-05	1.5441e-06	0.00013212	0.0010228	
1.3469e-05	1.8429e-06	5.8709e-06	6.0745e-06	0.86927	0.00043339	0.0006157	0.051469	5.8109e-05	0.92016	8.1667e-07	2.001e-05	1.5404e-06	0.00013304	0.0011283	
1.3699e-05	1.7309e-06	5.7906e-06	5.8776e-06	0.86197	0.00043546	0.00061337	0.052946	3.949e-05	0.91979	8.008e-07	1.9889e-05	1.532e-06	0.00013389	0.0012301	
1.3916e-05	1.6121e-06	5.7042e-06	5.6711e-06	0.85436	0.00043748	0.0006109	0.054314	4.3992e-05	0.9207	7.7965e-07	1.9759e-05	1.5198e-06	0.00013468	0.0013284	
1.4149e-05	1.5034e-06	5.6208e-06	5.4805e-06	0.84756	0.00043958	0.00060862	0.055965	4.8669e-05	0.92176	7.6155e-07	1.9637e-05	1.5099e-06	0.00013558	0.001435	
1.44e-05	1.4047e-06	5.5407e-06	5.3062e-06	0.84152	0.00044178	0.00060654	0.057984	5.3657e-05	0.923	7.4677e-07	1.9525e-05	1.5026e-06	0.00013658	0.0015511	
1.4667e-05	1.3139e-06	5.4633e-06	5.1454e-06	0.8361	0.00044407	0.00060465	0.060401	5.8885e-05	0.92309	7.3454e-07	1.9421e-05	1.4974e-06	0.00013769	0.0015677	
1.4924e-05	1.2183e-06	5.3805e-06	4.977e-06	0.83049	0.00044631	0.00060264	0.062686	6.2866e-05	0.92317	7.1781e-07	1.9308e-05	1.4882e-06	0.00013874	0.0015833	
1.5198e-05	1.1305e-06	5.3004e-06	4.8224e-06	0.82549	0.00044865	0.00060082	0.065437	6.716e-05	0.92231	7.0373e-07	1.9204e-05	1.4812e-06	0.00013991	0.0016015	
1.549e-05	1.0498e-06	5.2229e-06	4.6805e-06	0.82103	0.00045107	0.00059918	0.068734	7.1789e-05	0.92157	6.9209e-07	1.9109e-05	1.4763e-06	0.00014117	0.0016221	
1.5799e-05	9.7547e-07	5.1477e-06	4.5504e-06	0.81706	0.00045358	0.00059771	0.072679	7.6792e-05	0.92095	6.8278e-07	1.9021e-05	1.4734e-06	0.00014255	0.0016455	
1.6127e-05	9.0706e-07	5.0749e-06	4.4317e-06	0.81353	0.00045618	0.00059642	0.077395	8.2218e-05	0.92042	6.7572e-07	1.8941e-05	1.4726e-06	0.00014404	0.0016717	
1.6444e-05	8.3461e-07	4.9971e-06	4.3065e-06	0.80988	0.00045875	0.00059502	0.081888	8.6394e-05	0.91987	6.6445e-07	1.8853e-05	1.4679e-06	0.00014548	0.0016968	
1.6752e-05	7.5809e-07	4.9141e-06	4.175e-06	0.80611	0.00046127	0.00059352	0.08617	8.9325e-05	0.9193	6.4895e-07	1.8757e-05	1.4594e-06	0.00014688	0.0017208	
1.705e-05	6.7747e-07	4.8262e-06	4.0371e-06	0.80221	0.00046376	0.00059192	0.09025	9.1012e-05	0.9187	6.2922e-07	1.8653e-05	1.447e-06	0.00014822	0.0017437	
1.7338e-05	7.3763e-07	4.7331e-06	3.8927e-06	0.79819	0.00046622	0.00059022	0.094137	9.1457e-05	0.91808	6.0396e-07	1.8541e-05	1.4307e-06	0.00014951	0.0017656	
1.7617e-05	7.9403e-07	4.6351e-06	3.7418e-06	0.79404	0.00046863	0.00058842	0.09784	9.066e-05	0.91742	5.7444e-07	1.8421e-05	1.4106e-06	0.00015076	0.0017864	
1.7914e-05	8.5519e-07	4.5393e-06	3.6023e-06	0.79034	0.00047114	0.00058679	0.10227	9.0276e-05	0.91687	5.4723e-07	1.8309e-05	1.3925e-06	0.00015211	0.00181	
1.8229e-05	9.2154e-07	4.4458e-06	3.4735e-06	0.78706	0.00047374	0.00058533	0.10756	9.0302e-05	0.91642	5.2216e-07	1.8205e-05	1.3764e-06	0.00015358	0.0018365	
1.8562e-05	9.9278e-07	4.3539e-06	3.3537e-06	0.7841	0.00047641	0.00058402	0.11378	9.0611e-05	0.91604	4.9859e-07	1.8107e-05	1.3618e-06	0.00015516	0.0018657	
1.8916e-05	1.0701e-06	4.2641e-06	3.2434e-06	0.78149	0.00047919	0.00058288	0.1212	9.1334e-05	0.91574	4.7685e-07	1.8017e-05	1.3491e-06	0.00015686	0.0018982	
1.9287e-05	1.1533e-06	4.1759e-06	3.1412e-06	0.77915	0.00048205	0.00058189	0.12993	9.2354e-05	0.91551	4.5638e-07	1.7934e-05	1.3378e-06	0.00015866	0.0019338	
1.9678e-05	1.2427e-06	4.0891e-06	3.0466e-06	0.77707	0.00048499	0.00058105	0.14018	9.3686e-05	0.91534	4.3709e-07	1.7856e-05	1.328e-06	0.00016059	0.0019727	
2.009e-05	1.3392e-06	4.0046e-06	2.9595e-06	0.77522	0.00048803	0.00058037	0.15226	9.5362e-05	0.91524	4.1893e-07	1.7785e-05	1.3196e-06	0.00016264	0.0020152	
1.978e-05	1.4434e-06	3.9266e-06	2.8795e-06	0.76909	0.00049116	0.00057983	0.16653	9.7416e-05	0.9139	4.0191e-07	1.7721e-05	1.185e-06	0.00016689	0.0020615	
1.946e-05	1.5427e-06	3.8436e-06	2.7939e-06	0.76275	0.00049425	0.0005792	0.1801	9.8191e-05	0.91251	3.8084e-07	1.7648e-05	1.0455e-06	0.00017107	0.0021063	
1.913e-05	1.6375e-06	3.7557e-06	2.7029e-06	0.75622	0.0004973	0.00057846	0.19309	9.7736e-05	0.91107	3.5585e-07	1.7568e-05	9.0136e-07	0.00017517	0.0021498	
1.8821e-05	1.7411e-06	3.6697e-06	2.6066e-06	0.7504	0.00050046	0.0005779	0.1958	9.7767e-05	0.90982	3.3221e-07	1.7481e-05	7.6298e-07	0.0001795	0.0021915	
1.8528e-05	1.8531e-06	3.5849e-06	2.5171e-06	0.74515	0.0005037	0.00057748	0.199	9.814e-05	0.90873	3.0934e-07	1.7399e-05	6.2916e-07	0.00018404	0.002237	
1.8252e-05	1.9739e-06	3.5012e-06	2.434e-06	0.74042	0.00050704	0.00057722	0.20276	9.8854e-05	0.90778	2.8711e-07	1.7324e-05	4.9957e-07	0.00018879	0.0022864	
1.7991e-05	2.1044e-06	3.4185e-06	2.3571e-06	0.73615	0.00051048	0.0005771	0.20341	9.9916e-05	0.90695	2.6538e-07	1.7255e-05	3.7392e-07	0.00019378	0.0023401	
1.7746e-05	2.2453e-06	3.3369e-06	2.2859e-06	0.73232	0.00051401	0.00057712	0.20289	0.00010133	0.90624	2.4405e-07	1.7192e-05	2.519e-07	0.000199	0.0023982	
1.7517e-05	2.3974e-06	3.2562e-06	2.2203e-06	0.72887	0.00051764	0.00057729	0.20249	0.00010312	0.90563	2.2299e-07	1.7135e-05	1.3322e-07	0.00020447	0.0024612	
1.7277e-05	2.5435e-06	3.1707e-06	2.1495e-06	0.7253	0.00052123	0.00057736	0.20206	0.00010363	0.90499	1.9814e-07	1.707e-05	1.3222e-07	0.00020985	0.0025223	
1.7028e-05	2.6838e-06	3.0803e-06	2.0736e-06	0.72161	0.00052478	0.00057733	0.20158	0.00010288	0.90432	1.6948e-07	1.6997e-05	1.2819e-07	0.00021513	0.0025818	
1.6796e-05	2.8371e-06	2.9913e-06	2.0039e-06	0.71834	0.00052844	0.00057747	0.20125	0.00010263	0.90376	1.4136e-07	1.6932e-05	1.229e-07	0.0002207	0.0026467	
1.658e-05	3.0045e-06	2.9036e-06	1.9401e-06	0.71544	0.00053221	0.00057777	0.20105	0.00010289	0.9033	1.1359e-07	1.6873e-05	1.1632e-07	0.00022657	0.0027175	
1.638e-05	3.1873e-06	2.8172e-06	1.882e-06	0.71288	0.0005361	0.00057825	0.20096	0.00010365	0.90292	8.6014e-08	1.6822e-05	1.0845e-07	0.00023274	0.0027947	
1.6197e-05	3.356e-06	2.7324e-06	1.819e-06	0.70972	0.00053995	0.00057862	0.20085	0.00010317	0.90251	1.1385e-07	1.6763e-05	1.6228e-07	0.0002762	0.00287	
1.6005e-05	3.5186e-06	2.6429e-06	1.7512e-06	0.70646	0.00054375	0.0005789	0.2007	0.00010145	0.90208	1.3809e-07	1.6696e-05	2.1271e-07	0.00031917	0.0029434	
1.5827e-05	3.695e-06	2.5541e-06	1.6882e-06	0.70355	0.00054766	0.00057933	0.20067	0.0001001	0.90173	1.6218e-07	1.6635e-05	2.6339e-07	0.00036408	0.0030227	
1.5663e-05	3.888e-06	2.4664e-06	1.6304e-06	0.70097	0.00055169	0.00057992	0.20075	9.9256e-05	0.90146	1.8657e-07	1.6582e-05	3.1479e-07	0.00041126	0.0031092	
1.5512e-05	4.097e-06	2.3792e-06	1.5768e-06	0.6987	0.00055583	0.00058067	0.19942	9.8769e-05	0.89945	2.1111e-07	1.6534e-05	3.6672e-07	0.0004205	0.0032026	
1.5352e-05	4.2987e-06	2.2873e-06	1.5184e-06	0.69635	0.00055993	0.00058131	0.198	9.702e-05	0.89736	2.3188e-07	1.6478e-05	4.1508e-07	0.00042961	0.0032935	
1.5183e-05	4.4933e-06	2.1906e-06	1.4552e-06	0.69391	0.00056398	0.00058185	0.19652	9.4012e-05	0.89519	2.4887e-07	1.6415e-05	4.5989e-07	0.00043858	0.0033822	
