Vombatus_ursinus	Trichosurus_vulpecula	Thylacinus_cynocephalus	Tachyglossus_aculeatus	Sarcophilus_harrisii	Phascolarctos_cinereus	Ornithorhynchus_anatinus	Monodelphis_domestica	Macropus_eugenii	Gracilinanus_agilis	Dromiciops_gliroides	Antechinus_flavipes	
3.5347e-06	0.00055491	0.00010716	6.6464e-05	0.0031609	0.00045487	0.013263	0.00011245	8.2071e-07	2.7399e-05	1.8021e-05	0.00032992	
3.395e-06	0.00055541	0.00010576	6.783e-05	0.0031581	0.00045459	0.013478	0.00011262	7.7229e-07	2.7609e-05	1.8068e-05	0.00033478	
3.2651e-06	0.00055616	0.00010447	6.9184e-05	0.0031556	0.00045442	0.01369	0.00011292	7.3025e-07	2.7849e-05	1.8176e-05	0.00033983	
3.124e-06	0.00055674	0.00010061	7.0526e-05	0.0031535	0.00045417	0.0139	0.00011336	6.7836e-07	2.8136e-05	1.8135e-05	0.00034511	
2.994e-06	0.00055762	9.7031e-05	7.1856e-05	0.0031517	0.00045405	0.014107	0.00011394	6.3391e-07	2.8461e-05	1.8164e-05	0.00035063	
2.8746e-06	0.00055879	9.3707e-05	7.3174e-05	0.0031503	0.00045406	0.014311	0.00011466	5.9613e-07	2.8826e-05	1.8263e-05	0.00035637	
2.7446e-06	0.0005598	9.0245e-05	7.4481e-05	0.0031486	0.00045399	0.014512	0.0001153	5.4913e-07	2.916e-05	1.8315e-05	0.00036199	
2.6247e-06	0.00056111	8.703e-05	7.5776e-05	0.0031473	0.00045405	0.014711	0.00011609	5.0847e-07	2.9534e-05	1.8438e-05	0.00036784	
2.5128e-06	0.0005627	8.4023e-05	7.7059e-05	0.003133	0.00045422	0.014907	0.00011704	4.7233e-07	2.9952e-05	1.8626e-05	0.000374	
2.3907e-06	0.00056317	8.0889e-05	7.833e-05	0.0031182	0.00045432	0.0151	0.00011789	5.1675e-07	3.0337e-05	1.8764e-05	0.00038001	
2.2778e-06	0.00056394	7.798e-05	7.959e-05	0.0031042	0.00045454	0.01529	0.0001189	5.676e-07	3.0765e-05	1.8978e-05	0.00038628	
2.1737e-06	0.000565	7.5281e-05	8.0838e-05	0.0030907	0.00045489	0.015478	0.00012009	6.2574e-07	3.1238e-05	1.9272e-05	0.00039282	
2.3291e-06	0.0005659	7.2466e-05	8.2074e-05	0.003077	0.00045512	0.015663	0.00012117	6.7412e-07	3.1677e-05	1.9513e-05	0.00039921	
2.4943e-06	0.00056711	6.9831e-05	8.3298e-05	0.0030637	0.00045546	0.015845	0.00012073	6.3344e-07	3.2294e-05	1.9168e-05	0.00040584	
2.6482e-06	0.00056814	6.7363e-05	8.451e-05	0.0030511	0.00045573	0.016024	0.00012044	5.8326e-07	3.2967e-05	1.8975e-05	0.00041271	
2.7918e-06	0.00056903	6.4801e-05	8.5711e-05	0.0030381	0.00045593	0.016201	0.00012007	5.2405e-07	3.3605e-05	1.8736e-05	0.00041945	
2.9255e-06	0.00056976	6.2142e-05	8.69e-05	0.0030249	0.00045606	0.016375	0.00011963	4.5561e-07	3.4209e-05	1.8449e-05	0.00042606	
3.0684e-06	0.00056629	5.965e-05	8.8077e-05	0.0030122	0.0004563	0.016546	0.00011931	3.9451e-07	3.4859e-05	1.8231e-05	0.00043292	
3.2003e-06	0.00056258	5.7052e-05	8.9243e-05	0.0029992	0.00045647	0.016714	0.00011891	3.2378e-07	3.5469e-05	1.7962e-05	0.00043962	
3.3213e-06	0.00055854	5.7026e-05	9.0396e-05	0.0029858	0.00045656	0.01688	0.00011866	3.5842e-07	3.6148e-05	1.7627e-05	0.00044618	
3.3011e-06	0.00054823	5.6951e-05	9.1538e-05	0.0029721	0.00045788	0.017043	0.00011855	4.2832e-07	3.6887e-05	1.7441e-05	0.00045258	
3.2715e-06	0.00053741	5.6835e-05	9.2668e-05	0.0029581	0.00045912	0.017203	0.00011835	4.8853e-07	3.7585e-05	1.7206e-05	0.00045885	
3.2497e-06	0.00052755	5.6679e-05	9.3787e-05	0.0029438	0.0004605	0.01736	0.00011829	5.5642e-07	3.8343e-05	1.7044e-05	0.00046499	
1.9842e-06	0.00014103	4.6819e-05	0.00013077	0.0023597	0.00041264	0.021551	0.00011463	4.2615e-07	6.7444e-05	6.8564e-06	0.00073993	
1.8738e-06	0.00013146	4.6417e-05	0.00013137	0.0023459	0.00041134	0.021589	0.00011432	4.6586e-07	6.794e-05	6.426e-06	0.00074617	
1.7713e-06	0.00012271	4.6073e-05	0.00013196	0.0023327	0.00041017	0.021624	0.00011389	5.1126e-07	6.8366e-05	6.0668e-06	0.00075268	
1.6762e-06	0.00011477	4.5785e-05	0.00013254	0.00232	0.00040914	0.021656	0.00011361	4.7837e-07	6.8856e-05	5.7664e-06	0.00075949	
1.5719e-06	0.00010604	4.5457e-05	0.00013311	0.0023071	0.00040803	0.021686	0.00011346	5.7188e-07	6.9418e-05	5.6383e-06	0.00076614	
1.459e-06	9.6945e-05	4.5187e-05	0.00013366	0.0022947	0.00040685	0.021713	0.00011324	6.5495e-07	6.994e-05	5.4808e-06	0.00077308	
1.3535e-06	8.8643e-05	4.4971e-05	0.00013421	0.0022829	0.0004058	0.021737	0.00011315	6.4291e-07	7.0529e-05	5.3631e-06	0.00078034	
1.2396e-06	8.6026e-05	4.4716e-05	0.00013474	0.0022708	0.00040468	0.021758	0.00011299	7.1646e-07	7.1076e-05	5.2164e-06	0.00078742	
1.1171e-06	8.3246e-05	4.4426e-05	0.00013526	0.0022585	0.00040349	0.021777	0.00011276	1.2689e-06	7.1582e-05	5.0404e-06	0.00079437	
1.0007e-06	8.0707e-05	4.4183e-05	0.00013577	0.0022466	0.00040242	0.021793	0.00011264	1.4348e-06	7.2147e-05	4.2907e-06	0.00080158	
1.0617e-06	7.8027e-05	4.3902e-05	0.00013627	0.0022344	0.00040122	0.021806	0.00011244	1.584e-06	7.2666e-05	4.2891e-06	0.00080864	
1.5675e-06	7.52e-05	4.3583e-05	0.00013675	0.002222	0.00039989	0.021817	0.00011217	1.7175e-06	7.3139e-05	4.2608e-06	0.00081553	
2.051e-06	7.2221e-05	4.3224e-05	0.00013722	0.0022092	0.00039849	0.021824	0.00011203	1.8356e-06	7.3686e-05	4.354e-06	0.00082226	
2.5128e-06	7.24e-05	4.2826e-05	0.00013768	0.0021962	0.000397	0.021829	0.00011181	1.9345e-06	7.4186e-05	4.4194e-06	0.00082884	
2.6338e-06	7.2678e-05	4.2483e-05	0.00013813	0.0021837	0.00039568	0.021832	0.00011172	2.0508e-06	7.4756e-05	4.5174e-06	0.00083572	
4.8862e-06	8.0179e-05	1.8646e-05	0.00014539	0.0015628	0.00032618	0.018215	0.00010473	4.0134e-06	9.965e-05	1.9852e-06	0.0012077	
4.8328e-06	8.3648e-05	1.7988e-05	0.00014522	0.0015506	0.00032464	0.018073	0.00010434	3.9346e-06	9.9918e-05	1.7227e-06	0.0012147	
4.7688e-06	8.6945e-05	1.7292e-05	0.00014504	0.0015381	0.00032302	0.017929	0.0001041	3.8389e-06	0.00010028	1.4241e-06	0.0012216	
4.7153e-06	9.0559e-05	1.6649e-05	0.00014485	0.0015262	0.00032153	0.017782	0.00010398	3.7644e-06	0.00010071	1.1647e-06	0.0012287	
4.6511e-06	9.3993e-05	1.7007e-05	0.00014464	0.001514	0.00031996	0.017632	0.00010379	3.6733e-06	0.00010109	8.746e-07	0.0012357	
4.577e-06	9.7273e-05	1.7338e-05	0.00014443	0.0015164	0.00031833	0.017479	0.00010352	3.5668e-06	0.00010143	5.5512e-07	0.0012425	
4.4929e-06	0.0001004	1.7643e-05	0.0001442	0.0015187	0.00031662	0.017324	0.00010339	3.4444e-06	0.00010185	4.8139e-07	0.0012491	
4.3986e-06	0.00010339	1.7982e-05	0.00014396	0.0015211	0.00031485	0.017166	0.00010319	3.3057e-06	0.00010223	3.9205e-07	0.0012561	
4.2941e-06	0.00010623	1.8295e-05	0.0001437	0.0015235	0.000313	0.017005	0.00010292	3.1504e-06	0.00010256	2.8688e-07	0.0012628	
4.1991e-06	0.00010933	1.864e-05	0.00014344	0.0015261	0.00031127	0.016841	0.00010276	3.0155e-06	0.00010296	1.8992e-07	0.0012699	
4.093e-06	0.00011226	1.8955e-05	0.00014316	0.0015285	0.00030946	0.016675	0.00010253	2.8627e-06	0.0001033	2.0972e-07	0.0012767	
3.9757e-06	0.00011503	1.9307e-05	0.00014288	0.0015312	0.00030757	0.016506	0.00010241	2.6908e-06	0.00010373	2.3206e-07	0.0012839	
3.8696e-06	0.00011808	1.97e-05	0.00014258	0.0015341	0.00030582	0.016334	0.0001022	2.5431e-06	0.00010407	2.5688e-07	0.0012915	
3.7525e-06	0.00012097	2.014e-05	0.00014227	0.0015373	0.00030398	0.01616	0.0001019	2.3775e-06	0.00010436	2.6911e-07	0.0012994	
3.6243e-06	0.0001237	2.063e-05	0.00014194	0.0015408	0.00030207	0.015982	0.00010153	2.1932e-06	0.0001046	2.6884e-07	0.0013076	
3.5074e-06	0.00012668	2.1167e-05	0.00014161	0.0015445	0.00030029	0.015802	0.00010127	2.03e-06	0.00010491	2.6946e-07	0.0013162	
3.3792e-06	0.00014574	2.167e-05	0.00014126	0.0015481	0.00029847	0.01562	0.00010094	1.8421e-06	0.00010517	2.5773e-07	0.0013246	
3.0705e-06	0.00015552	2.214e-05	0.0001409	0.0015516	0.00029826	0.015434	0.00010051	1.7801e-06	0.00010536	2.8692e-07	0.0013329	
2.7826e-06	0.00016621	2.2656e-05	0.00014054	0.0015553	0.00029816	0.015246	0.0001002	1.7312e-06	0.00010563	3.1939e-07	0.0013415	
2.4805e-06	0.00017646	2.3137e-05	0.00014015	0.0015588	0.000298	0.015055	0.00010003	1.6708e-06	0.00010599	3.3783e-07	0.0013499	
2.1983e-06	0.00018767	2.3587e-05	0.00013976	0.0015623	0.00029794	0.014861	9.9793e-05	1.6229e-06	0.00010629	3.4379e-07	0.0013582	
1.9345e-06	0.00019993	2.3338e-05	0.00013936	0.001566	0.00029799	0.014665	9.9676e-05	1.5868e-06	0.00010668	3.5301e-07	0.0013668	
1.6575e-06	0.00021169	2.3126e-05	0.00013894	0.0015699	0.00029798	0.014465	9.9492e-05	1.5398e-06	0.00010702	3.497e-07	0.0013758	
1.367e-06	0.00022297	2.2886e-05	0.00013851	0.0015738	0.00029791	0.014263	9.924e-05	1.4817e-06	0.00010731	5.4401e-07	0.0013846	
1.0922e-06	0.00022638	2.2679e-05	0.00013807	0.0015778	0.00029793	0.014059	9.9095e-05	1.435e-06	0.00010767	7.6007e-07	0.0013937	
8.3489e-07	0.00022978	2.2441e-05	0.00013762	0.0015817	0.00029806	0.013851	0.00010129	1.3846e-06	0.00010772	9.2191e-07	0.0014026	
5.9317e-07	0.00023317	2.2239e-05	0.00013716	0.0015859	0.00029829	0.013641	0.00010375	1.3303e-06	0.00010783	1.1074e-06	0.001412	
3.657e-07	0.00023656	2.2074e-05	0.00013668	0.0015904	0.00029862	0.013428	0.0001065	1.2722e-06	0.00010803	1.3207e-06	0.0014217	
3.4405e-07	0.00023976	2.188e-05	0.0001362	0.0015947	0.00029885	0.013212	0.00012175	1.2024e-06	0.00010805	1.5077e-06	0.0014312	
3.2514e-07	0.00024273	2.1656e-05	0.0001357	0.0015989	0.00029928	0.012993	0.0001362	1.1187e-06	0.00010803	2.5991e-06	0.0014406	
3.0645e-07	0.00024602	2.1468e-05	0.00013519	0.0016033	0.00029982	0.012772	0.00015219	1.0469e-06	0.00010808	3.8602e-06	0.0014503	
2.8229e-07	0.00024921	2.1251e-05	0.00013467	0.0016076	0.0003003	0.012548	0.00017011	9.631e-07	0.00010822	5.0042e-06	0.0014598	
2.583e-07	0.00025275	2.107e-05	0.00013413	0.0016122	0.00030088	0.012321	0.00018994	8.9059e-07	0.00010844	6.3283e-06	0.0014697	
2.3435e-07	0.00025672	2.0851e-05	0.00013359	0.0016166	0.00030156	0.012092	0.0002119	8.2842e-07	0.00010873	6.7256e-06	0.0014794	
2.0989e-07	0.00026104	2.0663e-05	0.00013303	0.0016212	0.00030234	0.011859	0.00023248	7.737e-07	0.00010896	7.1886e-06	0.0014895	
1.8033e-07	0.00026517	2.0448e-05	0.00013246	0.0016258	0.00030307	0.011624	0.00025213	7.0931e-07	0.00010914	7.6071e-06	0.0014994	
1.5021e-07	0.00026966	2.0263e-05	0.00013188	0.0016306	0.00030388	0.011386	0.00027361	6.52e-07	0.00010938	8.0915e-06	0.0015097	
1.1479e-07	0.00027383	2.0117e-05	0.00013129	0.0016357	0.00030464	0.011146	0.00029399	7.4322e-07	0.00010958	8.5227e-06	0.0015204	
7.9154e-08	0.00027844	1.9934e-05	0.00013069	0.0016406	0.0003055	0.010902	0.00031654	8.4663e-07	0.00010985	9.0355e-06	0.0015309	
4.2733e-08	0.00028345	1.9781e-05	0.00013007	0.0016379	0.00030646	0.010656	0.00032393	9.6169e-07	0.00011025	9.6277e-06	0.0015419	
4.6904e-08	0.00028824	1.9602e-05	0.00012944	0.0016352	0.00030734	0.010407	0.00033096	1.0646e-06	0.0001106	1.0166e-05	0.0015527	
4.887e-08	0.00028903	1.9458e-05	0.00012881	0.0016328	0.00030835	0.010155	0.00033276	1.1848e-06	0.00011106	1.0802e-05	0.0015548	
4.864e-08	0.00029004	1.9345e-05	0.00012815	0.0016306	0.00030946	0.0099006	0.00033487	1.322e-06	0.0001116	1.155e-05	0.0015571	
4.6215e-08	0.00029128	1.9265e-05	0.00012749	0.0016287	0.0003107	0.0096432	0.0003373	1.4786e-06	0.00011222	1.1646e-05	0.0015596	
4.1581e-08	0.00029278	1.9215e-05	0.00012682	0.0016271	0.00031206	0.0093831	0.00034007	1.4817e-06	0.00011293	1.1223e-05	0.0015622	
7.4974e-08	0.00029414	1.9139e-05	0.00012613	0.0016253	0.0003133	0.0091203	0.00034266	1.4737e-06	0.00011359	1.0746e-05	0.0015648	
1.0777e-07	0.00029267	1.9096e-05	0.00012543	0.0016133	0.00031467	0.0088546	0.00034619	1.478e-06	0.00011283	1.0369e-05	0.0015677	
1.4013e-07	0.00029143	1.9085e-05	0.00012473	0.0016018	0.00031616	0.0085861	0.00034941	1.4925e-06	0.00011199	9.1257e-06	0.0015708	
1.7224e-07	0.00029041	1.9099e-05	0.000124	0.0015908	0.00031778	0.0083149	0.00035305	1.5174e-06	0.00011124	8.0558e-06	0.0015741	
2.0521e-07	0.00028962	1.9146e-05	0.00012327	0.0015804	0.00031674	0.0080409	0.00035715	1.5531e-06	0.00011058	7.1349e-06	0.0015716	
2.3301e-07	0.00028871	1.9087e-05	0.00012253	0.0015706	0.00031564	0.0077641	0.00036176	1.5782e-06	0.00011001	6.9193e-06	0.0015693	
2.6101e-07	0.00028385	1.9e-05	0.00012177	0.0015605	0.00031466	0.0074845	0.00036611	1.6204e-06	0.00010938	6.5665e-06	0.0015669	
2.8875e-07	0.00027939	1.8883e-05	0.000121	0.0015501	0.00031378	0.0072021	0.00037015	1.6728e-06	0.00010868	6.2725e-06	0.0015644	
3.1123e-07	0.00027471	1.8742e-05	0.00012022	0.0015396	0.00031283	0.0069169	0.0003747	1.7139e-06	0.00010807	5.9399e-06	0.0015618	
3.3396e-07	0.00027047	1.8632e-05	0.00011943	0.0015295	0.000312	0.0066289	0.00037979	1.7674e-06	0.00010755	5.663e-06	0.0015594	
3.5141e-07	0.00026598	1.8498e-05	0.00011863	0.0015192	0.00031112	0.0063382	0.00038462	1.8081e-06	0.00010697	5.3508e-06	0.0015569	
3.6917e-07	0.0002619	1.8395e-05	0.00011782	0.0015094	0.00031034	0.0060446	0.00039002	1.8616e-06	0.00010648	5.0908e-06	0.0015546	
3.8735e-07	0.00025822	1.8323e-05	0.00011699	0.0015	0.00030967	0.0057482	0.00039604	1.9288e-06	0.00010607	4.8774e-06	0.0015525	
4.0851e-07	0.00025502	1.8281e-05	0.00011603	0.001491	0.00030545	0.0054214	0.0003974	1.8507e-06	0.00010581	4.7073e-06	0.0015506	
4.3036e-07	0.00025215	1.8269e-05	0.00011529	0.0014824	0.00030147	0.0051451	0.00039905	1.7868e-06	0.00010562	4.5752e-06	0.0015489	
4.5312e-07	0.00024244	1.8283e-05	0.0001144	0.0014742	0.0002977	0.004836	0.00040097	1.739e-06	0.0001055	4.473e-06	0.0015474	
4.7627e-07	0.00023349	1.8322e-05	0.00011369	0.0014663	0.00029412	0.0045686	0.00039982	1.4778e-06	0.00010545	4.3991e-06	0.0015461	
4.9383e-07	0.00022415	1.8337e-05	0.00011287	0.0014583	0.00029044	0.0042753	0.00039853	1.1954e-06	0.00010537	4.2994e-06	0.0015446	
5.1182e-07	0.00021552	1.8378e-05	0.00011222	0.0014507	0.00028694	0.0040213	0.00039748	9.4163e-07	0.00010534	4.2273e-06	0.0015351	
5.2393e-07	0.00020635	1.8393e-05	0.00011178	0.0014429	0.00028332	0.0038089	0.00039628	9.4264e-07	0.00010527	4.1273e-06	0.0015254	
6.5544e-07	0.00019664	1.8382e-05	0.00011155	0.0014349	0.00027846	0.0036323	0.00039492	9.3383e-07	0.00010514	4.0026e-06	0.0015155	
7.9309e-07	0.00018767	1.8397e-05	0.00011118	0.0014272	0.00027382	0.0034337	0.0003938	9.3089e-07	0.00010508	3.9056e-06	0.0015059	
9.2217e-07	0.00017831	1.8387e-05	0.00011114	0.0014193	0.00026905	0.0032864	0.00039255	9.1901e-07	0.00010498	3.7831e-06	0.0014962	
1.0577e-06	0.00016966	1.8404e-05	0.00011126	0.0014118	0.00026451	0.003162	0.00039153	9.1295e-07	0.00010493	3.6873e-06	0.0014868	
1.2016e-06	0.00016176	1.845e-05	0.00011123	0.0014046	0.00026021	0.0030171	0.00039081	9.1398e-07	0.00010497	3.6209e-06	0.0014778	
1.3548e-06	0.00015453	1.8527e-05	0.00011107	0.0013978	0.00025613	0.0028506	0.00039035	9.2313e-07	0.00010508	3.586e-06	0.0014692	
1.4988e-06	0.000147	1.858e-05	0.00010914	0.0013908	0.00025194	0.0027728	0.00038976	9.2352e-07	0.00010515	3.5282e-06	0.0014604	
1.6512e-06	0.00014006	1.866e-05	0.00010708	0.0013842	0.00024796	0.0026824	0.0003894	9.3001e-07	0.00010529	3.4944e-06	0.001452	
1.8097e-06	0.00013354	1.8759e-05	0.0001052	0.0013777	0.00024413	0.0026048	0.00038921	9.4032e-07	0.00010547	3.4769e-06	0.0014439	
1.9741e-06	0.00012739	1.8877e-05	0.0001035	0.0013715	0.00024042	0.0025383	0.00038917	9.5407e-07	0.0001057	3.4739e-06	0.0014359	
2.1446e-06	0.00012158	1.9012e-05	0.00010195	0.0013655	0.00023685	0.0024818	0.00038394	9.7116e-07	0.000106	3.4848e-06	0.0014282	
2.3082e-06	0.00011564	1.9132e-05	0.00010056	0.0013594	0.00023322	0.0024359	0.00037908	9.8176e-07	0.00010635	3.4795e-06	0.0014205	
2.4651e-06	0.00010958	1.9236e-05	9.9103e-05	0.0013532	0.00022955	0.002383	0.00037409	9.8599e-07	0.00010668	3.4593e-06	0.0014126	
2.628e-06	0.00010384	1.9358e-05	9.7561e-05	0.0013472	0.00022599	0.002322	0.00036944	9.9353e-07	0.00010705	3.453e-06	0.001405	
2.7959e-06	9.8378e-05	1.9494e-05	9.614e-05	0.0013414	0.00022254	0.0022686	0.00036506	1.0033e-06	0.00010746	3.4573e-06	0.0013975	
2.9689e-06	9.3162e-05	1.9643e-05	9.4832e-05	0.0013358	0.00021919	0.0022221	0.00036093	1.0154e-06	0.00010791	3.4719e-06	0.0013902	
3.1471e-06	8.8185e-05	1.9807e-05	9.3634e-05	0.0013303	0.00021593	0.0021824	0.00035704	1.0297e-06	0.0001084	3.4969e-06	0.0013831	
3.3322e-06	8.3465e-05	1.9989e-05	9.2424e-05	0.001325	0.00021278	0.0021399	0.00035341	1.0472e-06	0.00010893	3.5349e-06	0.0013762	
3.5108e-06	7.8661e-05	2.0156e-05	9.1201e-05	0.0013196	0.00020959	0.0020947	0.0003497	1.0587e-06	0.00010944	3.5593e-06	0.0013693	
3.6964e-06	7.4105e-05	2.0341e-05	8.9968e-05	0.0013144	0.0002065	0.0020467	0.00034624	1.0734e-06	0.00011	3.597e-06	0.0013625	
3.8882e-06	6.9757e-05	2.054e-05	8.8722e-05	0.0013094	0.00020351	0.001996	0.00034299	1.0906e-06	0.0001106	3.6456e-06	0.0013559	
4.0878e-06	6.5635e-05	2.0758e-05	8.7465e-05	0.0013045	0.00020061	0.0019426	0.00033998	1.1113e-06	0.00011125	3.7081e-06	0.0013495	
4.2809e-06	6.1443e-05	2.0963e-05	8.6196e-05	0.0012996	0.00019767	0.0018864	0.00033717	1.1261e-06	0.00011194	3.7557e-06	0.001343	
4.4809e-06	5.7444e-05	2.1183e-05	8.5034e-05	0.0012948	0.00019483	0.0018368	0.00033455	1.1437e-06	0.00011268	3.8152e-06	0.0013367	
4.6741e-06	5.3374e-05	2.1389e-05	8.382e-05	0.00129	0.00019194	0.0017814	0.00033186	1.1552e-06	0.0001134	3.8611e-06	0.0013303	
4.8765e-06	4.9528e-05	2.1615e-05	8.2717e-05	0.0012853	0.00018916	0.0017328	0.00032938	1.1708e-06	0.00011417	3.9227e-06	0.0013242	
5.0887e-06	4.5898e-05	2.1864e-05	8.1736e-05	0.0012809	0.00018648	0.0016921	0.00032712	1.1908e-06	0.000115	4.0012e-06	0.0013182	
5.3119e-06	4.2481e-05	2.2136e-05	8.0879e-05	0.0012766	0.00018391	0.0016593	0.00032507	1.2156e-06	0.00011589	4.0984e-06	0.0013124	
5.5484e-06	3.9288e-05	2.2436e-05	7.9926e-05	0.0012725	0.00018144	0.0016176	0.00032324	1.2465e-06	0.00011685	4.2184e-06	0.0013068	
5.8004e-06	3.632e-05	2.2767e-05	7.9377e-05	0.0012686	0.00017909	0.0013779	0.00032164	1.2846e-06	0.00011788	4.3654e-06	0.0013015	
6.0698e-06	3.3571e-05	2.3134e-05	7.8743e-05	0.001265	0.00017686	0.0011206	0.0003205	1.331e-06	0.00011714	4.5437e-06	0.0012789	
6.355e-06	3.0998e-05	2.3532e-05	7.8232e-05	0.0012616	0.00017472	0.00088908	0.00031389	1.3846e-06	0.00011649	4.7507e-06	0.0012569	
6.6266e-06	2.8322e-05	2.3903e-05	7.7129e-05	0.001258	0.00017253	0.00085167	0.00030701	1.4285e-06	0.0001158	4.9312e-06	0.0012346	
6.9169e-06	2.5838e-05	2.4311e-05	7.6185e-05	0.0012547	0.00017044	0.00082163	0.0003007	1.4814e-06	0.00011518	5.1466e-06	0.0012131	
7.2272e-06	2.3533e-05	2.4757e-05	7.5393e-05	0.0012515	0.00016846	0.00079838	0.00029489	1.5438e-06	0.00011463	5.4004e-06	0.0011922	
7.5588e-06	2.1393e-05	2.5243e-05	7.4745e-05	0.0012486	0.00016658	0.00078155	0.00028956	1.6168e-06	0.00011414	5.6974e-06	0.001172	
7.8749e-06	1.9163e-05	2.57e-05	7.4007e-05	0.0012456	0.00016465	0.00075749	0.00028401	1.679e-06	0.00011362	5.9623e-06	0.0011516	
8.2117e-06	1.7085e-05	2.6119e-05	7.3164e-05	0.0012424	0.00016281	0.00072553	0.00027891	1.7513e-06	0.00011315	6.2711e-06	0.0011308	
8.5329e-06	1.4918e-05	2.651e-05	7.2485e-05	0.0012392	0.00016091	0.00070103	0.00027358	1.8125e-06	0.00011265	6.5466e-06	0.0011096	
8.8758e-06	1.29e-05	2.6938e-05	7.1938e-05	0.0012361	0.00015911	0.00068215	0.0002687	1.8847e-06	0.00011221	6.8681e-06	0.0010892	
9.2021e-06	1.0792e-05	2.7336e-05	7.1299e-05	0.0012329	0.00015725	0.00065603	0.00026431	1.9452e-06	0.00011186	7.1524e-06	0.0010684	
9.5119e-06	1.0599e-05	2.7704e-05	7.0821e-05	0.0012296	0.00015532	0.00063702	0.00025969	1.9911e-06	0.00011146	7.4016e-06	0.0010473	
9.848e-06	1.0438e-05	2.8118e-05	7.0493e-05	0.0012266	0.00015351	0.00062451	0.00025595	2.0505e-06	0.00010899	7.7067e-06	0.0010269	
1.0167e-05	1.0249e-05	2.8501e-05	7.0077e-05	0.0012234	0.00015164	0.00060504	0.00025201	2.098e-06	0.00010644	7.9752e-06	0.0010063	
1.0469e-05	1.003e-05	2.8853e-05	6.9814e-05	0.0012201	0.00014971	0.00059213	0.00024787	2.1339e-06	0.0001038	8.208e-06	0.0009852	
1.0795e-05	9.8393e-06	2.9245e-05	6.97e-05	0.001217	0.00014788	0.00058543	0.0002441	2.1812e-06	0.00010131	8.0174e-06	0.00096488	
1.0754e-05	9.6757e-06	2.9678e-05	6.9478e-05	0.0012142	0.00014617	0.00057093	0.00024069	2.2407e-06	9.8964e-05	7.8693e-06	0.00094526	
1.073e-05	9.5443e-06	3.0162e-05	6.9401e-05	0.0012115	0.00014455	0.00056241	0.00023765	2.1382e-06	9.6777e-05	7.7676e-06	0.0009264	
1.072e-05	9.4377e-06	3.0691e-05	6.9447e-05	0.0012091	0.00014303	0.00055857	0.00023492	2.0499e-06	9.4719e-05	7.7037e-06	0.00090819	
1.0697e-05	9.3037e-06	3.1186e-05	6.9408e-05	0.0012065	0.00014145	0.00054809	0.00023201	1.9485e-06	9.2586e-05	7.6093e-06	0.00088966	
1.0691e-05	9.1989e-06	3.1735e-05	6.9512e-05	0.0012041	0.00013997	0.00054329	0.00022944	1.8632e-06	9.0596e-05	7.5583e-06	0.00087185	
1.0701e-05	9.123e-06	3.2341e-05	6.9797e-05	0.001202	0.00013859	0.00054528	0.00022717	1.7926e-06	8.8743e-05	7.5498e-06	0.00085474	
1.0698e-05	9.0174e-06	3.3015e-05	6.9989e-05	0.0012001	0.00013715	0.00054043	0.00022474	1.7087e-06	8.681e-05	7.5074e-06	0.00083831	
1.0709e-05	8.9358e-06	3.3746e-05	6.9214e-05	0.0011985	0.00013579	0.00057752	0.00022257	1.6368e-06	8.4995e-05	7.5014e-06	0.00078682	
1.0734e-05	8.8854e-06	3.4545e-05	6.8311e-05	0.001197	0.00013451	0.0006059	0.00022067	1.5767e-06	8.3309e-05	7.5364e-06	0.00073734	
1.0747e-05	8.8081e-06	4.0099e-05	6.7307e-05	0.0011955	0.00013318	0.00062707	0.00021864	1.5051e-06	8.1556e-05	7.5414e-06	0.00068697	
1.0774e-05	8.7538e-06	4.6011e-05	6.6453e-05	0.0011941	0.00013192	0.00065397	0.00021684	1.4441e-06	7.9911e-05	7.5826e-06	0.00063832	
1.0817e-05	8.7266e-06	5.2362e-05	6.5762e-05	0.0011929	0.00013076	0.00068839	0.00021529	1.3947e-06	7.8382e-05	7.6669e-06	0.00059155	
1.0875e-05	8.7217e-06	5.9125e-05	6.5205e-05	0.0011919	0.00012966	0.00072972	0.00021393	1.3543e-06	7.6949e-05	7.7897e-06	0.00054638	
1.0948e-05	8.7393e-06	6.6843e-05	6.4778e-05	0.0011908	0.00012864	0.00077874	0.00020863	1.3224e-06	7.5704e-05	7.5084e-06	0.00049983	
1.1008e-05	8.7305e-06	7.4309e-05	6.4263e-05	0.0011895	0.00012757	0.00081937	0.00020306	1.2802e-06	7.4405e-05	7.1895e-06	0.00045247	
1.1055e-05	8.6952e-06	8.1527e-05	6.3656e-05	0.0011881	0.00012646	0.00085171	0.00019806	1.2277e-06	7.3214e-05	6.8296e-06	0.00040427	
1.1117e-05	8.6823e-06	8.9217e-05	6.3202e-05	0.0011869	0.00012541	0.00089337	0.0001935	1.1837e-06	7.2104e-05	6.5223e-06	0.00035773	
1.1166e-05	8.643e-06	9.6653e-05	6.245e-05	0.0011857	0.00012432	0.001178	0.00018871	1.1295e-06	7.0942e-05	6.1772e-06	0.00031038	
1.1181e-05	8.0278e-06	0.00010465	6.1853e-05	0.0011846	0.00012304	0.0015084	0.0001844	1.0923e-06	6.987e-05	5.8901e-06	0.00026486	
