Trachemys_scripta	Terrapene_carolina	Pelodiscus_sinensis	Mauremys_reevesii	Gopherus_evgoodei	Dermochelys_coriacea	Chrysemys_picta	Chelonoidis_abingdonii	Chelonia_mydas	
0.00016304	6.8569e-05	1.9556e-06	7.6181e-05	4.0991e-05	1.4122e-05	0.0049714	1.2175e-05	1.1078e-05	
0.00016107	6.9283e-05	1.7961e-06	7.6158e-05	4.1333e-05	1.4088e-05	0.0049868	1.2283e-05	1.0656e-05	
0.00015912	7.0003e-05	1.6626e-06	7.6151e-05	4.1679e-05	1.4057e-05	0.0050023	1.2394e-05	1.0249e-05	
0.00015715	7.0713e-05	1.513e-06	7.613e-05	4.2013e-05	1.402e-05	0.0050178	1.2499e-05	9.8305e-06	
0.0001552	7.1431e-05	1.3921e-06	7.6129e-05	4.2352e-05	1.3989e-05	0.0050162	1.2607e-05	9.4297e-06	
0.00015324	7.2139e-05	1.2564e-06	7.6114e-05	4.268e-05	1.3951e-05	0.0050146	1.2709e-05	9.0172e-06	
0.00015126	7.2836e-05	1.1048e-06	7.6086e-05	4.2995e-05	1.3907e-05	0.0050129	1.2806e-05	8.5928e-06	
0.0001493	7.3541e-05	9.8103e-07	7.6076e-05	4.3316e-05	1.3868e-05	0.0050113	1.2906e-05	8.186e-06	
0.00014734	7.4253e-05	8.7662e-07	7.6082e-05	4.364e-05	1.3833e-05	0.0050099	1.3008e-05	7.7929e-06	
0.00014536	7.4953e-05	7.5791e-07	7.6073e-05	4.3952e-05	1.3792e-05	0.0050084	1.3105e-05	7.3874e-06	
0.0001434	7.566e-05	6.5737e-07	7.608e-05	4.4267e-05	1.3753e-05	0.005007	1.3204e-05	6.9954e-06	
0.00014142	7.6356e-05	5.4429e-07	7.6073e-05	4.457e-05	1.371e-05	0.0050056	1.3297e-05	6.5922e-06	
0.00013943	7.704e-05	4.163e-07	7.6052e-05	4.4861e-05	1.366e-05	0.0050041	1.3383e-05	6.1764e-06	
0.00013744	7.7732e-05	3.0723e-07	7.6047e-05	4.5155e-05	1.3613e-05	0.0050027	1.3472e-05	5.7744e-06	
0.00013544	7.8411e-05	1.8356e-07	7.6027e-05	4.5437e-05	1.3555e-05	0.0050012	1.3555e-05	5.8455e-06	
0.00013345	7.91e-05	8.1089e-08	7.6026e-05	4.5724e-05	1.3502e-05	0.0049999	1.3641e-05	5.9227e-06	
0.00013145	7.9777e-05	7.1861e-08	7.6011e-05	4.5999e-05	1.3443e-05	0.0049985	1.3721e-05	5.9928e-06	
0.00013266	8.0444e-05	5.7965e-08	7.5983e-05	4.6262e-05	1.3378e-05	0.0049968	1.3795e-05	6.0558e-06	
0.00013387	8.1101e-05	3.9304e-08	7.5942e-05	4.6513e-05	1.3308e-05	0.0049951	1.3863e-05	6.1118e-06	
0.00013506	8.1746e-05	5.084e-08	7.5886e-05	4.6752e-05	1.3231e-05	0.0049933	1.3924e-05	6.1603e-06	
0.00013624	8.238e-05	5.7931e-08	7.5817e-05	4.6979e-05	1.3148e-05	0.0049914	1.3979e-05	6.2015e-06	
0.00013742	8.3022e-05	6.6252e-08	7.5765e-05	4.721e-05	1.3069e-05	0.0049897	1.4037e-05	6.2482e-06	
0.0001386	8.3654e-05	7.0322e-08	7.5688e-05	4.7451e-05	1.2985e-05	0.0049879	1.4101e-05	6.2883e-06	
0.00013977	8.4294e-05	7.5602e-08	7.5628e-05	4.7697e-05	1.2905e-05	0.0049862	1.4167e-05	6.3336e-06	
0.00014095	8.4938e-05	8.1568e-08	7.5581e-05	4.7945e-05	1.2828e-05	0.0049847	1.4237e-05	6.3829e-06	
0.00014214	8.5589e-05	8.8311e-08	7.5548e-05	4.8196e-05	1.2754e-05	0.0049832	1.4308e-05	6.436e-06	
0.00014331	8.6229e-05	9.0684e-08	7.5503e-05	4.8435e-05	1.2675e-05	0.0049817	1.4374e-05	6.4825e-06	
0.00014449	8.6876e-05	9.441e-08	7.5474e-05	4.8679e-05	1.2599e-05	0.0049804	1.4443e-05	6.5338e-06	
0.00014567	8.753e-05	9.9588e-08	7.546e-05	4.8926e-05	1.2527e-05	0.0049791	1.4515e-05	6.59e-06	
0.00014684	8.8174e-05	1.004e-07	7.5435e-05	4.9162e-05	1.2449e-05	0.0049779	1.4581e-05	6.6398e-06	
0.00014801	8.8824e-05	1.0204e-07	7.5422e-05	4.94e-05	1.2374e-05	0.0049767	1.465e-05	6.6931e-06	
0.00014917	8.9463e-05	1.9287e-07	7.5397e-05	4.9628e-05	1.2294e-05	0.0049754	1.4712e-05	6.7401e-06	
0.00015033	9.0108e-05	2.9561e-07	7.5385e-05	4.9857e-05	1.2216e-05	0.0049743	1.4777e-05	6.7905e-06	
0.00015148	9.0743e-05	3.8941e-07	7.5363e-05	5.0076e-05	1.2133e-05	0.0049731	1.4836e-05	6.835e-06	
0.00015264	9.1385e-05	4.9885e-07	7.5355e-05	5.0298e-05	1.2054e-05	0.0049472	1.4898e-05	6.8841e-06	
0.00015378	9.2018e-05	5.9857e-07	7.5336e-05	5.051e-05	1.1969e-05	0.0049211	1.4955e-05	6.9272e-06	
0.00015493	9.2656e-05	7.1436e-07	7.5331e-05	5.0725e-05	1.1888e-05	0.0048953	1.5014e-05	6.9744e-06	
0.00015607	9.3286e-05	8.2066e-07	7.5317e-05	5.093e-05	1.1802e-05	0.0048695	1.5068e-05	7.0159e-06	
0.00015721	9.3921e-05	9.4377e-07	7.5315e-05	5.1137e-05	1.1718e-05	0.0048439	1.5124e-05	7.0612e-06	
0.00015835	9.456e-05	1.0826e-06	7.5323e-05	5.1345e-05	1.1636e-05	0.0048186	1.5182e-05	7.1094e-06	
0.0001595	9.5203e-05	1.239e-06	7.5342e-05	5.1554e-05	1.1556e-05	0.0047935	1.5241e-05	7.1602e-06	
0.00016063	9.5837e-05	1.3845e-06	7.5351e-05	5.1753e-05	1.1471e-05	0.0047683	1.5295e-05	7.2056e-06	
0.00016176	9.6464e-05	1.5198e-06	7.5352e-05	5.1943e-05	1.1382e-05	0.0047431	1.5345e-05	7.2457e-06	
0.00016288	9.7095e-05	1.6764e-06	7.5364e-05	5.2135e-05	1.1295e-05	0.0047181	1.5396e-05	7.2895e-06	
0.00016401	9.7731e-05	1.6534e-06	7.5388e-05	5.2329e-05	1.1211e-05	0.0046934	1.5449e-05	7.3368e-06	
0.00016513	9.836e-05	1.6235e-06	7.5404e-05	5.2513e-05	1.1122e-05	0.0046686	1.5498e-05	7.3789e-06	
0.00016624	9.8981e-05	1.5868e-06	7.5412e-05	5.2689e-05	1.1029e-05	0.0046437	1.5542e-05	7.4159e-06	
0.00016735	9.9606e-05	1.5606e-06	7.5431e-05	5.2865e-05	1.0938e-05	0.0046191	1.5587e-05	7.4562e-06	
0.00016845	0.00010022	1.5282e-06	7.5443e-05	5.3033e-05	1.0843e-05	0.0045944	1.5629e-05	7.4918e-06	
0.00016956	0.00010085	1.5039e-06	7.5463e-05	5.3202e-05	1.075e-05	0.00457	1.5671e-05	7.5296e-06	
0.00017065	0.00010146	1.4732e-06	7.5476e-05	5.3361e-05	1.0652e-05	0.0045455	1.5708e-05	7.5625e-06	
0.00017174	0.00010207	1.4366e-06	7.5481e-05	5.3512e-05	1.0551e-05	0.0045209	1.5742e-05	7.5907e-06	
0.00017282	0.00010268	1.4077e-06	7.5495e-05	5.3663e-05	1.045e-05	0.0044966	1.5776e-05	7.6212e-06	
0.0001739	0.00010328	1.3726e-06	7.5501e-05	5.3805e-05	1.0346e-05	0.0044721	1.5806e-05	7.6468e-06	
0.00017497	0.00010387	1.3314e-06	7.55e-05	5.3938e-05	1.0238e-05	0.0044477	1.5831e-05	7.6675e-06	
0.00017604	0.00010447	1.2995e-06	7.551e-05	5.4072e-05	1.0132e-05	0.0044234	1.5858e-05	7.6913e-06	
0.0001771	0.00010506	1.2619e-06	7.5512e-05	5.4198e-05	1.0022e-05	0.0043992	1.5881e-05	7.7105e-06	
0.00017816	0.00010566	1.2332e-06	7.5525e-05	5.4325e-05	9.9132e-06	0.0043751	1.5905e-05	7.7328e-06	
0.00017923	0.00010626	1.2127e-06	7.5548e-05	5.4453e-05	9.8063e-06	0.0043513	1.5931e-05	7.7583e-06	
0.00018028	0.00010685	1.1866e-06	7.5564e-05	5.4573e-05	9.6957e-06	0.0043274	1.5952e-05	7.7789e-06	
0.00018133	0.00010744	1.1546e-06	7.5573e-05	5.4683e-05	9.5812e-06	0.0043035	1.5969e-05	7.7946e-06	
0.00018237	0.00010803	1.1308e-06	7.5592e-05	5.4795e-05	9.4682e-06	0.0042798	1.5987e-05	7.8135e-06	
0.00018342	0.00010863	1.1147e-06	7.5621e-05	5.4909e-05	9.3569e-06	0.0042564	1.6007e-05	7.8356e-06	
0.00018447	0.00010922	1.1045e-06	7.5659e-05	5.5022e-05	9.2465e-06	0.0042331	1.6028e-05	7.8598e-06	
0.00018552	0.00010981	1.0892e-06	7.569e-05	5.5127e-05	9.1323e-06	0.0042098	1.6045e-05	7.8794e-06	
0.00018656	0.00011041	1.0812e-06	7.5732e-05	5.5233e-05	9.0197e-06	0.0041867	1.6063e-05	7.9022e-06	
0.0001876	0.00011101	1.0805e-06	7.5756e-05	5.5331e-05	8.9087e-06	0.0041639	1.6077e-05	7.9283e-06	
0.00018864	0.0001116	1.0746e-06	7.5773e-05	5.5419e-05	8.7939e-06	0.004141	1.6087e-05	7.9497e-06	
0.00018968	0.0001122	1.0759e-06	7.5801e-05	5.551e-05	8.6806e-06	0.0041183	1.6098e-05	7.9743e-06	
0.00019072	0.0001128	1.0829e-06	7.5837e-05	5.56e-05	8.5681e-06	0.0040958	1.611e-05	8.0012e-06	
0.00019176	0.0001134	1.0957e-06	7.5881e-05	5.569e-05	8.4564e-06	0.0040735	1.6123e-05	8.0303e-06	
0.00019279	0.000114	1.1032e-06	7.5919e-05	5.5772e-05	8.341e-06	0.0040512	1.6132e-05	8.0549e-06	
0.00019382	0.0001146	1.1167e-06	7.5965e-05	5.5854e-05	8.2264e-06	0.004029	1.6141e-05	8.0817e-06	
0.00019485	0.0001152	1.1378e-06	7.6021e-05	5.5938e-05	8.1132e-06	0.0040071	1.6152e-05	8.1118e-06	
0.00019588	0.0001158	1.1533e-06	7.6071e-05	5.6012e-05	7.9962e-06	0.0039851	1.6159e-05	8.137e-06	
0.00019689	0.00011639	1.163e-06	7.6112e-05	5.6078e-05	7.8753e-06	0.003963	1.6161e-05	8.1574e-06	
0.00019791	0.00011699	1.1671e-06	7.6146e-05	5.6135e-05	7.7507e-06	0.0039412	1.6159e-05	8.1728e-06	
0.00019893	0.00011759	1.1788e-06	7.6191e-05	5.6193e-05	7.6274e-06	0.0039196	1.6159e-05	8.1915e-06	
0.00019995	0.00011819	1.1969e-06	7.6244e-05	5.6251e-05	7.5048e-06	0.0038982	1.6159e-05	8.2126e-06	
0.00020096	0.00011879	1.2092e-06	7.6289e-05	5.6301e-05	7.3784e-06	0.0038767	1.6155e-05	8.2288e-06	
0.00020196	0.00011938	1.2161e-06	7.6328e-05	5.6342e-05	7.2484e-06	0.0038551	1.6146e-05	8.2403e-06	
0.00020296	0.00011998	1.231e-06	7.6377e-05	5.6384e-05	7.1197e-06	0.0038338	1.614e-05	8.2551e-06	
0.00020396	0.00012057	1.2401e-06	7.6419e-05	5.6417e-05	6.9872e-06	0.0038124	1.6128e-05	8.265e-06	
0.00020495	0.00012115	1.2439e-06	7.6453e-05	5.6442e-05	6.851e-06	0.003791	1.6113e-05	8.2702e-06	
0.00020592	0.00012172	1.2422e-06	7.6481e-05	5.6458e-05	6.7112e-06	0.0037696	1.6093e-05	8.2708e-06	
0.0002069	0.0001223	1.2486e-06	7.6519e-05	5.6476e-05	6.5727e-06	0.0037483	1.6075e-05	8.2747e-06	
0.00020789	0.00012289	1.263e-06	7.6568e-05	5.6495e-05	6.4355e-06	0.0037273	1.6058e-05	8.2819e-06	
0.00020887	0.00012347	1.284e-06	7.6625e-05	5.6514e-05	6.2988e-06	0.0037064	1.6042e-05	8.2915e-06	
0.00020984	0.00012405	1.2992e-06	7.6675e-05	5.6524e-05	6.1584e-06	0.0036855	1.6022e-05	8.2962e-06	
0.00021081	0.00012463	1.3086e-06	7.6718e-05	5.6526e-05	6.0143e-06	0.0036645	1.5997e-05	8.296e-06	
0.00021176	0.00012519	1.3126e-06	7.6753e-05	5.6519e-05	5.8665e-06	0.0036435	1.5968e-05	8.2912e-06	
0.00021272	0.00012576	1.3248e-06	7.6799e-05	5.6513e-05	5.7199e-06	0.0036227	1.5941e-05	8.2896e-06	
0.00021368	0.00012634	1.3455e-06	7.6856e-05	5.6509e-05	5.5745e-06	0.0036021	1.5915e-05	8.2914e-06	
0.00021463	0.00012691	1.3604e-06	7.6905e-05	5.6496e-05	5.4253e-06	0.0035814	1.5885e-05	8.2883e-06	
0.00021558	0.00012747	1.3697e-06	7.6947e-05	5.6474e-05	5.2725e-06	0.0035607	1.5851e-05	8.2805e-06	
0.00021651	0.00012802	1.3735e-06	7.6982e-05	5.6443e-05	5.116e-06	0.00354	1.5812e-05	8.268e-06	
0.00021743	0.00012857	1.3717e-06	7.701e-05	5.6404e-05	4.9559e-06	0.0035192	1.5769e-05	8.2508e-06	
0.00021836	0.00012912	1.3785e-06	7.7049e-05	5.6367e-05	4.797e-06	0.0034986	1.5727e-05	8.237e-06	
0.00021929	0.00012968	1.3923e-06	7.7096e-05	5.6329e-05	4.6387e-06	0.0034782	1.5687e-05	8.2256e-06	
0.00022022	0.00013024	1.4131e-06	7.7152e-05	5.6293e-05	4.4809e-06	0.003458	1.5647e-05	8.2166e-06	
0.00022115	0.0001308	1.4413e-06	7.7218e-05	5.6256e-05	4.3237e-06	0.0034379	1.5609e-05	8.21e-06	
0.00022207	0.00013135	1.4633e-06	7.7275e-05	5.621e-05	4.1626e-06	0.0034178	1.5566e-05	8.1985e-06	
0.00022299	0.00013192	1.495e-06	7.7344e-05	5.6166e-05	4.0026e-06	0.0033979	1.5524e-05	8.1904e-06	
0.00022392	0.00013248	1.5368e-06	7.7424e-05	5.6124e-05	3.8438e-06	0.0033781	1.5485e-05	8.186e-06	
0.00022485	0.00013305	1.5898e-06	7.7516e-05	5.6084e-05	3.6861e-06	0.0033586	1.5447e-05	8.1852e-06	
0.00022578	0.00013363	1.6551e-06	7.762e-05	5.6046e-05	3.5294e-06	0.0033393	1.5411e-05	8.1881e-06	
0.00022672	0.00013421	1.7316e-06	7.7734e-05	5.6008e-05	3.3733e-06	0.0033202	1.5376e-05	8.1939e-06	
0.00022764	0.00013479	1.7998e-06	7.7838e-05	5.5961e-05	3.2132e-06	0.003301	1.5337e-05	8.1942e-06	
0.00022857	0.00013537	1.8832e-06	7.7956e-05	5.5917e-05	3.0544e-06	0.003282	1.53e-05	8.1987e-06	
0.00022948	0.00013594	1.9573e-06	7.8064e-05	5.5862e-05	2.8914e-06	0.003263	1.5257e-05	8.1973e-06	
0.0002304	0.00013652	2.0455e-06	7.8184e-05	5.5809e-05	2.7292e-06	0.0032441	1.5217e-05	8.1995e-06	
0.00023133	0.0001371	2.1537e-06	7.8319e-05	5.576e-05	2.5686e-06	0.0032255	1.5179e-05	8.2066e-06	
0.00023226	0.0001377	2.2815e-06	7.8466e-05	5.5713e-05	2.409e-06	0.0032071	1.5143e-05	8.2179e-06	
0.00023319	0.0001383	2.433e-06	7.8628e-05	5.5669e-05	2.2507e-06	0.0031889	1.511e-05	8.2337e-06	
0.00023413	0.0001389	2.6215e-06	7.8805e-05	5.5629e-05	2.0937e-06	0.0031709	1.5079e-05	8.2546e-06	
0.00023507	0.00013952	2.6231e-06	7.8998e-05	5.5592e-05	1.938e-06	0.0031531	1.5052e-05	8.2807e-06	
0.00023602	0.00014015	2.6452e-06	7.921e-05	5.5561e-05	1.7844e-06	0.0031357	1.5028e-05	8.3137e-06	
0.00023698	0.00014079	2.6891e-06	7.9442e-05	5.5536e-05	1.6328e-06	0.0031184	1.5008e-05	8.3536e-06	
0.00023795	0.00014143	2.753e-06	7.9691e-05	5.5515e-05	1.4824e-06	0.0031015	1.4992e-05	8.3992e-06	
0.0002389	0.00014207	2.8008e-06	7.9924e-05	5.548e-05	1.3269e-06	0.0030843	1.4968e-05	8.4366e-06	
0.00023983	0.00014269	2.8326e-06	8.0141e-05	5.5433e-05	1.1664e-06	0.0030671	1.4938e-05	8.4657e-06	
0.00024077	0.00014332	2.7105e-06	8.0377e-05	5.5391e-05	1.0073e-06	0.0030501	1.4911e-05	8.5008e-06	
0.00024171	0.00014394	2.5436e-06	8.06e-05	5.5335e-05	9.8765e-07	0.0030329	1.4877e-05	8.4623e-06	
0.00024264	0.00014457	2.4093e-06	8.0841e-05	5.5285e-05	9.6701e-07	0.0030161	1.4847e-05	8.4299e-06	
0.00024359	0.00014522	2.3029e-06	8.1059e-05	5.5221e-05	9.4538e-07	0.0029995	1.481e-05	8.4036e-06	
0.00024454	0.00014587	2.2208e-06	8.1296e-05	5.5161e-05	9.2274e-07	0.0029831	1.4776e-05	8.3834e-06	
0.00024548	0.0001465	2.1205e-06	8.1516e-05	5.5088e-05	8.9627e-07	0.0029666	1.4735e-05	8.3547e-06	
0.00024642	0.00014715	2.0431e-06	8.1755e-05	5.502e-05	8.6879e-07	0.0029504	1.4697e-05	8.3319e-06	
0.00024735	0.00014778	1.9482e-06	8.1977e-05	5.4938e-05	8.3748e-07	0.0029339	1.4653e-05	8.3006e-06	
0.00024828	0.00014843	1.8793e-06	8.222e-05	5.4863e-05	8.0546e-07	0.0029178	1.4613e-05	8.277e-06	
0.00024923	0.00014909	1.7659e-06	8.2216e-05	5.4799e-05	8.6402e-07	0.0029019	1.4578e-05	8.1812e-06	
0.00025016	0.00014974	1.6889e-06	8.2198e-05	5.4723e-05	9.2234e-07	0.0028859	1.4537e-05	8.0937e-06	
0.00025108	0.00015038	1.5958e-06	8.2163e-05	5.4633e-05	9.7661e-07	0.0028698	1.4489e-05	8.0003e-06	
0.00025201	0.00015103	1.5252e-06	8.2149e-05	5.455e-05	1.0305e-06	0.0028539	1.4445e-05	7.9143e-06	
0.00025293	0.00015166	1.4411e-06	8.212e-05	5.4453e-05	1.0805e-06	0.002838	1.4395e-05	7.8205e-06	
0.00025384	0.00015231	1.373e-06	8.2106e-05	5.4361e-05	1.1296e-06	0.0028222	1.4347e-05	7.7318e-06	
0.00025475	0.00015294	1.2929e-06	8.2079e-05	5.4256e-05	1.175e-06	0.0028063	1.4293e-05	7.6359e-06	
0.00025565	0.00015356	1.2014e-06	8.204e-05	5.414e-05	1.2168e-06	0.0027903	1.4233e-05	7.5332e-06	
0.00025653	0.00015417	1.0973e-06	8.199e-05	5.4014e-05	1.255e-06	0.0027742	1.4168e-05	7.4234e-06	
0.00025742	0.00015479	1.0091e-06	8.1952e-05	5.3889e-05	1.2921e-06	0.0027584	1.4105e-05	7.3182e-06	
0.00025829	0.0001554	9.0923e-07	8.1903e-05	5.3754e-05	1.3255e-06	0.0027424	1.4036e-05	7.2062e-06	
0.00025918	0.00015602	8.2682e-07	8.187e-05	5.3622e-05	1.3583e-06	0.0027266	1.3969e-05	7.0999e-06	
0.00026006	0.00015665	7.5653e-07	8.1849e-05	5.3492e-05	1.39e-06	0.002711	1.3905e-05	6.998e-06	
0.00026093	0.00015726	6.7657e-07	8.1817e-05	5.3352e-05	1.418e-06	0.0026954	1.3835e-05	6.8893e-06	
0.0002618	0.00015787	5.8644e-07	8.1774e-05	5.32e-05	1.4425e-06	0.0026796	1.376e-05	6.774e-06	
0.00026265	0.00015847	4.8556e-07	8.1719e-05	5.3038e-05	1.4634e-06	0.0026638	1.3679e-05	6.6521e-06	
0.00026351	0.00015907	4.0047e-07	8.1679e-05	5.288e-05	1.4835e-06	0.0026481	1.36e-05	6.5357e-06	
0.00026437	0.00015968	3.2844e-07	8.1656e-05	5.2725e-05	1.5029e-06	0.0026327	1.3525e-05	6.4247e-06	
0.00026524	0.0001603	2.6528e-07	8.1645e-05	5.2572e-05	1.5213e-06	0.0026174	1.3451e-05	6.3177e-06	
0.00026611	0.00016094	2.1136e-07	8.165e-05	5.2423e-05	1.539e-06	0.0026024	1.338e-05	6.2159e-06	
0.00026697	0.00016156	1.5058e-07	8.1644e-05	5.2263e-05	1.5531e-06	0.0025872	1.3304e-05	6.108e-06	
0.00026782	0.00016217	8.2522e-08	8.1628e-05	5.2093e-05	1.5637e-06	0.002572	1.3222e-05	5.9938e-06	
0.00026868	0.00016279	2.3668e-08	8.1627e-05	5.1927e-05	1.5736e-06	0.002557	1.3144e-05	5.885e-06	
0.00026952	0.0001634	1.8414e-08	8.1615e-05	5.1749e-05	1.5799e-06	0.0025419	1.3059e-05	5.7694e-06	
0.00027035	0.000164	3.5911e-08	8.159e-05	5.156e-05	1.5823e-06	0.0025267	1.2968e-05	5.6468e-06	
0.00027119	0.00016461	5.4908e-08	8.1581e-05	5.1375e-05	1.5842e-06	0.0025117	1.2881e-05	5.5298e-06	
0.00027202	0.0001652	6.9632e-08	8.1561e-05	5.118e-05	1.5825e-06	0.0024967	1.2788e-05	5.4064e-06	
0.00027284	0.00016579	8.0158e-08	8.153e-05	5.0973e-05	1.8869e-06	0.0024815	1.269e-05	5.2694e-06	
0.00027366	0.00016639	9.1552e-08	8.1513e-05	5.0769e-05	2.1948e-06	0.0024665	1.2593e-05	5.1365e-06	
0.00027448	0.000167	1.0476e-07	8.1512e-05	5.0569e-05	2.5075e-06	0.0024518	1.2499e-05	5.009e-06	
0.00027532	0.00016761	1.194e-07	8.1523e-05	5.0371e-05	2.8238e-06	0.0024372	1.2408e-05	4.8853e-06	
0.00027615	0.00016823	1.3582e-07	8.1548e-05	5.0176e-05	3.1439e-06	0.0024227	1.2318e-05	4.7653e-06	
0.00027699	0.00016886	1.5535e-07	8.1589e-05	4.9984e-05	3.4691e-06	0.0024085	1.223e-05	4.6499e-06	
0.00027782	0.00016949	1.6999e-07	8.162e-05	4.9781e-05	3.7889e-06	0.0023941	1.2138e-05	4.5286e-06	
0.00027864	0.0001701	1.7986e-07	8.1639e-05	4.9568e-05	4.1031e-06	0.0023797	1.204e-05	4.4013e-06	
0.00027945	0.0001707	1.8472e-07	8.1646e-05	4.9344e-05	4.4115e-06	0.0023653	1.1936e-05	4.2675e-06	
0.00028025	0.00017129	1.8486e-07	8.1643e-05	4.9109e-05	4.7145e-06	0.0023507	1.1827e-05	4.1276e-06	
0.00028105	0.00017189	1.8795e-07	8.1656e-05	4.8879e-05	5.0225e-06	0.0023363	1.1721e-05	3.9926e-06	
0.00028186	0.0001725	1.9415e-07	8.1685e-05	4.8652e-05	5.3359e-06	0.0023222	1.1617e-05	3.8623e-06	
0.00028266	0.00017311	1.9517e-07	8.1702e-05	4.8413e-05	5.6432e-06	0.0023079	1.1508e-05	3.7256e-06	
0.00028345	0.0001737	1.9124e-07	8.1707e-05	4.8164e-05	5.9447e-06	0.0022936	1.1393e-05	3.5826e-06	
0.00028422	0.00017428	1.8226e-07	8.1701e-05	4.7904e-05	6.2404e-06	0.0022792	1.1273e-05	3.4331e-06	
0.000285	0.00017276	1.7676e-07	8.1712e-05	4.7648e-05	6.5418e-06	0.002265	1.1156e-05	3.289e-06	
0.00028579	0.00017126	1.7365e-07	8.1738e-05	4.7396e-05	6.8481e-06	0.0022509	1.1041e-05	3.1488e-06	
0.00028656	0.00016975	1.6517e-07	8.175e-05	4.7131e-05	7.1476e-06	0.0022368	1.092e-05	3.0016e-06	
0.00028733	0.00016822	1.5119e-07	8.1749e-05	4.6854e-05	7.4405e-06	0.0022226	1.0792e-05	2.8474e-06	
0.00028809	0.00016671	1.4072e-07	8.1766e-05	4.6583e-05	7.7398e-06	0.0022086	1.0668e-05	2.6986e-06	
0.00028887	0.00016522	1.3341e-07	8.1802e-05	4.6316e-05	8.0457e-06	0.0021948	1.0548e-05	2.5551e-06	
0.00028966	0.00016374	1.2889e-07	8.1855e-05	4.6053e-05	8.3391e-06	0.0021811	1.043e-05	2.4018e-06	
0.00029043	0.00016225	1.1905e-07	8.1892e-05	4.5777e-05	8.6254e-06	0.0021674	1.0305e-05	2.2411e-06	
0.0002912	0.00016078	1.1129e-07	8.1946e-05	4.5505e-05	8.9171e-06	0.0021539	1.0183e-05	2.0847e-06	
0.00029199	0.00015931	1.054e-07	8.2016e-05	4.5237e-05	9.2146e-06	0.0021405	1.0063e-05	1.9325e-06	
0.00029276	0.00015784	9.5615e-08	8.2071e-05	4.4956e-05	9.5045e-06	0.002127	9.9374e-06	1.7729e-06	
0.00029351	0.00015634	8.0763e-08	8.2111e-05	4.4662e-05	9.7874e-06	0.0021134	9.8051e-06	1.6062e-06	
0.00029428	0.00015487	6.7859e-08	8.2169e-05	4.4373e-05	1.0076e-05	0.0021	9.6754e-06	1.444e-06	
0.00029502	0.00015338	4.9172e-08	8.2246e-05	4.4087e-05	1.0347e-05	0.0020865	9.5484e-06	1.4911e-06	
0.00029578	0.0001519	3.2309e-08	8.1211e-05	4.3806e-05	1.0623e-05	0.0020732	9.424e-06	1.5394e-06	
0.00029654	0.00015044	1.6686e-08	8.0205e-05	4.3528e-05	1.0905e-05	0.0020601	9.3021e-06	1.5888e-06	
0.00029729	0.00014896	2.08e-08	7.918e-05	4.3238e-05	1.118e-05	0.0020468	9.174e-06	1.6328e-06	
0.00029805	0.00014751	2.4359e-08	7.8183e-05	4.2952e-05	1.1462e-05	0.0020338	9.0484e-06	1.6779e-06	
0.00029879	0.00014603	2.4198e-08	7.7166e-05	4.2653e-05	1.1736e-05	0.0020206	8.9167e-06	1.7177e-06	
0.00029955	0.00014458	2.3888e-08	7.6184e-05	4.236e-05	1.2017e-05	0.0020077	8.7884e-06	1.7594e-06	
0.00030031	0.00014314	2.3412e-08	7.5236e-05	4.2073e-05	1.2307e-05	0.0019949	8.6635e-06	1.8033e-06	
0.00030106	0.00014169	5.2538e-08	7.4268e-05	4.1773e-05	1.259e-05	0.0019821	8.5325e-06	1.8417e-06	
0.00030181	0.00014025	8.5477e-08	7.3327e-05	4.1478e-05	1.2878e-05	0.0019695	8.4038e-06	1.8814e-06	
0.00030258	0.00013884	1.2485e-07	7.2419e-05	4.1187e-05	1.3175e-05	0.001957	8.2784e-06	1.9233e-06	
0.00030335	0.00013743	1.4945e-07	7.1537e-05	4.09e-05	1.3464e-05	0.0019447	8.1551e-06	1.9595e-06	
0.00030411	0.00013602	1.6769e-07	7.0635e-05	4.06e-05	1.3745e-05	0.0019323	8.0255e-06	1.9898e-06	
0.00030488	0.00013462	1.9106e-07	6.9764e-05	4.0306e-05	1.4034e-05	0.0019202	7.899e-06	2.0223e-06	
0.00030566	0.00013323	2.1914e-07	6.8917e-05	4.0015e-05	1.4329e-05	0.0019081	7.7746e-06	2.0562e-06	
0.00030644	0.00013186	2.5447e-07	6.8101e-05	3.9729e-05	1.4633e-05	0.0018963	7.6531e-06	2.0924e-06	
0.00030721	0.00013048	2.8267e-07	6.7266e-05	3.9431e-05	1.493e-05	0.0018844	7.5257e-06	2.1231e-06	
0.000308	0.00012911	2.6231e-07	6.6461e-05	3.9138e-05	1.5235e-05	0.0018727	7.4012e-06	2.1561e-06	
0.00030879	0.00012777	2.4802e-07	6.5684e-05	3.885e-05	1.5549e-05	0.0018611	7.2795e-06	2.1915e-06	
0.00030959	0.00012644	2.3915e-07	6.4934e-05	3.8567e-05	1.5873e-05	0.0018498	7.1605e-06	2.2294e-06	
0.0003104	0.00012512	2.3531e-07	6.4212e-05	3.8288e-05	1.6205e-05	0.0018386	7.0442e-06	2.2698e-06	
0.0003112	0.00012379	2.2511e-07	6.3471e-05	3.7997e-05	1.6529e-05	0.0018274	6.9218e-06	2.3042e-06	
0.00031198	0.00012245	2.0885e-07	6.2713e-05	3.7695e-05	1.6846e-05	0.001816	6.7937e-06	2.333e-06	
