Zonotrichia_albicollis	Upupa_epops	Tyto_alba	Tinamus_guttatus	Tauraco_erythrolophus	Taeniopygia_guttata	Struthio_camelus	Strigops_habroptila	Stachyridopsis_ruficeps	Spheniscus_demersus	Serinus_canaria	Rhea_americana	Pygoscelis_adeliae	Pterocles_gutturalis	Podilymbus_podiceps	Phoenicopterus_ruber	Phalacrocorax_carbo	Phaethon_lepturus	Passer_domesticus	Parus_major	Oxyura_jamaicensis	Oriolus_oriolus	Opisthocomus_hoazin	Nothoprocta_perdicaria	Nipponia_nippon	Nettapus_auritus	Nestor_notabilis	Mesitornis_unicolor	Merops_nubicus	Melopsittacus_undulatus	Manacus_vitellinus	Malurus_cyaneus	Lonchura_striata	Leptosomus_discolor	Haliaeetus_leucocephalus	Gymnogyps_californianus	Geospiza_fortis	Geococcyx_californianus	Gavia_stellata	Galbula_dea	Fulmarus_glacialis	Ficedula_albicollis	Falco_tinnunculus	Falco_peregrinus	Egretta_garzetta	Dryobates_pubescens	Dromaius_novaehollandiae	Cygnus_olor	Cygnus_atratus	Cuculus_canorus	Corythaeola_cristata	Corvus_moneduloides	Corvus_brachyrhynchos	Columba_livia	Coloeus_monedula	Cnemophilus_loriae	Ciconia_maguari	Chloebia_gouldiae	Chlamydotis_macqueenii	Cathartes_aura	Casuarius_casuarius	Cariama_cristata	Camarhynchus_parvulus	Calypte_anna	Calidris_pugnax	Cairina_moschata	Buteo_japonicus	Buceros_rhinoceros	Branta_canadensis	Aythya_fuligula	Asarcornis_scutulata	Aquila_chrysaetos	Apteryx_rowi	Apteryx_australis	Aptenodytes_forsteri	Apaloderma_vittatum	Antrostomus_carolinensis	Anser_cygnoides	Anser_brachyrhynchus	Anseranas_semipalmata	Anas_platyrhynchos	Acanthisitta_chloris	
0.12996	7.7572e-07	1.2308e-06	0.047788	1.436e-06	0.00032343	1.1422e-06	6.9652e-06	2.2386e-06	2.3352e-06	1.0425e-05	1.3932e-05	4.2919e-05	5.8862e-07	1.5101e-06	3.9365e-06	1.0934e-06	1.6768e-06	0.00076995	5.3388e-05	3.9453e-07	7.8211e-06	2.1969e-06	0.0055782	3.1317e-05	3.2571e-05	3.5988e-06	3.3499e-07	3.3272e-05	1.0828e-06	1.6306e-07	5.3698e-05	0.0001535	2.8374e-06	0.651	0.00017962	0.00091967	1.8639e-06	4.0257e-06	2.752e-06	0.0001297	1.095e-05	0.00074223	0.00074305	9.1558e-08	1.2941e-07	6.4728e-06	0.00093375	2.5182e-05	1.1566e-05	5.9495e-05	0.00013025	0.01	9.899e-07	0.034978	2.5763e-05	3.4242e-06	2.6876e-05	6.4301e-06	0.22976	7.9484e-05	8.8982e-06	0.0066051	1.626e-06	1.6828e-08	0.0016808	0.00016568	2.06e-06	0.00058628	0.0014491	0.0014115	0.00010215	0.016613	0.0093867	0.055336	1.7385e-06	3.832e-07	0.00012376	0.0083258	0.00024362	2.3452e-05	2.0411e-07	
0.12535	6.9876e-07	1.1937e-06	0.046849	1.4439e-06	0.00032436	1.2491e-06	6.9688e-06	2.2863e-06	2.2852e-06	1.0633e-05	1.3045e-05	4.1943e-05	5.9526e-07	1.6332e-06	3.6663e-06	1.024e-06	1.6753e-06	0.00079001	5.4063e-05	4.3738e-07	7.7086e-06	2.0819e-06	0.0051555	3.102e-05	3.178e-05	3.6039e-06	3.2809e-07	3.2585e-05	1.1025e-06	1.7271e-07	5.4405e-05	0.0001546	2.6788e-06	0.64819	0.00017867	0.0009226	1.7466e-06	3.9453e-06	2.7989e-06	0.0001308	1.0971e-05	0.00074167	0.0007422	9.3841e-08	1.3122e-07	6.7769e-06	0.00093012	2.5092e-05	1.1937e-05	5.872e-05	0.0001301	0.01	9.332e-07	0.035027	2.5037e-05	4.0065e-06	2.6758e-05	6.0025e-06	0.22857	7.9791e-05	8.8352e-06	0.0066047	1.5087e-06	1.961e-08	0.0016602	0.00016776	2.0286e-06	0.00058398	0.0014502	0.0014083	0.00010149	0.016636	0.0093943	0.055376	1.6095e-06	3.7618e-07	0.00012572	0.0083341	0.00024956	2.3834e-05	2.0966e-07	
0.12056	6.0959e-07	1.1506e-06	0.045842	1.4446e-06	0.00032526	1.3388e-06	6.9619e-06	2.3264e-06	2.2295e-06	1.0826e-05	1.2092e-05	4.0921e-05	5.9818e-07	1.7511e-06	3.3781e-06	9.4119e-07	1.6694e-06	0.00080929	5.4698e-05	4.7504e-07	7.5743e-06	1.955e-06	0.0046726	3.0706e-05	3.0958e-05	3.5997e-06	3.1798e-07	3.1811e-05	1.1169e-06	1.7881e-07	5.5068e-05	0.00015566	2.5081e-06	0.64535	0.00017769	0.00092551	1.6156e-06	3.8557e-06	2.8281e-06	0.00013185	1.0964e-05	0.00074109	0.0007413	9.4116e-08	1.3057e-07	7.0702e-06	0.00092644	2.4992e-05	1.2278e-05	5.792e-05	0.00012993	0.01	8.7109e-07	0.035075	2.4272e-05	4.5518e-06	2.6625e-05	5.5736e-06	0.22737	8.0089e-05	8.7419e-06	0.0066042	1.3749e-06	2.0839e-08	0.0016391	0.00016983	1.9745e-06	0.00058166	0.0014512	0.001405	0.00010082	0.016658	0.009402	0.055416	1.4627e-06	3.655e-07	0.00012766	0.0083424	0.00025521	2.4196e-05	2.113e-07	
0.11559	5.0632e-07	1.1015e-06	0.044764	1.4398e-06	0.00032613	1.4115e-06	6.9445e-06	2.3592e-06	2.1679e-06	1.1005e-05	1.1069e-05	3.9853e-05	5.9738e-07	1.8162e-06	3.356e-06	8.4452e-07	1.6592e-06	0.00082783	5.5294e-05	5.0754e-07	7.4179e-06	1.8158e-06	0.0041246	3.0375e-05	3.0103e-05	3.5861e-06	3.0465e-07	3.0941e-05	1.1262e-06	1.8139e-07	5.569e-05	0.00015668	2.3247e-06	0.64258	0.0001767	0.00092841	1.4702e-06	3.7569e-06	2.8399e-06	0.00013284	1.0927e-05	0.00074048	0.00074038	9.2384e-08	1.2745e-07	7.3526e-06	0.00092273	2.4883e-05	1.2588e-05	5.7095e-05	0.00012974	0.01	8.0328e-07	0.035124	2.3466e-05	5.0618e-06	2.6479e-05	5.1436e-06	0.22616	8.0378e-05	8.6181e-06	0.0066038	1.2235e-06	2.0525e-08	0.0016177	0.00017189	2.3115e-06	0.00057932	0.0014523	0.0014017	0.00010015	0.016681	0.0094096	0.055454	1.2972e-06	3.5114e-07	0.0001296	0.0083507	0.00026071	2.4539e-05	2.0906e-07	
0.11094	4.2439e-07	1.0582e-06	0.043467	1.4376e-06	0.00032704	1.4922e-06	6.9344e-06	2.4002e-06	2.1089e-06	1.1202e-05	1.0154e-05	3.886e-05	5.9973e-07	1.8896e-06	3.3413e-06	7.5877e-07	1.6531e-06	0.00084781	5.5952e-05	5.4078e-07	7.2826e-06	1.6893e-06	0.0034346	3.0071e-05	2.9299e-05	3.5785e-06	2.8811e-07	3.0244e-05	1.1403e-06	1.8583e-07	5.6379e-05	0.00015775	2.1584e-06	0.63987	0.00017573	0.00093132	1.3472e-06	3.6651e-06	2.8675e-06	0.00013391	1.0921e-05	0.00073984	0.00073941	9.1536e-08	1.2585e-07	7.6377e-06	0.00091908	2.4778e-05	1.2935e-05	5.6304e-05	0.00012956	0.01	7.4422e-07	0.035173	2.2727e-05	5.6275e-06	2.6348e-05	4.7124e-06	0.22497	8.0676e-05	8.5164e-06	0.0066034	1.0961e-06	2.04e-08	0.001597	0.00017394	2.7212e-06	0.000577	0.0014534	0.0013985	9.948e-05	0.016703	0.0094172	0.055495	1.154e-06	3.3793e-07	0.00013153	0.008359	0.00026673	2.49e-05	2.1204e-07	
0.10658	3.5931e-07	1.0204e-06	0.04232	1.438e-06	0.00032793	1.5812e-06	6.9315e-06	2.4498e-06	2.0522e-06	1.1418e-05	9.3364e-06	3.7935e-05	6.052e-07	1.9716e-06	3.3337e-06	6.825e-07	1.6508e-06	0.00086932	5.6675e-05	5.7485e-07	7.1671e-06	1.574e-06	0.0028616	2.9791e-05	2.8541e-05	3.5766e-06	2.6836e-07	2.969e-05	1.1595e-06	1.9218e-07	5.7136e-05	0.00015879	2.0075e-06	0.63722	0.00017476	0.00093423	1.2431e-06	3.5798e-06	2.9113e-06	0.00013506	1.0946e-05	0.00073924	0.00073848	9.1538e-08	1.257e-07	7.9255e-06	0.00091551	2.4677e-05	1.3321e-05	5.5547e-05	0.00012939	0.01	6.9281e-07	0.035222	2.2049e-05	6.2542e-06	2.6203e-05	4.28e-06	0.2238	8.0984e-05	8.4358e-06	0.0066029	9.8915e-07	2.0449e-08	0.0015769	0.00017598	3.218e-06	0.00057471	0.0014544	0.0013952	9.8806e-05	0.016726	0.009425	0.055538	1.0301e-06	3.2574e-07	0.00013347	0.0083675	0.00027331	2.528e-05	2.2049e-07	
0.1025	3.0771e-07	9.8758e-07	0.041306	1.441e-06	0.00032885	1.6795e-06	6.9356e-06	2.5086e-06	1.9977e-06	1.1655e-05	8.6055e-06	3.7075e-05	6.1386e-07	2.063e-06	3.3334e-06	6.1454e-07	1.6525e-06	0.00089246	5.7466e-05	6.0985e-07	7.0708e-06	1.4692e-06	0.0023857	2.9535e-05	2.7827e-05	3.5805e-06	2.4539e-07	2.9257e-05	1.1838e-06	2.0057e-07	5.7965e-05	0.00015989	1.8707e-06	0.63463	0.00017381	0.00093714	1.1555e-06	3.501e-06	2.9718e-06	0.00013631	1.1002e-05	0.00073866	0.0007376	9.2388e-08	1.2699e-07	8.2161e-06	0.000912	2.458e-05	1.3748e-05	5.4822e-05	0.00012922	0.01	6.4815e-07	0.035271	2.1428e-05	6.9488e-06	2.6074e-05	3.8464e-06	0.22264	8.1302e-05	8.3759e-06	0.0066025	8.9958e-07	2.0672e-08	0.0015575	0.00017801	3.8203e-06	0.00057244	0.0014555	0.001392	9.8128e-05	0.016749	0.0094328	0.055583	9.2295e-07	3.145e-07	0.00013542	0.008376	0.00028052	2.5679e-05	2.3529e-07	
0.098653	2.6567e-07	9.5886e-07	0.040398	1.4458e-06	0.0003298	1.5675e-06	7.0912e-06	2.5755e-06	1.9374e-06	1.1536e-05	7.9469e-06	3.6175e-05	6.2526e-07	2.1631e-06	3.3387e-06	5.5244e-07	1.6574e-06	0.00091717	5.832e-05	6.4541e-07	6.9901e-06	1.3723e-06	0.0019805	2.93e-05	2.715e-05	3.4431e-06	2.1922e-07	2.8937e-05	1.1583e-06	2.1068e-07	5.8861e-05	0.00016103	1.7451e-06	0.632	0.00017287	0.00094006	1.0379e-06	3.4271e-06	3.0483e-06	0.00013763	1.1084e-05	0.00073811	0.00073676	9.3878e-08	1.0488e-07	8.495e-06	0.00090855	2.4485e-05	1.4044e-05	5.4124e-05	0.00012906	0.01	6.0874e-07	0.035321	2.0854e-05	7.7086e-06	2.5956e-05	3.4116e-06	0.2215	8.1609e-05	8.3326e-06	0.0066021	8.2301e-07	2.0942e-08	0.0015378	0.00018004	4.533e-06	0.00057019	0.0014566	0.0013888	9.7447e-05	0.016772	0.0094406	0.055628	8.2823e-07	3.0381e-07	0.00013737	0.0083845	0.00028833	2.6059e-05	2.5686e-07	
0.09502	2.3163e-07	9.3389e-07	0.039585	1.4524e-06	0.00033078	1.4631e-06	7.2545e-06	2.651e-06	1.8788e-06	1.1431e-05	7.35e-06	3.5329e-05	6.3949e-07	2.2725e-06	3.3496e-06	4.9549e-07	1.6656e-06	0.00094352	5.9239e-05	6.8163e-07	6.9246e-06	1.2828e-06	0.0016352	2.9084e-05	2.6509e-05	3.3124e-06	1.8982e-07	2.8696e-05	1.1372e-06	2.2269e-07	5.9827e-05	0.00016224	1.6296e-06	0.62943	0.00017194	0.00094298	9.3578e-07	3.358e-06	3.1403e-06	0.00013903	1.1194e-05	0.00073759	0.00073595	9.6029e-08	8.5148e-08	8.7757e-06	0.00090516	2.4393e-05	1.4371e-05	5.3452e-05	0.00012891	0.01	5.7405e-07	0.035371	2.0323e-05	7.8827e-06	2.585e-05	2.9757e-06	0.22037	8.1925e-05	8.3056e-06	0.0066017	7.5785e-07	2.1265e-08	0.0015186	0.00018211	4.7096e-06	0.00056796	0.0014577	0.0013856	9.6782e-05	0.016795	0.0094485	0.055674	7.4449e-07	2.9361e-07	0.00013931	0.0083931	0.00029678	2.6456e-05	2.5259e-07	
0.091591	2.0444e-07	9.1248e-07	0.038859	1.4608e-06	0.00033179	1.3657e-06	7.4258e-06	2.7359e-06	1.8216e-06	1.1341e-05	6.8093e-06	3.4537e-05	6.567e-07	2.3921e-06	3.3662e-06	4.4302e-07	1.6771e-06	0.00097162	6.0227e-05	7.186e-07	6.874e-06	1.2001e-06	0.0013405	2.8887e-05	2.5901e-05	3.1883e-06	1.5722e-07	2.8525e-05	1.1203e-06	2.3677e-07	6.0867e-05	0.00016349	1.5266e-06	0.6269	0.00017103	0.00094591	8.4729e-07	3.2936e-06	3.2488e-06	0.00014052	1.1331e-05	0.0007371	0.00073518	9.8872e-08	6.743e-08	9.0584e-06	0.00090182	2.4304e-05	1.4732e-05	5.2806e-05	0.00012876	0.01	5.4362e-07	0.035421	1.9834e-05	8.0824e-06	2.5756e-05	2.5385e-06	0.21926	8.2248e-05	8.2949e-06	0.0066013	7.0274e-07	2.165e-08	0.0015	0.00018423	4.5955e-06	0.00056575	0.0014588	0.0013825	9.6133e-05	0.016818	0.0094565	0.055723	6.7041e-07	2.8385e-07	0.00014127	0.0084018	0.00030592	2.687e-05	2.1706e-07	
0.088046	1.7202e-07	8.8623e-07	0.038072	1.4625e-06	0.00033278	1.2518e-06	7.5861e-06	2.8126e-06	1.7592e-06	1.1237e-05	6.2272e-06	3.3709e-05	6.7024e-07	2.5063e-06	3.3708e-06	3.8022e-07	1.6846e-06	0.00099878	6.1171e-05	7.5709e-07	6.8044e-06	1.1083e-06	0.0013829	2.8676e-05	2.5332e-05	3.0545e-06	1.214e-07	2.8315e-05	1.0985e-06	2.4717e-07	6.186e-05	0.00016471	1.4153e-06	0.62435	0.00017009	0.00094882	7.4935e-07	3.2211e-06	3.3392e-06	0.00014195	1.1441e-05	0.00073658	0.00073437	9.9793e-08	4.7016e-08	9.3306e-06	0.00089856	2.4218e-05	1.5063e-05	5.214e-05	0.00012859	0.01	5.0996e-07	0.035471	1.9318e-05	8.2611e-06	2.565e-05	2.1002e-06	0.21814	8.2563e-05	8.2566e-06	0.0066009	6.378e-07	2.0549e-08	0.001482	0.00018631	4.451e-06	0.00056356	0.0014599	0.0013793	9.5471e-05	0.016841	0.0094644	0.05577	5.8462e-07	2.7077e-07	0.00014322	0.0084106	0.00031606	2.6531e-05	1.7434e-07	
0.084733	1.466e-07	8.6435e-07	0.037382	1.4669e-06	0.0003338	1.1468e-06	7.7567e-06	2.9008e-06	1.6989e-06	1.115e-05	5.7086e-06	3.2942e-05	6.8756e-07	2.6333e-06	3.3829e-06	3.2308e-07	1.6963e-06	0.0010281	6.2199e-05	7.9726e-07	6.7533e-06	1.0246e-06	0.0014467	2.8488e-05	2.4799e-05	2.9287e-06	8.6962e-08	2.8185e-05	1.0819e-06	2.6038e-07	6.2941e-05	0.00016598	1.3146e-06	0.62186	0.00016917	0.00095174	6.6638e-07	3.1545e-06	3.4506e-06	0.00014348	1.1585e-05	0.0007361	0.00073361	1.0171e-07	2.8913e-08	9.606e-06	0.00089536	2.4137e-05	1.5436e-05	5.1504e-05	0.00012843	0.01	4.811e-07	0.035522	1.8849e-05	8.4714e-06	2.5558e-05	1.7231e-06	0.21704	8.2888e-05	8.2392e-06	0.0066006	5.8429e-07	1.9673e-08	0.0014646	0.00018846	4.3526e-06	0.0005614	0.001461	0.0013762	9.4827e-05	0.016865	0.0094724	0.055821	5.1004e-07	2.5851e-07	0.00014518	0.0084194	0.00032717	2.6212e-05	1.4407e-07	
0.081638	1.2712e-07	8.4663e-07	0.036788	1.4742e-06	0.00033486	1.05e-06	7.938e-06	3.0015e-06	1.6407e-06	1.108e-05	5.247e-06	3.2233e-05	7.0892e-07	2.7743e-06	3.4028e-06	2.7074e-07	1.7123e-06	0.0010596	6.2137e-05	8.3925e-07	6.7202e-06	9.4833e-07	0.0013402	2.7587e-05	2.4301e-05	2.8104e-06	5.3555e-08	2.8128e-05	1.0703e-06	2.3683e-07	6.288e-05	0.00016733	1.2237e-06	0.61942	0.00016827	0.00095466	5.9626e-07	3.0936e-06	3.5845e-06	0.00014511	1.1765e-05	0.00073565	0.0007329	1.0469e-07	1.2681e-08	9.8687e-06	0.00089222	2.4059e-05	1.5853e-05	5.0897e-05	0.00012827	0.01	4.5655e-07	0.035573	1.8424e-05	8.7159e-06	2.548e-05	1.3986e-06	0.21595	8.3201e-05	8.2427e-06	0.0066002	5.416e-07	1.8992e-08	0.0014478	0.00019066	3.8415e-06	0.00055925	0.0014622	0.0013732	9.4202e-05	0.016888	0.0094804	0.055873	4.4512e-07	1.8687e-07	0.00014715	0.0084283	0.00033934	2.5911e-05	1.229e-07	
0.078746	1.3855e-07	8.2386e-07	0.036143	1.4742e-06	0.00033596	9.3634e-07	8.1072e-06	3.1158e-06	1.577e-06	1.1025e-05	4.7448e-06	3.1487e-05	7.2612e-07	2.9053e-06	3.4099e-06	2.4107e-07	1.7231e-06	0.0010936	6.2127e-05	8.7554e-07	6.705e-06	8.6282e-07	0.0012238	2.6944e-05	2.378e-05	2.6822e-06	6.1421e-08	2.8025e-05	1.0535e-06	2.0736e-07	6.2874e-05	0.00016875	1.2919e-06	0.61696	0.00016734	0.00095759	5.1734e-07	3.0243e-06	3.6936e-06	0.00014668	1.1391e-05	0.00073517	0.00073215	1.129e-07	1.2006e-08	1.012e-05	0.00088905	2.3972e-05	1.6236e-05	5.0269e-05	0.00012813	0.01	4.2883e-07	0.035624	1.804e-05	8.9354e-06	2.5417e-05	1.0461e-06	0.21486	8.3504e-05	8.2167e-06	0.0065998	4.8788e-07	1.6781e-08	0.0014307	0.00019282	3.1983e-06	0.00055709	0.0014633	0.0013701	9.3563e-05	0.016912	0.0094884	0.055925	3.6855e-07	1.8918e-07	0.0001491	0.0084372	0.00035095	2.5591e-05	9.618e-08	
0.076018	1.5326e-07	8.0428e-07	0.03557	1.4761e-06	0.00033709	8.2797e-07	8.285e-06	3.2422e-06	1.5146e-06	1.0984e-05	4.2878e-06	3.0789e-05	7.4664e-07	3.0483e-06	3.4227e-06	2.1238e-07	1.7374e-06	0.0011299	6.2159e-05	9.13e-07	6.7039e-06	7.8285e-07	0.0011278	2.6336e-05	2.3287e-05	2.5597e-06	6.7909e-08	2.7983e-05	1.0407e-06	1.8095e-07	6.2913e-05	0.00017022	1.3665e-06	0.61454	0.00016643	0.00096052	4.4844e-07	2.9592e-06	3.8216e-06	0.00014833	1.1053e-05	0.00073472	0.00073143	1.222e-07	1.0927e-08	1.0374e-05	0.00088593	2.3888e-05	1.6657e-05	4.9665e-05	0.00012799	0.01	4.0451e-07	0.035676	1.7689e-05	9.1843e-06	2.5365e-05	7.3557e-07	0.21378	8.3816e-05	8.2068e-06	0.0065995	4.4176e-07	1.4581e-08	0.0014141	0.00019502	2.6541e-06	0.00055495	0.0014644	0.001367	9.2939e-05	0.016935	0.0094965	0.055979	2.9906e-07	1.9138e-07	0.00015106	0.0084461	0.00036351	2.5286e-05	7.6134e-08	
0.073469	1.7279e-07	7.8861e-07	0.035071	1.4809e-06	0.00033826	7.2638e-07	8.474e-06	3.3842e-06	1.454e-06	1.0957e-05	3.8799e-06	3.0143e-05	7.7155e-07	3.2071e-06	3.4433e-06	1.8532e-07	1.7561e-06	0.001169	6.2243e-05	9.5172e-07	6.7207e-06	7.0934e-07	0.0010538	2.5766e-05	2.2821e-05	2.4441e-06	7.3401e-08	2.8013e-05	1.0326e-06	1.579e-07	6.3007e-05	0.00017177	1.4497e-06	0.61218	0.00016553	0.00096346	3.8989e-07	2.8995e-06	3.9744e-06	0.0001501	1.0757e-05	0.0007343	0.00073076	1.3334e-07	9.5412e-09	1.063e-05	0.00088287	2.3806e-05	1.7125e-05	4.909e-05	0.00012786	0.01	3.8389e-07	0.035728	1.7375e-05	9.4711e-06	2.5327e-05	4.6775e-07	0.21272	8.4136e-05	8.2176e-06	0.0065991	4.0385e-07	1.2486e-08	0.001398	0.0001973	2.2074e-06	0.00055283	0.0014656	0.001364	9.2334e-05	0.016959	0.0095046	0.056036	2.3725e-07	1.9378e-07	0.00015302	0.0084551	0.00037711	2.4995e-05	6.2343e-08	
0.071065	1.9737e-07	7.7587e-07	0.034647	1.4875e-06	0.00033946	6.2858e-07	8.6724e-06	3.5404e-06	1.3946e-06	1.0944e-05	3.5085e-06	2.954e-05	8.0025e-07	3.3801e-06	3.4698e-06	1.5854e-07	1.7783e-06	0.0012106	6.237e-05	9.9181e-07	6.7516e-06	6.4031e-07	0.00073198	2.5226e-05	2.2382e-05	2.3337e-06	7.7619e-08	2.8103e-05	1.0283e-06	1.3711e-07	6.3148e-05	0.00017337	1.5406e-06	0.60986	0.00016464	0.0009664	1.9426e-07	2.8438e-06	4.1493e-06	0.00015196	1.0493e-05	0.00073391	0.00073012	1.4591e-07	7.7053e-09	1.0887e-05	0.00087986	2.3727e-05	1.7641e-05	4.8537e-05	0.00012773	0.01	3.6604e-07	0.03578	1.709e-05	9.3758e-06	2.53e-05	2.3135e-07	0.21167	8.4465e-05	8.2446e-06	0.0065988	3.7166e-07	1.0287e-08	0.0013823	0.00019962	8.0555e-07	0.00055072	0.0014667	0.001361	9.1743e-05	0.016983	0.0095128	0.056095	1.8033e-07	1.9609e-07	0.00015498	0.0084642	0.00039182	2.4719e-05	5.2175e-08	
0.068566	2.1715e-07	7.5861e-07	0.034158	1.4873e-06	0.00034064	5.1399e-07	8.8591e-06	3.6848e-06	1.3301e-06	1.0917e-05	3.6511e-06	2.8908e-05	8.2484e-07	3.5427e-06	3.4842e-06	1.2358e-07	1.7965e-06	0.0012507	6.248e-05	1.0233e-06	6.7625e-06	7.1366e-07	0.0007144	2.4667e-05	2.2851e-05	2.2143e-06	7.7536e-08	2.8159e-05	1.0193e-06	1.2454e-07	6.3268e-05	0.00017493	1.6237e-06	0.60752	0.00016373	0.00096933	1.6782e-07	2.7804e-06	4.2907e-06	0.00015376	1.0197e-05	0.00073355	0.00072952	1.5615e-07	1.3544e-08	1.1148e-05	0.00087681	2.3639e-05	1.8115e-05	4.7966e-05	0.00012759	0.01	3.4541e-07	0.035833	1.6781e-05	9.2603e-06	2.526e-05	1.9939e-07	0.21061	8.4804e-05	8.244e-06	0.0065985	4.4435e-07	6.6972e-09	0.0013672	0.0002019	6.0096e-07	0.0005486	0.0014679	0.001358	9.1139e-05	0.017007	0.009521	0.056153	2.0425e-07	1.9524e-07	0.00015693	0.0084732	0.00040591	2.4457e-05	4.7632e-08	
0.066233	2.4333e-07	7.4503e-07	0.033736	1.4899e-06	0.00034185	4.0492e-07	9.0577e-06	3.8468e-06	1.2674e-06	1.0906e-05	3.8183e-06	2.8329e-05	8.5426e-07	3.7231e-06	3.5066e-06	8.9615e-08	1.8191e-06	0.0012939	6.2641e-05	1.0569e-06	6.7913e-06	7.9323e-07	0.00070908	2.4143e-05	2.3354e-05	2.1013e-06	7.6521e-08	2.7768e-05	1.015e-06	1.1369e-07	6.3444e-05	0.00017656	1.7169e-06	0.60523	0.00016283	0.00097226	1.4521e-07	2.7221e-06	4.4592e-06	0.00015568	9.939e-06	0.00073322	0.00072897	1.6834e-07	1.9655e-08	1.1413e-05	0.00087383	2.3556e-05	1.8641e-05	4.7422e-05	0.00012745	0.01	3.28e-07	0.035885	1.6507e-05	9.1738e-06	2.5234e-05	1.7175e-07	0.20957	8.5153e-05	8.2644e-06	0.0065981	5.2993e-07	3.0963e-09	0.0013525	0.00020425	4.3074e-07	0.0005465	0.0014691	0.001355	9.0554e-05	0.017031	0.0095292	0.056213	2.3094e-07	1.9463e-07	0.00015888	0.0084823	0.00041047	2.4212e-05	4.5424e-08	
0.063818	2.9962e-07	7.2697e-07	0.033282	1.4858e-06	0.00034303	4.6971e-07	9.244e-06	3.9977e-06	1.1995e-06	1.0882e-05	3.9621e-06	2.7722e-05	8.7947e-07	3.8926e-06	3.5169e-06	1.1709e-07	1.8376e-06	0.0013357	6.2771e-05	1.085e-06	6.7968e-06	8.6458e-07	0.00068787	2.36e-05	2.3835e-05	2.2696e-06	7.1206e-08	2.7324e-05	1.006e-06	1.4539e-07	6.3587e-05	0.00017815	1.8021e-06	0.60292	0.00016192	0.00097518	1.1851e-07	2.6562e-06	4.6065e-06	0.00015753	9.6516e-06	0.00073286	0.00072838	1.7815e-07	2.4068e-08	1.1667e-05	0.00087082	2.3464e-05	1.9132e-05	4.6859e-05	0.00012731	0.01	3.0818e-07	0.035938	1.6212e-05	9.0745e-06	2.5196e-05	1.399e-07	0.20852	8.5493e-05	8.2572e-06	0.0065978	6.0496e-07	4.1526e-09	0.0013376	0.00020655	3.4593e-07	0.00054438	0.0014702	0.0013521	8.9955e-05	0.017055	0.0095374	0.056273	2.4985e-07	1.9096e-07	0.00016082	0.0084914	0.00041482	2.395e-05	4.1029e-08	
0.061539	3.68e-07	7.1166e-07	0.032881	1.4834e-06	0.00034425	5.3501e-07	9.4399e-06	4.1638e-06	1.1327e-06	1.0872e-05	4.1262e-06	2.7154e-05	9.0872e-07	4.0775e-06	3.533e-06	1.4401e-07	1.8597e-06	0.0013802	6.2946e-05	1.1147e-06	6.8164e-06	9.4091e-07	0.00067573	2.3086e-05	2.3714e-05	2.4447e-06	6.4594e-08	2.6971e-05	1.0006e-06	1.803e-07	6.3777e-05	0.00017979	1.8956e-06	0.60066	0.00016102	0.0009781	9.4533e-08	2.594e-06	4.7767e-06	0.00015948	9.3945e-06	0.00073253	0.00072783	1.8954e-07	2.8514e-08	1.1923e-05	0.00086786	2.3374e-05	1.9668e-05	4.6318e-05	0.00012719	0.01	2.9084e-07	0.035991	1.5945e-05	8.9983e-06	2.5169e-05	1.1118e-07	0.20749	8.5843e-05	8.2658e-06	0.0065975	6.9135e-07	4.7176e-09	0.0013232	0.00020891	2.7205e-07	0.00054228	0.0014714	0.0013491	8.9371e-05	0.01708	0.0095456	0.056335	2.7061e-07	1.8718e-07	0.00016276	0.0085006	0.00041955	2.3701e-05	3.8331e-08	
0.059409	4.5418e-07	6.9977e-07	0.032539	1.4839e-06	0.00034551	6.0288e-07	9.6481e-06	4.3495e-06	1.0673e-06	1.0876e-05	4.3175e-06	2.6631e-05	9.4324e-07	4.2822e-06	3.557e-06	1.7156e-07	1.8865e-06	0.0014281	6.3173e-05	1.1466e-06	6.8539e-06	1.0243e-06	0.00067502	2.2605e-05	2.3616e-05	2.6292e-06	5.6947e-08	2.671e-05	9.9974e-07	2.199e-07	6.4023e-05	0.00018152	1.9999e-06	0.59844	0.00016013	0.00098103	7.3452e-08	2.5366e-06	4.977e-06	0.00016155	9.1719e-06	0.00073224	0.00072732	2.0316e-07	3.3282e-08	1.2183e-05	0.00086496	2.3288e-05	2.026e-05	4.5804e-05	0.00012707	0.01	2.7621e-07	0.036045	1.5708e-05	8.9493e-06	2.5156e-05	8.5784e-08	0.20647	8.6202e-05	8.2951e-06	0.0065972	7.9378e-07	4.8864e-09	0.0013092	0.00021134	2.0939e-07	0.0005402	0.0014726	0.0013462	8.8804e-05	0.017104	0.0095539	0.0564	2.9469e-07	1.8358e-07	0.00016471	0.0085098	0.00042477	2.3469e-05	3.7491e-08	
