Zootoca_vivipara	Vipera_berus	Thamnophis_elegans	Sceloporus_undulatus	Python_bivittatus	Ptyas_mucosa	Pseudonaja_textilis	Protobothrops_mucrosquamatus	Pogona_vitticeps	Podarcis_muralis	Pituophis_catenifer	Pantherophis_obsoletus	Notechis_scutatus	Naja_naja	Laticauda_colubrina	Lacerta_agilis	Hydrophis_cyanocinctus	Gekko_japonicus	Crotalus_tigris	Chrysopelea_ornata	Bothrops_jararaca	Anolis_carolinensis	
3.0326e-05	8.4984e-06	6.1124e-07	3.9934e-07	8.5627e-06	6.7512e-06	0.0019252	1.2683e-05	1.7557e-05	5.5555e-05	5.0355e-06	2.0039e-05	0.00013436	9.5922e-05	2.1415e-05	0.00013225	0.00025908	1.3384e-06	2.5803e-08	4.613e-07	0.00019206	1.1472e-05	
3.254e-05	9.2001e-06	6.93e-07	4.9191e-07	8.9041e-06	6.807e-06	0.001924	1.2959e-05	1.7687e-05	5.56e-05	5.0567e-06	2.0147e-05	0.00013438	9.5495e-05	2.1553e-05	0.00013171	0.00025941	1.4184e-06	2.7835e-08	4.9343e-07	0.00019368	1.2027e-05	
3.4848e-05	9.9375e-06	7.8502e-07	5.7361e-07	9.1491e-06	6.8706e-06	0.0019228	1.3246e-05	2.1005e-05	5.5679e-05	5.0845e-06	2.0262e-05	0.00013441	9.5112e-05	2.1699e-05	0.00013123	0.00025977	1.4683e-06	3.1095e-08	5.2845e-07	0.00019536	1.2514e-05	
3.7085e-05	1.0142e-05	8.8726e-07	6.7713e-07	9.4382e-06	6.941e-06	0.0019218	1.3546e-05	2.2409e-05	5.5721e-05	5.1182e-06	2.0384e-05	0.00013446	9.4767e-05	2.185e-05	0.0001307	0.00026015	1.5855e-06	3.6064e-08	5.6606e-07	0.0001971	1.319e-05	
3.7493e-05	1.0334e-05	9.8088e-07	7.6661e-07	9.6958e-06	7.0048e-06	0.0019207	1.3833e-05	2.3528e-05	5.5821e-05	5.1467e-06	2.0497e-05	0.00013449	9.4398e-05	2.1995e-05	0.00013028	0.0002605	1.6712e-06	3.9127e-08	5.9793e-07	0.00019881	1.3772e-05	
3.7942e-05	1.0515e-05	1.0661e-06	8.7176e-07	9.9173e-06	7.0618e-06	0.0019194	1.4107e-05	2.515e-05	5.596e-05	5.1698e-06	2.0601e-05	0.00013451	9.4007e-05	2.2132e-05	0.00012992	0.00026081	1.8027e-06	7.6366e-08	9.099e-07	0.00020049	1.4513e-05	
3.8432e-05	1.0709e-05	1.163e-06	9.9718e-07	1.018e-05	7.1267e-06	0.0019184	1.4392e-05	2.7441e-05	5.6137e-05	5.1997e-06	2.0712e-05	0.00013454	9.3657e-05	2.2277e-05	0.00012963	0.00026115	1.9844e-06	1.2523e-07	1.2496e-06	0.00020222	1.547e-05	
3.8883e-05	1.0918e-05	1.2729e-06	1.1006e-06	1.0488e-05	7.1997e-06	0.0019172	1.4689e-05	2.8725e-05	5.628e-05	5.2365e-06	2.0831e-05	0.00013456	9.3283e-05	2.2413e-05	0.00012929	0.00026145	2.3063e-06	1.3843e-07	1.62e-06	0.00020401	1.6266e-05	
3.9372e-05	1.1115e-05	1.3735e-06	1.1917e-06	1.2707e-05	7.2659e-06	0.0019159	1.4972e-05	2.9749e-05	5.6457e-05	5.2679e-06	2.0941e-05	0.00013456	9.2885e-05	2.2543e-05	0.00012902	0.00026171	2.5674e-06	2.4762e-07	1.9723e-06	0.00020577	1.6972e-05	
3.9822e-05	1.1326e-05	1.4881e-06	1.3044e-06	1.3486e-05	7.3402e-06	0.0019145	1.5268e-05	2.9376e-05	5.66e-05	5.3062e-06	2.1058e-05	0.00013454	9.2463e-05	2.2665e-05	0.0001287	0.00026192	2.9391e-06	2.8181e-07	2.357e-06	0.00020758	1.7902e-05	
4.0309e-05	1.1551e-05	1.6165e-06	1.4375e-06	1.4343e-05	7.4219e-06	0.0019132	1.5574e-05	2.9336e-05	5.6776e-05	5.3507e-06	2.1183e-05	0.00013454	9.208e-05	2.2794e-05	0.00012844	0.00026217	3.4159e-06	3.2663e-07	2.7736e-06	0.00020719	1.9072e-05	
3.4635e-05	1.4949e-05	3.1473e-06	1.1059e-06	5.2953e-05	5.402e-06	0.0016802	2.0332e-05	0.00016485	2.8898e-05	2.5962e-06	1.5591e-05	0.00010954	4.3723e-05	2.2772e-05	7.3659e-05	0.00021038	1.7736e-05	5.2603e-07	2.8072e-05	0.00014813	0.00010502	
3.394e-05	1.4827e-05	3.0789e-06	1.0164e-06	5.3099e-05	5.2914e-06	0.0016766	2.0157e-05	0.00016183	2.8034e-05	2.5036e-06	1.5361e-05	0.00010903	4.3107e-05	2.2658e-05	7.261e-05	0.00020907	1.7825e-05	5.0343e-07	2.8273e-05	0.00014728	0.00010498	
3.3289e-05	1.4692e-05	2.9998e-06	9.1344e-07	5.3185e-05	5.1736e-06	0.0016729	1.9967e-05	0.00015833	2.7209e-05	2.4054e-06	1.5122e-05	0.0001085	4.2468e-05	2.2536e-05	7.1622e-05	0.00020771	1.7824e-05	4.7476e-07	2.8449e-05	0.0001464	0.00010484	
3.2676e-05	1.4571e-05	2.9336e-06	8.2619e-07	5.3355e-05	5.0627e-06	0.0016693	1.9788e-05	0.00014649	2.6416e-05	2.313e-06	1.4889e-05	0.00010798	4.1863e-05	2.242e-05	7.0688e-05	0.00020638	1.792e-05	4.5473e-07	2.8662e-05	0.00014555	0.00010488	
3.2103e-05	1.4436e-05	2.857e-06	7.2632e-07	5.3465e-05	4.9447e-06	0.0016656	1.9595e-05	0.00013259	2.5659e-05	2.215e-06	1.4646e-05	0.00010745	4.1234e-05	2.2297e-05	6.9811e-05	0.00021085	1.7849e-05	4.2902e-07	2.885e-05	0.00014468	0.00010482	
3.1569e-05	1.4316e-05	2.5331e-06	6.4278e-07	5.2337e-05	4.8344e-06	0.001662	1.9414e-05	0.00012242	2.4936e-05	2.1233e-06	1.441e-05	0.00010693	4.0644e-05	2.218e-05	6.8991e-05	0.00021537	1.7427e-05	4.1209e-07	2.9079e-05	0.00014384	0.00010494	
3.1077e-05	1.3749e-05	2.2481e-06	5.4835e-07	5.1088e-05	4.7316e-06	0.0016583	1.9262e-05	0.00011071	2.425e-05	2.0376e-06	1.4182e-05	0.0001064	4.0032e-05	2.2057e-05	6.8235e-05	0.00021984	1.6907e-05	3.4362e-07	2.9349e-05	0.00014309	0.00010498	
3.0616e-05	1.3207e-05	1.991e-06	4.6638e-07	4.9963e-05	4.6346e-06	0.0016547	1.912e-05	0.00010175	2.3588e-05	1.9566e-06	1.396e-05	0.00010588	3.9452e-05	2.1939e-05	6.7524e-05	0.00022437	1.652e-05	2.9005e-07	2.9657e-05	0.00014238	0.00010518	
3.0182e-05	1.2688e-05	1.7585e-06	3.9513e-07	4.8953e-05	4.5432e-06	0.0016512	1.8985e-05	9.4874e-05	2.2951e-05	1.8799e-06	1.3743e-05	0.00010537	3.8902e-05	2.1826e-05	6.6855e-05	0.00022895	1.6245e-05	2.4804e-07	3.0004e-05	0.00014169	0.00010559	
2.9716e-05	1.2153e-05	1.5116e-06	3.152e-07	4.7879e-05	4.4461e-06	0.0016477	1.8839e-05	8.7078e-05	2.2285e-05	1.7989e-06	1.3518e-05	0.00010485	3.8333e-05	2.1707e-05	6.6152e-05	0.00023348	1.5909e-05	1.9992e-07	3.0328e-05	0.00014097	0.00010591	
2.9278e-05	1.164e-05	1.2878e-06	2.448e-07	4.6914e-05	4.3543e-06	0.0016442	1.8702e-05	8.1089e-05	2.1642e-05	1.7221e-06	1.3298e-05	0.00010435	3.7793e-05	2.1594e-05	6.549e-05	0.00023806	1.5675e-05	1.6189e-07	3.0692e-05	0.00014029	0.0001064	
2.8867e-05	1.1149e-05	1.0851e-06	1.8261e-07	4.6053e-05	4.2678e-06	0.0016408	1.8573e-05	7.6528e-05	2.1021e-05	1.6492e-06	1.3083e-05	0.00010385	3.7282e-05	2.1485e-05	6.487e-05	0.0002427	1.5534e-05	1.3194e-07	3.1099e-05	0.00013963	0.0001071	
2.849e-05	1.064e-05	1.0883e-06	1.6864e-07	4.511e-05	4.1748e-06	0.0016376	1.843e-05	7.5847e-05	2.0429e-05	1.5716e-06	1.2858e-05	0.00010338	3.6804e-05	2.1384e-05	6.4298e-05	0.00024741	1.524e-05	1.3841e-07	3.1476e-05	0.00013895	0.00010733	
2.8146e-05	1.0156e-05	1.0978e-06	1.6552e-07	4.4289e-05	4.0882e-06	0.0016342	1.8298e-05	7.264e-05	1.9864e-05	1.4988e-06	1.2641e-05	0.00010288	3.6305e-05	2.1275e-05	6.3773e-05	0.00025206	1.4502e-05	1.2657e-07	3.1904e-05	0.0001383	0.00010683	
2.7835e-05	9.6969e-06	1.1139e-06	1.6662e-07	4.3578e-05	4.008e-06	0.001631	1.8177e-05	6.2765e-05	1.9324e-05	1.4306e-06	1.243e-05	0.00010241	3.5838e-05	2.1173e-05	6.3295e-05	0.00025678	1.396e-05	1.1882e-07	3.1786e-05	0.00013768	0.00010485	
2.7487e-05	9.2609e-06	1.1368e-06	1.7325e-07	4.1998e-05	3.9337e-06	0.0016277	1.8067e-05	5.6127e-05	1.8753e-05	1.3667e-06	1.2225e-05	0.00010191	3.535e-05	2.1063e-05	6.278e-05	0.00026144	1.3713e-05	8.3646e-08	3.1706e-05	0.00013709	9.9228e-05	
2.7102e-05	8.847e-06	1.0679e-06	1.7428e-07	4.06e-05	3.8652e-06	0.0016245	1.7967e-05	5.571e-05	1.8151e-05	1.3069e-06	1.2026e-05	0.00010143	3.4894e-05	2.096e-05	6.2226e-05	0.00026617	1.3391e-05	5.6921e-08	3.1663e-05	0.00013653	9.2858e-05	
2.675e-05	8.454e-06	1.0082e-06	1.7793e-07	3.9354e-05	3.8024e-06	0.0016214	1.7877e-05	5.2683e-05	1.7575e-05	1.2509e-06	1.1834e-05	0.00010097	3.4469e-05	2.0864e-05	6.1719e-05	0.00027097	1.3205e-05	3.6511e-08	3.1658e-05	0.000136	8.7887e-05	
2.6425e-05	8.0808e-06	9.5688e-07	1.7551e-07	3.8257e-05	3.7457e-06	0.0016184	1.7797e-05	4.869e-05	1.7019e-05	1.1994e-06	1.0976e-05	0.00010053	3.4072e-05	2.0774e-05	6.1253e-05	0.00027584	1.2889e-05	2.0784e-08	3.1047e-05	0.0001355	8.2178e-05	
2.6126e-05	7.6921e-06	8.9342e-07	1.7517e-07	3.7063e-05	3.6979e-06	0.0016155	1.7704e-05	4.5732e-05	1.6485e-05	1.1514e-06	1.014e-05	0.0001001	3.3703e-05	2.069e-05	6.0825e-05	0.00028078	1.2675e-05	2.1434e-08	3.0312e-05	0.00013498	7.7613e-05	
2.5794e-05	7.2887e-06	8.226e-07	1.696e-07	3.5793e-05	3.6445e-06	0.0016126	1.7599e-05	4.6532e-05	1.5922e-05	1.0977e-06	1.0149e-05	9.9651e-05	3.3318e-05	2.06e-05	6.0364e-05	0.00028567	1.2401e-05	2.0516e-08	2.9539e-05	0.00013444	7.2511e-05	
2.5489e-05	6.8706e-06	7.4423e-07	1.5499e-07	3.4436e-05	3.5855e-06	0.0016096	1.7481e-05	4.6796e-05	1.5379e-05	1.0401e-06	1.0151e-05	9.919e-05	3.2915e-05	2.0502e-05	5.9942e-05	0.0002905	1.2257e-05	1.8017e-08	2.8727e-05	0.00013387	6.6224e-05	
2.5212e-05	6.4725e-06	6.7493e-07	1.4313e-07	3.3224e-05	3.5317e-06	0.0016066	1.7373e-05	4.5086e-05	1.4858e-05	9.8589e-07	1.0157e-05	9.8745e-05	3.254e-05	2.0412e-05	5.9563e-05	0.00029541	1.2205e-05	1.6336e-08	2.7993e-05	0.00013334	6.131e-05	
2.4965e-05	6.0936e-06	6.1369e-07	1.3363e-07	3.2144e-05	3.4829e-06	0.0016038	1.7276e-05	4.399e-05	1.4358e-05	9.3487e-07	1.0166e-05	9.8315e-05	3.2192e-05	2.0327e-05	5.9226e-05	0.00030039	1.1861e-05	1.5334e-08	2.733e-05	0.00013283	5.7468e-05	
2.4745e-05	5.7326e-06	5.5959e-07	1.263e-07	3.1183e-05	3.4389e-06	0.0016011	1.7188e-05	3.9672e-05	1.3878e-05	8.8683e-07	1.0179e-05	9.7901e-05	3.187e-05	2.0249e-05	5.893e-05	0.00030545	1.1652e-05	1.4931e-08	2.6733e-05	0.00013235	5.4473e-05	
2.4492e-05	5.357e-06	4.9863e-07	1.1381e-07	3.0152e-05	3.3892e-06	0.0015983	1.7087e-05	3.533e-05	1.337e-05	8.3494e-07	1.0184e-05	9.747e-05	3.1531e-05	2.0164e-05	5.86e-05	0.00031045	1.1378e-05	1.3014e-08	2.61e-05	0.00013186	5.1097e-05	
2.4204e-05	4.9667e-06	5.4184e-07	9.6066e-08	2.9049e-05	3.3338e-06	0.0015955	1.6973e-05	3.0965e-05	1.2834e-05	7.7915e-07	1.0182e-05	9.7023e-05	3.1174e-05	2.0071e-05	5.8234e-05	0.00031539	1.1373e-05	9.5467e-09	2.5431e-05	0.00013133	4.7289e-05	
2.3944e-05	4.5942e-06	5.909e-07	8.0371e-08	2.8064e-05	3.2832e-06	0.0015927	1.6869e-05	2.6577e-05	1.2318e-05	7.263e-07	1.0183e-05	9.6591e-05	3.0842e-05	1.9984e-05	5.791e-05	0.0003204	1.1452e-05	6.6661e-09	2.4827e-05	0.00013084	4.4308e-05	
2.3711e-05	4.2386e-06	6.4654e-07	6.6282e-08	2.7189e-05	3.2372e-06	0.00159	1.6775e-05	2.2165e-05	1.1821e-05	6.7621e-07	1.0187e-05	9.6175e-05	3.0536e-05	1.9904e-05	5.7627e-05	0.00032549	1.1621e-05	4.1487e-09	2.4283e-05	0.00013037	4.198e-05	
2.3505e-05	3.8657e-06	6.9572e-07	5.351e-08	2.6882e-05	3.1859e-06	0.0015875	1.6659e-05	1.773e-05	1.1343e-05	6.2333e-07	1.0184e-05	9.5773e-05	3.0254e-05	1.983e-05	5.7383e-05	0.00033066	1.1546e-05	6.5096e-09	2.3709e-05	0.00013314	4.0176e-05	
2.3266e-05	3.4783e-06	7.3819e-07	6.6726e-08	2.6527e-05	3.1289e-06	0.0015849	1.6529e-05	1.3271e-05	1.0837e-05	5.6664e-07	1.0173e-05	9.5356e-05	2.9955e-05	1.9749e-05	5.7106e-05	0.00033576	1.1414e-05	7.5365e-09	2.3101e-05	0.00013587	3.7788e-05	
2.2994e-05	3.1081e-06	7.8737e-07	8.8671e-08	2.5319e-05	3.0766e-06	0.0015823	1.641e-05	1.0754e-05	1.0305e-05	5.1269e-07	1.0166e-05	9.4953e-05	2.9681e-05	1.9674e-05	5.6796e-05	0.00034095	1.1085e-05	8.7818e-09	2.2553e-05	0.00013866	3.1901e-05	
2.275e-05	2.754e-06	8.4398e-07	1.1334e-07	2.4238e-05	3.0289e-06	0.0015797	1.63e-05	8.9135e-06	9.7908e-06	3.2272e-07	1.0164e-05	9.4534e-05	2.9389e-05	1.9591e-05	5.6526e-05	0.00034721	1.0866e-05	4.608e-09	2.206e-05	0.00014153	2.7298e-05	
2.2528e-05	2.4136e-06	9.0783e-07	1.4153e-07	2.3261e-05	2.985e-06	0.0015772	1.6199e-05	7.5921e-06	9.2917e-06	1.4177e-07	1.0164e-05	9.4128e-05	2.9119e-05	1.9514e-05	5.6291e-05	0.00035355	1.0293e-05	8.3416e-10	2.1615e-05	0.00014447	2.3705e-05	
2.2275e-05	2.4447e-06	9.6455e-07	1.6403e-07	2.2221e-05	2.9358e-06	0.0015748	1.6085e-05	7.8748e-06	8.7671e-06	1.1652e-07	1.0156e-05	9.3735e-05	2.887e-05	1.9443e-05	5.6025e-05	0.00035998	9.6265e-06	3.3054e-10	2.1142e-05	0.00014736	1.9696e-05	
2.2047e-05	2.4684e-06	1.0143e-06	1.9041e-07	2.1107e-05	2.8815e-06	0.0015725	1.5958e-05	8.3653e-06	8.2595e-06	1.3247e-07	1.0139e-05	9.3357e-05	2.8643e-05	1.9377e-05	5.5798e-05	0.00036651	9.1315e-06	6.5613e-10	2.0643e-05	0.00015021	1.6562e-05	
2.1846e-05	2.4847e-06	1.0569e-06	2.2144e-07	1.9915e-05	3.0258e-06	0.0015703	1.5819e-05	9.1103e-06	7.768e-06	2.2348e-07	1.0067e-05	9.2992e-05	2.8435e-05	1.9317e-05	5.5611e-05	0.00037312	8.772e-06	3.3913e-09	2.0111e-05	0.00015302	1.4111e-05	
2.167e-05	2.5054e-06	1.1075e-06	2.2075e-07	1.8846e-05	3.1779e-06	0.0015684	1.5724e-05	1.0232e-05	7.2916e-06	2.461e-07	9.9991e-06	9.2664e-05	2.8207e-05	1.9245e-05	5.5462e-05	0.00037959	8.5216e-06	2.5806e-09	1.9632e-05	0.0001535	9.0286e-06	
2.1459e-05	2.5287e-06	1.1657e-06	2.1125e-07	1.7884e-05	3.1652e-06	0.0015666	1.5636e-05	1.1093e-05	7.6068e-06	2.6967e-07	9.9353e-06	9.2348e-05	2.7998e-05	1.9179e-05	5.5277e-05	0.00038614	8.2042e-06	1.5189e-09	1.9198e-05	0.00015401	8.1035e-06	
2.1273e-05	2.5446e-06	1.2165e-06	2.1329e-07	1.6858e-05	3.1472e-06	0.0015647	1.5536e-05	1.123e-05	7.9325e-06	2.9098e-07	9.8637e-06	9.2016e-05	2.7773e-05	1.9106e-05	5.513e-05	0.00039263	7.661e-06	3.2044e-09	1.8738e-05	0.0001545	7.5458e-06	
2.1107e-05	2.563e-06	1.275e-06	2.1781e-07	1.5924e-05	3.1328e-06	0.0015629	1.5444e-05	1.1559e-05	8.2666e-06	3.1272e-07	9.7952e-06	9.1696e-05	2.7567e-05	1.9038e-05	5.5017e-05	0.0003992	7.2436e-06	4.7604e-09	1.8321e-05	0.00015501	7.103e-06	
2.0962e-05	2.5847e-06	1.3429e-06	2.2488e-07	1.5087e-05	3.1224e-06	0.0015613	1.5361e-05	1.21e-05	8.6095e-06	3.352e-07	9.7305e-06	9.139e-05	2.7385e-05	1.8975e-05	5.4936e-05	0.00040587	6.9277e-06	6.3689e-09	1.7948e-05	0.00015555	6.7536e-06	
2.0836e-05	2.6089e-06	1.3083e-06	2.3458e-07	1.4326e-05	3.1152e-06	0.0015597	1.5285e-05	1.2885e-05	8.9616e-06	3.5823e-07	9.6687e-06	9.1095e-05	2.722e-05	1.8918e-05	5.4888e-05	0.00041263	6.6942e-06	8.0375e-09	1.7611e-05	0.00015613	6.48e-06	
2.0728e-05	2.6358e-06	1.2801e-06	2.481e-07	1.3634e-05	3.1114e-06	0.0015582	1.5216e-05	1.3966e-05	9.323e-06	3.8187e-07	9.6097e-06	9.0813e-05	2.7072e-05	1.8865e-05	5.4871e-05	0.00041948	6.0976e-06	9.8575e-09	1.7307e-05	0.00015673	5.537e-06	
2.064e-05	2.6651e-06	1.2579e-06	2.6462e-07	1.3005e-05	3.1108e-06	0.0015568	1.5154e-05	1.5392e-05	9.694e-06	4.0614e-07	9.5533e-06	9.0541e-05	2.6941e-05	1.8817e-05	5.4886e-05	0.00042642	5.6261e-06	1.1911e-08	1.7035e-05	0.00015736	4.7685e-06	
2.0568e-05	2.6976e-06	1.2422e-06	2.8526e-07	1.2441e-05	3.1138e-06	0.0015555	1.51e-05	1.5428e-05	1.0075e-05	4.3135e-07	9.5003e-06	9.0282e-05	2.6828e-05	1.8774e-05	5.4931e-05	0.00043346	5.2698e-06	1.4443e-08	1.6795e-05	0.00015801	4.157e-06	
2.0469e-05	2.7229e-06	1.2205e-06	3.0025e-07	1.1838e-05	3.1121e-06	0.0015541	1.5034e-05	1.5336e-05	1.0433e-05	4.5383e-07	9.44e-06	9.001e-05	2.6703e-05	1.8725e-05	5.4948e-05	0.00044043	5.1459e-06	1.5584e-08	1.6537e-05	0.00015865	3.4831e-06	
2.039e-05	2.7512e-06	1.2051e-06	3.1934e-07	1.1296e-05	3.114e-06	0.0015529	1.4977e-05	1.546e-05	1.0803e-05	4.7724e-07	9.3829e-06	8.975e-05	2.6595e-05	1.8681e-05	5.4999e-05	0.00044751	5.0751e-06	1.7248e-08	1.6311e-05	0.00015932	2.9423e-06	
2.0282e-05	2.7821e-06	1.195e-06	3.4473e-07	1.0805e-05	3.1189e-06	0.0015517	1.4925e-05	1.4878e-05	1.1151e-05	5.0142e-07	9.3282e-06	8.95e-05	2.6503e-05	1.8642e-05	5.5021e-05	0.00045468	4.9512e-06	1.9404e-08	1.6116e-05	0.00016002	2.5197e-06	
2.0145e-05	2.8055e-06	1.1788e-06	3.639e-07	1.0276e-05	3.1189e-06	0.0015504	1.4863e-05	1.4141e-05	1.1475e-05	5.2274e-07	9.2661e-06	8.9236e-05	2.6398e-05	1.8596e-05	5.5014e-05	0.00046178	4.7646e-06	2.0062e-08	1.5904e-05	0.00016069	2.0505e-06	
2.0025e-05	2.8313e-06	1.1675e-06	3.8711e-07	9.7937e-06	3.1218e-06	0.0015492	1.4806e-05	1.3628e-05	1.1808e-05	5.4481e-07	9.2062e-06	8.8982e-05	2.6308e-05	1.8554e-05	5.5035e-05	0.00046897	4.6295e-06	2.1213e-08	1.5717e-05	0.00016139	1.6632e-06	
1.9875e-05	2.85e-06	1.1507e-06	3.9273e-07	9.5646e-06	3.1201e-06	0.001548	1.4739e-05	1.4435e-05	1.2118e-05	5.6413e-07	9.1393e-06	8.8715e-05	2.6207e-05	1.8506e-05	5.5027e-05	0.0004761	4.4475e-06	2.0931e-08	1.5515e-05	0.00016207	1.6051e-06	
1.9743e-05	2.8712e-06	1.139e-06	4.0227e-07	9.3667e-06	3.1215e-06	0.0015468	1.4678e-05	1.5518e-05	1.2438e-05	5.8431e-07	9.0749e-06	8.8459e-05	2.6121e-05	1.8463e-05	5.505e-05	0.00048332	4.3176e-06	2.1187e-08	1.5338e-05	0.00016278	1.5656e-06	
1.9627e-05	2.8951e-06	1.1323e-06	4.1582e-07	9.1978e-06	3.1259e-06	0.0015457	1.4623e-05	1.6929e-05	1.2768e-05	6.0537e-07	9.0129e-06	8.8213e-05	2.605e-05	1.8424e-05	5.5103e-05	0.00049064	4.2321e-06	2.1961e-08	1.5184e-05	0.00016352	1.5426e-06	
1.9529e-05	2.9215e-06	1.1306e-06	4.3364e-07	9.0566e-06	3.1334e-06	0.0015447	1.4575e-05	1.8751e-05	1.311e-05	6.2736e-07	8.9532e-06	8.7977e-05	2.5995e-05	1.839e-05	5.5186e-05	0.00049805	4.187e-06	2.329e-08	1.5053e-05	0.00016429	1.5349e-06	
1.9403e-05	2.9501e-06	1.133e-06	4.554e-07	8.939e-06	3.1435e-06	0.0015438	1.4531e-05	2.1039e-05	1.3429e-05	6.5012e-07	8.8952e-06	8.7751e-05	2.5954e-05	1.8359e-05	5.5243e-05	0.00050555	4.0844e-06	2.5104e-08	1.4941e-05	0.00016508	1.5406e-06	
1.925e-05	2.9718e-06	1.1304e-06	4.7146e-07	8.7984e-06	3.1493e-06	0.0015428	1.4478e-05	2.3088e-05	1.3725e-05	6.7019e-07	8.8306e-06	8.7512e-05	2.5903e-05	1.8323e-05	5.5271e-05	0.00051299	3.947e-06	2.5524e-08	1.4817e-05	0.00016585	1.5367e-06	
1.9114e-05	2.9956e-06	1.132e-06	4.9245e-07	8.6815e-06	3.1577e-06	0.0015419	1.443e-05	2.5731e-05	1.4033e-05	6.9107e-07	8.7677e-06	8.7282e-05	2.5865e-05	1.829e-05	5.533e-05	0.00052052	3.8541e-06	2.6469e-08	1.4712e-05	0.00016665	1.548e-06	
1.8995e-05	3.0223e-06	1.1387e-06	5.1888e-07	8.5906e-06	3.1692e-06	0.0015411	1.4388e-05	2.9138e-05	1.4353e-05	7.1308e-07	8.7071e-06	8.7063e-05	2.5841e-05	1.8262e-05	5.5421e-05	0.00052815	3.8011e-06	2.8139e-08	1.4628e-05	0.00016748	1.575e-06	
1.8894e-05	3.0521e-06	1.1508e-06	5.7e-07	8.5267e-06	3.1842e-06	0.0015403	1.4353e-05	3.0024e-05	1.4686e-05	7.364e-07	8.6492e-06	8.6855e-05	2.5834e-05	1.8239e-05	5.5544e-05	0.00053588	3.5453e-06	3.0694e-08	1.4566e-05	0.00016834	1.4903e-06	
1.8766e-05	3.0845e-06	1.1677e-06	6.1385e-07	8.4882e-06	3.2021e-06	0.0015397	1.4324e-05	3.0724e-05	1.4996e-05	7.6081e-07	8.5931e-06	8.6656e-05	2.5841e-05	1.8219e-05	5.564e-05	0.00054371	3.2536e-06	3.411e-08	1.4523e-05	0.00016924	1.3928e-06	
1.8655e-05	3.1202e-06	1.1905e-06	6.6634e-07	8.4759e-06	3.2235e-06	0.0015391	1.4301e-05	3.1812e-05	1.5319e-05	7.8668e-07	8.5395e-06	8.6469e-05	2.5863e-05	1.8204e-05	5.577e-05	0.00055165	3.027e-06	3.8788e-08	1.4502e-05	0.00017016	1.3175e-06	
1.8561e-05	3.1588e-06	1.2188e-06	7.2776e-07	8.4871e-06	3.248e-06	0.0015387	1.4284e-05	3.3335e-05	1.5655e-05	8.1386e-07	8.4879e-06	8.6291e-05	2.59e-05	1.8193e-05	5.5929e-05	0.00055969	2.8502e-06	4.4848e-08	1.4499e-05	0.00017111	1.26e-06	
2.0352e-05	3.2018e-06	1.2546e-06	8.0705e-07	8.5308e-06	3.2769e-06	0.0015383	1.4275e-05	3.3827e-05	1.5942e-05	8.4308e-07	8.4396e-06	8.6127e-05	2.5955e-05	1.8188e-05	5.6015e-05	0.00056786	2.7877e-06	5.3235e-08	1.4521e-05	0.00017211	1.2269e-06	
2.2089e-05	3.2655e-06	1.2837e-06	8.7419e-07	8.5436e-06	3.3006e-06	0.0015379	1.4314e-05	3.4109e-05	1.6206e-05	8.6901e-07	8.3838e-06	8.5947e-05	2.5997e-05	1.8177e-05	5.607e-05	0.00057595	2.6788e-06	5.0402e-08	1.4527e-05	0.00017331	1.1791e-06	
2.3907e-05	3.3342e-06	1.3206e-06	9.5596e-07	8.5877e-06	3.3287e-06	0.0015375	1.4361e-05	3.481e-05	1.6487e-05	8.9703e-07	8.3313e-06	8.5781e-05	2.6058e-05	1.8171e-05	5.6163e-05	0.00058417	2.614e-06	4.937e-08	1.4558e-05	0.00017456	1.1506e-06	
2.5808e-05	3.4071e-06	1.366e-06	1.0857e-06	8.6637e-06	3.3612e-06	0.0015373	1.4415e-05	3.4138e-05	1.6785e-05	9.2724e-07	8.282e-06	8.5628e-05	2.6137e-05	1.817e-05	5.6295e-05	0.00059252	2.59e-06	5.0248e-08	1.4193e-05	0.00017585	1.0124e-06	
2.7659e-05	3.4723e-06	1.4047e-06	1.2031e-06	8.7145e-06	3.3889e-06	0.001537	1.4459e-05	3.325e-05	1.706e-05	9.543e-07	8.2256e-06	8.5462e-05	2.6205e-05	1.8163e-05	5.6398e-05	0.0006008	2.5231e-06	4.9299e-08	1.3807e-05	0.00017711	8.557e-07	
2.9574e-05	3.5408e-06	1.4499e-06	1.3377e-06	8.7892e-06	3.4197e-06	0.0015368	1.4507e-05	3.2708e-05	1.7345e-05	9.8284e-07	8.171e-06	8.5304e-05	2.6286e-05	1.8161e-05	5.653e-05	0.00060919	2.4861e-06	4.9555e-08	1.3454e-05	0.0001784	7.2691e-07	
3.1439e-05	3.6015e-06	1.4885e-06	1.5111e-06	8.8386e-06	3.4456e-06	0.0015365	1.4545e-05	3.18e-05	1.7607e-05	1.0082e-06	8.1094e-06	8.5133e-05	2.6356e-05	1.8152e-05	5.6633e-05	0.00061751	2.4254e-06	4.8001e-08	1.3081e-05	0.00017968	6.3336e-07	
3.3256e-05	3.6545e-06	1.5205e-06	1.6696e-06	8.863e-06	3.4666e-06	0.0015361	1.4572e-05	3.0671e-05	1.7845e-05	1.0305e-06	8.0408e-06	8.4949e-05	2.6414e-05	1.8137e-05	5.6707e-05	0.00062576	2.3407e-06	4.463e-08	1.2688e-05	0.00018092	5.2653e-07	
