Manis_tricuspis	Manis_pentadactyla	Manis_javanica	
3.3465e-06	2.1908e-05	0.1262	
3.4321e-06	2.2088e-05	0.12749	
3.5102e-06	2.2259e-05	0.12875	
3.5937e-06	2.2437e-05	0.13008	
3.6826e-06	2.2622e-05	0.13148	
3.763e-06	2.2797e-05	0.13285	
3.9715e-06	2.2958e-05	0.13416	
4.1707e-06	2.3111e-05	0.13544	
4.3596e-06	2.3254e-05	0.13669	
4.5383e-06	2.3388e-05	0.13789	
4.7247e-06	2.3527e-05	0.13916	
4.9191e-06	2.3672e-05	0.1405	
5.1031e-06	2.3808e-05	0.14179	
5.2968e-06	2.3951e-05	0.14316	
5.305e-06	2.4101e-05	0.1446	
5.3043e-06	2.4241e-05	0.14599	
5.3087e-06	2.4387e-05	0.14746	
5.3193e-06	2.454e-05	0.14901	
5.3211e-06	2.4684e-05	0.15051	
5.3152e-06	2.4819e-05	0.15198	
5.3141e-06	2.496e-05	0.15353	
5.3045e-06	2.5092e-05	0.15502	
5.3009e-06	2.523e-05	0.15661	
5.2894e-06	2.536e-05	0.15815	
5.2829e-06	2.5496e-05	0.15977	
5.2814e-06	2.5637e-05	0.16146	
5.4007e-06	2.5766e-05	0.1631	
5.5108e-06	2.5885e-05	0.1647	
5.627e-06	2.601e-05	0.16638	
5.751e-06	2.6142e-05	0.16814	
5.8829e-06	2.628e-05	0.16999	
6.023e-06	2.6426e-05	0.17194	
6.1702e-06	2.6576e-05	0.17397	
6.3246e-06	2.6733e-05	0.17609	
6.4693e-06	2.688e-05	0.17817	
6.6044e-06	2.7018e-05	0.18019	
6.7299e-06	2.7147e-05	0.18217	
6.8469e-06	2.7268e-05	0.1841	
6.9708e-06	2.7395e-05	0.18612	
7.1019e-06	2.7527e-05	0.18823	
7.2243e-06	2.765e-05	0.1903	
7.3382e-06	2.7766e-05	0.19233	
7.4592e-06	2.7887e-05	0.19444	
7.5716e-06	2.8e-05	0.19652	
7.6753e-06	2.8105e-05	0.19855	
7.7863e-06	2.8215e-05	0.20067	
7.9047e-06	2.8331e-05	0.20289	
8.0434e-06	2.7749e-05	0.20543	
8.1917e-06	2.718e-05	0.20809	
8.3499e-06	2.6623e-05	0.21089	
8.5168e-06	2.6075e-05	0.21381	
8.6732e-06	2.5516e-05	0.21666	
8.8399e-06	2.4969e-05	0.21965	
8.7721e-06	2.4434e-05	0.22279	
8.6948e-06	2.3887e-05	0.22585	
8.609e-06	2.3332e-05	0.22885	
8.5302e-06	2.2785e-05	0.23199	
8.4431e-06	2.223e-05	0.23506	
8.3477e-06	2.1665e-05	0.23808	
8.2604e-06	2.111e-05	0.24124	
8.1641e-06	2.0545e-05	0.24434	
8.0743e-06	1.9989e-05	0.24756	
7.9757e-06	1.9423e-05	0.25072	
7.8691e-06	1.8848e-05	0.25382	
7.7701e-06	1.8283e-05	0.25706	
7.6785e-06	1.7727e-05	0.26045	
7.5941e-06	1.7181e-05	0.26398	
7.5154e-06	1.6641e-05	0.26765	
7.4436e-06	1.6111e-05	0.27148	
7.3784e-06	1.5589e-05	0.27548	
7.305e-06	1.5058e-05	0.2794	
7.237e-06	1.4533e-05	0.28347	
7.1616e-06	1.4001e-05	0.28748	
7.0927e-06	1.3476e-05	0.29166	
7.0302e-06	1.296e-05	0.29602	
6.9739e-06	1.2452e-05	0.30057	
6.9239e-06	1.1951e-05	0.30532	
6.8801e-06	1.1457e-05	0.31027	
6.8289e-06	1.0955e-05	0.31515	
6.7827e-06	1.046e-05	0.32021	
6.7285e-06	9.9556e-06	0.32518	
6.6793e-06	9.4574e-06	0.33034	
6.6227e-06	8.9511e-06	0.33542	
6.5559e-06	9.1292e-06	0.3403	
6.4815e-06	9.3006e-06	0.34511	
6.3998e-06	9.4656e-06	0.34984	
6.3106e-06	9.624e-06	0.3545	
6.2277e-06	9.7848e-06	0.35936	
6.1498e-06	9.9473e-06	0.3644	
6.0767e-06	1.0111e-05	0.36963	
6.0084e-06	1.0277e-05	0.37506	
5.9458e-06	1.0446e-05	0.38071	
5.8877e-06	1.0616e-05	0.38658	
5.835e-06	1.0789e-05	0.39269	
5.7878e-06	1.0965e-05	0.39906	
5.7335e-06	1.1134e-05	0.40534	
5.6721e-06	1.1297e-05	0.41153	
5.6151e-06	1.1462e-05	0.41795	
5.5504e-06	1.1619e-05	0.42425	
5.4779e-06	1.1769e-05	0.43045	
5.4098e-06	1.1922e-05	0.43688	
5.3461e-06	1.2076e-05	0.44355	
5.2753e-06	1.2224e-05	0.45012	
5.1973e-06	1.2365e-05	0.4566	
5.2364e-06	1.2499e-05	0.46295	
5.2679e-06	1.2625e-05	0.46919	
5.3033e-06	1.2753e-05	0.47566	
5.3312e-06	1.2874e-05	0.48203	
5.364e-06	1.2998e-05	0.48865	
5.4018e-06	1.3125e-05	0.49555	
5.4446e-06	1.3254e-05	0.50273	
5.4929e-06	1.3388e-05	0.50438	
5.5452e-06	1.3524e-05	0.50609	
5.6025e-06	1.3663e-05	0.50789	
5.6649e-06	1.3805e-05	0.50977	
5.7324e-06	1.3949e-05	0.51174	
5.8049e-06	1.4097e-05	0.51379	
5.8702e-06	1.4237e-05	0.51581	
5.9404e-06	1.438e-05	0.51791	
6.0147e-06	1.4526e-05	0.52009	
6.0817e-06	1.4664e-05	0.52224	
6.1423e-06	1.4796e-05	0.52436	
6.1959e-06	1.4922e-05	0.52645	
6.243e-06	1.5042e-05	0.52851	
6.2948e-06	1.5164e-05	0.53066	
6.3402e-06	1.5279e-05	0.53277	
6.3794e-06	1.5389e-05	0.53487	
6.4231e-06	1.5501e-05	0.53704	
6.4713e-06	1.5616e-05	0.53931	
6.5242e-06	1.5733e-05	0.54166	
6.5816e-06	1.5852e-05	0.5441	
6.6323e-06	1.5965e-05	0.54651	
6.6876e-06	1.608e-05	0.54902	
6.7476e-06	1.6198e-05	0.55162	
6.8123e-06	1.6318e-05	0.55432	
6.8707e-06	1.6432e-05	0.55699	
6.9339e-06	1.6549e-05	0.55976	
7.0019e-06	1.6667e-05	0.56264	
7.0748e-06	1.6789e-05	0.56562	
7.1527e-06	1.6913e-05	0.56872	
7.2346e-06	1.7038e-05	0.57192	
7.3103e-06	1.7158e-05	0.57509	
7.3901e-06	1.728e-05	0.57836	
7.463e-06	1.7395e-05	0.58159	
7.5291e-06	1.7503e-05	0.58478	
7.6004e-06	1.7615e-05	0.58808	
7.6768e-06	1.7728e-05	0.59151	
7.7587e-06	1.7845e-05	0.59507	
7.8336e-06	1.7955e-05	0.59858	
7.9139e-06	1.8068e-05	0.60223	
7.9872e-06	1.8174e-05	0.60582	
8.0541e-06	1.8274e-05	0.60938	
8.1145e-06	1.8368e-05	0.6129	
8.1805e-06	1.8465e-05	0.61656	
8.2511e-06	1.8564e-05	0.62033	
8.3263e-06	1.8665e-05	0.62423	
8.3943e-06	1.8759e-05	0.62807	
8.4683e-06	1.8857e-05	0.63206	
8.5482e-06	1.8957e-05	0.63621	
8.6208e-06	1.905e-05	0.64029	
8.6995e-06	1.9147e-05	0.64453	
8.7835e-06	1.9246e-05	0.64892	
8.8728e-06	1.9347e-05	0.65345	
8.9688e-06	1.9452e-05	0.65816	
9.0705e-06	1.9559e-05	0.66303	
9.1794e-06	1.967e-05	0.66809	
9.2944e-06	1.9783e-05	0.67332	
9.402e-06	1.989e-05	0.67849	
9.5173e-06	2e-05	0.68387	
9.6406e-06	2.0114e-05	0.68946	
9.7708e-06	2.0231e-05	0.69525	
9.8922e-06	2.0341e-05	0.70095	
1.0022e-05	2.0455e-05	0.70689	
1.0161e-05	2.0574e-05	0.71307	
1.0309e-05	2.0695e-05	0.71949	
1.0464e-05	2.0821e-05	0.72615	
1.0611e-05	2.0939e-05	0.73271	
1.0768e-05	2.1062e-05	0.73956	
1.0915e-05	2.1176e-05	0.74628	
1.1071e-05	2.1295e-05	0.75326	
1.1216e-05	2.1406e-05	0.76011	
1.1374e-05	2.1527e-05	0.76193	
1.1544e-05	2.1654e-05	0.76384	
1.1727e-05	2.1787e-05	0.76586	
1.1898e-05	2.191e-05	0.76783	
1.2082e-05	2.204e-05	0.76991	
1.2279e-05	2.2176e-05	0.77209	
1.2492e-05	2.2318e-05	0.7744	
1.2719e-05	2.2467e-05	0.77682	
1.296e-05	2.2621e-05	0.77937	
1.3187e-05	2.2765e-05	0.78185	
1.3396e-05	2.2886e-05	0.79776	
1.3593e-05	2.2999e-05	0.81332	
1.3806e-05	2.3119e-05	0.8297	
1.4007e-05	2.3229e-05	0.84573	
1.4195e-05	2.3332e-05	0.86141	
1.4372e-05	2.3425e-05	0.87675	
1.4536e-05	2.351e-05	0.89176	
1.4714e-05	2.3601e-05	0.90747	
1.4878e-05	2.3682e-05	0.92277	
1.503e-05	2.3754e-05	0.93773	
1.5169e-05	2.3818e-05	0.95235	
1.5324e-05	2.3888e-05	0.96777	
1.5501e-05	2.3976e-05	0.97268	
1.5695e-05	2.4073e-05	0.97424	
1.5908e-05	2.4178e-05	0.97588	
1.614e-05	2.4297e-05	0.97639	
1.6356e-05	2.4406e-05	0.97687	
1.6557e-05	2.4505e-05	0.97735	
1.6776e-05	2.4611e-05	0.97785	
1.6979e-05	2.4707e-05	0.97834	
1.7167e-05	2.4794e-05	0.97882	
1.7375e-05	2.4894e-05	0.97889	
1.7602e-05	2.5002e-05	0.97897	
1.7815e-05	2.5102e-05	0.97906	
1.8044e-05	2.5207e-05	0.97915	
1.8258e-05	2.5302e-05	0.97924	
1.8492e-05	2.5413e-05	0.97903	
1.871e-05	2.5512e-05	0.97881	
1.8949e-05	2.562e-05	0.97861	
1.9205e-05	2.5734e-05	0.97843	
1.9439e-05	2.5823e-05	0.97877	
1.9659e-05	2.5903e-05	0.97911	
1.9896e-05	2.5989e-05	0.97946	
2.0119e-05	2.6066e-05	0.97981	
2.0328e-05	2.6133e-05	0.98015	
2.0554e-05	2.6208e-05	0.98051	
2.0764e-05	2.6272e-05	0.98086	
2.0957e-05	2.6326e-05	0.98119	
2.1171e-05	2.6387e-05	0.98156	
2.1699e-05	2.6435e-05	0.98191	
2.2204e-05	2.6473e-05	0.98225	
2.2687e-05	2.6501e-05	0.98258	
2.3204e-05	2.6539e-05	0.98259	
2.3697e-05	2.6567e-05	0.98259	
2.423e-05	2.6612e-05	0.98229	
2.4805e-05	2.6677e-05	0.98126	
2.5411e-05	2.6748e-05	0.98028	
2.5993e-05	2.6808e-05	0.97928	
2.6606e-05	2.6875e-05	0.97832	
2.7253e-05	2.6949e-05	0.97741	
2.7934e-05	2.7029e-05	0.97654	
2.8588e-05	2.7099e-05	0.97566	
2.9277e-05	2.7176e-05	0.97481	
2.994e-05	2.7242e-05	0.97394	
3.0645e-05	2.7323e-05	0.97115	
3.1388e-05	2.7411e-05	0.96849	
3.2106e-05	2.749e-05	0.96577	
3.2801e-05	2.7559e-05	0.96299	
3.3534e-05	2.7635e-05	0.96034	
3.4238e-05	2.7701e-05	0.95761	
3.443e-05	2.7776e-05	0.95502	
3.4605e-05	2.7842e-05	0.95237	
3.4765e-05	2.7898e-05	0.94966	
3.4949e-05	2.7962e-05	0.94709	
3.5158e-05	2.8034e-05	0.94466	
3.5392e-05	2.8114e-05	0.94235	
3.5611e-05	2.8185e-05	0.93998	
3.5854e-05	2.8263e-05	0.93774	
3.6124e-05	2.835e-05	0.93561	
3.6421e-05	2.8444e-05	0.9336	
3.6741e-05	2.8544e-05	0.93167	
3.7086e-05	2.8652e-05	0.92983	
3.7456e-05	2.8765e-05	0.92808	
3.7857e-05	2.8887e-05	0.92642	
3.8193e-05	3.039e-05	0.92446	
3.8559e-05	3.1926e-05	0.92261	
3.8904e-05	3.344e-05	0.92071	
3.923e-05	3.4933e-05	0.91876	
3.9583e-05	3.646e-05	0.91691	
3.9967e-05	3.802e-05	0.91515	
4.0834e-05	3.9548e-05	0.91334	
4.1744e-05	4.1106e-05	0.91161	
4.2625e-05	4.2643e-05	0.90984	
4.3482e-05	4.4162e-05	0.90804	
4.4317e-05	4.5665e-05	0.9062	
4.5191e-05	4.7195e-05	0.90444	
4.6039e-05	4.8706e-05	0.90264	
4.6926e-05	5.0244e-05	0.90091	
4.7787e-05	5.1764e-05	0.89915	
4.8692e-05	5.3314e-05	0.89747	
4.9642e-05	5.4896e-05	0.89587	
5.064e-05	5.651e-05	0.89435	
5.168e-05	5.8152e-05	0.89288	
5.2697e-05	5.9777e-05	0.89139	
5.3763e-05	6.1435e-05	0.88997	
5.4802e-05	6.3075e-05	0.88852	
5.5885e-05	6.4742e-05	0.88714	
5.7019e-05	6.6443e-05	0.88581	
5.8206e-05	6.8177e-05	0.88455	
5.9449e-05	6.9945e-05	0.88334	
6.0667e-05	7.1697e-05	0.88212	
6.1941e-05	7.3484e-05	0.88095	
6.3274e-05	7.5305e-05	0.87983	
6.4668e-05	7.7163e-05	0.87877	
6.6127e-05	7.9057e-05	0.87776	
6.7652e-05	8.0988e-05	0.8768	
6.9239e-05	8.2954e-05	0.87588	
7.089e-05	8.4953e-05	0.875	
7.2607e-05	8.6988e-05	0.87416	
7.4394e-05	8.9059e-05	0.87336	
7.6147e-05	9.1111e-05	0.87254	
