Scyliorhinus_canicula	Latimeria_chalumnae	Hemiscyllium_ocellatum	Carcharodon_carcharias	Amblyraja_radiata	
0.00031968	3.6839e-09	2.5216e-06	1.5563e-07	0.001214	
0.00032233	3.3475e-09	2.4768e-06	1.523e-07	0.0014292	
0.00032337	3.6117e-09	2.4885e-06	1.6553e-07	0.0015	
0.00032419	3.0149e-09	2.4874e-06	1.7482e-07	0.0019493	
0.00032336	2.8582e-09	2.5095e-06	1.8869e-07	0.0020995	
0.00032231	3.6311e-09	2.5176e-06	1.9826e-07	0.0021769	
0.00031685	6.4961e-09	1.4235e-06	2.6296e-07	0.0012621	
0.00031679	6.3198e-09	1.3364e-06	2.6659e-07	0.00090654	
0.00031658	5.4736e-09	1.237e-06	2.6616e-07	0.0004357	
0.00031619	5.8699e-09	1.1218e-06	2.616e-07	0.00033491	
0.0003158	4.7555e-09	1.0049e-06	2.5534e-07	0.00029775	
0.00031541	4.3401e-09	8.8634e-07	2.4737e-07	0.00030304	
0.00031501	4.7834e-09	7.6604e-07	2.377e-07	0.00038784	
0.00031506	4.1337e-09	6.7536e-07	2.3253e-07	0.00040886	
0.00031337	4.0665e-09	6.1086e-07	2.3391e-07	0.00036182	
0.00031378	3.2125e-09	5.2187e-07	2.2146e-07	0.00028079	
0.00031263	2.8441e-09	4.6088e-07	2.1664e-07	0.00025327	
0.00031121	3.0607e-09	3.8241e-07	2.0599e-07	0.00028116	
0.00031032	3.6566e-09	3.2063e-07	1.9916e-07	0.00036333	
0.00031008	3.3368e-09	2.78e-07	1.5483e-07	0.00038948	
0.00030929	2.2987e-09	2.1847e-07	1.5261e-07	0.00038929	
0.00030823	1.9859e-09	2.0367e-07	1.4564e-07	0.00034449	
0.00030424	1.9273e-09	1.9441e-07	1.421e-07	0.00034258	
0.00029425	2.2093e-09	1.9241e-07	1.4716e-07	0.0003867	
0.00027119	2.8847e-09	1.988e-07	1.6424e-07	0.00036689	
0.00026747	2.9861e-09	2.0036e-07	1.7563e-07	0.00032175	
0.00026472	3.428e-09	2.0647e-07	1.9083e-07	0.00031613	
0.00026278	4.4546e-09	2.1855e-07	2.1094e-07	0.00035137	
0.00026161	7.1307e-09	2.1258e-07	2.3971e-07	0.00034654	
0.00026091	7.8094e-09	2.1171e-07	2.7572e-07	0.00038502	
0.00026062	6.9121e-09	2.157e-07	3.2002e-07	0.00051098	
0.00026014	7.6111e-09	2.1461e-07	3.5895e-07	0.00058994	
0.0002594	9.9836e-09	2.4544e-07	3.8909e-07	0.00061126	
0.00016098	2.5746e-09	6.3087e-07	1.5026e-07	0.0011927	
0.00016003	2.6593e-09	6.1623e-07	1.683e-07	0.00090662	
0.00015732	1.9302e-09	6.2526e-07	2.0213e-07	0.00036891	
0.00015547	1.5034e-09	6.4559e-07	2.0141e-07	0.00012458	
0.00015338	1.5743e-09	6.5854e-07	1.9688e-07	7.3848e-05	
0.00015186	1.8131e-09	6.819e-07	1.9581e-07	4.9646e-05	
0.00014987	2.5196e-09	7.3792e-07	1.8739e-07	4.4804e-05	
0.0001476	2.5601e-09	7.8491e-07	1.7498e-07	2.7362e-05	
0.00014597	2.9248e-09	8.4889e-07	1.6638e-07	1.9947e-05	
0.00014381	3.9782e-09	9.7434e-07	1.4997e-07	2.1812e-05	
0.00014244	4.2951e-09	1.0543e-06	1.3993e-07	1.2327e-05	
0.00013812	5.3466e-09	1.1597e-06	1.3355e-07	7.2004e-06	
0.00013494	4.9698e-09	1.1761e-06	1.3014e-07	4.53e-06	
0.00013137	3.8946e-09	1.1844e-06	1.2332e-07	1.2399e-05	
0.00012871	3.3287e-09	1.2068e-06	1.1899e-07	2.5638e-05	
0.00012526	3.4099e-09	1.2744e-06	1.0807e-07	6.0247e-05	
0.00012272	4.1178e-09	1.2649e-06	9.9985e-08	0.00013538	
0.00012085	5.4317e-09	1.2695e-06	9.4102e-08	0.00015022	
0.00011952	5.535e-09	1.291e-06	9.042e-08	0.00013081	
0.00011538	4.0932e-09	1.3298e-06	8.9106e-08	0.00013607	
0.0001107	3.9725e-09	1.359e-06	8.4589e-08	0.00012343	
9.8377e-05	2.6336e-09	1.4167e-06	8.4306e-08	6.7454e-05	
8.4574e-05	2.0581e-09	1.4609e-06	8.0886e-08	5.4565e-05	
7.4239e-05	1.7866e-09	1.5271e-06	7.9219e-08	5.5129e-05	
6.3092e-05	2.1806e-09	1.5817e-06	7.4338e-08	4.2548e-05	
5.4787e-05	3.0356e-09	1.6592e-06	7.1154e-08	4.1506e-05	
4.8603e-05	2.7197e-09	1.7644e-06	6.9533e-08	5.1713e-05	
4.3937e-05	2.7422e-09	1.9019e-06	6.9259e-08	3.3186e-05	
4.3239e-05	2.1745e-09	2.0167e-06	6.4948e-08	4.9531e-05	
4.2798e-05	1.9421e-09	2.1698e-06	6.2232e-08	3.8203e-05	
4.2268e-05	2.1034e-09	2.2996e-06	5.6485e-08	4.3943e-05	
4.1929e-05	1.2127e-09	2.4686e-06	5.1952e-08	6.2446e-05	
4.1516e-05	9.9074e-10	2.6188e-06	4.4563e-08	6.7295e-05	
4.0118e-05	8.9288e-10	2.6409e-06	4.0123e-08	9.101e-05	
3.8544e-05	1.1347e-09	2.651e-06	3.2929e-08	9.5148e-05	
3.7393e-05	1.5223e-09	2.6839e-06	2.6614e-08	0.00011968	
3.6085e-05	1.4267e-09	2.705e-06	1.756e-08	0.00012788	
3.5252e-05	1.5328e-09	2.6208e-06	1.0143e-08	0.00016606	
3.4202e-05	2.3356e-09	2.5147e-06	1.2589e-08	0.00018279	
3.1756e-05	2.2292e-09	2.2493e-06	1.7662e-08	0.00025947	
2.9941e-05	2.4201e-09	2.0437e-06	2.2931e-08	0.00026679	
2.8597e-05	2.9211e-09	1.8846e-06	2.86e-08	0.00031059	
2.7595e-05	2.3524e-09	1.7625e-06	3.4799e-08	0.00029725	
2.6462e-05	2.5969e-09	1.6239e-06	3.832e-08	0.0002598	
2.5626e-05	3.1538e-09	1.5171e-06	4.2511e-08	0.00025533	
2.5021e-05	2.7869e-09	1.4387e-06	4.7565e-08	0.00020493	
2.4585e-05	2.6897e-09	1.3801e-06	5.3483e-08	0.00018506	
2.4294e-05	2.97e-09	1.3394e-06	6.0611e-08	0.00018833	
2.3951e-05	2.6941e-09	1.2898e-06	6.4926e-08	0.00033629	
2.373e-05	2.755e-09	1.2559e-06	7.0423e-08	0.00061864	
2.3615e-05	3.0608e-09	1.2355e-06	7.7252e-08	0.001122	
2.3459e-05	2.717e-09	1.2078e-06	8.1198e-08	0.0015251	
2.3261e-05	3.2597e-09	1.1727e-06	8.2292e-08	0.0018435	
2.3017e-05	3.28e-09	1.1296e-06	8.0476e-08	0.0020991	
2.2724e-05	4.3499e-09	1.0779e-06	7.5735e-08	0.00229	
2.238e-05	4.8444e-09	1.0177e-06	6.8054e-08	0.0024355	
2.2153e-05	5.7725e-09	9.7245e-07	6.1676e-08	0.002714	
2.1099e-05	7.4035e-09	9.4223e-07	5.7128e-08	0.0027259	
2.0298e-05	1.0007e-08	9.2408e-07	5.3615e-08	0.0028327	
1.9696e-05	1.027e-08	9.1723e-07	5.103e-08	0.00308	
1.8252e-05	1.1678e-08	8.5853e-07	5.7384e-08	0.0036837	
1.6671e-05	1.2282e-08	7.9132e-07	6.0925e-08	0.0041586	
1.4935e-05	1.2107e-08	7.1509e-07	6.1669e-08	0.0045301	
1.3584e-05	9.7795e-09	6.5565e-07	6.3414e-08	0.0046099	
1.2103e-05	6.5339e-09	5.882e-07	6.2405e-08	0.0046394	
1.0967e-05	4.482e-09	5.3585e-07	6.2539e-08	0.0048113	
1.0107e-05	3.2608e-09	4.9651e-07	6.3882e-08	0.0047473	
7.4983e-06	2.6149e-09	4.7099e-07	6.7751e-08	0.0043888	
5.4872e-06	2.2753e-09	4.5413e-07	7.2979e-08	0.004231	
3.9712e-06	2.3733e-09	4.4612e-07	7.9988e-08	0.0037185	
2.2883e-06	1.947e-09	4.3251e-07	8.3942e-08	0.0031041	
1.0209e-06	1.7715e-09	4.2697e-07	8.9808e-08	0.0028093	
7.9418e-07	2.2528e-09	4.1286e-07	9.0485e-08	0.0023715	
7.319e-07	3.2738e-09	3.7242e-07	7.9897e-08	0.0022316	
6.9071e-07	4.8848e-09	3.4196e-07	7.1349e-08	0.0022036	
6.2987e-07	9.215e-09	3.0353e-07	9.2796e-08	0.0021178	
5.5469e-07	1.232e-08	2.5814e-07	1.1036e-07	0.0019771	
4.6496e-07	1.4034e-08	2.057e-07	1.2429e-07	0.0017714	
3.9976e-07	1.3504e-08	1.6465e-07	1.4186e-07	0.0017024	
3.5348e-07	1.0486e-08	1.3252e-07	1.638e-07	0.0017292	
3.2214e-07	8.9063e-09	1.0742e-07	1.9106e-07	0.0016134	
2.7623e-07	8.9081e-09	1.0594e-07	2.1123e-07	0.0013674	
2.4319e-07	9.6723e-09	1.0717e-07	2.3656e-07	0.001256	
2.2046e-07	1.1365e-08	1.112e-07	2.6801e-07	0.0012286	
1.8911e-07	1.6559e-08	1.1149e-07	2.9456e-07	0.00116	
1.4879e-07	2.0247e-08	1.0808e-07	3.1636e-07	0.0013478	
1.1888e-07	2.094e-08	1.0775e-07	3.4496e-07	0.0017672	
1.2561e-07	2.0317e-08	1.0054e-07	3.5461e-07	0.0020614	
1.4076e-07	2.1187e-08	9.7122e-08	3.2284e-07	0.0021351	
1.6212e-07	2.3461e-08	9.6099e-08	2.9754e-07	0.002336	
1.7597e-07	2.4651e-08	9.156e-08	2.6741e-07	0.002474	
1.8275e-07	2.4877e-08	8.3595e-08	2.3251e-07	0.0025613	
1.8226e-07	2.408e-08	7.2021e-08	1.9242e-07	0.0026	
1.8827e-07	2.4826e-08	6.3135e-08	1.5936e-07	0.002449	
2.0131e-07	2.719e-08	5.6405e-08	1.3207e-07	0.0024196	
2.0598e-07	2.8276e-08	7.6018e-08	9.9568e-08	0.0023333	
1.8219e-07	2.8241e-08	9.0063e-08	8.9256e-08	0.0021884	
1.6672e-07	2.9915e-08	1.0812e-07	8.1266e-08	0.0021646	
1.5963e-07	2.9581e-08	1.0641e-07	7.5931e-08	0.0020371	
1.5864e-07	3.1351e-08	1.0834e-07	7.2245e-08	0.0020252	
1.5048e-07	3.1484e-08	1.066e-07	6.5553e-08	0.0019663	
1.3477e-07	3.5791e-08	1.0099e-07	5.571e-08	0.0018469	
1.2763e-07	3.8394e-08	8.6188e-08	4.876e-08	0.0016492	
1.2558e-07	3.8427e-08	7.5118e-08	4.2972e-08	0.0012213	
1.299e-07	3.5189e-08	6.7438e-08	3.8487e-08	0.0010552	
1.3942e-07	3.3985e-08	6.1897e-08	3.4693e-08	0.00099116	
1.4121e-07	3.1335e-08	8.416e-08	2.7948e-08	0.00087856	
1.4905e-07	3.0873e-08	1.1299e-07	2.195e-08	0.00085176	
1.4204e-07	2.8732e-08	1.3137e-07	2.7007e-08	0.0010174	
1.2793e-07	2.5334e-08	1.4545e-07	2.9539e-08	0.0011326	
1.1928e-07	2.3753e-08	1.6428e-07	3.2403e-08	0.0013873	
1.1545e-07	2.3709e-08	1.8894e-07	3.5712e-08	0.0014504	
1.0453e-07	2.615e-08	2.0701e-07	3.6294e-08	0.0017715	
9.8509e-08	2.5963e-08	2.322e-07	3.7491e-08	0.0018822	
9.6522e-08	2.3589e-08	2.6604e-07	3.9255e-08	0.0018822	
8.7937e-08	2.4437e-08	2.9372e-07	3.8327e-08	0.0018319	
8.3446e-08	2.2807e-08	3.3135e-07	3.8073e-08	0.0016188	
8.3467e-08	1.9046e-08	3.3386e-07	3.8877e-08	0.0012112	
7.7212e-08	1.8598e-08	3.311e-07	3.7016e-08	0.00064057	
7.4176e-08	1.525e-08	3.347e-07	3.5709e-08	0.00036532	
7.3616e-08	1.3286e-08	3.4411e-07	3.4743e-08	0.00022134	
7.5408e-08	1.2307e-08	3.5964e-07	3.4064e-08	0.00014518	
7.9651e-08	1.2125e-08	3.8197e-07	3.3642e-08	0.00010523	
8.6661e-08	1.2713e-08	4.1216e-07	3.3474e-08	8.5866e-05	
9.739e-08	1.105e-08	4.5244e-07	3.3682e-08	8.172e-05	
1.1238e-07	1.0269e-08	5.0434e-07	3.42e-08	8.9997e-05	
1.3361e-07	1.044e-08	5.0413e-07	3.53e-08	0.00012306	
1.629e-07	8.7305e-09	5.1278e-07	3.6972e-08	0.0002085	
1.5128e-07	8.3294e-09	5.3223e-07	3.9941e-08	0.00023062	
1.4547e-07	8.6653e-09	5.6132e-07	4.3562e-08	0.00019714	
1.3244e-07	8.2673e-09	5.8384e-07	4.4462e-08	0.00014175	
1.251e-07	8.6064e-09	6.1711e-07	4.6151e-08	0.00011852	
1.2336e-07	7.3805e-09	6.0402e-07	4.8989e-08	0.00012385	
1.1504e-07	5.3923e-09	5.8494e-07	4.9136e-08	0.00011537	
1.1111e-07	4.1679e-09	5.7478e-07	5.006e-08	0.00012381	
1.1308e-07	3.7937e-09	5.1765e-07	5.2617e-08	9.9556e-05	
1.197e-07	3.8237e-09	4.741e-07	5.624e-08	9.3563e-05	
1.3157e-07	4.2704e-09	4.4187e-07	6.1091e-08	0.00010307	
1.3618e-07	5.6886e-09	4.0037e-07	6.2918e-08	0.00015983	
1.4663e-07	5.692e-09	3.7021e-07	6.6114e-08	0.00016779	
1.638e-07	6.355e-09	3.4917e-07	7.0803e-08	0.00012588	
1.8861e-07	5.5443e-09	3.3572e-07	7.7029e-08	0.00011725	
2.0544e-07	4.0448e-09	3.1703e-07	8.0243e-08	9.356e-05	
2.3084e-07	3.1434e-09	3.0509e-07	8.5084e-08	8.8092e-05	
2.4743e-07	3.1361e-09	2.8711e-07	8.6732e-08	0.00013413	
2.5586e-07	2.5837e-09	2.6388e-07	8.5339e-08	0.00016124	
2.562e-07	1.4634e-09	2.3521e-07	8.0896e-08	0.0001712	
2.4637e-07	9.7071e-10	2.3638e-07	7.2417e-08	0.00015006	
2.4539e-07	6.1816e-10	2.4298e-07	6.583e-08	0.00015391	
2.353e-07	4.975e-10	2.3895e-07	5.571e-08	0.00022652	
2.0615e-07	5.3203e-10	2.2477e-07	6.44e-08	0.00026014	
1.6971e-07	8.2338e-10	2.0527e-07	6.985e-08	0.00027035	
1.4161e-07	1.1968e-09	1.9068e-07	7.6515e-08	0.00031199	
1.182e-07	1.5851e-09	1.7922e-07	8.3979e-08	0.00038766	
9.7659e-08	1.9827e-09	1.6998e-07	9.205e-08	0.00050698	
7.9405e-08	2.427e-09	1.628e-07	1.0088e-07	0.00069332	
6.2583e-08	2.9474e-09	1.5734e-07	1.1048e-07	0.00069544	
4.1109e-08	3.0933e-09	1.4921e-07	1.1774e-07	0.00068349	
2.0767e-08	3.33e-09	1.4276e-07	1.2592e-07	0.00070264	
3.0724e-08	3.1998e-09	1.3371e-07	1.3114e-07	0.00070824	
4.0199e-08	3.162e-09	1.2622e-07	1.3731e-07	0.00074656	
4.9478e-08	3.2136e-09	1.2012e-07	1.4453e-07	0.0008246	
5.3529e-08	3.8917e-09	1.3805e-07	1.4827e-07	0.0008234	
5.3294e-08	4.1815e-09	1.5323e-07	1.4966e-07	0.00080745	
4.8772e-08	4.0844e-09	1.6568e-07	1.487e-07	0.00077661	
3.995e-08	3.5366e-09	1.7537e-07	1.4538e-07	0.001063	
2.6812e-08	2.5962e-09	1.8235e-07	1.397e-07	0.0013155	
1.3333e-08	1.9588e-09	1.9131e-07	1.3495e-07	0.0013344	
2.1504e-08	1.961e-09	1.9626e-07	1.2609e-07	0.0013265	
2.8528e-08	1.9603e-09	2.0313e-07	1.1811e-07	0.0013619	
3.4708e-08	1.9692e-09	2.1222e-07	1.1102e-07	0.0014488	
4.0092e-08	1.9746e-09	2.2351e-07	1.0458e-07	0.0015988	
4.4823e-08	1.9767e-09	2.3722e-07	9.8724e-08	0.0018362	
4.9028e-08	1.9759e-09	2.5359e-07	9.3363e-08	0.0021992	
5.2821e-08	1.972e-09	2.7293e-07	8.8431e-08	0.0027462	
5.6456e-08	1.9783e-09	2.9585e-07	8.3956e-08	0.0035813	
6.005e-08	1.996e-09	3.2282e-07	7.988e-08	0.0048528	
6.3731e-08	2.028e-09	3.5442e-07	7.6157e-08	0.006788	
6.7689e-08	2.1045e-09	3.9164e-07	7.2779e-08	0.0097657	
7.1869e-08	2.1951e-09	4.3469e-07	6.9603e-08	0.014235	
7.0877e-08	3.0088e-09	4.7377e-07	1.2069e-07	0.018122	
7.0535e-08	4.3342e-09	4.5818e-07	1.7788e-07	0.019392	
7.0427e-08	5.96e-09	4.4675e-07	2.4103e-07	0.021327	
6.5877e-08	7.1337e-09	4.3207e-07	3.0053e-07	0.023065	
5.6873e-08	7.8627e-09	4.141e-07	3.5645e-07	0.024626	
4.8219e-08	8.9636e-09	4.0045e-07	4.1917e-07	0.027043	
4.0238e-08	8.8172e-09	3.9223e-07	4.9134e-07	0.028248	
2.781e-08	8.1936e-09	5.1688e-07	5.5911e-07	0.029303	
1.5244e-08	7.9308e-09	5.2621e-07	6.3583e-07	0.030984	
2.6888e-08	7.2341e-09	5.3219e-07	7.0576e-07	0.032498	
3.8032e-08	6.8264e-09	5.4261e-07	7.8452e-07	0.034804	
4.9164e-08	6.7006e-09	5.58e-07	8.7379e-07	0.038357	
6.0861e-08	7.2197e-09	5.1386e-07	9.7625e-07	0.039475	
6.8064e-08	7.3037e-09	4.6573e-07	1.0737e-06	0.040463	
7.0784e-08	6.9523e-09	4.1352e-07	1.1661e-06	0.041332	
8.0213e-08	7.3291e-09	3.8209e-07	1.1554e-06	0.041326	
9.0698e-08	8.021e-09	3.5575e-07	1.1509e-06	0.041599	
9.6623e-08	8.2854e-09	3.2612e-07	1.143e-06	0.041801	
1.038e-07	8.9082e-09	3.0111e-07	1.1412e-06	0.040881	
1.0637e-07	9.097e-09	2.7291e-07	1.1359e-06	0.039846	
1.1033e-07	9.6541e-09	2.4889e-07	1.1368e-06	0.039245	
1.1563e-07	1.0625e-08	2.284e-07	1.1435e-06	0.036148	
1.2248e-07	1.2066e-08	2.1103e-07	1.1562e-06	0.034115	
1.3154e-07	1.4175e-08	1.9678e-07	1.1758e-06	0.032841	
1.3538e-07	1.568e-08	1.793e-07	1.1912e-06	0.031374	
1.3126e-07	1.9809e-08	1.8951e-07	1.1971e-06	0.028548	
1.2094e-07	2.2914e-08	1.9645e-07	1.1975e-06	0.025066	
1.2642e-07	2.7951e-08	2.0883e-07	1.1258e-06	0.023226	
1.3605e-07	2.8862e-08	2.2595e-07	1.0678e-06	0.022263	
1.3934e-07	2.8828e-08	2.3876e-07	1.0029e-06	0.021054	
1.4899e-07	2.7082e-08	2.3256e-07	9.549e-07	0.0191	
1.6392e-07	2.6743e-08	2.318e-07	9.177e-07	0.018063	
1.7207e-07	2.5467e-08	2.2696e-07	8.7451e-07	0.016764	
1.8746e-07	2.5552e-08	2.2652e-07	8.4156e-07	0.016139	
1.9563e-07	2.4666e-08	2.2188e-07	8.0261e-07	0.015331	
1.9666e-07	2.2775e-08	2.1298e-07	7.5746e-07	0.014297	
2.0416e-07	2.227e-08	2.0866e-07	7.2254e-07	0.013791	
2.1893e-07	2.3087e-08	2.0882e-07	6.9692e-07	0.013609	
2.248e-07	2.2339e-08	2.6168e-07	6.6365e-07	0.013252	
2.4064e-07	2.3466e-08	3.3253e-07	6.4206e-07	0.012254	
2.4838e-07	2.3168e-08	3.9475e-07	6.1471e-07	0.010925	
2.6476e-07	2.4276e-08	4.7363e-07	5.9576e-07	0.010282	
2.7177e-07	2.9405e-08	5.3737e-07	5.7003e-07	0.0093376	
2.7024e-07	3.2956e-08	5.9221e-07	5.3828e-07	0.008077	
2.6016e-07	3.5103e-08	6.3863e-07	5.0031e-07	0.0064044	
2.6024e-07	3.4512e-08	6.3871e-07	4.7297e-07	0.0058647	
2.5187e-07	3.2642e-08	6.3229e-07	4.3979e-07	0.005133	
2.3493e-07	2.9401e-08	6.1929e-07	4.0055e-07	0.0041532	
2.2902e-07	2.3605e-08	5.714e-07	3.7266e-07	0.0025562	
1.891e-07	2.0927e-08	4.6553e-07	3.7449e-07	0.0019648	
1.638e-07	1.4219e-08	3.8566e-07	3.3085e-07	0.0017018	
1.4611e-07	1.043e-08	3.2275e-07	2.956e-07	0.0016021	
1.3448e-07	8.0941e-09	2.7287e-07	2.6724e-07	0.0015867	
1.2837e-07	6.7814e-09	2.3391e-07	2.4502e-07	0.0016479	
1.2692e-07	6.1922e-09	2.0335e-07	2.2774e-07	0.0015705	
1.1889e-07	4.6902e-09	1.673e-07	2.063e-07	0.0014517	
1.1563e-07	3.8282e-09	1.3885e-07	1.8963e-07	0.0014163	
1.1692e-07	3.458e-09	1.1654e-07	1.7708e-07	0.0012032	
1.1058e-07	2.1029e-09	1.1526e-07	1.5942e-07	0.0011764	
1.0827e-07	1.1416e-09	1.1669e-07	1.4536e-07	0.001206	
9.6046e-08	7.9414e-10	1.1281e-07	1.7185e-07	0.0011992	
7.7132e-08	7.9642e-10	1.0518e-07	1.9408e-07	0.0011595	
6.2135e-08	7.9307e-10	1.0011e-07	2.2101e-07	0.0011727	
5.0504e-08	8.2551e-10	9.8471e-08	2.5432e-07	0.0010513	
4.0687e-08	8.447e-10	9.8874e-08	2.9405e-07	0.00099358	
3.2253e-08	8.6532e-10	1.0149e-07	3.4183e-07	0.00098698	
5.347e-08	1.2392e-09	9.9794e-08	3.7952e-07	0.00095111	
6.8837e-08	1.2027e-09	9.4843e-08	4.1237e-07	0.00089193	
8.7234e-08	1.1931e-09	9.1795e-08	4.5221e-07	0.00087788	
9.9574e-08	1.6544e-09	8.5477e-08	4.8697e-07	0.00083817	
1.1551e-07	2.2471e-09	8.0989e-08	5.294e-07	0.00059604	
1.3596e-07	3.0294e-09	7.8118e-08	5.8074e-07	0.00044831	
1.4977e-07	3.3303e-09	7.2126e-08	6.2621e-07	0.00026799	
1.5678e-07	4.1767e-09	6.2125e-08	6.6558e-07	0.00019522	
1.6923e-07	5.4627e-09	5.4046e-08	7.151e-07	0.00015331	
1.7475e-07	7.8654e-09	4.2105e-08	7.5821e-07	0.00014372	
1.865e-07	8.1102e-09	3.2054e-08	8.1304e-07	0.00015107	
2.0548e-07	9.028e-09	2.3383e-08	8.818e-07	0.00018	
2.1397e-07	1.1858e-08	2.3931e-08	9.3666e-07	0.00017685	
2.2997e-07	1.2256e-08	2.4772e-08	1.0058e-06	0.00019891	
2.3814e-07	1.1888e-08	2.2943e-08	1.0669e-06	0.00020384	
2.3794e-07	1.3631e-08	3.8028e-08	1.119e-06	0.00018651	
2.2516e-07	1.443e-08	4.917e-08	1.4593e-06	0.00014928	
2.2077e-07	1.3003e-08	6.2919e-08	1.8762e-06	0.00014095	
1.7927e-07	1.2727e-08	8.1823e-08	2.0673e-06	0.00015717	
1.4893e-07	1.3485e-08	1.0553e-07	2.3036e-06	0.00020552	
1.2764e-07	1.5378e-08	1.3515e-07	2.3611e-06	0.00030862	
9.8338e-08	1.6283e-08	1.5956e-07	2.4083e-06	0.00037788	
8.1296e-08	1.5679e-08	1.9646e-07	2.3616e-06	0.00039741	
6.865e-08	1.6761e-08	2.4343e-07	2.3326e-06	0.00035456	
6.0097e-08	1.6347e-08	2.5471e-07	2.323e-06	0.00025452	
5.444e-08	1.3345e-08	2.7248e-07	2.3303e-06	0.00021385	
5.1183e-08	1.2074e-08	2.9778e-07	2.3547e-06	0.00020777	
5.0793e-08	8.5906e-09	2.914e-07	2.4015e-06	0.00024885	
4.4651e-08	7.6665e-09	2.7974e-07	2.4382e-06	0.00026535	
4.0435e-08	7.5708e-09	2.7442e-07	2.4945e-06	0.00022376	
3.7878e-08	8.3522e-09	2.7583e-07	2.5737e-06	0.00021825	
3.0546e-08	8.1658e-09	2.7239e-07	2.641e-06	0.00019336	
2.5617e-08	9.5231e-09	2.4752e-07	2.743e-06	0.00012864	
2.1156e-08	8.9716e-09	2.2945e-07	2.8731e-06	0.00010029	
1.6972e-08	6.279e-09	2.1757e-07	3.0379e-06	9.4755e-05	
1.2542e-08	4.6203e-09	2.1075e-07	3.242e-06	0.00010602	
2.3204e-08	4.362e-09	1.9759e-07	3.4071e-06	0.00010073	
3.5303e-08	4.7193e-09	1.896e-07	3.614e-06	0.00011432	
4.1958e-08	4.4865e-09	1.7729e-07	3.8028e-06	0.00011378	
4.3215e-08	5.2862e-09	1.6006e-07	3.9742e-06	0.000179	
4.6666e-08	4.5914e-09	1.4812e-07	3.9801e-06	0.00031359	
5.1646e-08	4.3902e-09	1.4012e-07	4.0063e-06	0.00033886	
5.7891e-08	4.5211e-09	1.3502e-07	4.0508e-06	0.00039698	
5.886e-08	4.1224e-09	1.2641e-07	4.0866e-06	0.00043617	
6.1283e-08	4.0534e-09	1.2057e-07	4.1413e-06	0.00051711	
6.5292e-08	4.3019e-09	1.1725e-07	4.2165e-06	0.0006643	
6.4068e-08	3.8667e-09	1.1066e-07	4.2827e-06	0.00077973	
6.4549e-08	3.7542e-09	1.065e-07	4.3709e-06	0.00099057	
7.2943e-08	4.1179e-09	1.0888e-07	4.3199e-06	0.0010349	
7.577e-08	3.9345e-09	1.0793e-07	4.2596e-06	0.0010598	
8.0537e-08	4.0378e-09	1.0899e-07	4.218e-06	0.0011434	
7.9777e-08	3.6263e-09	1.0681e-07	4.1678e-06	0.0011975	
8.1286e-08	3.5172e-09	1.068e-07	4.1366e-06	0.0013299	
8.5261e-08	3.7059e-09	1.0903e-07	4.124e-06	0.0015963	
8.3434e-08	3.3626e-09	1.0787e-07	4.1023e-06	0.0017969	
6.4758e-08	3.6811e-09	1.1996e-07	4.0089e-06	0.0018555	
5.8698e-08	4.9819e-09	1.1761e-07	3.987e-06	0.0018231	
5.5077e-08	5.2398e-09	1.1863e-07	3.9871e-06	0.0016889	
5.3288e-08	6.022e-09	1.225e-07	4.0076e-06	0.0016537	
4.5839e-08	6.1372e-09	1.2263e-07	4.0174e-06	0.0015765	
7.6709e-08	5.6212e-09	1.1895e-07	4.0114e-06	0.0014545	
1.0044e-07	4.4566e-09	1.1161e-07	3.9954e-06	0.0012805	
1.3092e-07	3.8303e-09	1.0717e-07	3.9999e-06	0.0012119	
1.5329e-07	4.155e-09	9.8632e-08	3.9932e-06	0.0010727	
1.6785e-07	3.8034e-09	8.6037e-08	3.9753e-06	0.0011591	
1.7479e-07	2.8266e-09	6.9415e-08	3.946e-06	0.0012049	
1.6994e-07	2.4899e-09	6.3684e-08	3.8885e-06	0.0011596	
1.713e-07	2.4484e-09	5.9859e-08	3.8539e-06	0.0011975	
1.7902e-07	2.7895e-09	5.7781e-08	3.841e-06	0.0013448	
1.9372e-07	2.0642e-09	5.7382e-08	3.8492e-06	0.0017385	
2.6415e-07	2.0749e-09	5.1131e-08	3.794e-06	0.0019858	
3.5828e-07	2.3823e-09	4.6696e-08	3.7625e-06	0.0020365	
4.8249e-07	3.0296e-09	4.3637e-08	3.7524e-06	0.0019356	
5.88e-07	2.8773e-09	3.7149e-08	3.7307e-06	0.0020809	
6.8107e-07	3.6737e-09	2.7386e-08	3.697e-06	0.0021632	
7.5838e-07	3.8741e-09	3.6391e-08	3.6519e-06	0.0021953	
7.4628e-07	4.5613e-09	4.7389e-08	3.6331e-06	0.0023551	
7.6088e-07	3.9327e-09	6.2443e-08	3.4683e-06	0.0027706	
8.007e-07	2.576e-09	6.9368e-08	3.3523e-06	0.0030484	
8.6687e-07	1.7016e-09	7.8633e-08	3.2643e-06	0.0036356	
9.6086e-07	1.144e-09	9.079e-08	3.2004e-06	0.0038255	
1.0385e-06	1.106e-09	9.9145e-08	3.1252e-06	0.0039341	
1.15e-06	1.1803e-09	1.1093e-07	3.0733e-06	0.0042493	
1.305e-06	1.4126e-09	1.2695e-07	3.0429e-06	0.004299	
1.4377e-06	2.2447e-09	1.3844e-07	3.0022e-06	0.0042646	
