Sylvilagus_bachmani	Oryctolagus_cuniculus	Ochotona_princeps	Ochotona_curzoniae	Lepus_timidus	Lepus_americanus	
6.8916e-06	0.0014572	0.036102	0.00049884	0.00024436	3.3294e-05	
5.6651e-06	0.0014455	0.037745	0.00049044	0.00024303	3.258e-05	
5.491e-06	0.0014311	0.039347	0.00048181	0.00024514	3.1692e-05	
5.301e-06	0.0014164	0.040914	0.00047299	0.00024728	3.081e-05	
5.1138e-06	0.0014022	0.042549	0.00046454	0.00024946	2.9932e-05	
4.9293e-06	0.0013884	0.044254	0.00045646	0.00025166	2.9057e-05	
4.73e-06	0.0013744	0.045922	0.00044819	0.00025376	2.9557e-05	
4.5334e-06	0.0013609	0.047547	0.0004397	0.0002559	3.0058e-05	
4.3219e-06	0.001347	0.049137	0.00043101	0.00025801	3.0547e-05	
4.0956e-06	0.0013329	0.050805	0.00042274	0.00026009	3.1027e-05	
3.875e-06	0.0013194	0.052424	0.00041422	0.00026221	3.1508e-05	
3.6578e-06	0.0013063	0.053997	0.00040544	0.00026437	3.1991e-05	
3.4436e-06	0.0012938	0.055646	0.00039707	0.00026656	3.2475e-05	
3.2323e-06	0.0012817	0.057373	0.00038909	0.00026878	3.2962e-05	
3.0243e-06	0.0012701	0.059184	0.00038149	0.00027097	3.3434e-05	
2.8185e-06	0.0012589	0.060953	0.0003737	0.00027319	3.3909e-05	
2.5986e-06	0.0012475	0.062808	0.00036628	0.00027539	3.4372e-05	
2.3808e-06	0.0012366	0.064751	0.00035921	0.00027763	3.4838e-05	
2.1647e-06	0.0012261	0.066788	0.00035247	0.0002799	3.5305e-05	
2.3528e-06	0.0012149	0.06878	0.00034557	0.00028214	3.5762e-05	
2.5409e-06	0.0012041	0.070858	0.00033897	0.00028442	3.6219e-05	
2.7153e-06	0.0011931	0.072891	0.00033221	0.00028667	3.6666e-05	
3.8448e-06	0.0011223	0.086741	0.00028344	0.00030295	3.9744e-05	
3.979e-06	0.0011125	0.088803	0.00027675	0.00030529	4.0165e-05	
4.115e-06	0.001103	0.090819	0.00026989	0.00030767	4.0587e-05	
4.2521e-06	0.0010939	0.092932	0.00026336	0.00030712	4.1021e-05	
4.3913e-06	0.0010852	0.095147	0.00025712	0.00030659	4.1456e-05	
4.5329e-06	0.0010768	0.097299	0.0002507	0.00030609	4.1894e-05	
4.6759e-06	0.0010688	0.099544	0.00024454	0.00030561	4.2334e-05	
4.804e-06	0.0010605	0.10174	0.00023824	0.0003051	4.2762e-05	
4.9347e-06	0.0010526	0.10404	0.00023222	0.00030463	4.3193e-05	
5.067e-06	0.001045	0.10644	0.00022646	0.00030417	4.3625e-05	
5.2023e-06	0.0010377	0.10896	0.00022097	0.00030374	4.406e-05	
5.3406e-06	0.0010308	0.1116	0.00021573	0.00030333	4.4498e-05	
5.4822e-06	0.0010242	0.11436	0.00021074	0.00030294	4.4938e-05	
5.6071e-06	0.0010173	0.11705	0.00020561	0.00030259	4.5383e-05	
5.7168e-06	0.0010102	0.11968	0.00020033	0.00030221	4.5817e-05	
5.8285e-06	0.0010034	0.12243	0.00019529	0.00030186	4.6252e-05	
5.9426e-06	0.00099691	0.12529	0.00019045	0.00030152	4.6689e-05	
6.0591e-06	0.00099069	0.12809	0.00018548	0.00030121	4.7128e-05	
6.1608e-06	0.00098428	0.13082	0.00018038	0.00030088	4.7557e-05	
6.2651e-06	0.00097816	0.13368	0.0001755	0.00030056	4.7987e-05	
6.3546e-06	0.00097185	0.13646	0.00017048	0.00030023	4.8406e-05	
6.4271e-06	0.00096529	0.13917	0.00016533	0.00029993	4.883e-05	
6.5034e-06	0.00095903	0.14181	0.00016001	0.00029965	4.9257e-05	
6.5642e-06	0.00095258	0.14437	0.00015456	0.00029935	4.9673e-05	
6.6275e-06	0.0009464	0.14704	0.00014935	0.00029907	5.0091e-05	
6.6946e-06	0.00094053	0.14963	0.00014396	0.00029881	5.0511e-05	
6.7656e-06	0.00093495	0.15234	0.00013883	0.00029858	5.0935e-05	
6.8406e-06	0.00092965	0.155	0.00013356	0.00029837	5.1363e-05	
6.9184e-06	0.00092462	0.15777	0.00012851	0.00029819	5.1792e-05	
6.9992e-06	0.00091983	0.16067	0.00012366	0.00029802	5.2224e-05	
7.0831e-06	0.00091529	0.16348	0.00011868	0.00029787	5.2659e-05	
7.152e-06	0.00091059	0.17885	0.00011314	0.00029771	5.3082e-05	
7.2251e-06	0.00090615	0.19493	0.00010785	0.00029757	5.3509e-05	
7.3027e-06	0.00090198	0.21178	0.00010279	0.00029745	5.3939e-05	
7.3835e-06	0.00089805	0.22935	9.7942e-05	0.00029735	5.4372e-05	
7.4677e-06	0.00089435	0.24766	9.3284e-05	0.00029728	5.4807e-05	
7.5553e-06	0.00089088	0.26676	8.8812e-05	0.00029722	5.5245e-05	
7.6472e-06	0.00088766	0.28668	8.4521e-05	0.00029714	5.5669e-05	
7.7778e-06	0.0008704	0.30614	8.0111e-05	0.00029708	5.6095e-05	
7.8923e-06	0.00085282	0.32655	7.5905e-05	0.000297	5.651e-05	
8.0106e-06	0.00083576	0.34782	7.1864e-05	0.00029694	5.6928e-05	
8.1344e-06	0.00081924	0.37007	6.7999e-05	0.0002969	5.7349e-05	
8.2623e-06	0.0008032	0.37759	6.4697e-05	0.00029688	5.7772e-05	
8.3943e-06	0.00078763	0.38542	6.1522e-05	0.00029688	5.8199e-05	
8.5111e-06	0.0007718	0.3931	5.827e-05	0.00029687	5.8614e-05	
8.6126e-06	0.00075571	0.40111	5.5146e-05	0.00029683	5.9019e-05	
8.7192e-06	0.00074011	0.40947	5.2151e-05	0.00029682	5.9426e-05	
8.8308e-06	0.00072499	0.41821	4.9277e-05	0.00029682	5.9837e-05	
8.9474e-06	0.00071033	0.42732	4.6518e-05	0.00029685	6.0251e-05	
9.069e-06	0.0006961	0.43683	4.3868e-05	0.0002969	6.0668e-05	
9.1957e-06	0.0006823	0.44674	4.1321e-05	0.00029698	6.1088e-05	
9.3262e-06	0.00066886	0.45704	3.8863e-05	0.00029707	6.1511e-05	
9.4411e-06	0.0006552	0.46779	3.6503e-05	0.00029714	6.1922e-05	
9.561e-06	0.00064193	0.479	3.4232e-05	0.00029723	6.2336e-05	
9.686e-06	0.00062905	0.49068	3.2046e-05	0.00029734	6.2754e-05	
9.8161e-06	0.00061654	0.50284	2.9939e-05	0.00029747	6.3174e-05	
9.9315e-06	0.00060384	0.51275	2.9941e-05	0.00029759	6.3584e-05	
1.005e-05	0.00059146	0.52248	2.9911e-05	0.00029772	6.3995e-05	
1.0173e-05	0.00057938	0.53255	2.9899e-05	0.00029787	6.4408e-05	
1.0299e-05	0.00056761	0.54299	2.9908e-05	0.00029803	6.4824e-05	
1.0411e-05	0.00055569	0.5533	2.989e-05	0.00029819	6.523e-05	
1.0511e-05	0.00054363	0.5635	2.9846e-05	0.00029832	6.5626e-05	
1.0613e-05	0.00053186	0.57403	2.9819e-05	0.00029847	6.6024e-05	
1.0718e-05	0.00052035	0.58492	2.981e-05	0.00029864	6.6423e-05	
1.0811e-05	0.00050872	0.59569	2.9775e-05	0.0002988	6.6813e-05	
1.0905e-05	0.00049732	0.60678	2.9755e-05	0.00029896	6.7203e-05	
1.1002e-05	0.00048618	0.61822	2.975e-05	0.00029915	6.7595e-05	
1.11e-05	0.00047526	0.62999	2.9758e-05	0.00029934	6.7987e-05	
1.12e-05	0.00046456	0.64209	2.9779e-05	0.00029955	6.838e-05	
1.1288e-05	0.00045373	0.65455	2.9814e-05	0.00029975	6.8764e-05	
1.1377e-05	0.00044312	0.66736	2.9861e-05	0.00029996	6.9148e-05	
1.1467e-05	0.00043271	0.68053	2.9921e-05	0.00030018	6.9533e-05	
1.1545e-05	0.00042218	0.69357	2.9956e-05	0.00030038	6.9908e-05	
1.1623e-05	0.00041185	0.70697	3.0003e-05	0.0003006	7.0284e-05	
1.169e-05	0.00040141	0.72025	3.0026e-05	0.00030081	7.065e-05	
1.1759e-05	0.00039118	0.73394	3.0065e-05	0.00030103	7.1018e-05	
1.1829e-05	0.00038115	0.74799	3.0115e-05	0.00030126	7.1386e-05	
1.1902e-05	0.00037132	0.76247	3.0179e-05	0.00030151	7.1755e-05	
1.1977e-05	0.00036167	0.77733	3.0256e-05	0.00030177	7.2125e-05	
1.2053e-05	0.00035221	0.79261	3.0345e-05	0.00030204	7.2495e-05	
1.2116e-05	0.00034263	0.80775	3.0411e-05	0.0003023	7.2856e-05	
1.2182e-05	0.00033324	0.82331	3.0489e-05	0.00030257	7.3218e-05	
1.2249e-05	0.00032403	0.8393	3.0581e-05	0.00030286	7.358e-05	
1.2304e-05	0.0003147	0.85515	3.0648e-05	0.00030313	7.3933e-05	
1.2362e-05	0.00030558	0.85867	3.0757e-05	0.00030341	7.4288e-05	
1.2406e-05	0.00029635	0.86216	3.0841e-05	0.00030369	7.4633e-05	
1.2455e-05	0.00028732	0.86576	3.0943e-05	0.00030398	7.498e-05	
1.2489e-05	0.00027816	0.86933	3.1017e-05	0.00030425	7.5318e-05	
1.2528e-05	0.00026921	0.87301	3.111e-05	0.00030454	7.5657e-05	
1.2571e-05	0.00026046	0.87665	3.1176e-05	0.00030485	7.5999e-05	
1.2599e-05	0.00025159	0.88025	3.1215e-05	0.00030514	7.6331e-05	
1.2614e-05	0.00024258	0.88381	3.1225e-05	0.00030542	7.6652e-05	
1.2632e-05	0.00023378	0.88748	3.1255e-05	0.00030571	7.6976e-05	
1.2656e-05	0.00022519	0.8911	3.1254e-05	0.00030602	7.7302e-05	
1.2684e-05	0.00021679	0.89485	3.1272e-05	0.00030635	7.7631e-05	
1.2717e-05	0.00020858	0.89873	3.1309e-05	0.00030669	7.7962e-05	
1.2755e-05	0.00020056	0.90274	3.1367e-05	0.00030706	7.8296e-05	
1.2797e-05	0.00019273	0.90689	3.1445e-05	0.00030744	7.8633e-05	
1.2844e-05	0.00018505	0.91117	3.1541e-05	0.00030784	7.8972e-05	
1.2875e-05	0.00017725	0.91541	3.1608e-05	0.00030822	7.93e-05	
1.2911e-05	0.00016962	0.91977	3.1693e-05	0.00030862	7.963e-05	
1.2951e-05	0.00016214	0.92428	3.1797e-05	0.00030903	7.9962e-05	
1.2995e-05	0.00015481	0.92894	3.1919e-05	0.00030947	8.0297e-05	
1.3024e-05	0.00014737	0.93354	3.2013e-05	0.00030988	8.0621e-05	
1.3058e-05	0.00014009	0.93829	3.2125e-05	0.00031032	8.0948e-05	
1.3076e-05	0.00013268	0.94298	3.2208e-05	0.00031073	8.1264e-05	
1.3079e-05	0.00012514	0.9476	3.226e-05	0.00031113	8.1569e-05	
1.3088e-05	0.00011778	0.94941	3.2905e-05	0.00031154	8.1877e-05	
1.3102e-05	0.00011057	0.95128	3.3578e-05	0.00031198	8.2188e-05	
1.3099e-05	0.00010323	0.95312	3.4216e-05	0.0003124	8.2488e-05	
1.3102e-05	9.6046e-05	0.95503	3.4882e-05	0.00031283	8.2791e-05	
1.3089e-05	8.8732e-05	0.95691	3.5512e-05	0.00031325	8.3082e-05	
1.3082e-05	8.1593e-05	0.95886	3.6176e-05	0.00031368	8.3377e-05	
1.3082e-05	7.4625e-05	0.95937	3.7018e-05	0.00031414	8.3677e-05	
1.3089e-05	6.7822e-05	0.95992	3.7899e-05	0.00031462	8.398e-05	
1.308e-05	6.0891e-05	0.96045	3.8741e-05	0.00031508	8.4272e-05	
1.3054e-05	5.3832e-05	0.96096	3.9549e-05	0.00031552	8.4553e-05	
1.3036e-05	4.6937e-05	0.96151	4.0396e-05	0.00031599	8.4837e-05	
1.2995e-05	4.6851e-05	0.96204	4.1204e-05	0.00031643	8.5111e-05	
1.296e-05	4.6775e-05	0.9626	4.2047e-05	0.00031689	8.5387e-05	
1.2931e-05	4.6712e-05	0.96319	4.2931e-05	0.00031738	8.5667e-05	
1.2909e-05	4.6663e-05	0.96376	4.3772e-05	0.00031788	8.5951e-05	
1.2891e-05	4.6621e-05	0.96436	4.4647e-05	0.0003184	8.6238e-05	
1.2877e-05	4.6586e-05	0.96499	4.5558e-05	0.00031895	8.6527e-05	
1.2849e-05	4.6491e-05	0.9656	4.6435e-05	0.00031947	8.6806e-05	
1.2826e-05	4.6406e-05	0.96625	4.7351e-05	0.00032001	8.7089e-05	
1.2809e-05	4.6331e-05	0.96692	4.8308e-05	0.00032058	8.7374e-05	
1.2778e-05	4.6197e-05	0.96758	4.9231e-05	0.00032113	8.765e-05	
1.275e-05	4.6068e-05	0.96827	5.019e-05	0.00032169	8.7928e-05	
1.2707e-05	4.5877e-05	0.96895	5.1112e-05	0.00032224	8.8195e-05	
1.265e-05	4.5624e-05	0.96962	5.1997e-05	0.00032277	8.8452e-05	
1.2577e-05	4.5309e-05	0.97029	5.2846e-05	0.00032328	8.8698e-05	
1.251e-05	4.5004e-05	0.97098	5.3735e-05	0.00032382	8.8948e-05	
1.2448e-05	4.4709e-05	0.9717	5.4667e-05	0.00032437	8.92e-05	
1.2371e-05	4.4352e-05	0.97241	5.5561e-05	0.00032491	8.9442e-05	
1.2299e-05	4.4005e-05	0.9731	5.6411e-05	0.00032546	8.9688e-05	
1.2232e-05	4.3665e-05	0.97383	5.7299e-05	0.00032604	8.9937e-05	
1.2169e-05	4.3331e-05	0.97458	5.8228e-05	0.00032663	9.0188e-05	
1.2111e-05	4.3004e-05	0.97536	5.9199e-05	0.00032724	9.0443e-05	
1.2037e-05	4.2613e-05	0.97617	6.0221e-05	0.00032784	9.0686e-05	
1.1968e-05	4.2229e-05	0.97702	6.1289e-05	0.00032845	9.0932e-05	
1.1883e-05	4.178e-05	0.97785	6.2314e-05	0.00032904	9.1168e-05	
1.1803e-05	4.1344e-05	0.97872	6.3391e-05	0.00032966	9.1407e-05	
1.1729e-05	4.0914e-05	0.97962	6.4516e-05	0.00033029	9.1649e-05	
1.1639e-05	4.042e-05	0.98051	6.5597e-05	0.00033091	9.1881e-05	
1.1555e-05	3.9938e-05	0.98143	6.6734e-05	0.00033155	9.2116e-05	
1.1477e-05	3.9469e-05	0.98234	6.7818e-05	0.00033221	9.2357e-05	
1.1406e-05	3.9014e-05	0.98329	6.8961e-05	0.0003329	9.2602e-05	
1.1341e-05	3.8571e-05	0.98427	7.0165e-05	0.00033361	9.2852e-05	
1.1283e-05	3.8142e-05	0.9853	7.1432e-05	0.00033435	9.3107e-05	
1.123e-05	3.7721e-05	0.98558	7.296e-05	0.00033511	9.3366e-05	
1.1161e-05	3.7236e-05	0.98585	7.4437e-05	0.00033585	9.3614e-05	
1.1076e-05	3.6684e-05	0.98611	7.586e-05	0.00033656	9.3849e-05	
1.0974e-05	3.6066e-05	0.98639	7.735e-05	0.00033726	9.4073e-05	
1.0855e-05	3.538e-05	0.98667	7.8784e-05	0.00033793	9.4284e-05	
1.0719e-05	3.4626e-05	0.98696	8.0298e-05	0.00033858	9.4483e-05	
1.0589e-05	3.3882e-05	0.98696	8.2111e-05	0.00033926	9.4686e-05	
1.0443e-05	3.3071e-05	0.98696	8.3864e-05	0.00033991	9.4878e-05	
1.0301e-05	3.2269e-05	0.98696	8.5693e-05	0.00034059	9.5073e-05	
1.0165e-05	3.1475e-05	0.98698	8.7599e-05	0.00034129	9.5273e-05	
1.0035e-05	3.0693e-05	0.98703	8.7363e-05	0.00034201	9.5477e-05	
9.9101e-06	2.9917e-05	0.98709	8.7174e-05	0.00034275	9.5686e-05	
9.7689e-06	2.9076e-05	0.98715	8.694e-05	0.00034348	9.5882e-05	
9.6125e-06	2.8173e-05	0.98721	8.6666e-05	0.00034418	9.6068e-05	
9.4604e-06	2.7276e-05	0.98728	8.6437e-05	0.00034491	9.6258e-05	
9.2925e-06	2.6315e-05	0.98734	8.6164e-05	0.00034562	9.6435e-05	
9.1302e-06	2.5363e-05	0.98741	8.5942e-05	0.00034635	9.6618e-05	
8.9529e-06	2.435e-05	0.98749	8.5681e-05	0.00034706	9.6789e-05	
8.781e-06	2.3345e-05	0.98757	8.5469e-05	0.00034779	9.6965e-05	
8.6144e-06	2.2348e-05	0.98766	8.5309e-05	0.00034856	9.7146e-05	
8.453e-06	2.1359e-05	0.98775	8.5106e-05	0.00034934	9.7332e-05	
8.2726e-06	2.3399e-05	0.98784	8.4862e-05	0.00035011	9.7507e-05	
8.0972e-06	2.5468e-05	0.98794	8.4669e-05	0.0003509	9.7687e-05	
7.9071e-06	2.7468e-05	0.98804	8.4437e-05	0.00035167	9.7856e-05	
7.7023e-06	2.9401e-05	0.98814	8.4165e-05	0.00035243	9.8013e-05	
7.501e-06	3.1356e-05	0.98824	8.3936e-05	0.0003532	9.8174e-05	
7.3029e-06	3.3335e-05	0.98836	8.3751e-05	0.000354	9.8339e-05	
7.0903e-06	3.5245e-05	0.98847	8.3527e-05	0.00035478	9.8493e-05	
6.881e-06	3.718e-05	0.98859	8.3345e-05	0.00035558	9.8651e-05	
6.6746e-06	3.9142e-05	0.98873	8.3207e-05	0.0003564	9.8812e-05	
6.453e-06	4.1029e-05	0.98886	8.3026e-05	0.0003572	9.8962e-05	
6.2162e-06	4.2842e-05	0.989	8.2897e-05	0.00035798	9.91e-05	
5.9837e-06	4.4689e-05	0.98915	8.2818e-05	0.00035879	9.9243e-05	
5.7541e-06	4.6565e-05	0.98931	8.2782e-05	0.00035962	9.939e-05	
5.5094e-06	4.8366e-05	0.98947	8.2703e-05	0.00036042	9.9525e-05	
5.2688e-06	5.0203e-05	0.98964	8.2674e-05	0.00036126	9.9665e-05	
5.031e-06	5.2073e-05	0.98981	8.2599e-05	0.00036211	9.9809e-05	
4.7969e-06	5.3983e-05	0.98999	8.2575e-05	0.00036299	9.9959e-05	
4.5652e-06	5.5928e-05	0.99018	8.2596e-05	0.0003639	0.00010011	
4.3368e-06	5.7918e-05	0.99013	8.2734e-05	0.00036483	0.00010027	
4.1113e-06	5.9953e-05	0.99008	8.2924e-05	0.00036579	0.00010044	
3.8886e-06	6.2037e-05	0.98971	8.3355e-05	0.00036678	0.0001006	
3.6683e-06	6.417e-05	0.98936	8.384e-05	0.0003678	0.00010078	
3.449e-06	6.6344e-05	0.989	8.4277e-05	0.00036883	0.00010096	
3.2162e-06	6.8444e-05	0.98864	8.4673e-05	0.00036985	0.00010113	
2.984e-06	7.0583e-05	0.98829	8.5115e-05	0.00037089	0.0001013	
2.7384e-06	7.2648e-05	0.98794	8.5517e-05	0.00037192	0.00010146	
2.4932e-06	7.4753e-05	0.9876	8.5964e-05	0.00037296	0.00010162	
2.2343e-06	7.6779e-05	0.98726	8.6369e-05	0.00037399	0.00010177	
1.9621e-06	7.8732e-05	0.98692	8.6734e-05	0.00037499	0.00010192	
1.6767e-06	8.0612e-05	0.98657	8.706e-05	0.00037598	0.00010205	
1.3925e-06	8.2538e-05	0.98624	8.7437e-05	0.000377	0.00010218	
1.1093e-06	8.4512e-05	0.9859	8.7765e-05	0.00037804	0.00010232	
1.186e-06	8.6407e-05	0.98556	8.8054e-05	0.00037906	0.00010245	
1.2582e-06	8.8344e-05	0.98523	8.8387e-05	0.00038005	0.00010257	
1.326e-06	9.0325e-05	0.98492	8.8764e-05	0.00038107	0.00010269	
1.3829e-06	9.2239e-05	0.98461	8.9109e-05	0.00038207	0.0001028	
1.429e-06	9.4087e-05	0.98429	8.942e-05	0.00038306	0.0001029	
1.4699e-06	9.5964e-05	0.98399	8.9767e-05	0.00038407	0.000103	
1.5057e-06	9.7876e-05	0.98369	9.0152e-05	0.00038509	0.0001031	
1.5361e-06	9.9814e-05	0.98342	9.057e-05	0.00038613	0.00010321	
1.5559e-06	0.00010169	0.98314	9.0957e-05	0.00038716	0.00010331	
1.5705e-06	0.0001036	0.98287	9.1381e-05	0.00038821	0.0001034	
1.5799e-06	0.00010554	0.98261	9.1842e-05	0.00038927	0.00010351	
1.5841e-06	0.00010751	0.98237	9.234e-05	0.00039035	0.00010361	
1.5831e-06	0.00010951	0.98213	9.2875e-05	0.00039145	0.00010371	
1.5768e-06	0.00011155	0.9819	9.3374e-05	0.00039257	0.00010382	
1.5601e-06	0.00011353	0.98166	9.3845e-05	0.00039368	0.00010392	
1.5328e-06	0.00011545	0.98143	9.4286e-05	0.00039477	0.000104	
1.5002e-06	0.0001174	0.9812	9.4762e-05	0.00039588	0.00010409	
1.4571e-06	0.00011929	0.98097	9.521e-05	0.00039698	0.00010417	
1.4086e-06	0.00012121	0.98075	9.5693e-05	0.00039809	0.00010426	
1.3546e-06	0.00012316	0.98055	9.621e-05	0.00039923	0.00010434	
1.2948e-06	0.00012514	0.98035	9.6758e-05	0.00040037	0.00010443	
1.2293e-06	0.00012715	0.98017	9.7342e-05	0.00040154	0.00010451	
1.1579e-06	0.00012919	0.97999	9.7957e-05	0.00040272	0.0001046	
1.0806e-06	0.00013125	0.97983	9.8604e-05	0.00040391	0.00010469	
9.9722e-07	0.00013335	0.97967	9.9282e-05	0.00040512	0.00010477	
9.0781e-07	0.00013547	0.97952	9.9994e-05	0.00040635	0.00010486	
1.1927e-06	0.00013753	0.97937	0.00010068	0.00040756	0.00010494	
1.4667e-06	0.00013953	0.97923	0.00010133	0.00040876	0.00010502	
1.7386e-06	0.00014156	0.97909	0.00010203	0.00040998	0.00010509	
2.0077e-06	0.00014363	0.97896	0.00010275	0.00041122	0.00010516	
2.2742e-06	0.00014572	0.97884	0.00010351	0.00041247	0.00010524	
2.5383e-06	0.00014785	0.97872	0.0001043	0.00041373	0.00010531	
2.7999e-06	0.00015	0.97779	0.00010522	0.00041501	0.00010539	
3.0593e-06	0.00015219	0.97688	0.00010616	0.00041631	0.00010546	
3.3075e-06	0.00015432	0.97596	0.00010708	0.00041759	0.00010553	
3.5444e-06	0.00015639	0.97504	0.00010797	0.00041887	0.00010559	
3.7797e-06	0.0001585	0.97414	0.0001089	0.00042016	0.00010565	
4.0134e-06	0.00016065	0.97327	0.00010987	0.00042146	0.00010571	
4.2457e-06	0.00016283	0.97243	0.00011088	0.00042279	0.00010578	
4.4671e-06	0.00016496	0.97158	0.00011187	0.0004241	0.00010583	
4.6774e-06	0.00016703	0.97073	0.00011283	0.0004254	0.00010588	
4.8857e-06	0.00016914	0.96991	0.00011382	0.00042672	0.00010592	
5.0926e-06	0.00017128	0.9691	0.00011486	0.00042806	0.00010597	
5.2976e-06	0.00017346	0.96833	0.00011594	0.00042941	0.00010602	
5.4914e-06	0.00017558	0.96754	0.00011698	0.00043075	0.00010606	
5.6738e-06	0.00017763	0.96675	0.000118	0.00043208	0.00010609	
5.8551e-06	0.00017973	0.96599	0.00011906	0.00043342	0.00010612	
6.0354e-06	0.00018188	0.96525	0.00012017	0.00043478	0.00010616	
6.2045e-06	0.00018396	0.9645	0.00012124	0.00043613	0.00010618	
6.3626e-06	0.00018599	0.96376	0.00012229	0.00043747	0.0001062	
6.5096e-06	0.00018795	0.963	0.00012332	0.0004388	0.00010621	
6.6557e-06	0.00018996	0.96228	0.00012438	0.00044015	0.00010622	
6.7906e-06	0.00019191	0.96154	0.00012542	0.00044148	0.00010622	
6.9238e-06	0.0001939	0.96083	0.0001265	0.00044283	0.00010623	
7.0563e-06	0.00019594	0.96015	0.00012763	0.0004442	0.00010623	
7.1872e-06	0.00019801	0.95945	0.00012872	0.00044559	0.00010623	
7.3175e-06	0.00020013	0.95878	0.00012986	0.000447	0.00010624	
7.4363e-06	0.00020218	0.95811	0.00013097	0.00044839	0.00010624	
7.5537e-06	0.00020428	0.95749	0.00012851	0.0004498	0.00010624	
7.6705e-06	0.00020643	0.95689	0.00012612	0.00045123	0.00010623	
7.7758e-06	0.00020851	0.95628	0.0001237	0.00045264	0.00010623	
7.8699e-06	0.00021053	0.95568	0.00012124	0.00045405	0.00010621	
7.9627e-06	0.00021259	0.95509	0.00011884	0.00045547	0.00010619	
8.0443e-06	0.0002146	0.9545	0.00011641	0.00045688	0.00010617	
8.1245e-06	0.00021664	0.95392	0.00011404	0.0004583	0.00010614	
8.1933e-06	0.00021862	0.95335	0.00011164	0.00045972	0.00010611	
8.2507e-06	0.00022054	0.95277	0.0001092	0.00046112	0.00010606	
8.2966e-06	0.0002224	0.95218	0.00010673	0.0004625	0.00010601	
8.3412e-06	0.00022429	0.95162	0.00010431	0.00046391	0.00010596	
8.3746e-06	0.00022613	0.95105	0.00010187	0.0004653	0.00010591	
8.4066e-06	0.00022801	0.9505	9.948e-05	0.00046671	0.00010585	
8.4275e-06	0.00022983	0.94995	9.7061e-05	0.00046811	0.00010578	
8.447e-06	0.00023169	0.94941	9.47e-05	0.00046953	0.00010572	
8.4551e-06	0.00023349	0.94888	9.2305e-05	0.00047093	0.00010564	
8.4517e-06	0.00023522	0.94833	8.9875e-05	0.00047232	0.00010556	
8.437e-06	0.00023689	0.94779	8.741e-05	0.0004737	0.00010547	
8.4216e-06	0.00023862	0.94726	8.5011e-05	0.00047509	0.00010538	
8.3948e-06	0.00024028	0.94673	8.2577e-05	0.00047648	0.00010528	
8.3565e-06	0.00024187	0.9462	8.0108e-05	0.00047785	0.00010518	
8.3177e-06	0.00024352	0.94569	7.7703e-05	0.00047924	0.00010507	
8.2677e-06	0.00024511	0.94517	7.5267e-05	0.00048062	0.00010496	
8.2062e-06	0.00024663	0.94465	7.2795e-05	0.00048199	0.00010483	
8.1334e-06	0.00024809	0.94413	7.0291e-05	0.00048334	0.0001047	
8.0594e-06	0.0002496	0.94362	6.7845e-05	0.00048471	0.00010457	
7.985e-06	0.00025116	0.94314	6.5462e-05	0.0004861	0.00010444	
7.9094e-06	0.00025277	0.94267	6.3135e-05	0.00048751	0.00010432	
7.8221e-06	0.00025431	0.9422	6.0772e-05	0.00048891	0.00010418	
7.7346e-06	0.0002559	0.94175	5.8472e-05	0.00049033	0.00010404	
7.6351e-06	0.00025743	0.9413	5.6134e-05	0.00049173	0.0001039	
7.524e-06	0.00025889	0.94084	5.3761e-05	0.00049312	0.00010375	
7.4122e-06	0.00026041	0.9404	5.1447e-05	0.00049453	0.00010359	
7.301e-06	0.00026199	0.93998	4.92e-05	0.00049597	0.00010344	
7.1906e-06	0.00026364	0.93958	4.7021e-05	0.00049742	0.0001033	
7.0803e-06	0.00026536	0.9392	4.4902e-05	0.00049891	0.00010315	
6.9728e-06	0.00026718	0.93884	4.2854e-05	0.00050037	0.000103	
6.8659e-06	0.00026907	0.9385	4.0866e-05	0.00050185	0.00010284	
6.7604e-06	0.00027105	0.93819	3.8944e-05	0.00050337	0.00010269	
6.6553e-06	0.00027311	0.93654	3.7231e-05	0.00050491	0.00010255	
6.5368e-06	0.00027508	0.93487	3.5475e-05	0.00050643	0.00010239	
6.4187e-06	0.00027713	0.93326	3.3769e-05	0.00050798	0.00010223	
6.301e-06	0.00027925	0.9317	3.2112e-05	0.00050955	0.00010208	
6.1834e-06	0.00028146	0.93012	3.0412e-05	0.00051115	0.00010193	
6.066e-06	0.00028374	0.92858	2.8758e-05	0.00051278	0.00010178	
5.9353e-06	0.00028594	0.92703	2.7065e-05	0.00051438	0.00010162	
5.7915e-06	0.00028804	0.92546	2.533e-05	0.00051597	0.00010146	
5.6486e-06	0.00029024	0.92395	2.3648e-05	0.00051759	0.00010129	
5.5057e-06	0.00029252	0.92248	2.2012e-05	0.00051923	0.00010113	
5.3636e-06	0.0002949	0.92107	2.0425e-05	0.00052091	0.00010097	
5.2223e-06	0.00029737	0.91971	1.8886e-05	0.00052261	0.00010082	
5.0817e-06	0.00029995	0.91841	1.7393e-05	0.00052435	0.00010066	
4.9279e-06	0.00030243	0.91708	1.5861e-05	0.00052606	0.0001005	
4.761e-06	0.00030482	0.91574	1.4291e-05	0.00052776	0.00010033	
4.5945e-06	0.0003073	0.91445	1.2765e-05	0.00052949	0.00010016	
4.4282e-06	0.00030989	0.9132	1.1282e-05	0.00053124	9.9996e-05	
4.2485e-06	0.00031237	0.91194	9.7591e-06	0.00053298	9.982e-05	
